@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|port_aid|port_ipaddr|port_num|product_type|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan
10.204.9.209/9|10.204.9.209/9|10.204.9.209/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-5/1/8|||NNI|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMA545||CIENA NTE|N||4092
10.204.90.159/28|10.204.90.159/28|10.204.90.159/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|45/KRGN/299399/NV|||CIENA NTE|Y||
10.204.9.17/9|10.204.9.17/9|10.204.9.17/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAJ23|JUNIPER MX SERIES|10.204.241.86|150.0.0.146||ge-0/1/5|||NNI|||||JU101/GE1N/DYBHFLMAJ23/DYBHFLMAZS4||CIENA NTE|Y||4092
10.204.132.124/1|10.204.132.124/1|10.204.132.124/1|NFO-MOBILITY|NTE|NTE|true|B|1||0||GSVLFLSTWAC|CIENA NTE|10.204.132.127|||9|||NNI|||||JU104/GE1N/GSVLFLSTWAC/GSVLFLSTWA7||CIENA EMUX|Y||4092
10.204.200.205/25|10.204.200.205/25|10.204.200.205/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMAN78|JUNIPER MX SERIES|10.204.247.40|12.80.72.42||ge-0/0/0|||NNI|||||101/GE1N/RLGHNCMAN78/RLGHNCMAN79||CIENA NTE|N||
10.204.132.141/9|10.204.132.141/9|10.204.132.141/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/0/2|||NNI|||||JU101/GE1N/GSVLFLANAC1/GSVLFLAN031||CIENA NTE|N||4092
10.204.9.167/9|10.204.9.167/9|10.204.9.167/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAD02|JUNIPER MX SERIES|10.204.242.134|149.0.3.213||ge-0/0/0|||NNI|AAF-PRIMARY||||JU102/GE1N/DYBHFLMAD02/DYBHFLMAD47|JU102/GE1N/DYBHFLMAD12/DYBHFLMAD47|CIENA NTE|Y||4092
10.204.160.80/25|10.204.160.80/25|10.204.160.80/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMOPS1|JUNIPER MX SERIES|10.204.246.124|12.82.100.7||ge-5/0/0|||NNI|||||S101G/GE1N/RLGHNCMOPS1/RLGHNCMOPS2||CIENA NTE|N||
10.204.12.44/1|10.204.12.44/1|10.204.12.44/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|70/KQGN/485211/SB|||CIENA NTE|Y||
1.2.3.161/10|1.2.3.161/10|1.2.3.161/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||ANHMCA01800|JUNIPER MX SERIES|1.2.3.152|||ge-5/0/0|||NNI|||||T101K/GE1N/ANHMCA01800/STLSMO02800||CIENA NTE|N||
10.204.67.66/1|10.204.67.66/1|10.204.67.66/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|84/KRFN/845524/SB|||CIENA NTE|Y||
10.204.81.159/25|10.204.81.159/25|10.204.81.159/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAJ1D|JUNIPER MX SERIES|12.122.123.49|12.123.80.235||ge-1/0/0|||NNI|||||C101Z/GE1N/CRCYNVAAJ1D/CRCYNVAAJ8D||CIENA NTE|N||
10.204.32.64/9|10.204.32.64/9|10.204.32.64/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-4/0/0|||NNI|||||JU102/GE1N/ORLDFLMA51W/ORLEFLLTH01||CIENA NTE|Y||4092
10.204.82.147/25|10.204.82.147/25|10.204.82.147/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA72H|CIENA EMUX|10.204.82.141|||1|||NNI|||||JU101/GE1N/CRCYNVAA72H/CRCYNVAA72I||CIENA NTE|N||4092
10.204.82.51/25|10.204.82.51/25|10.204.82.51/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAJ1D|JUNIPER MX SERIES|12.122.123.49|12.123.80.235||ge-0/1/0|||NNI|||||A101J/GE1N/CRCYNVAAIU2/CRCYNVAAJ1D||CIENA NTE|Y||4092
10.204.9.87/25|10.204.9.87/25|10.204.9.87/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAH27|JUNIPER MX SERIES|12.122.123.178|148.0.131.144||ge-2/0/2|||NNI|DA||||JU101/GE1N/DYBHFLMAA13/DYBHFLMAH27|JU101/GE1N/DYBHFLMAH27/DYBHFLMAH55|CIENA NTE|Y||4092
10.204.200.185/26|10.204.200.185/26|10.204.200.185/26|NFO-MOBILITY|NTE|NTE|true|B|26||0||ORLDFL24Y1T|JUNIPER MX SERIES|10.204.247.27|12.80.72.31||ge-0/0/1|||NNI|||||P102A/GE1N/ORLDFL24Y0T/ORLDFL24Y1T||CIENA NTE|N||
10.204.1.82/13|10.204.1.82/13|10.204.1.82/13|NFO-MOBILITYUNI|NTE|NTE|true|S|13||13||||||||||UNI|||25|35/KQFN/128191/PT|||CIENA NTE|Y||
192.168.113.147/1|192.168.113.147/1|192.168.113.147/1|NFO-MOBILITY|NTE|NTE|true|B|1||0||ORLHFLVVH01|CIENA NTE|192.168.113.175|||9|||NNI|||||JU101/GE1N/ORLDFLPC51W/ORLHFLVVH01||CIENA EMUX|Y||4092
10.204.200.227/21|10.204.200.227/21|10.204.200.227/21|NFO-EMUX|EMUX|NTE|true|B|21||0||ORLDFL24GTR|JUNIPER MX SERIES|10.204.247.62|12.80.72.61||ge-5/0/0|||NNI|||||A101D/GE1N/ORLDFL24GIU/ORLDFL24GTR||CIENA EMUX|||
10.204.8.108/9|10.204.8.108/9|10.204.8.108/9|NTE-CFO|IPAG|NTE|true|B|9||0||||||||||UNI|||11|39/KSGN/716514/SB|||CIENA NTE|Y||
10.204.201.56/22|10.204.201.56/22|10.204.201.56/22|NFO-EMUX|EMUX|NTE|true|B|22||1||ORLDFLMA64W|JUNIPER MX SERIES|10.204.246.211|12.80.72.1||ge-1/0/1|||NNI|||||JU106/GE1N/ORLDFLMA64W/ORLDFLSOWA1||CIENA EMUX|||
10.204.81.56/25|10.204.81.56/25|10.204.81.56/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUK04|JUNIPER MX SERIES|12.122.123.18|149.8.0.18||ge-4/0/0|||NNI|DA||||103/GE1N/SNJSCAHUK04/SNJSCAHUK17|101/GE1N/SNJSCAHUK04/SNJSCAHUK16|CIENA NTE|Y||4092
10.204.80.114/25|10.204.80.114/25|10.204.80.114/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-1/1/5|||NNI|||||H101T/GE1N/CRCYNVAA2IP/CRCYNVHU7LJ||CIENA NTE|N||4092
10.204.10.176/9|10.204.10.176/9|10.204.10.176/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-5/0/0|||NNI|||||JU102/GE1N/DYBHFLMA316/DYBHFLMB2MX||CIENA NTE|Y||4092
10.204.11.206/5|10.204.11.206/5|10.204.11.206/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||5||||||||||UNI|||9|82/KQGN/453201/SB|||CIENA NTE|Y||
10.204.11.227/9|10.204.11.227/9|10.204.11.227/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/2/1|||NNI|||||JU101/GE1N/DYBHFLMA785/DYBHFLMCV22||CIENA NTE|Y||4092
10.204.32.65/9|10.204.32.65/9|10.204.32.65/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLDN0DW|JUNIPER MX SERIES|10.204.241.112|150.0.0.167||ge-1/0/7|||NNI|||||D101R/GE1N/ORLDFLDNG9Q/ORLDFLDN0DW||CIENA NTE|Y||4092
10.204.200.140/6|10.204.200.140/6|10.204.200.140/6|NFO-MOBILITYUNI|NTE|NTE|true|S|6||0||||||||||UNI|||9|26/KRGN/743158/PT|||CIENA NTE|Y||
10.204.9.52/9|10.204.9.52/9|10.204.9.52/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAJ23|JUNIPER MX SERIES|10.204.241.86|150.0.0.146||ge-0/2/7|||NNI|||||JU101/GE1N/DYBHFLMAJU5/DYBHFLMAJ23||CIENA NTE|Y||4092
10.204.81.150/25|10.204.81.150/25|10.204.81.150/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-2/1/7|||NNI|AAF-PRIMARY||||JU101/GE1N/SNJSCAHUDK1/SNJSCAHUR8B|JU101/GE1N/SNJSCAHUDK3/SNJSCAHUR8B|CIENA NTE|Y||4092
10.204.83.232/5|10.204.83.232/5|10.204.83.232/5|NTE-CFO|IPAG|NTE|true|S|5||0||||||||||UNI|||9|46/OKSS/562311/SG|||CIENA NTE|Y||
10.204.200.232/1|10.204.200.232/1|10.204.200.232/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||25|13/GTVM/417478/MU|||CIENA NTE|Y||
10.204.10.221/12|10.204.10.221/12|10.204.10.221/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||DYBHFLMCV04|JUNIPER MX SERIES|10.204.243.47|143.0.68.175||xe-0/3/3|||NNI|AAF-SECONDARY||||JU101/GE10/DYBHFLMCV04/DYBHFLMC810|JU102/GE10/DYBHFLMCV03/DYBHFLMC810|CIENA NTE|N||4092
10.204.65.157/25|10.204.65.157/25|10.204.65.157/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL321IP|JUNIPER MX SERIES|12.122.121.15|12.123.80.15||ge-0/0/1|||NNI|AAF-PRIMARY||||101/GE1N/ORLDFL3201R/ORLDFL321IP|101/GE1N/ORLDFL3201R/ORLDFL32AS6|CIENA NTE|Y||4092
10.204.90.246/22|10.204.90.246/22|10.204.90.246/22|NFO-EMUX|EMUX|NTE|true|S|22||0||CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-2/0/4|||NNI|||||P102S/GE1N/CRCYNVAAE18/CRCYNVAA5D5||CIENA EMUX|||
10.204.160.134/22|10.204.160.134/22|10.204.160.134/22|NFO-EMUX|EMUX|NTE|true|B|22||1||RLGHNCMOSS2|JUNIPER MX SERIES|10.204.247.17|12.80.68.145||ge-1/0/0|||NNI|||||Z101X/GE1N/RLGHNCMOSS2/RLGHNCMOSS4||CIENA EMUX|||
10.204.10.126/1|10.204.10.126/1|10.204.10.126/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|33/HBGF/872210/NH|||CIENA NTE|Y||
10.204.90.177/24|10.204.90.177/24|10.204.90.177/24|NFO-EMUX|EMUX|NTE|true|S|24||1||CRCYNVAAA2K|JUNIPER MX SERIES|12.81.161.240|8.8.0.215||ge-4/0/1|||NNI|||||O102H/GE1N/CRCYNVAAA2K/CRCYNVAAES1||CIENA EMUX|||
10.204.80.119/25|10.204.80.119/25|10.204.80.119/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-1/1/6|||NNI|DA||||G101P/GE1N/CRCYNVAA2IP/CRCYNVHU9LJ|Y101H/GE1N/CRCYNVAA3IP/CRCYNVHU2LK|CIENA NTE|N||4092
10.204.11.9/1|10.204.11.9/1|10.204.11.9/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|00/KQGN/250912/JP|||CIENA NTE|Y||
10.204.81.28/25|10.204.81.28/25|10.204.81.28/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-2/0/6|||NNI|||||R101T/GE1N/SNJSCAHUDK3/SNJSCAHUTJ1||CIENA NTE|N||4092
10.204.200.232/25|10.204.200.232/25|10.204.200.232/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMAAV1|JUNIPER MX SERIES|10.204.247.65|12.80.72.64||ge-0/0/0|||NNI|||||J101T/GE1N/RLGHNCMAAV1/RLGHNCMAAV2||CIENA NTE|Y||
10.204.66.195/28|10.204.66.195/28|10.204.66.195/28|NTE-CFO|IPAG|NTE|true|B|28||0||||||||||UNI|||25|34/GKHL/392392/FT|||CIENA NTE|Y||
10.204.90.242/25|10.204.90.242/25|10.204.90.242/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||CRCYNVAAH30|JUNIPER MX SERIES|12.81.162.21|8.8.0.246||ge-1/0/1|||NNI|||||K101M/GE1N/CRCYNVAAB81/CRCYNVAAH30||CIENA NTE|Y||
10.204.11.168/9|10.204.11.168/9|10.204.11.168/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/0/5|||NNI|||||JU101/GE1N/DYBHFLMA30U/DYBHFLMA308||CIENA NTE|Y||4092
10.204.83.164/28|10.204.83.164/28|10.204.83.164/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI||||33/KRFN/813951/NV|||CIENA NTE|Y||
192.168.113.200/20/1|192.168.113.200/20/1|192.168.113.200/20/1|NFO-MOBILITY|NTE|NTE|true|B|1||1||ORLGFLEWH01|ADTRAN 800 SERIES|10.204.66.237||org.mozilla.javascript.UniqueTag@2d45a8c: NOT_FOUND|301|||NNI|||||58/KQGN/110811/SB_260566||ADTRAN 5000 SERIES|N||4092
10.204.9.166/12|10.204.9.166/12|10.204.9.166/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||DYBHFLMAL07|JUNIPER MX SERIES|10.204.242.124|149.0.3.204||xe-11/0/0|||NNI|AAF-SECONDARY||||JP102/GE10/DYBHFLMAL07/DYBHFLMAL18|JP105/GE10/DYBHFLMAL06/DYBHFLMAL18|CIENA NTE|Y||4092
10.204.9.12/1|10.204.9.12/1|10.204.9.12/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|01/SHAS/191011/SS|||CIENA NTE|Y||
10.204.65.153/26|10.204.65.153/26|10.204.65.153/26|NFO-MOBILITY|NTE|NTE|true|B|26||1||ORLDFL32AS6|JUNIPER MX SERIES|12.122.122.63|12.123.80.37||ge-3/0/0|||NNI|AAF-SECONDARY||||102/GE1N/ORLDFL32S54/ORLDFL32AS6|105/GE1N/ORLDFL32S54/ORLDFL321IP|CIENA NTE|Y||4092
10.204.83.225/9|10.204.83.225/9|10.204.83.225/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAI41|JUNIPER MX SERIES|10.204.241.113|150.0.0.168||ge-5/1/9|||NNI|||||JU101/GE1N/CRCYNVMAI41/CRCYNVMA5U2||CIENA NTE|Y||4092
10.204.90.169/1|10.204.90.169/1|10.204.90.169/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||26|12/GIOM/234598/GC|||CIENA NTE|Y||
10.204.67.182/9|10.204.67.182/9|10.204.67.182/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLPH51W|JUNIPER MX SERIES|192.168.112.28|10.144.0.147||ge-3/0/0|||NNI|||||JU103/GE1N/ORLDFLCU0BW/ORLDFLPH51W||CIENA NTE|Y||4092
10.204.9.62/4|10.204.9.62/4|10.204.9.62/4|NTE-CFO|IPAG|NTE|true|B|4||0||||||||||UNI|||9|00/JAIN/120711/AJ|||CIENA NTE|Y||
10.204.66.75/1|10.204.66.75/1|10.204.66.75/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||25|17/AQZC/143567/KM|||CIENA NTE|Y||
10.204.9.199/1|10.204.9.199/1|10.204.9.199/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||10|00/KQGN/150512/JP|||CIENA NTE|Y||
10.204.1.84/9|10.204.1.84/9|10.204.1.84/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-3/1/4|||NNI|||||JU101/GE1N/SNJPCASR0AW/SNJSCA02W31||CIENA NTE|Y||4092
10.204.85.6/10|10.204.85.6/10|10.204.85.6/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-0/1/9|4091||NNI|||||JU102/GE1N/CRCYNVAA29H/CRCYNVMAD01||CIENA NTE|Y||
10.204.67.129/9|10.204.67.129/9|10.204.67.129/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-2/3/7|||NNI|||||JU103/GE1N/ORLDFLMA01O/ORLDFLMA51W||CIENA NTE|Y||4092
10.204.11.162/9|10.204.11.162/9|10.204.11.162/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/0/4|||NNI|||||JU102/GE1N/DYBHFLMA308/DYBHFLMA383||CIENA NTE|Y||4092
10.204.80.177/25|10.204.80.177/25|10.204.80.177/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUEW1|JUNIPER MX SERIES|12.122.122.212|12.123.80.176||ge-0/0/3|||NNI|||||JU101/GE1N/SNJSCAHUEE3/SNJSCAHUEW1||CIENA NTE|Y||4092
10.204.160.95/SM-A/2|10.204.160.95/SM-A/2|10.204.160.95/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||0||RLGHNCMOI01|JUNIPER MX SERIES|10.204.246.159|12.80.4.13||ge-0/0/0|||NNI|||||D102F/GE1N/RLGHNCMOA01/RLGHNCMOI01||ADTRAN 5000 SERIES|||
10.204.67.36/12|10.204.67.36/12|10.204.67.36/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||ORLDFLPH1SW|JUNIPER MX SERIES|10.204.244.29|143.0.24.130||xe-1/3/0|4091||NNI|||||JU107/GE10/ORLDFLPH1SW/ORLDFL420AW||CIENA NTE|Y||4092
10.204.11.66/9|10.204.11.66/9|10.204.11.66/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-5/3/4|||NNI|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB5RD||CIENA NTE|Y||4092
10.204.144.143/9|10.204.144.143/9|10.204.144.143/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANHRJ|CIENA EMUX|10.204.144.137|||1.1|||NNI|||||JU101/GE1N/GSVLFLANBA1/GSVLFLANHRJ||CIENA NTE|Y||4092
10.204.80.66/12|10.204.80.66/12|10.204.80.66/12|NTE-CFO|IPAG|NTE|true|S|12||12||||||||||UNI|||25|65/IKJH/976589/K1|||CIENA NTE|Y||
10.204.90.138/10|10.204.90.138/10|10.204.90.138/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVAAYU2|JUNIPER MX SERIES|12.81.161.197|8.8.0.185||ge-3/0/3|||NNI|||||101/GE1N/CRCYNVAAYU2/CRCYNVAA123||CIENA NTE|N||
10.204.132.170/9|10.204.132.170/9|10.204.132.170/9|NFO-MOBILITYUNI|NTE|NTE|true|B|9||0||||||||||UNI|||11|99/KSFN/818191/SB|||CIENA NTE|Y||
10.204.90.199/1|10.204.90.199/1|10.204.90.199/1|NFO-MOBILITY|NTE|NTE|true|S|1||0||CRCYNVAAN27|CIENA NTE|10.204.90.245|||25|||NNI|||||P101S/GE1N/CRCYNVAAL08/CRCYNVAAN27||CIENA EMUX|Y||
10.204.166.78/28|10.204.166.78/28|10.204.166.78/28|NFO-MOBILITY|NTE|NTE|true|B|28||0||ORLDFLMAPA1|JUNIPER MX SERIES|12.81.161.123|8.8.0.129||ge-4.0/0.1|||NNI|||||S110L/GE1N/ORLDFLMANT1/ORLDFLMAPA1||CIENA NTE|Y||
10.204.11.9/9|10.204.11.9/9|10.204.11.9/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-3/0/0|||NNI|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB2M4||CIENA NTE|Y||4092
10.204.200.72/SM-A/1|10.204.200.72/SM-A/1|10.204.200.72/SM-A/1|NFO-TA5000|TA5000|NTE|true|S|1||1||SNJSCA020LW|JUNIPER MX SERIES|12.122.123.126|150.0.0.58||ge-3/0/0|||NNI|||||JU101/GE1N/SNJSCA020LW/SNJSCA020QW||ADTRAN 5000 SERIES|||
10.204.85.48/9|10.204.85.48/9|10.204.85.48/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD03|JUNIPER MX SERIES|10.204.242.118|149.0.3.199||ge-0/0/4|||NNI|AAF-PRIMARY||||JU101/GE1N/CRCYNVMAD03/CRCYNVMAD21|JU101/GE1N/CRCYNVMAD04/CRCYNVMAD21|CIENA NTE|N||4092
10.204.8.69/SM-A/2|10.204.8.69/SM-A/2|10.204.8.69/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||0||DYBHFLMAX5Y|JUNIPER MX SERIES|12.122.123.62|150.0.0.12||ge-0/0/1|||NNI|||||R102K/GE1N/DYBHFLMAXIY/DYBHFLMAX5Y||ADTRAN 5000 SERIES|||
10.204.132.231/0|10.204.132.231/0|10.204.132.231/0|NFO-EMUX|EMUX|NTE|true|B|1.43||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-4/0/4|||NNI|||||101/GE1N/GSVLFLANAG2/GSVLFLANH02||CIENA EMUX|||
10.204.132.168/1|10.204.132.168/1|10.204.132.168/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|85/KQGN/685618/SB|||CIENA NTE|Y||
10.204.90.96/26|10.204.90.96/26|10.204.90.96/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVAA56W|JUNIPER MX SERIES|12.81.161.160|8.8.0.154||ge-5/0/0|||NNI|||||S101G/GE1N/CRCYNVAA56W/CRCYNVHD1AW||CIENA NTE|N||
10.204.201.60/25|10.204.201.60/25|10.204.201.60/25|NFO-MOBILITY|NTE|NTE|true|B|25||0||ORLDFL23AQT|JUNIPER MX SERIES|10.204.247.124|12.80.72.116||ge-1/0/1|||NNI|||||H101D/GE1N/ORLDFL23AHP/ORLDFL23AQT||CIENA NTE|N||
10.204.132.93/1|10.204.132.93/1|10.204.132.93/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|02/KRFN/120505/SB|||CIENA NTE|Y||
10.204.8.158/1|10.204.8.158/1|10.204.8.158/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|02/GHKL/588383/HD|||CIENA NTE|Y||
10.204.9.208/10|10.204.9.208/10|10.204.9.208/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||DYBHFLMAL01|JUNIPER MX SERIES|10.204.242.119|149.0.3.200||ge-1/0/3|4091||NNI|||||JU101/GE1N/DYBHFLMAL01/DYBHFLMAL16||CIENA NTE|N||
10.204.67.83/1|10.204.67.83/1|10.204.67.83/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|15/UNIF/594826/PJ|||CIENA NTE|Y||
10.204.81.8/1|10.204.81.8/1|10.204.81.8/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|01/KITZ/031811/SB|||CIENA NTE|Y||
10.204.10.151/9|10.204.10.151/9|10.204.10.151/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB1MX|JUNIPER MX SERIES|10.204.243.40|143.0.68.168||ge-2/0/4|||NNI|||||JU101/GE1N/DYBHFLMB1MX/DYBHFLMB43A||CIENA NTE|Y||4092
10.204.80.213/1|10.204.80.213/1|10.204.80.213/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|DA||25|01/KULD/032011/K4||01/KULD/032011/K3|CIENA NTE|Y||
10.204.1.118/18|10.204.1.118/18|10.204.1.118/18|NFO-MOBILITYUNI|NTE|NTE|true|S|18||18||||||||||UNI|||25|35/KQFN/128417/PT|||CIENA NTE|Y||
10.204.84.117/9|10.204.84.117/9|10.204.84.117/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAB66|JUNIPER MX SERIES|10.204.241.107|150.0.0.162||ge-2/0/7|||NNI|||||JU101/GE1N/CRCYNVMAB66/CRCYNVMAGT3||CIENA NTE|Y||4092
10.204.85.108/0|10.204.85.108/0|10.204.85.108/0|NFO-MOBILITY|NTE|NTE|true|B|1.1||0||||||||||UNI|||||JU101/GE1N/GSVLFLSTW07/ORLDFLMA245||CIENA EMUX|||4092
10.204.90.243/22|10.204.90.243/22|10.204.90.243/22|NFO-EMUX|EMUX|NTE|true|S|22||0||CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-2/0/2|||NNI|||||P101S/GE1N/CRCYNVAAE17/CRCYNVAA5D5||CIENA EMUX|||
10.204.8.133/1|10.204.8.133/1|10.204.8.133/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|45/GHKL/388383/GK|||CIENA NTE|Y||
10.204.11.145/9|10.204.11.145/9|10.204.11.145/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/1/3|||NNI|||||JU101/GE1N/DYBHFLMCV22/DYBHFLMC937||CIENA NTE|Y||4092
10.204.10.195/2|10.204.10.195/2|10.204.10.195/2|NFO-MOBILITYUNI|NTE|NTE|true|B|2||0||||||||||UNI|||9|03/UNIN/130912/AK|||CIENA NTE|Y||
10.204.84.253/21|10.204.84.253/21|10.204.84.253/21|NFO-EMUX|EMUX|NTE|true|S|21||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-0/1/3|||NNI|||||M101N/GE1N/CRCYNVAA1VC/CRCYNVMAD01||CIENA EMUX|||
10.204.9.230/1|10.204.9.230/1|10.204.9.230/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||11|37/KRFN/270190/SB|||CIENA NTE|Y||
10.204.161.19/21|10.204.161.19/21|10.204.161.19/21|NFO-EMUX|EMUX|NTE|true|B|21||1||STAGFLMAA9J|JUNIPER MX SERIES|10.204.243.195|143.0.24.56||ge-1/2/1|||NNI|||||101/GE1N/STAGFLMAA9J/STAGFLMAA9K||CIENA EMUX|||
10.204.30.65/21|10.204.30.65/21|10.204.30.65/21|NFO-EMUX|EMUX|NTE|true|S|21||0||SNJSCA020GW|JUNIPER MX SERIES|10.204.246.224|12.80.72.8||ge-2/0/0|||NNI|||||JU110/GE1N/SNJSCADR0AW/SNJSCA020GW||CIENA EMUX|||
