@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|port_aid|port_ipaddr|port_num|product_type|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan
10.204.67.48/6|10.204.67.48/6|10.204.67.48/6|NTE-CFO|IPAG|NTE|true|B|6||0||||||||||UNI|||9|38/KRFN/764023/SB|||CIENA NTE|Y||
10.204.82.114/25|10.204.82.114/25|10.204.82.114/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-4/0/3|||NNI|||||101/GE1N/RENONVYABY1/RENONVYAY3Q||CIENA NTE|N||4092
10.204.11.203/9|10.204.11.203/9|10.204.11.203/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/2/3|||NNI|AAF-PRIMARY||||D101R/GE1N/DYBHFLMA308/DYBHFLMA993|JU101/GE1N/DYBHFLMA993/DYBHFLMB2MX|CIENA NTE|Y||4092
10.204.9.236/9|10.204.9.236/9|10.204.9.236/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-1/1/0|||NNI|||||D104F/GE1N/DYBHFLMAL08/DYBHFLMAZE3||CIENA NTE|Y||4092
192.168.113.165/5|192.168.113.165/5|192.168.113.165/5|NTE-CFO|IPAG|NTE|true|B|5||5||||||||||UNI|||10|85/KQFN/206492/SB|||CIENA NTE|Y||
192.168.113.109/25|192.168.113.109/25|192.168.113.109/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNTCCA0111W|JUNIPER MX SERIES|192.168.112.44|10.144.0.155||ge-5/3/0|||NNI|||||JU102/GE1N/SNJLCAGMH01/SNTCCA0111W||CIENA NTE|Y||4092
10.204.85.81/10|10.204.85.81/10|10.204.85.81/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVMAD02|JUNIPER MX SERIES|10.204.242.117|149.0.3.198||ge-4/0/0|||NNI|AAF-SECONDARY||||JU115/GE1N/CRCYNVMAD02/CRCYNVMAD15|JU104/GE1N/CRCYNVMAD01/CRCYNVMAD15|CIENA NTE|N||4092
10.204.12.57/5|10.204.12.57/5|10.204.12.57/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|98/KRFN/949753/SG|||CIENA NTE|Y||
10.204.82.10/28|10.204.82.10/28|10.204.82.10/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|21/KRFN/270185/NV|||CIENA NTE|Y||
192.168.113.109/28|192.168.113.109/28|192.168.113.109/28|NFO-MOBILITYUNI|NTE|NTE|true|S|28||0||||||||||UNI|||25|58/KRFN/031401/PT|||CIENA NTE|Y||
10.204.144.113/0|10.204.144.113/0|10.204.144.113/0|NFO-EMUX|EMUX|NTE|true|B|1.43||1||GSVLFLSTXAY|JUNIPER MX SERIES|10.204.244.83|143.0.24.168||ge-3/0/7|||NNI|||||101/GE1N/GSVLFLSTHB1/GSVLFLSTXAY||CIENA EMUX|||
10.204.83.189/5|10.204.83.189/5|10.204.83.189/5|NTE-CFO|IPAG|NTE|true|S|5||0||||||||||UNI|||9|06/KRFN/489665/NV|||CIENA NTE|Y||
10.204.161.7/25|10.204.161.7/25|10.204.161.7/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||JCVLFLSJ51W|JUNIPER MX SERIES|150.234.53.206|12.82.78.30||ge-1/0/5|||NNI|||||JU102/GE1N/JCVLFLSEH06/JCVLFLSJ51W||CIENA NTE|N||4092
10.204.90.99/25|10.204.90.99/25|10.204.90.99/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA56W|JUNIPER MX SERIES|12.81.161.160|8.8.0.154||ge-5/0/1|||NNI|||||S105G/GE1N/CRCYNVAA56W/CRCYNVHD6AW||CIENA NTE|Y||
10.204.144.78/9|10.204.144.78/9|10.204.144.78/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLAN121|CIENA EMUX|10.204.144.65|||1.2|||NNI|||||JU101/GE1N/GSVLFLANHT7/GSVLFLAN121||CIENA NTE|Y||4092
10.204.85.110/9|10.204.85.110/9|10.204.85.110/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA245|CIENA EMUX|10.204.85.108|||1.3|||NNI|||||JU101/GE1N/ORLDFLMA2CV/ORLDFLMA245||CIENA NTE|Y||4092
10.204.8.189/1|10.204.8.189/1|10.204.8.189/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|24/KQGN/124525/SB|||CIENA NTE|Y||
10.204.1.82/16|10.204.1.82/16|10.204.1.82/16|NFO-MOBILITYUNI|NTE|NTE|true|S|16||16||||||||||UNI|||25|35/KQFN/128194/PT|||CIENA NTE|Y||
10.204.8.131/27|10.204.8.131/27|10.204.8.131/27|NTE-CFO|IPAG|NTE|true|B|27||0||||||||||UNI|||25|01/KRFN/173284/HD|||CIENA NTE|Y||
10.204.160.90/25|10.204.160.90/25|10.204.160.90/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMOPV4|JUNIPER MX SERIES|10.204.246.156|12.80.4.10||ge-5/0/1|||NNI|||||S101G/GE1N/RLGHNCMOPV4/RLGHNCMOP1S||CIENA NTE|N||
10.204.82.188/SM-B/2|10.204.82.188/SM-B/2|10.204.82.188/SM-B/2|NFO-TA5000|TA5000|NTE|true|S|2||1||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-3/0/1|||NNI|||||102/GE1N/RENONVYAAQ1/RENONVYAY3Q||ADTRAN 5000 SERIES|||
10.204.11.59/9|10.204.11.59/9|10.204.11.59/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMBU2R|CIENA EMUX|10.204.11.58|||15|||NNI|||||JU101/GE1N/DYBHFLMBU2R/DYBHFLMBU3R||CIENA NTE|N||4092
10.204.65.64/25|10.204.65.64/25|10.204.65.64/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL32R01|JUNIPER MX SERIES|12.122.122.187|12.123.80.152||ge-1/0/6|||NNI|||||R101S/GE1N/ORLDFL32OKO/ORLDFL32R01||CIENA NTE|Y||4092
10.204.9.184/5|10.204.9.184/5|10.204.9.184/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|29/KRFN/270190/SB|||CIENA NTE|Y||
10.204.32.65/5|10.204.32.65/5|10.204.32.65/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|01/FGRT/896723/HJ|||CIENA NTE|Y||
10.204.1.87/25|10.204.1.87/25|10.204.1.87/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-3/0/1|||NNI|||||JU102/GE1N/SNJLCAOQH46/SNJSCA02W31||CIENA NTE|Y||4092
10.204.225.196/21|10.204.225.196/21|10.204.225.196/21|NFO-EMUX|EMUX|NTE|true|S|21||1||SNJSCA020GW|JUNIPER MX SERIES|10.204.246.224|12.80.72.8||ge-1/1/0|||NNI|||||JU101/GE1N/SNJSCAMT0AW/SNJSCA020GW||CIENA EMUX|||
10.204.8.84/1|10.204.8.84/1|10.204.8.84/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI||||02/KQGN/288666/SB|||CIENA NTE|Y||
10.204.84.17/1|10.204.84.17/1|10.204.84.17/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||11|25/KRFN/061090/NV|||CIENA NTE|Y||
10.204.17.34/21|10.204.17.34/21|10.204.17.34/21|NFO-EMUX|EMUX|NTE|true|S|21||0||ANHMCA010AW|JUNIPER MX SERIES|10.204.245.216|12.80.17.93||ge-4/0/1|||NNI|||||JU103/GE1N/ANHMCAMIH02/ANHMCA010AW||CIENA EMUX|||
10.204.160.124/SM-A/2|10.204.160.124/SM-A/2|10.204.160.124/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||0||RLGHNCMOW1K|JUNIPER MX SERIES|10.204.246.196|12.80.68.134||ge-4/0/1|||NNI|||||A101S/GE1N/RLGHNCMOAN1/RLGHNCMOW1K||ADTRAN 5000 SERIES|||
10.204.201.26/21|10.204.201.26/21|10.204.201.26/21|NFO-EMUX|EMUX|NTE|true|B|21||1||ORLDFL24FIP|JUNIPER MX SERIES|10.204.246.168|12.82.0.53||ge-2/0/7|||NNI|||||A102R/GE1N/ORLDFL24FIP/ORLDFL24PD0||CIENA EMUX|||
10.204.11.179/9|10.204.11.179/9|10.204.11.179/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/1/1|||NNI|||||JU102/GE1N/DYBHFLMA308/DYBHFLMA390||CIENA NTE|N||4092
10.204.81.136/25|10.204.81.136/25|10.204.81.136/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-2/1/3|||NNI|AAF-PRIMARY||||JU101/GE1N/SNJSCAHUDK1/SNJSCAHUFLE|JU101/GE1N/SNJSCAHUDK3/SNJSCAHUFLE|CIENA NTE|Y||4092
10.204.64.163/25|10.204.64.163/25|10.204.64.163/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL32PB1|JUNIPER MX SERIES|12.122.122.55|12.123.80.29||ge-2/0/2|||NNI|||||P101S/GE1N/ORLDFL32PB1/ORLDFL32PB9||CIENA NTE|N||
10.204.80.106/6|10.204.80.106/6|10.204.80.106/6|NTE-CFO|IPAG|NTE|true|S|6||0||||||||||UNI|||9|23/KRFN/712000/NV|||CIENA NTE|Y||
10.204.200.184/21|10.204.200.184/21|10.204.200.184/21|NFO-EMUX|EMUX|NTE|true|B|21||1||ORLDFL24Y81|JUNIPER MX SERIES|10.204.247.22|12.80.72.27||ge-1/0/1|||NNI|||||P101S/GE1N/ORLDFL24Y81/ORLDFL24Y99||CIENA EMUX|||
10.204.1.108/9|10.204.1.108/9|10.204.1.108/9|NFO-MOBILITYUNI|NTE|NTE|true|S|9||9||||||||||UNI|||25|35/KQFN/128313/PT|||CIENA NTE|Y||
10.204.1.113/7|10.204.1.113/7|10.204.1.113/7|NTE-CFO|IPAG|NTE|true|S|7||0||||||||||UNI|||9|86/KRGN/507099/PT|||CIENA NTE|Y||
10.204.81.51/28|10.204.81.51/28|10.204.81.51/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|DA||25|12/SUNI/984534/LP||11/SUNI/984534/LP|CIENA NTE|Y||
10.204.11.13/9|10.204.11.13/9|10.204.11.13/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-3/0/3|||NNI|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB2S3||CIENA NTE|Y||4092
10.204.10.219/9|10.204.10.219/9|10.204.10.219/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB1MX|JUNIPER MX SERIES|10.204.243.40|143.0.68.168||ge-1/0/5|||NNI|||||JU101/GE1N/DYBHFLMBRV1/DYBHFLMB1MX||CIENA NTE|N||4092
10.204.90.240/1|10.204.90.240/1|10.204.90.240/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|45/KQGN/748200/NV|||CIENA NTE|Y||
10.204.136.101/22|10.204.136.101/22|10.204.136.101/22|NFO-EMUX|EMUX|NTE|true|B|22||1||JCVLFLSEN07|JUNIPER MX SERIES|143.1.33.60|143.0.68.72||ge-4/0/0|||NNI|||||102/GE1N/JCVLFLSEN07/JCVLFLSEWA1||CIENA EMUX|||
10.204.11.138/9|10.204.11.138/9|10.204.11.138/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/1/4|||NNI|||||JU101/GE1N/DYBHFLMCT21/DYBHFLMCV22||CIENA NTE|Y||4092
10.204.65.161/25|10.204.65.161/25|10.204.65.161/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL32AS6|JUNIPER MX SERIES|12.122.122.63|12.123.80.37||ge-3/0/2|||NNI|||||101/GE1N/ORLDFL32AS6/ORLDFL3202R||CIENA NTE|N||4092
10.204.83.173/25|10.204.83.173/25|10.204.83.173/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVMAA02|JUNIPER MX SERIES|10.204.242.0|150.0.0.214||ge-0/0/6|||NNI|DA||||JU108/GE1N/CRCYNVMAAE1/CRCYNVMAA02|JU103/GE1N/CRCYNVMAAD1/CRCYNVMAA02|CIENA NTE|Y||4092
10.204.1.120/23|10.204.1.120/23|10.204.1.120/23|NFO-MOBILITYUNI|NTE|NTE|true|S|23||23||||||||||UNI|||25|35/KQFN/128159/PT|||CIENA NTE|Y||
10.204.85.94/11|10.204.85.94/11|10.204.85.94/11|NFO-MOBILITY|NTE|NTE|true|S|11||1||CRCYNVMB1W6|JUNIPER MX SERIES|10.204.243.77|143.0.68.203||xe-0/1/0|||NNI|||||U101Y/GE10/CRCYNVMB1W6/CRCYNVMB1W8||CIENA NTE|Y||4092
10.204.83.251/25|10.204.83.251/25|10.204.83.251/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVMAW71|JUNIPER MX SERIES|143.1.33.30|143.0.68.43||ge-0/0/0|||NNI|||||JU102/GE1N/CRCYNVMAL20/CRCYNVMAW71||CIENA NTE|Y||4092
10.204.132.193/9|10.204.132.193/9|10.204.132.193/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-3/1/2|||NNI|||||JU102/GE1N/GSVLFLANHJ1/GSVLFLANH02||CIENA NTE|N||4092
10.204.81.150/26|10.204.81.150/26|10.204.81.150/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-4/2/4|||NNI|AAF-SECONDARY||||JU101/GE1N/SNJSCAHUDK3/SNJSCAHUR8B|JU101/GE1N/SNJSCAHUDK1/SNJSCAHUR8B|CIENA NTE|Y||4092
10.204.80.162/25|10.204.80.162/25|10.204.80.162/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-2/2/6|||NNI|DA||||B101G/GE1N/CRCYNVAA2IP/CRCYNVHU5LK|N101M/GE1N/CRCYNVAA3IP/CRCYNVHU8LK|CIENA NTE|Y||4092
10.204.201.21/27|10.204.201.21/27|10.204.201.21/27|NFO-MOBILITY|NTE|NTE|true|B|27||0||ORLDFL24S95|JUNIPER MX SERIES|10.204.247.115|12.80.72.107||ge-1/0/0|||NNI|||||102/GE1N/ORLDFL24S94/ORLDFL24S95||CIENA NTE|N||
10.204.132.85/9|10.204.132.85/9|10.204.132.85/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANCT5|JUNIPER MX SERIES|10.204.243.121|143.0.68.247||ge-2/0/0|||NNI|||||JU104/GE1N/GSVLFLANCT5/GSVLFLANUMD||CIENA NTE|Y||4092
10.204.9.179/22|10.204.9.179/22|10.204.9.179/22|NFO-EMUX|EMUX|NTE|true|B|22||1||DYBHFLMA000|JUNIPER MX SERIES|10.204.242.209|143.0.68.99||ge-5/0/0|||NNI|||||A102Z/GE1N/DYBHFLMA000/DYBHFLMA002||CIENA EMUX|||
10.204.11.94/1|10.204.11.94/1|10.204.11.94/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|85/KRFN/159367/SB|||CIENA NTE|Y||
10.204.132.221/9|10.204.132.221/9|10.204.132.221/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLAN2EW|JUNIPER MX SERIES|10.204.244.59|143.0.24.144||ge-0/0/5|||NNI|||||JU101/GE1N/GSVLFLAN2EW/OCALFLXAXUY||CIENA NTE|N||4092
10.204.132.72/9|10.204.132.72/9|10.204.132.72/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLAN2MD|JUNIPER MX SERIES|10.204.243.87|143.0.68.213||ge-4/0/1|||NNI|||||JU104/GE1N/GSVLFLAN2MD/GSVLFLAN3MD||CIENA NTE|Y||4092
10.204.9.154/1|10.204.9.154/1|10.204.9.154/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|DA||9|00/KRFN/270190/SB||01/KRFN/270190/SB|CIENA NTE|Y||
10.204.83.165/101|10.204.83.165/101|10.204.83.165/101|NTE-CFO|IPAG|NTE|true|S|101||1||||||||||UNI||||88/KQGN/710176/NV|||ADTRAN 800 SERIES|Y||
10.204.10.200/24|10.204.10.200/24|10.204.10.200/24|NFO-EMUX|EMUX|NTE|true|B|24||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-5/0/5|||NNI|||||104/GE1N/DYBHFLMA5P8/DYBHFLMB2MX||CIENA EMUX|||
10.204.8.69/SM-A/1|10.204.8.69/SM-A/1|10.204.8.69/SM-A/1|NFO-TA5000|TA5000|NTE|true|B|1||0||DYBHFLMAX5Y|JUNIPER MX SERIES|12.122.123.62|150.0.0.12||ge-1/0/1|||NNI|||||R101K/GE1N/DYBHFLMAXIY/DYBHFLMAX5Y||ADTRAN 5000 SERIES|||
10.204.82.95/26|10.204.82.95/26|10.204.82.95/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVAA21P|JUNIPER MX SERIES|12.122.123.216|148.0.131.185||ge-0/0/2|||NNI|||||J101K/GE1N/CRCYNVAA21P/CRCYNVAA216||CIENA NTE|N||4092
10.204.11.108/9|10.204.11.108/9|10.204.11.108/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-0/0/7|||NNI|||||JU102/GE1N/DYBHFLMB2MX/DYBHFLMB4BD||CIENA NTE|Y||4092
10.204.64.168/SM-B/1|10.204.64.168/SM-B/1|10.204.64.168/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|1||1||ORLDFL32PB1|JUNIPER MX SERIES|12.122.122.55|12.123.80.29||ge-2/0/6|||NNI|||||K102G/GE1N/ORLDFL32PB1/ORLDFL32P1K||ADTRAN 5000 SERIES|||
10.204.16.65/2|10.204.16.65/2|10.204.16.65/2|NTE-CFO|IPAG|NTE|true|S|2||2||||||||||UNI|||25|06/TYAU/676467/T4|||CIENA NTE|Y||
10.204.161.22/9|10.204.161.22/9|10.204.161.22/9|NFO-MOBILITYUNI|NTE|NTE|true|B|9||0||||||||||UNI|||11|05/KSGN/923252/SB|||CIENA NTE|Y||
10.204.11.212/9|10.204.11.212/9|10.204.11.212/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-0/1/0|||NNI|||||JU102/GE1N/DYBHFLMARS8/DYBHFLMA308||CIENA NTE|Y||4092
192.168.113.71/25|192.168.113.71/25|192.168.113.71/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/3/6|||NNI|||||JU106/GE1N/ORLDFLMA51W/ORLFFLSE0AW||CIENA NTE|Y||4092
10.204.67.124/9|10.204.67.124/9|10.204.67.124/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-2/0/6|||NNI|||||JU101/GE1N/ORLDFLMA51W/ORLDFLMA7BY||CIENA NTE|N||4092
10.204.1.85/27|10.204.1.85/27|10.204.1.85/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||25||JU101/GE1N/SNJSCAIBH01/SNJSCAXAJ01||CIENA NTE|Y||
10.204.132.128/SM-B/1|10.204.132.128/SM-B/1|10.204.132.128/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|1||1||GSVLFLANWPD|JUNIPER MX SERIES|10.204.243.161|143.0.24.29||ge-2/1/9|||NNI|||||101/GE1N/GSVLFLANWPD/GSVLFLANXFX||ADTRAN 5000 SERIES|||
10.204.83.181/9|10.204.83.181/9|10.204.83.181/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAUIO|JUNIPER MX SERIES|143.1.33.4|143.0.68.5||ge-1/0/0|||NNI|||||JU101/GE1N/CRCYNVMAUIO/CRCYNVMAUPP||CIENA NTE|N||4092
10.204.9.50/25|10.204.9.50/25|10.204.9.50/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAI22|JUNIPER MX SERIES|10.204.241.85|150.0.0.145||ge-5/2/7|||NNI|||||JU101/GE1N/DYBHFLMAI22/DYBHFLMALB2||CIENA NTE|N||4092
10.204.90.159/5|10.204.90.159/5|10.204.90.159/5|NTE-CFO|IPAG|NTE|true|S|5||5||||||||||UNI|||25|64/KQGN/190657/NV|||CIENA NTE|Y||
10.204.8.72/10|10.204.8.72/10|10.204.8.72/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||DYBHFLMAWBV|JUNIPER MX SERIES|12.122.123.114|150.0.0.46||ge-5/0/0|||NNI|||||JU101/GE1N/DYBHFLMAWBU/DYBHFLMAWBV||CIENA NTE|Y||4092
10.204.84.253/22|10.204.84.253/22|10.204.84.253/22|NFO-EMUX|EMUX|NTE|true|S|22||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-2/0/0|||NNI|||||M102N/GE1N/CRCYNVAA1VC/CRCYNVMAD01||CIENA EMUX|||
10.204.10.16/1|10.204.10.16/1|10.204.10.16/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|45/UNIF/394839/RS|||CIENA NTE|Y||
10.204.1.78/15|10.204.1.78/15|10.204.1.78/15|NFO-MOBILITYUNI|NTE|NTE|true|S|15||15||||||||||UNI|||25|35/KQFN/128172/PT|||CIENA NTE|Y||
10.204.81.194/3|10.204.81.194/3|10.204.81.194/3|NTE-CFO|IPAG|NTE|true|S|3||3||||||||||UNI|||25|78/UNIR/283912/RS|||CIENA NTE|Y||
10.204.85.0/9|10.204.85.0/9|10.204.85.0/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-0/1/5|||NNI|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMAS21||CIENA NTE|N||4092
10.204.9.138/5|10.204.9.138/5|10.204.9.138/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|56/FDRE/878988/MJ|||CIENA NTE|Y||
10.204.144.102/9|10.204.144.102/9|10.204.144.102/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLSTD20|CIENA EMUX|10.204.144.97|||1.42|||NNI|||||JU101/GE1N/GSVLFLSTBTY/GSVLFLSTD20||CIENA NTE|Y||4092
10.204.83.214/1|10.204.83.214/1|10.204.83.214/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|20/KRFN/459988/SB|||CIENA NTE|Y||
10.204.200.194/4|10.204.200.194/4|10.204.200.194/4|NTE-CFO|IPAG|NTE|true|B|4||4||||||||||UNI|||28|25/SDED/431211/S3|||CIENA NTE|Y||
10.204.85.54/8|10.204.85.54/8|10.204.85.54/8|NTE-CFO|IPAG|NTE|true|S|8||0||||||||||UNI|||10|77/KRFN/052912/NV|||CIENA NTE|Y||
10.204.160.106/25|10.204.160.106/25|10.204.160.106/25|NFO-MOBILITY|NTE|NTE|true|B|25||0||RLGHNCMOPV2|CIENA EMUX||||21|||NNI|||||S101G/GE1N/RLGHNCMOG3R/RLGHNCMOPV2||CIENA NTE|N||
135.16.243.66/3|135.16.243.66/3|135.16.243.66/3|NTE-CFO|IPAG|NTE|true|B|3||0||||||||||UNI|||9|10/KQGN/130213/SB|||CIENA NTE|Y||
10.204.90.123/28|10.204.90.123/28|10.204.90.123/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|12/KRFN/342313/NV|||CIENA NTE|Y||
10.204.201.66/27|10.204.201.66/27|10.204.201.66/27|NFO-MOBILITY|NTE|NTE|true|B|27||1||RLGHNCMAI10|JUNIPER MX SERIES|10.204.247.140|12.80.72.129||ge-0/3/1|||NNI|||||101/GE1N/RLGHNCMAI10/RLGHNCMALR4||CIENA NTE|N||
10.204.132.144/10|10.204.132.144/10|10.204.132.144/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||GSVLFLST5MD|JUNIPER MX SERIES|10.204.243.86|143.0.68.212||ge-5/0/1|||NNI|||||E102M/GE1N/GSVLFLSTW12/GSVLFLST5MD||CIENA NTE|N||4092
10.204.9.84/6|10.204.9.84/6|10.204.9.84/6|NTE-CFO|IPAG|NTE|true|B|6||0||||||||||UNI|DA||9|06/KRFN/061090/SB||05/KRFN/061090/SB|CIENA NTE|Y||
10.204.83.163/28|10.204.83.163/28|10.204.83.163/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI||||66/KRFN/810151/NV|||CIENA NTE|Y||
10.204.8.204/9|10.204.8.204/9|10.204.8.204/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMALD1|JUNIPER MX SERIES|10.204.241.186|149.9.0.32||ge-0/0/0|||NNI|||||O101P/GE1N/DYBHFLMALD1/DYBHFLMALD3||CIENA NTE|N||4092
10.204.9.111/9|10.204.9.111/9|10.204.9.111/9|NFO-MOBILITYUNI|NTE|NTE|true|B|9||0||||||||||UNI|||11|82/KSGN/900004/SB|||CIENA NTE|Y||
10.204.67.84/1|10.204.67.84/1|10.204.67.84/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|58/KRGN/700577/SB|||CIENA NTE|Y||
10.204.200.141/9|10.204.200.141/9|10.204.200.141/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||SNJSCA0221W|JUNIPER MX SERIES|10.204.242.230|143.0.68.110||ge-2/0/5|||NNI|||||JU101/GE1N/SNJSCAALHA0/SNJSCA0221W||CIENA NTE|Y||4092
10.204.132.192/9|10.204.132.192/9|10.204.132.192/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLSTXAY|JUNIPER MX SERIES|10.204.244.83|143.0.24.168||ge-3/0/1|||NNI|DA||||JU102/GE1N/GSVLFLSTXAY/GSVLFLSTXGX|JU102/GE1N/GSVLFLSTXAY/GSVLFLSTXFY|CIENA NTE|Y||4092
10.204.85.84/9|10.204.85.84/9|10.204.85.84/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-3/0/2|||NNI|||||JU101/GE1N/CRCYNVMAZ6V/DYBHFLMAL08||CIENA NTE|N||4092
10.204.84.88/25|10.204.84.88/25|10.204.84.88/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVMAA03|JUNIPER MX SERIES|10.204.242.1|150.0.0.215||ge-1/0/7|||NNI|AAF-PRIMARY||||M101N/GE1N/CRCYNVMAA03/CRCYNVMAA15|M101N/GE1N/CRCYNVMAA04/CRCYNVMAA15|CIENA NTE|N||4092
