@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPLS:157705|12.82.16.68/VPLS:157705
VPWS:158014|12.82.56.3/VPWS:158014
VPLS:117760|12.82.8.85/VPLS:117760
VPLS:105584|12.82.92.30/VPLS:105584
VPWS:90055|12.82.100.19/VPWS:90055
VPLS:138325|12.82.0.70/VPLS:138325
VPLS:128415|12.82.16.78/VPLS:128415
L2CKT:32413|135.16.243.66/L2CKT:32413
VPLS:172462|12.82.126.192/VPLS:172462
VPWS:91445|12.82.114.10/VPWS:91445
VPWS:128134|12.82.8.59/VPWS:128134
VPWS:79587|12.82.80.15/VPWS:79587
VPWS:79171|12.82.80.15/VPWS:79171
VPLS:141879|12.82.16.68/VPLS:141879
VPWS:147334|12.82.114.7/VPWS:147334
VPWS:183332|12.82.32.81/VPWS:183332
VPWS:103049|12.82.82.8/VPWS:103049
13979:2774|12.122.215.31/13979:2774
VPWS:98369|12.82.104.3/VPWS:98369
VPWS:140688|12.82.114.11/VPWS:140688
VPWS:163073|12.82.86.29/VPWS:163073
VPWS:119962|12.82.82.23/VPWS:119962
VPWS:81228|12.82.118.6/VPWS:81228
VPLS:151568|1.2.3.4/VPLS:151568
VPLS:108339|12.82.92.25/VPLS:108339
VPLS:165536|12.82.0.74/VPLS:165536
VPLS:56411|12.82.114.9/VPLS:56411
VPWS:160563|12.82.90.26/VPWS:160563
VPWS:73226|12.82.66.22/VPWS:73226
VPWS:105341|12.82.98.13/VPWS:105341
VPWS:68145|12.82.8.67/VPWS:68145
VPWS:152636|12.82.8.59/VPWS:152636
VPLS:108836|12.82.86.28/VPLS:108836
VPLS:22314|10.204.81.36/VPLS:22314
VPWS:28956|10.204.83.165/VPWS:28956
VPWS:165148|12.82.64.17/VPWS:165148
21326:34664|32.119.200.248/21326:34664
VPWS:155398|12.82.40.82/VPWS:155398
VPLS:85222|12.82.0.70/VPLS:85222
VPWS:93180|12.82.66.23/VPWS:93180
VPLS:109115|12.82.60.30/VPLS:109115
VPWS:167511|12.82.63.4/VPWS:167511
VPWS:82786|12.82.114.13/VPWS:82786
VPWS:127921|12.82.24.62/VPWS:127921
VPWS:134655|12.82.16.66/VPWS:134655
VPWS:148956|12.82.74.28/VPWS:148956
13979:24512|12.122.215.63/13979:24512
VPLS:130706|12.82.40.124/VPLS:130706
VPWS:33456|10.204.144.66/VPWS:33456
VPWS:90006|12.82.72.18/VPWS:90006
VPWS:107519|12.82.16.65/VPWS:107519
VPWS:78162|12.82.118.6/VPWS:78162
VPWS:132486|12.82.0.45/VPWS:132486
VPWS:76379|12.82.74.26/VPWS:76379
VPWS:157827|12.82.40.88/VPWS:157827
VPWS:85639|12.82.24.45/VPWS:85639
VPLS:152841|12.82.40.124/VPLS:152841
VPLS:175701|12.82.94.19/VPLS:175701
VPWS:149415|12.82.40.111/VPWS:149415
VPWS:95158|12.82.104.12/VPWS:95158
VPLS:94648|12.82.60.17/VPLS:94648
VPLS:169175|12.82.56.6/VPLS:169175
VPWS:141400|12.82.24.62/VPWS:141400
VPWS:167138|12.82.24.31/VPWS:167138
VPWS:95056|12.82.96.25/VPWS:95056
VPLS:59125|12.82.114.8/VPLS:59125
VPLS:73793|12.82.0.45/VPLS:73793
VPWS:85813|12.82.100.19/VPWS:85813
VPWS:74051|12.82.114.11/VPWS:74051
VPWS:154789|12.82.24.50/VPWS:154789
VPLS:150158|12.82.16.67/VPLS:150158
VPWS:79538|12.82.86.23/VPWS:79538
VPWS:146662|12.82.0.101/VPWS:146662
VPWS:149961|12.82.80.14/VPWS:149961
VPWS:111992|12.82.100.7/VPWS:111992
VPWS:55402|12.82.0.70/VPWS:55402
VPWS:88038|12.82.16.57/VPWS:88038
VPWS:140353|12.82.8.76/VPWS:140353
VPWS:168798|12.82.32.76/VPWS:168798
VPWS:107052|12.82.66.26/VPWS:107052
VPLS:138151|12.82.40.91/VPLS:138151
VPWS:97807|12.82.72.18/VPWS:97807
VPLS:150678|12.82.16.69/VPLS:150678
VPWS:129412|12.82.82.20/VPWS:129412
VPLS:25920|150.0.0.167/VPLS:25920
VPLS:110592|12.82.72.22/VPLS:110592
VPLS:103938|12.82.24.30/VPLS:103938
VPWS:183545|12.82.8.59/VPWS:183545
VPWS:182029|12.82.16.83/VPWS:182029
VPWS:94102|12.82.100.20/VPWS:94102
VPWS:94739|12.82.114.10/VPWS:94739
VPWS:71558|12.82.86.21/VPWS:71558
VPLS:106938|12.82.40.104/VPLS:106938
VPLS:108423|12.82.100.7/VPLS:108423
VPWS:25824|10.204.84.72/VPWS:25824
VPLS:52828|12.82.0.43/VPLS:52828
VPLS:139620|12.82.80.26/VPLS:139620
VPWS:78897|12.82.118.7/VPWS:78897
VPWS:130657|12.82.16.65/VPWS:130657
VPLS:183507|12.82.90.13/VPLS:183507
VPLS:178290|12.82.102.24/VPLS:178290
VPWS:110749|12.82.8.61/VPWS:110749
VPLS:148346|12.82.104.26/VPLS:148346
VPLS:129051|12.82.70.30/VPLS:129051
VPWS:149340|12.82.104.10/VPWS:149340
VPWS:97415|12.82.88.24/VPWS:97415
VPWS:157697|12.82.72.25/VPWS:157697
13979:146083|12.122.215.67/13979:146083
VPWS:161041|12.82.76.30/VPWS:161041
VPWS:73595|12.82.90.15/VPWS:73595
VPLS:130705|12.82.40.110/VPLS:130705
VPWS:141096|12.82.72.18/VPWS:141096
VPWS:88023|12.82.0.42/VPWS:88023
VPWS:131661|12.82.92.31/VPWS:131661
VPWS:106117|12.82.114.10/VPWS:106117
VPLS:98824|12.82.74.29/VPLS:98824
VPWS:179632|12.82.8.56/VPWS:179632
VPLS:140147|12.82.16.68/VPLS:140147
VPWS:138929|12.82.40.96/VPWS:138929
VPWS:79070|12.82.114.11/VPWS:79070
VPLS:113294|12.82.60.19/VPLS:113294
VPLS:185991|12.82.0.73/VPLS:185991
VPWS:83786|12.82.74.2/VPWS:83786
VPLS:140059|12.82.56.6/VPLS:140059
VPLS:110555|12.82.62.3/VPLS:110555
VPWS:154602|12.82.32.79/VPWS:154602
VPWS:120456|12.82.82.24/VPWS:120456
VPWS:85731|12.82.80.27/VPWS:85731
VPWS:97759|12.82.104.16/VPWS:97759
VPWS:82036|12.82.80.21/VPWS:82036
VPLS:186536|12.82.144.20/VPLS:186536
VPWS:130342|12.82.60.17/VPWS:130342
VPLS:162704|12.82.0.71/VPLS:162704
VPWS:122404|12.82.70.30/VPWS:122404
VPWS:140830|12.82.112.2/VPWS:140830
VPWS:122370|12.82.98.19/VPWS:122370
VPLS:162352|12.82.40.124/VPLS:162352
8034:53453|165.87.245.224/8034:53453
VPLS:182207|12.82.66.27/VPLS:182207
VPLS:106696|12.82.24.54/VPLS:106696
VPLS:117042|12.82.92.25/VPLS:117042
13979:128750|12.122.215.6/13979:128750
VPLS:182636|12.82.68.1/VPLS:182636
VPWS:131824|12.82.74.26/VPWS:131824
VPWS:175849|12.82.40.126/VPWS:175849
VPLS:168450|12.82.8.60/VPLS:168450
VPWS:72521|12.82.74.25/VPWS:72521
VPLS:107475|12.82.40.122/VPLS:107475
VPLS:144879|12.82.0.55/VPLS:144879
21326:63541|32.119.200.249/21326:63541
VPWS:152060|12.82.0.69/VPWS:152060
13979:186183|12.122.215.75/13979:186183
VPWS:123753|12.82.72.24/VPWS:123753
21302:44680|165.87.253.147/21302:44680
VPWS:141217|12.82.24.62/VPWS:141217
VPWS:89119|12.82.118.7/VPWS:89119
VPLS:59681|12.82.0.55/VPLS:59681
VPWS:97601|12.82.74.30/VPWS:97601
VPLS:162408|12.82.0.72/VPLS:162408
VPLS:122587|12.82.114.10/VPLS:122587
VPWS:98247|12.82.104.12/VPWS:98247
VPLS:133923|12.82.70.27/VPLS:133923
VPWS:168987|12.82.114.11/VPWS:168987
VPWS:22785|10.204.64.193/VPWS:22785
VPWS:149005|12.82.64.10/VPWS:149005
VPWS:163509|12.82.86.14/VPWS:163509
VPWS:111082|12.82.76.21/VPWS:111082
VPWS:127047|12.82.82.20/VPWS:127047
VPLS:167269|12.82.98.18/VPLS:167269
VPWS:167631|12.82.32.76/VPWS:167631
VPWS:107974|12.82.66.26/VPWS:107974
VPWS:86123|12.82.0.55/VPWS:86123
VPLS:132246|12.82.16.67/VPLS:132246
VPWS:143439|12.82.100.7/VPWS:143439
VPLS:137358|12.82.40.110/VPLS:137358
VPWS:104615|12.82.102.4/VPWS:104615
VPLS:176459|12.82.0.62/VPLS:176459
VPWS:127791|12.82.24.62/VPWS:127791
VPLS:92726|12.82.88.1/VPLS:92726
VPWS:78161|12.82.80.21/VPWS:78161
VPWS:80627|12.82.118.2/VPWS:80627
VPWS:179633|12.82.8.56/VPWS:179633
VPWS:96843|12.82.100.19/VPWS:96843
VPWS:128298|12.82.100.6/VPWS:128298
VPWS:99993|12.82.56.2/VPWS:99993
VPWS:86432|12.82.24.49/VPWS:86432
VPLS:171793|12.82.72.30/VPLS:171793
VPWS:174111|12.82.58.13/VPWS:174111
VPWS:89427|12.82.114.10/VPWS:89427
VPWS:137961|12.82.8.56/VPWS:137961
VPLS:108234|12.82.68.1/VPLS:108234
VPWS:135244|12.82.40.95/VPWS:135244
VPLS:123740|12.82.0.45/VPLS:123740
VPLS:33441|143.0.68.245/VPLS:33441
VPWS:123847|12.82.8.76/VPWS:123847
VPLS:125571|12.82.24.51/VPLS:125571
VPLS:40231|12.82.16.78/VPLS:40231
VPLS:164263|12.82.110.13/VPLS:164263
VPWS:108394|12.82.0.71/VPWS:108394
VPWS:134196|12.82.64.10/VPWS:134196
VPWS:133229|12.82.58.13/VPWS:133229
VPLS:146080|12.82.16.76/VPLS:146080
VPLS:108481|12.82.78.19/VPLS:108481
VPLS:127294|12.82.40.124/VPLS:127294
VPWS:120271|12.82.60.21/VPWS:120271
VPWS:78902|12.82.90.15/VPWS:78902
VPWS:102321|12.82.76.25/VPWS:102321
VPWS:92535|12.82.62.2/VPWS:92535
VPWS:133243|12.82.64.22/VPWS:133243
VPWS:107662|12.82.40.133/VPWS:107662
VPLS:144683|12.82.96.23/VPLS:144683
VPLS:133360|12.82.40.111/VPLS:133360
VPWS:138814|12.82.24.61/VPWS:138814
VPWS:149480|12.82.80.16/VPWS:149480
VPWS:117247|12.82.40.92/VPWS:117247
VPLS:107459|12.82.110.4/VPLS:107459
VPWS:81591|12.82.0.46/VPWS:81591
VPLS:115174|12.82.76.22/VPLS:115174
VPLS:63907|12.82.114.10/VPLS:63907
VPWS:165453|12.82.40.125/VPWS:165453
VPWS:110187|12.82.66.22/VPWS:110187
VPLS:158347|12.82.16.68/VPLS:158347
VPLS:168292|12.82.16.40/VPLS:168292
VPWS:99761|12.82.118.2/VPWS:99761
VPLS:110959|12.82.72.21/VPLS:110959
VPWS:121814|12.82.114.7/VPWS:121814
VPWS:131065|12.82.0.74/VPWS:131065
VPWS:163012|12.82.32.76/VPWS:163012
VPWS:120366|12.82.88.20/VPWS:120366
VPWS:149344|12.82.40.94/VPWS:149344
VPLS:151635|12.82.0.74/VPLS:151635
VPLS:73527|12.82.40.79/VPLS:73527
VPWS:139140|12.82.0.46/VPWS:139140
VPLS:23427|10.204.82.90/VPLS:23427
VPWS:72316|12.82.80.24/VPWS:72316
VPLS:26734|10.144.0.137/VPLS:26734
L2CKT:22013|12.123.80.197/L2CKT:22013
VPLS:166471|12.82.92.17/VPLS:166471
VPWS:166849|12.82.8.63/VPWS:166849
VPLS:64594|12.82.76.27/VPLS:64594
VPWS:122003|12.82.60.25/VPWS:122003
VPWS:31887|143.0.24.148/VPWS:31887
VPLS:29327|10.204.9.106/VPLS:29327
VPWS:145404|12.82.106.9/VPWS:145404
VPWS:31860|10.204.134.216/VPWS:31860
VPWS:175502|12.82.40.135/VPWS:175502
VPLS:145125|12.82.70.30/VPLS:145125
VPLS:33517|150.0.0.168/VPLS:33517
VPWS:119636|12.82.96.21/VPWS:119636
VPLS:31302|10.144.0.137/VPLS:31302
VPWS:129645|12.82.24.62/VPWS:129645
VPLS:108853|12.82.60.30/VPLS:108853
VPLS:138646|12.82.96.27/VPLS:138646
VPWS:90088|12.82.74.25/VPWS:90088
VPWS:171682|12.82.40.124/VPWS:171682
VPLS:122211|12.82.102.25/VPLS:122211
VPWS:107482|12.82.74.26/VPWS:107482
13979:91319|12.122.215.35/13979:91319
VPWS:158992|12.82.96.21/VPWS:158992
VPWS:184172|12.82.24.61/VPWS:184172
VPWS:163861|12.82.0.88/VPWS:163861
VPWS:162878|12.82.40.95/VPWS:162878
VPLS:183721|12.82.40.101/VPLS:183721
VPLS:109318|12.82.116.2/VPLS:109318
VPWS:97109|12.82.118.16/VPWS:97109
VPLS:154852|12.82.24.70/VPLS:154852
VPLS:73894|12.82.0.45/VPLS:73894
VPWS:119033|12.82.24.55/VPWS:119033
VPWS:115353|12.82.94.24/VPWS:115353
VPWS:121074|12.82.8.69/VPWS:121074
VPLS:103833|12.82.40.122/VPLS:103833
21326:37311|165.87.125.233/21326:37311
13979:55951|12.122.215.16/13979:55951
VPWS:102741|12.82.66.26/VPWS:102741
21302:53245:584206|165.87.253.163/21302:53245:584206
VPLS:22443|10.204.83.246/VPLS:22443
VPLS:175392|1.2.3.4/VPLS:175392
VPLS:178457|12.82.96.2/VPLS:178457
VPWS:106867|12.82.66.22/VPWS:106867
VPLS:122650|12.82.90.11/VPLS:122650
VPLS:148227|12.82.102.24/VPLS:148227
VPWS:127436|12.82.16.50/VPWS:127436
VPLS:182318|12.82.114.5/VPLS:182318
VPWS:22436|10.204.81.136/VPWS:22436
VPWS:71315|12.82.90.13/VPWS:71315
VPLS:153791|12.82.16.76/VPLS:153791
VPLS:163920|12.82.24.74/VPLS:163920
VPWS:184947|12.82.40.133/VPWS:184947
VPLS:52257|10.204.176.84/VPLS:52257
VPLS:115443|12.82.92.30/VPLS:115443
VPWS:80307|12.82.80.14/VPWS:80307
VPLS:116750|12.82.86.26/VPLS:116750
VPLS:178312|12.82.16.50/VPLS:178312
VPLS:156816|12.82.8.76/VPLS:156816
VPWS:141602|12.82.72.24/VPWS:141602
VPLS:128612|12.82.96.24/VPLS:128612
VPWS:132192|12.82.0.62/VPWS:132192
VPWS:168897|12.82.86.14/VPWS:168897
VPWS:92414|12.82.82.27/VPWS:92414
L2CKT:27535|149.0.3.196/L2CKT:27535
VPWS:71766|12.82.86.14/VPWS:71766
VPLS:105790|12.82.80.23/VPLS:105790
VPWS:123041|12.82.70.30/VPWS:123041
VPLS:106330|12.82.80.22/VPLS:106330
13979:123598|12.122.215.1/13979:123598
VPLS:135568|12.82.70.30/VPLS:135568
VPWS:168208|12.82.86.21/VPWS:168208
VPLS:57185|12.82.114.8/VPLS:57185
VPLS:115174|12.82.114.7/VPLS:115174
VPLS:108094|1.2.3.4/VPLS:108094
VPWS:86494|12.82.88.20/VPWS:86494
VPWS:80794|12.82.114.11/VPWS:80794
VPWS:78420|12.82.114.11/VPWS:78420
VPLS:109544|12.82.78.1/VPLS:109544
VPWS:112033|12.82.72.20/VPWS:112033
VPWS:159226|12.82.24.67/VPWS:159226
VPWS:177337|12.82.8.60/VPWS:177337
VPWS:174642|12.82.8.85/VPWS:174642
VPWS:94242|12.82.118.16/VPWS:94242
VPLS:64050|12.82.40.98/VPLS:64050
VPLS:109507|12.82.92.25/VPLS:109507
VPWS:146663|12.82.0.101/VPWS:146663
VPLS:171312|12.82.16.40/VPLS:171312
VPLS:168021|12.82.0.75/VPLS:168021
VPWS:104087|12.82.100.12/VPWS:104087
VPWS:128194|12.82.56.1/VPWS:128194
VPLS:118367|12.82.100.8/VPLS:118367
VPWS:120480|12.82.24.58/VPWS:120480
VPLS:167718|12.82.96.2/VPLS:167718
VPWS:102411|12.82.100.20/VPWS:102411
VPWS:140479|12.82.8.77/VPWS:140479
VPWS:75153|12.82.8.61/VPWS:75153
VPWS:53224|12.82.74.25/VPWS:53224
VPWS:134103|12.82.70.30/VPWS:134103
VPLS:167261|12.82.0.1/VPLS:167261
VPWS:25998|150.0.0.167/VPWS:25998
VPWS:171091|12.82.86.24/VPWS:171091
VPWS:176498|12.82.8.69/VPWS:176498
VPWS:175198|12.82.32.75/VPWS:175198
VPLS:58028|12.82.0.72/VPLS:58028
VPLS:57645|12.82.114.8/VPLS:57645
VPLS:110771|12.82.60.30/VPLS:110771
VPLS:89915|12.82.0.44/VPLS:89915
VPLS:154866|12.82.40.124/VPLS:154866
VPLS:28847|192.168.95.30/VPLS:28847
VPWS:125680|12.82.56.3/VPWS:125680
VPWS:86841|12.82.8.54/VPWS:86841
VPWS:153633|12.82.16.50/VPWS:153633
VPWS:147712|12.82.76.21/VPWS:147712
VPWS:101551|12.82.40.96/VPWS:101551
VPWS:79218|12.82.118.2/VPWS:79218
VPWS:179740|12.82.86.23/VPWS:179740
VPWS:127793|12.82.40.94/VPWS:127793
VPWS:133664|12.82.8.69/VPWS:133664
VPLS:111508|12.82.62.2/VPLS:111508
VPWS:140235|12.82.24.55/VPWS:140235
VPWS:174633|12.82.104.23/VPWS:174633
VPWS:30666|10.204.134.202/VPWS:30666
VPWS:151400|12.82.74.27/VPWS:151400
VPWS:114937|12.82.114.2/VPWS:114937
VPWS:69816|12.82.114.10/VPWS:69816
VPLS:116947|12.82.110.5/VPLS:116947
VPWS:76857|12.82.90.19/VPWS:76857
VPWS:165780|12.82.86.14/VPWS:165780
VPWS:31952|10.204.12.35/VPWS:31952
VPLS:102804|1.2.3.4/VPLS:102804
VPLS:165088|12.82.0.76/VPLS:165088
VPLS:179346|12.82.96.25/VPLS:179346
13979:136163|12.122.215.47/13979:136163
VPWS:144541|12.82.40.88/VPWS:144541
VPLS:118994|12.82.56.5/VPLS:118994
VPLS:124878|12.82.40.80/VPLS:124878
VPWS:172961|12.82.94.19/VPWS:172961
VPWS:166095|12.82.86.30/VPWS:166095
VPWS:162789|12.82.16.66/VPWS:162789
VPWS:51302|12.82.96.23/VPWS:51302
VPWS:178299|12.82.102.4/VPWS:178299
VPWS:129496|12.82.94.25/VPWS:129496
VPWS:137042|12.82.16.40/VPWS:137042
VPWS:185738|12.82.118.17/VPWS:185738
VPWS:132953|12.82.0.74/VPWS:132953
VPWS:146361|12.82.0.101/VPWS:146361
VPWS:138832|12.82.70.30/VPWS:138832
VPWS:124575|12.82.0.74/VPWS:124575
VPLS:187759|12.82.110.1/VPLS:187759
VPWS:130048|12.82.96.9/VPWS:130048
VPWS:97075|12.82.100.6/VPWS:97075
VPWS:140469|12.82.40.83/VPWS:140469
VPWS:135134|12.82.0.46/VPWS:135134
VPLS:171497|12.82.60.30/VPLS:171497
21302:31402|32.120.131.124/21302:31402
VPWS:123036|12.82.70.31/VPWS:123036
VPLS:111568|12.82.106.4/VPLS:111568
VPWS:119612|12.82.60.21/VPWS:119612
VPWS:149296|12.82.56.2/VPWS:149296
VPWS:184091|12.82.16.66/VPWS:184091
VPWS:167761|12.82.8.80/VPWS:167761
8035:131712|165.87.245.79/8035:131712
VPLS:59458|12.82.82.16/VPLS:59458
VPLS:110318|12.82.100.7/VPLS:110318
VPWS:168674|12.82.8.59/VPWS:168674
VPWS:146659|12.82.122.4/VPWS:146659
VPWS:168554|12.82.56.2/VPWS:168554
VPWS:140208|12.82.16.40/VPWS:140208
VPWS:93101|12.82.72.18/VPWS:93101
VPWS:160615|12.82.86.28/VPWS:160615
VPWS:131548|12.82.24.56/VPWS:131548
VPWS:75958|12.82.90.14/VPWS:75958
VPWS:165400|12.82.96.2/VPWS:165400
VPWS:104853|12.82.60.19/VPWS:104853
VPLS:134927|12.82.82.16/VPLS:134927
VPLS:172055|12.82.96.23/VPLS:172055
VPLS:28750|12.123.80.27/VPLS:28750
13979:8046|12.122.215.3/13979:8046
VPWS:105660|12.82.40.110/VPWS:105660
VPLS:124397|12.82.96.1/VPLS:124397
VPWS:78821|12.82.118.7/VPWS:78821
VPLS:142268|12.82.70.27/VPLS:142268
VPWS:184744|12.82.58.8/VPWS:184744
VPWS:176885|12.82.104.21/VPWS:176885
VPLS:150957|12.82.88.1/VPLS:150957
VPWS:147365|12.82.70.28/VPWS:147365
VPWS:169488|12.82.60.18/VPWS:169488
VPLS:151614|12.82.98.13/VPLS:151614
VPWS:82614|12.82.40.111/VPWS:82614
VPWS:137392|12.82.70.31/VPWS:137392
VPWS:102649|12.82.76.27/VPWS:102649
VPLS:120094|12.82.24.47/VPLS:120094
VPWS:78893|12.82.114.10/VPWS:78893
21326:149493|165.87.250.115/21326:149493
VPWS:162474|12.82.72.19/VPWS:162474
VPWS:75208|12.82.114.11/VPWS:75208
VPWS:75157|12.82.64.17/VPWS:75157
VPLS:149542|12.82.40.110/VPLS:149542
VPWS:105768|12.82.8.59/VPWS:105768
VPWS:82867|12.82.72.21/VPWS:82867
VPWS:143821|12.82.76.25/VPWS:143821
VPWS:86415|12.82.88.20/VPWS:86415
VPLS:145974|12.82.24.69/VPLS:145974
VPWS:107490|12.82.58.1/VPWS:107490
VPWS:173001|12.82.40.88/VPWS:173001
VPLS:186098|12.82.66.30/VPLS:186098
VPWS:77238|12.82.86.14/VPWS:77238
VPWS:77018|12.82.24.63/VPWS:77018
VPLS:138987|12.82.24.30/VPLS:138987
13979:135837|12.122.215.10/13979:135837
VPWS:80708|12.82.86.14/VPWS:80708
VPWS:28888|143.0.68.244/VPWS:28888
VPLS:80505|12.82.0.46/VPLS:80505
VPWS:82897|12.82.80.25/VPWS:82897
VPLS:130319|12.82.40.110/VPLS:130319
VPWS:108084|12.82.16.64/VPWS:108084
VPWS:169037|12.82.8.57/VPWS:169037
VPWS:83984|12.82.8.72/VPWS:83984
VPLS:169160|12.82.114.12/VPLS:169160
VPWS:74558|12.82.16.57/VPWS:74558
VPLS:130173|12.82.110.4/VPLS:130173
VPLS:155999|12.82.16.97/VPLS:155999
VPWS:30953|10.204.11.141/VPWS:30953
VPLS:104072|12.82.40.122/VPLS:104072
VPWS:72573|12.82.70.29/VPWS:72573
VPLS:179149|12.82.122.3/VPLS:179149
VPWS:80998|12.82.0.57/VPWS:80998
VPLS:21885|10.144.0.122/VPLS:21885
VPWS:160301|12.82.118.5/VPWS:160301
21302:123676|165.87.253.163/21302:123676
VPLS:169101|12.82.0.70/VPLS:169101
VPWS:130226|12.82.118.21/VPWS:130226
VPWS:125814|12.82.0.70/VPWS:125814
VPLS:107230|12.82.24.32/VPLS:107230
VPLS:113802|12.82.116.2/VPLS:113802
VPLS:142713|12.82.63.4/VPLS:142713
VPWS:141678|12.82.110.15/VPWS:141678
VPWS:176243|12.82.8.57/VPWS:176243
VPWS:48277|12.82.40.91/VPWS:48277
8034:7333|165.87.245.227/8034:7333
VPWS:94806|12.82.104.1/VPWS:94806
VPWS:66416|12.82.64.17/VPWS:66416
VPWS:181968|12.82.104.3/VPWS:181968
VPWS:73402|12.82.66.23/VPWS:73402
VPWS:115600|12.82.0.73/VPWS:115600
VPLS:48623|12.82.82.16/VPLS:48623
VPWS:101117|12.82.66.22/VPWS:101117
VPWS:77069|12.82.8.61/VPWS:77069
VPLS:155456|12.82.56.9/VPLS:155456
VPWS:94248|12.82.66.22/VPWS:94248
VPLS:115655|12.82.114.14/VPLS:115655
VPWS:106700|12.82.100.13/VPWS:106700
VPWS:69389|12.82.114.11/VPWS:69389
VPWS:172615|12.82.16.40/VPWS:172615
VPWS:88914|12.82.104.3/VPWS:88914
VPWS:124808|12.82.0.74/VPWS:124808
VPWS:135988|12.82.16.40/VPWS:135988
VPWS:151492|12.82.104.3/VPWS:151492
VPLS:109696|12.82.78.1/VPLS:109696
VPLS:149723|12.82.94.17/VPLS:149723
VPLS:109478|12.82.78.28/VPLS:109478
VPLS:138717|12.82.88.20/VPLS:138717
VPWS:73806|12.82.74.29/VPWS:73806
21326:158118|165.87.250.73/21326:158118
VPWS:165343|12.82.100.5/VPWS:165343
VPLS:26411|10.204.83.169/VPLS:26411
VPWS:123125|12.82.16.40/VPWS:123125
VPWS:94020|12.82.104.16/VPWS:94020
VPWS:135297|12.82.16.69/VPWS:135297
VPWS:98395|12.82.82.27/VPWS:98395
VPLS:139110|12.82.16.76/VPLS:139110
VPWS:96317|12.82.114.11/VPWS:96317
VPLS:65496|12.82.0.2/VPLS:65496
VPWS:49739|12.82.114.9/VPWS:49739
21302:35510|165.87.253.150/21302:35510
13979:91703|12.122.215.18/13979:91703
VPWS:77700|12.82.118.5/VPWS:77700
VPLS:53651|12.82.0.46/VPLS:53651
VPLS:114469|12.82.8.80/VPLS:114469
VPWS:166185|12.82.16.50/VPWS:166185
VPLS:60631|12.82.114.8/VPLS:60631
VPWS:104533|12.82.80.21/VPWS:104533
VPLS:157400|12.82.64.10/VPLS:157400
VPWS:76985|12.82.114.12/VPWS:76985
VPLS:110073|12.82.100.1/VPLS:110073
VPLS:107446|12.82.24.30/VPLS:107446
VPWS:87203|12.82.16.65/VPWS:87203
VPLS:154066|12.82.40.124/VPLS:154066
VPWS:102440|12.82.104.16/VPWS:102440
VPWS:92724|12.82.80.27/VPWS:92724
VPWS:71125|12.82.86.25/VPWS:71125
VPLS:107135|12.82.118.19/VPLS:107135
VPWS:119691|12.82.82.24/VPWS:119691
VPWS:106190|12.82.40.79/VPWS:106190
VPLS:107059|12.82.8.57/VPLS:107059
VPLS:110132|12.82.86.29/VPLS:110132
VPLS:63626|10.204.90.232/VPLS:63626
VPLS:146117|12.82.63.4/VPLS:146117
VPLS:108253|1.2.3.4/VPLS:108253
VPWS:136618|12.82.40.83/VPWS:136618
VPWS:84693|12.82.118.5/VPWS:84693
VPLS:171356|12.82.114.27/VPLS:171356
VPWS:131128|12.82.0.46/VPWS:131128
21326:38646|165.87.250.55/21326:38646
VPWS:79967|12.82.86.14/VPWS:79967
VPLS:168008|12.82.98.18/VPLS:168008
VPWS:137296|12.82.56.2/VPWS:137296
VPWS:180939|12.82.40.125/VPWS:180939
VPWS:76491|12.82.8.67/VPWS:76491
VPWS:85888|12.82.16.57/VPWS:85888
VPWS:98659|12.82.8.60/VPWS:98659
L2CKT:33034|192.168.113.149/L2CKT:33034
VPLS:129731|12.82.76.24/VPLS:129731
VPWS:153454|12.82.72.25/VPWS:153454
VPWS:150995|12.82.96.20/VPWS:150995
VPWS:71795|12.82.74.25/VPWS:71795
VPLS:134528|12.82.106.5/VPLS:134528
VPLS:140382|12.82.114.14/VPLS:140382
VPWS:122124|12.82.40.95/VPWS:122124
VPWS:157531|12.82.0.52/VPWS:157531
VPWS:88637|12.82.118.7/VPWS:88637
VPWS:161308|12.82.0.70/VPWS:161308
VPLS:130466|12.82.40.124/VPLS:130466
VPLS:103752|12.82.68.1/VPLS:103752
13979:3962|12.122.215.53/13979:3962
VPWS:85915|12.82.104.19/VPWS:85915
VPWS:174494|12.82.76.21/VPWS:174494
VPLS:155630|12.82.0.71/VPLS:155630
VPWS:154525|12.82.16.40/VPWS:154525
VPWS:82029|12.82.24.42/VPWS:82029
VPWS:132918|12.82.118.19/VPWS:132918
VPWS:99589|12.82.80.15/VPWS:99589
VPWS:180966|12.82.118.6/VPWS:180966
VPWS:121739|12.82.114.5/VPWS:121739
VPLS:100462|12.82.8.80/VPLS:100462
VPLS:106465|12.82.90.10/VPLS:106465
VPWS:146214|12.82.100.5/VPWS:146214
VPLS:149913|12.82.94.17/VPLS:149913
VPWS:107029|12.82.66.22/VPWS:107029
VPLS:165808|12.82.16.60/VPLS:165808
VPWS:140850|12.82.40.96/VPWS:140850
21326:6137|165.87.125.233/21326:6137
VPLS:134041|12.82.102.23/VPLS:134041
VPLS:26774|150.0.0.168/VPLS:26774
VPWS:141988|12.82.86.24/VPWS:141988
VPWS:168896|12.82.86.14/VPWS:168896
VPLS:145140|12.82.16.67/VPLS:145140
VPWS:174824|12.82.16.96/VPWS:174824
VPWS:99060|12.82.16.65/VPWS:99060
VPWS:169152|12.82.16.96/VPWS:169152
