@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPLS:158759|12.82.8.76/VPLS:158759
VPWS:79262|12.82.80.21/VPWS:79262
VPWS:91334|12.82.100.20/VPWS:91334
VPWS:160707|12.82.16.97/VPWS:160707
VPLS:168008|12.82.98.19/VPLS:168008
13979:43713|12.122.215.6/13979:43713
VPLS:134630|12.82.102.21/VPLS:134630
VPWS:164238|12.82.58.8/VPWS:164238
VPWS:71569|12.82.66.22/VPWS:71569
VPWS:164228|12.82.32.76/VPWS:164228
VPLS:151590|12.82.16.79/VPLS:151590
VPWS:152692|12.82.8.59/VPWS:152692
VPLS:171353|12.82.16.40/VPLS:171353
VPLS:61403|12.82.16.58/VPLS:61403
VPWS:101779|12.82.100.7/VPWS:101779
VPWS:124927|12.82.0.70/VPWS:124927
VPWS:56274|12.82.96.22/VPWS:56274
VPWS:79537|12.82.118.2/VPWS:79537
VPLS:131471|12.82.80.28/VPLS:131471
VPWS:141052|12.82.8.77/VPWS:141052
VPLS:105753|12.82.60.30/VPLS:105753
VPWS:161596|12.82.40.125/VPWS:161596
VPWS:89263|12.82.16.57/VPWS:89263
VPLS:123574|12.82.82.26/VPLS:123574
VPWS:162631|12.82.86.22/VPWS:162631
VPWS:146793|12.82.8.61/VPWS:146793
VPWS:163178|12.82.24.43/VPWS:163178
VPWS:176894|12.82.40.125/VPWS:176894
VPLS:168534|12.82.8.77/VPLS:168534
VPLS:129382|12.82.56.6/VPLS:129382
VPWS:84705|12.82.56.5/VPWS:84705
L2CKT:32085|10.204.144.66/L2CKT:32085
VPWS:130823|12.82.74.2/VPWS:130823
VPWS:89981|12.82.118.2/VPWS:89981
VPWS:111417|12.82.40.108/VPWS:111417
VPWS:161694|12.82.74.24/VPWS:161694
VPWS:147343|12.82.76.21/VPWS:147343
VPLS:118421|12.82.40.122/VPLS:118421
VPLS:166999|12.82.76.24/VPLS:166999
VPLS:156385|12.82.72.25/VPLS:156385
VPWS:117340|12.82.8.76/VPWS:117340
VPWS:178662|12.82.24.53/VPWS:178662
VPWS:119857|12.82.8.60/VPWS:119857
VPWS:138759|12.82.104.6/VPWS:138759
VPWS:81436|12.82.16.50/VPWS:81436
441|10.69.87.12/441
VPLS:142914|12.82.127.129/VPLS:142914
VPWS:157613|12.82.0.73/VPWS:157613
VPWS:78467|12.82.86.24/VPWS:78467
VPWS:99997|12.82.80.14/VPWS:99997
VPWS:119714|12.82.24.61/VPWS:119714
VPWS:163114|12.82.24.43/VPWS:163114
VPLS:137422|12.82.80.28/VPLS:137422
VPWS:30405|192.168.113.179/VPWS:30405
VPWS:179738|12.82.86.23/VPWS:179738
21302:6987|32.119.213.255/21302:6987
VPWS:183738|12.82.110.16/VPWS:183738
VPWS:133117|12.82.64.22/VPWS:133117
VPWS:157524|12.82.0.54/VPWS:157524
VPWS:117354|12.82.40.91/VPWS:117354
VPWS:150825|12.82.58.9/VPWS:150825
VPLS:31673|143.0.68.242/VPLS:31673
VPWS:109461|12.82.16.74/VPWS:109461
VPWS:95047|12.82.24.45/VPWS:95047
VPLS:151779|12.82.24.67/VPLS:151779
VPWS:177885|12.82.58.5/VPWS:177885
VPWS:186523|1.2.3.4/VPWS:186523
VPLS:109981|12.82.78.1/VPLS:109981
VPWS:134417|12.82.16.79/VPWS:134417
VPLS:109422|12.82.78.18/VPLS:109422
VPLS:108908|12.82.114.14/VPLS:108908
VPWS:129879|12.82.72.18/VPWS:129879
VPLS:154249|12.82.8.77/VPLS:154249
VPLS:172808|12.82.0.70/VPLS:172808
VPWS:141847|12.82.118.5/VPWS:141847
VPWS:126167|12.82.66.22/VPWS:126167
VPWS:73649|12.82.74.29/VPWS:73649
VPWS:184619|12.82.0.76/VPWS:184619
VPLS:109849|12.82.78.1/VPLS:109849
VPLS:182896|12.82.40.111/VPLS:182896
VPWS:168827|12.82.56.2/VPWS:168827
VPWS:120705|12.82.96.20/VPWS:120705
VPWS:121440|12.82.76.21/VPWS:121440
VPLS:116963|12.82.110.5/VPLS:116963
VPWS:181376|12.82.16.71/VPWS:181376
VPWS:163366|12.82.16.86/VPWS:163366
VPWS:152347|12.82.74.3/VPWS:152347
13979:47183|12.122.215.13/13979:47183
VPWS:96139|12.82.104.16/VPWS:96139
VPWS:134194|12.82.64.10/VPWS:134194
VPLS:117572|12.82.92.25/VPLS:117572
VPLS:63664|12.82.0.54/VPLS:63664
VPWS:81584|12.82.80.27/VPWS:81584
VPWS:136545|12.82.24.61/VPWS:136545
VPWS:182269|12.82.40.125/VPWS:182269
VPWS:121665|12.82.76.21/VPWS:121665
VPWS:141307|12.82.118.17/VPWS:141307
VPWS:166716|12.82.56.2/VPWS:166716
VPWS:150627|12.82.114.9/VPWS:150627
VPWS:167220|12.82.16.93/VPWS:167220
VPWS:110988|12.82.64.17/VPWS:110988
VPWS:135593|12.82.24.62/VPWS:135593
VPLS:113197|12.82.82.28/VPLS:113197
VPLS:136454|12.82.40.110/VPLS:136454
VPWS:137506|12.82.114.11/VPWS:137506
VPWS:83929|12.82.8.55/VPWS:83929
VPLS:153980|12.82.40.124/VPLS:153980
VPLS:138541|12.82.40.91/VPLS:138541
VPWS:172442|12.82.8.67/VPWS:172442
VPLS:53439|12.82.114.10/VPLS:53439
VPLS:155175|12.82.0.78/VPLS:155175
VPWS:121898|12.82.60.29/VPWS:121898
VPLS:108594|12.82.114.12/VPLS:108594
VPLS:172674|12.82.126.192/VPLS:172674
VPWS:83659|12.82.56.2/VPWS:83659
VPLS:172958|12.82.114.13/VPLS:172958
VPWS:180650|12.82.56.1/VPWS:180650
VPWS:68403|12.82.8.60/VPWS:68403
VPLS:30248|10.204.8.75/VPLS:30248
VPWS:153568|12.82.40.103/VPWS:153568
VPWS:108403|12.82.104.23/VPWS:108403
VPWS:140686|12.82.102.24/VPWS:140686
VPWS:84450|12.82.86.14/VPWS:84450
VPLS:28848|143.0.68.230/VPLS:28848
VPWS:142814|12.82.24.49/VPWS:142814
VPLS:137829|12.82.16.68/VPLS:137829
VPLS:115508|12.82.92.17/VPLS:115508
VPWS:147414|12.82.0.75/VPWS:147414
VPWS:83538|12.82.80.21/VPWS:83538
VPWS:26379|10.204.83.211/VPWS:26379
VPWS:166534|12.82.102.4/VPWS:166534
VPLS:108655|12.82.114.20/VPLS:108655
VPWS:107917|12.82.64.10/VPWS:107917
VPWS:124360|12.82.8.69/VPWS:124360
VPLS:149771|12.82.24.52/VPLS:149771
VPWS:71206|12.82.0.49/VPWS:71206
VPWS:115250|12.82.88.27/VPWS:115250
VPWS:85321|12.82.114.11/VPWS:85321
VPWS:127043|12.82.70.31/VPWS:127043
VPLS:127468|12.82.106.10/VPLS:127468
VPLS:138754|12.82.88.20/VPLS:138754
VPWS:150928|12.82.56.2/VPWS:150928
VPLS:58316|12.82.0.46/VPLS:58316
VPWS:152829|12.82.74.26/VPWS:152829
21326:91694:652556|165.87.250.122/21326:91694:652556
8034:30135|165.87.245.237/8034:30135
VPLS:108847|12.82.66.1/VPLS:108847
VPWS:75519|12.82.114.11/VPWS:75519
VPLS:146098|12.82.0.93/VPLS:146098
VPWS:77749|12.82.74.26/VPWS:77749
VPLS:132000|12.82.66.1/VPLS:132000
VPWS:183413|12.82.96.22/VPWS:183413
VPWS:97649|12.82.16.57/VPWS:97649
VPLS:157481|12.82.40.122/VPLS:157481
VPLS:132025|12.82.0.46/VPLS:132025
VPLS:155298|12.82.0.71/VPLS:155298
VPWS:151443|12.82.114.10/VPWS:151443
VPWS:152527|12.82.8.64/VPWS:152527
VPLS:152903|12.82.16.76/VPLS:152903
VPWS:154657|12.82.56.4/VPWS:154657
VPLS:116858|12.82.110.5/VPLS:116858
L2CKT:27004|192.168.113.147/L2CKT:27004
VPLS:108294|12.82.116.2/VPLS:108294
VPWS:82209|12.82.16.57/VPWS:82209
VPWS:100407|12.82.16.66/VPWS:100407
VPWS:146553|12.82.60.21/VPWS:146553
VPWS:98942|12.82.66.22/VPWS:98942
21326:8450:569522|165.87.250.115/21326:8450:569522
VPWS:141775|12.82.102.25/VPWS:141775
VPLS:160335|12.82.24.65/VPLS:160335
VPWS:142547|12.82.100.7/VPWS:142547
VPWS:102033|12.82.80.21/VPWS:102033
VPWS:141857|12.82.106.9/VPWS:141857
VPWS:56192|12.82.0.73/VPWS:56192
VPWS:182988|12.82.56.1/VPWS:182988
VPWS:136883|12.82.96.23/VPWS:136883
VPWS:141651|12.82.16.50/VPWS:141651
VPLS:103973|12.82.70.28/VPLS:103973
VPWS:176342|12.82.40.125/VPWS:176342
VPLS:134518|12.82.106.5/VPLS:134518
VPWS:125813|12.82.24.62/VPWS:125813
VPLS:140428|12.82.114.14/VPLS:140428
VPWS:109360|12.82.8.69/VPWS:109360
VPWS:162679|12.82.76.21/VPWS:162679
VPWS:182975|12.82.56.1/VPWS:182975
13979:7333|12.122.215.16/13979:7333
VPWS:157398|12.82.32.75/VPWS:157398
VPLS:125564|12.82.24.59/VPLS:125564
VPWS:111298|12.82.76.28/VPWS:111298
VPWS:142388|12.82.102.24/VPWS:142388
VPWS:98673|12.82.104.16/VPWS:98673
VPWS:78946|12.82.80.24/VPWS:78946
VPLS:142537|12.82.80.21/VPLS:142537
VPLS:30074|192.168.113.87/VPLS:30074
13979:39529|12.122.215.17/13979:39529
VPWS:125057|12.82.70.30/VPWS:125057
13979:50878|12.122.215.18/13979:50878
VPWS:84299|12.82.56.2/VPWS:84299
VPLS:177638|12.82.126.192/VPLS:177638
VPLS:108440|12.82.40.79/VPLS:108440
VPWS:173480|12.82.40.125/VPWS:173480
VPLS:100465|12.82.72.30/VPLS:100465
VPLS:87215|12.82.86.28/VPLS:87215
VPWS:65148|12.82.114.10/VPWS:65148
VPLS:141278|12.82.102.22/VPLS:141278
VPWS:119871|12.82.24.61/VPWS:119871
VPWS:173165|12.82.76.27/VPWS:173165
VPWS:159288|12.82.86.22/VPWS:159288
VPLS:140043|12.82.24.51/VPLS:140043
13979:91694|12.122.215.13/13979:91694
VPWS:125163|12.82.70.31/VPWS:125163
13979:30377|12.122.215.14/13979:30377
VPLS:135496|12.82.24.1/VPLS:135496
VPLS:130652|12.82.8.69/VPLS:130652
VPWS:132306|12.82.0.58/VPWS:132306
VPWS:83479|12.82.0.73/VPWS:83479
VPLS:165540|12.82.0.76/VPLS:165540
VPLS:166421|12.82.74.2/VPLS:166421
VPLS:140399|12.82.114.20/VPLS:140399
VPWS:97017|12.82.16.58/VPWS:97017
VPWS:84460|12.82.88.20/VPWS:84460
VPLS:181429|12.82.58.1/VPLS:181429
VPWS:163186|12.82.96.21/VPWS:163186
VPWS:160073|12.82.56.2/VPWS:160073
VPWS:180938|12.82.40.147/VPWS:180938
VPWS:82072|12.82.104.9/VPWS:82072
VPWS:165510|12.82.64.22/VPWS:165510
VPWS:182168|12.82.100.5/VPWS:182168
VPWS:184651|12.82.16.70/VPWS:184651
VPWS:121919|12.82.16.65/VPWS:121919
VPWS:139340|12.82.40.96/VPWS:139340
VPWS:115559|12.82.40.111/VPWS:115559
VPWS:160547|12.82.24.42/VPWS:160547
VPWS:25966|10.204.9.103/VPWS:25966
VPWS:119320|12.82.118.3/VPWS:119320
VPWS:131803|12.82.90.13/VPWS:131803
VPWS:174509|12.82.8.84/VPWS:174509
VPWS:87514|12.82.24.49/VPWS:87514
VPWS:155605|12.82.24.64/VPWS:155605
VPWS:183222|12.82.16.70/VPWS:183222
VPWS:128001|12.82.90.27/VPWS:128001
VPWS:107241|12.82.8.54/VPWS:107241
VPWS:132977|12.82.80.24/VPWS:132977
VPLS:103330|1.2.3.4/VPLS:103330
VPWS:29127|10.204.132.87/VPWS:29127
VPWS:101715|12.82.16.66/VPWS:101715
VPWS:122534|12.82.40.95/VPWS:122534
VPWS:120724|12.82.82.29/VPWS:120724
VPWS:143121|12.82.0.73/VPWS:143121
VPWS:137474|12.82.40.102/VPWS:137474
VPWS:173623|12.82.8.76/VPWS:173623
VPWS:157283|12.82.56.1/VPWS:157283
VPWS:89797|12.82.24.50/VPWS:89797
VPWS:120691|12.82.118.5/VPWS:120691
VPWS:135633|12.82.70.30/VPWS:135633
21302:8697:681455|32.119.249.124/21302:8697:681455
VPLS:120649|12.82.68.1/VPLS:120649
VPWS:139626|12.82.40.95/VPWS:139626
VPWS:120134|12.82.60.21/VPWS:120134
VPLS:29085|143.0.68.230/VPLS:29085
VPWS:115152|12.82.76.21/VPWS:115152
VPLS:148326|12.82.0.77/VPLS:148326
VPWS:150964|12.82.114.13/VPWS:150964
VPLS:63883|10.204.90.232/VPLS:63883
VPLS:179259|12.82.24.62/VPLS:179259
VPLS:73504|12.82.40.79/VPLS:73504
VPWS:174711|12.82.40.125/VPWS:174711
VPWS:68970|12.82.66.23/VPWS:68970
VPWS:120210|12.82.24.50/VPWS:120210
VPWS:85232|12.82.86.14/VPWS:85232
VPWS:118753|12.82.40.96/VPWS:118753
VPLS:156006|12.82.40.122/VPLS:156006
VPLS:144958|12.82.102.22/VPLS:144958
VPWS:173547|12.82.32.78/VPWS:173547
VPLS:53442|12.82.114.9/VPLS:53442
VPLS:149838|12.82.8.61/VPLS:149838
VPLS:127481|12.82.106.10/VPLS:127481
VPLS:174245|12.82.0.70/VPLS:174245
VPWS:118931|12.82.8.60/VPWS:118931
VPLS:185443|12.82.0.75/VPLS:185443
VPLS:163362|12.82.102.25/VPLS:163362
VPWS:87594|12.82.72.18/VPWS:87594
VPWS:82386|12.82.88.20/VPWS:82386
VPWS:115196|12.82.102.24/VPWS:115196
VPWS:168061|12.82.80.27/VPWS:168061
VPWS:65750|12.82.0.46/VPWS:65750
VPLS:111048|12.82.0.45/VPLS:111048
VPLS:55550|12.82.109.3/VPLS:55550
VPWS:99844|12.82.56.1/VPWS:99844
21302:38646|165.87.253.173/21302:38646
VPLS:113208|12.82.60.30/VPLS:113208
VPLS:68057|12.82.127.129/VPLS:68057
VPWS:31887|10.204.134.219/VPWS:31887
VPLS:132028|12.82.86.14/VPLS:132028
VPWS:151853|12.82.114.10/VPWS:151853
VPWS:111037|12.82.100.7/VPWS:111037
VPLS:108264|12.82.78.27/VPLS:108264
VPLS:167121|12.82.118.5/VPLS:167121
VPWS:136440|12.82.94.25/VPWS:136440
VPWS:133198|12.82.58.12/VPWS:133198
VPWS:114033|12.82.40.95/VPWS:114033
VPLS:173689|12.82.0.76/VPLS:173689
VPWS:71315|12.82.90.19/VPWS:71315
13979:2932:679078|12.122.215.27/13979:2932:679078
VPWS:69812|12.82.114.11/VPWS:69812
VPWS:178409|12.82.0.70/VPWS:178409
VPWS:165275|12.82.118.2/VPWS:165275
VPWS:103349|12.82.72.24/VPWS:103349
VPWS:109934|12.82.8.57/VPWS:109934
VPLS:101979|12.82.96.24/VPLS:101979
VPLS:163858|12.82.40.124/VPLS:163858
VPWS:150501|12.82.104.6/VPWS:150501
VPWS:55812|12.82.0.70/VPWS:55812
VPWS:88083|12.82.16.66/VPWS:88083
VPWS:139236|12.82.56.7/VPWS:139236
VPWS:145401|12.82.40.88/VPWS:145401
VPWS:155343|12.82.0.76/VPWS:155343
VPWS:27749|10.144.0.147/VPWS:27749
VPWS:93236|12.82.114.10/VPWS:93236
VPLS:61869|12.82.114.8/VPLS:61869
VPWS:119800|12.82.0.45/VPWS:119800
VPLS:110217|12.82.86.28/VPLS:110217
VPLS:66044|12.82.0.2/VPLS:66044
VPWS:142226|12.82.60.18/VPWS:142226
21302:71418:623462|32.119.254.124/21302:71418:623462
VPLS:63660|10.204.90.232/VPLS:63660
VPWS:113499|12.82.24.61/VPWS:113499
VPLS:99486|12.82.0.73/VPLS:99486
VPWS:175539|12.82.32.76/VPWS:175539
VPLS:25611|10.204.9.85/VPLS:25611
VPLS:118278|12.82.114.10/VPLS:118278
21302:157284|165.87.253.150/21302:157284
VPWS:119705|12.82.24.62/VPWS:119705
VPLS:74942|12.82.16.58/VPLS:74942
VPLS:114664|12.82.106.9/VPLS:114664
VPWS:122148|12.82.56.3/VPWS:122148
VPWS:168049|12.82.8.63/VPWS:168049
VPWS:137757|12.82.114.11/VPWS:137757
VPWS:49053|12.82.8.10/VPWS:49053
13979:138953|12.122.215.12/13979:138953
VPLS:106805|12.82.80.31/VPLS:106805
VPLS:103849|12.82.40.122/VPLS:103849
VPWS:163244|12.82.56.2/VPWS:163244
VPWS:144269|12.82.56.5/VPWS:144269
VPLS:115705|12.82.68.1/VPLS:115705
VPWS:151930|12.82.24.50/VPWS:151930
VPLS:61314|12.82.40.116/VPLS:61314
VPLS:104691|12.82.56.6/VPLS:104691
VPLS:110595|12.82.86.14/VPLS:110595
VPWS:94964|12.82.72.18/VPWS:94964
VPLS:172834|12.82.60.30/VPLS:172834
VPLS:29685|143.0.68.184/VPLS:29685
VPWS:30904|10.204.134.201/VPWS:30904
VPWS:80487|12.82.8.70/VPWS:80487
VPLS:154775|1.2.3.4/VPLS:154775
VPWS:130997|12.82.70.31/VPWS:130997
VPWS:53958|12.82.82.8/VPWS:53958
VPWS:122874|12.82.60.26/VPWS:122874
VPLS:103514|12.82.80.23/VPLS:103514
VPLS:103851|12.82.70.27/VPLS:103851
VPLS:124579|12.82.8.69/VPLS:124579
VPWS:78625|12.82.66.23/VPWS:78625
VPLS:110001|12.82.78.1/VPLS:110001
VPLS:141076|12.82.78.1/VPLS:141076
VPLS:91475|12.82.100.16/VPLS:91475
VPWS:88714|12.82.0.45/VPWS:88714
VPWS:127362|12.82.40.133/VPWS:127362
VPWS:160016|12.82.40.124/VPWS:160016
VPLS:108266|12.82.78.27/VPLS:108266
VPWS:130637|12.82.70.30/VPWS:130637
VPWS:101778|12.82.40.93/VPWS:101778
VPWS:154053|12.82.72.24/VPWS:154053
VPWS:137056|12.82.56.2/VPWS:137056
VPWS:132556|12.82.0.74/VPWS:132556
VPWS:157942|12.82.72.25/VPWS:157942
13979:144978|12.122.215.33/13979:144978
VPLS:178657|12.82.126.192/VPLS:178657
VPWS:181781|12.82.40.149/VPWS:181781
VPWS:145857|12.82.63.6/VPWS:145857
VPWS:118181|12.82.40.91/VPWS:118181
VPWS:147328|12.82.114.7/VPWS:147328
VPWS:143060|12.82.56.2/VPWS:143060
8035:43523|165.87.245.79/8035:43523
VPLS:99389|12.82.0.2/VPLS:99389
VPLS:28460|143.0.68.169/VPLS:28460
VPWS:84695|12.82.118.7/VPWS:84695
VPLS:145872|12.82.16.82/VPLS:145872
21326:53578|32.119.200.249/21326:53578
VPWS:152366|12.82.72.27/VPWS:152366
VPLS:102817|1.2.3.4/VPLS:102817
VPWS:147906|12.82.102.24/VPWS:147906
VPWS:178525|12.82.8.99/VPWS:178525
13979:6574|12.122.215.1/13979:6574
13979:129922|12.122.215.1/13979:129922
VPWS:110575|12.82.66.23/VPWS:110575
VPLS:63726|10.204.90.230/VPLS:63726
VPLS:148696|12.82.40.122/VPLS:148696
VPLS:114502|12.82.24.1/VPLS:114502
VPWS:148284|12.82.102.24/VPWS:148284
VPLS:139453|12.82.0.76/VPLS:139453
VPWS:122883|12.82.24.62/VPWS:122883
VPLS:147285|12.82.114.11/VPLS:147285
VPLS:174669|12.82.16.40/VPLS:174669
VPLS:115791|12.82.24.30/VPLS:115791
VPLS:107174|12.82.24.30/VPLS:107174
VPLS:112355|12.82.40.85/VPLS:112355
VPWS:172577|12.82.56.1/VPWS:172577
21302:29554|32.120.129.124/21302:29554
VPLS:125286|12.82.24.62/VPLS:125286
VPWS:92027|12.82.76.27/VPWS:92027
VPWS:178379|12.82.40.91/VPWS:178379
VPWS:33636|10.204.8.113/VPWS:33636
VPLS:130727|12.82.16.77/VPLS:130727
VPLS:174628|12.82.126.192/VPLS:174628
VPWS:148263|12.82.24.61/VPWS:148263
VPWS:29430|143.0.68.230/VPWS:29430
VPWS:72819|12.82.8.67/VPWS:72819
VPWS:121791|12.82.114.7/VPWS:121791
VPWS:79487|12.82.118.6/VPWS:79487
VPLS:108818|12.82.86.29/VPLS:108818
VPLS:116168|12.82.92.25/VPLS:116168
VPWS:170704|12.82.0.71/VPWS:170704
VPLS:30188|192.168.113.164/VPLS:30188
VPWS:147994|12.82.24.73/VPWS:147994
VPLS:129061|12.82.40.91/VPLS:129061
21302:91694|32.119.212.254/21302:91694
VPLS:54723|12.82.80.24/VPLS:54723
VPWS:85221|12.82.16.66/VPWS:85221
VPWS:56133|12.82.96.22/VPWS:56133
VPWS:149484|12.82.0.76/VPWS:149484
VPLS:172539|12.82.62.5/VPLS:172539
VPWS:132744|12.82.74.25/VPWS:132744
VPWS:185921|12.82.72.27/VPWS:185921
21326:124804|165.87.250.166/21326:124804
21302:167206|165.87.253.155/21302:167206
VPWS:48509|12.82.8.10/VPWS:48509
VPWS:114815|12.82.0.50/VPWS:114815
VPWS:141784|12.82.102.25/VPWS:141784
VPLS:162658|12.82.102.24/VPLS:162658
VPWS:177733|12.82.114.17/VPWS:177733
VPLS:157809|12.82.8.71/VPLS:157809
VPWS:151657|12.82.0.72/VPWS:151657
VPLS:180094|12.82.0.76/VPLS:180094
VPWS:131078|12.82.70.31/VPWS:131078
VPLS:174320|12.82.96.2/VPLS:174320
VPWS:119629|12.82.82.20/VPWS:119629
VPWS:82543|12.82.74.25/VPWS:82543
VPWS:145598|12.82.104.27/VPWS:145598
VPLS:61808|12.82.86.25/VPLS:61808
VPWS:106721|12.82.40.94/VPWS:106721
VPLS:165379|12.82.76.21/VPLS:165379
VPWS:165437|12.82.72.18/VPWS:165437
VPWS:148271|12.82.102.2/VPWS:148271
VPWS:135630|12.82.70.31/VPWS:135630
VPWS:144569|12.82.16.40/VPWS:144569
VPWS:175909|12.82.8.59/VPWS:175909
VPLS:55772|12.82.114.9/VPLS:55772
VPWS:99058|12.82.16.65/VPWS:99058
VPWS:105845|12.82.100.11/VPWS:105845
VPWS:120676|12.82.60.23/VPWS:120676
VPLS:130356|12.82.76.21/VPLS:130356
VPLS:119474|12.82.16.68/VPLS:119474
VPLS:175181|12.82.122.3/VPLS:175181
VPWS:82228|12.82.56.4/VPWS:82228
VPWS:175035|12.82.76.27/VPWS:175035
VPWS:183996|12.82.104.10/VPWS:183996
VPWS:173677|12.82.63.1/VPWS:173677
VPWS:161385|12.82.114.12/VPWS:161385
VPWS:92706|12.82.70.27/VPWS:92706
VPWS:145828|12.82.0.42/VPWS:145828
VPWS:113693|12.82.0.43/VPWS:113693
VPLS:168951|12.82.40.122/VPLS:168951
VPLS:157892|12.82.8.60/VPLS:157892
VPWS:102541|12.82.100.19/VPWS:102541
VPWS:98246|12.82.104.12/VPWS:98246
VPWS:177022|12.82.40.125/VPWS:177022
VPWS:100191|12.82.118.16/VPWS:100191
VPLS:112610|12.82.60.26/VPLS:112610
VPLS:110395|12.82.0.3/VPLS:110395
VPWS:84045|12.82.0.45/VPWS:84045
VPWS:139499|12.82.40.112/VPWS:139499
VPLS:143646|12.82.0.69/VPLS:143646
VPWS:119051|12.82.100.5/VPWS:119051
VPWS:121605|12.82.114.7/VPWS:121605
VPWS:33435|10.204.144.69/VPWS:33435
VPWS:165614|12.82.0.69/VPWS:165614
21302:86647|165.87.253.154/21302:86647
VPLS:113158|1.2.3.4/VPLS:113158
VPWS:49612|12.82.114.8/VPWS:49612
VPWS:147332|12.82.114.7/VPWS:147332
VPWS:93354|12.82.8.69/VPWS:93354
VPLS:147074|12.82.86.25/VPLS:147074
VPWS:83667|12.82.96.9/VPWS:83667
8035:10235|165.87.245.79/8035:10235
VPWS:95626|12.82.114.10/VPWS:95626
VPLS:21894|10.204.65.97/VPLS:21894
VPWS:126693|12.82.40.110/VPWS:126693
VPWS:151084|12.82.0.49/VPWS:151084
13979:149491|12.122.215.4/13979:149491
VPWS:103199|12.82.118.17/VPWS:103199
VPWS:74835|12.82.72.19/VPWS:74835
VPWS:150363|12.82.64.22/VPWS:150363
VPWS:114217|12.82.16.65/VPWS:114217
VPWS:66559|12.82.64.22/VPWS:66559
VPWS:117521|12.82.8.77/VPWS:117521
VPWS:85464|12.82.16.57/VPWS:85464
VPWS:176203|12.82.0.48/VPWS:176203
VPLS:178840|12.82.58.12/VPLS:178840
VPWS:130264|12.82.0.69/VPWS:130264
VPWS:122368|12.82.98.18/VPWS:122368
VPLS:129915|12.82.16.65/VPLS:129915
VPLS:133588|12.82.104.19/VPLS:133588
VPWS:155777|12.82.8.59/VPWS:155777
VPWS:86149|12.82.100.20/VPWS:86149
VPWS:129953|12.82.94.25/VPWS:129953
VPWS:95386|12.82.110.9/VPWS:95386
VPLS:138509|12.82.24.62/VPLS:138509
VPWS:122925|12.82.82.24/VPWS:122925
VPWS:49712|12.82.114.8/VPWS:49712
VPWS:175588|12.82.104.20/VPWS:175588
VPLS:129790|12.82.0.54/VPLS:129790
VPLS:135435|12.82.96.17/VPLS:135435
VPWS:106547|12.82.104.12/VPWS:106547
VPWS:88456|12.82.8.55/VPWS:88456
VPWS:129126|12.82.40.88/VPWS:129126
VPWS:73256|12.82.74.25/VPWS:73256
VPLS:114363|12.82.24.43/VPLS:114363
VPWS:109691|12.82.66.22/VPWS:109691
VPLS:109281|12.82.40.82/VPLS:109281
VPWS:158405|12.82.70.29/VPWS:158405
VPLS:101740|12.82.40.122/VPLS:101740
13979:63246|12.122.215.13/13979:63246
VPLS:114245|12.82.125.128/VPLS:114245
VPLS:63195|12.82.74.2/VPLS:63195
VPWS:123085|12.82.40.95/VPWS:123085
VPLS:123227|12.82.86.14/VPLS:123227
VPLS:182139|12.82.32.75/VPLS:182139
VPWS:109492|12.82.16.74/VPWS:109492
VPLS:127936|12.82.16.68/VPLS:127936
VPLS:115124|12.82.78.28/VPLS:115124
VPLS:113321|1.2.3.4/VPLS:113321
VPLS:115419|12.82.100.1/VPLS:115419
VPWS:152831|12.82.74.26/VPWS:152831
VPWS:147153|12.82.98.19/VPWS:147153
VPLS:148503|12.82.102.2/VPLS:148503
VPWS:130834|12.82.88.20/VPWS:130834
VPLS:112746|12.82.86.14/VPLS:112746
VPWS:173739|12.82.94.18/VPWS:173739
VPWS:125635|12.82.96.21/VPWS:125635
VPLS:56351|12.82.114.9/VPLS:56351
VPLS:164596|12.82.0.76/VPLS:164596
VPLS:109202|12.82.116.2/VPLS:109202
VPWS:155555|12.82.90.27/VPWS:155555
13979:3716|12.122.215.42/13979:3716
VPWS:134238|12.82.76.28/VPWS:134238
VPWS:74621|12.82.110.9/VPWS:74621
VPWS:135596|12.82.24.62/VPWS:135596
VPWS:23735|10.204.82.173/VPWS:23735
VPWS:140562|12.82.8.77/VPWS:140562
VPWS:118080|12.82.40.91/VPWS:118080
VPWS:159275|12.82.86.22/VPWS:159275
VPWS:74128|12.82.86.23/VPWS:74128
VPLS:117255|12.82.112.1/VPLS:117255
VPWS:78129|12.82.78.12/VPWS:78129
VPLS:180301|12.82.32.77/VPLS:180301
VPWS:103431|12.82.32.73/VPWS:103431
VPWS:144297|12.82.118.18/VPWS:144297
VPWS:142800|12.82.76.27/VPWS:142800
VPLS:169394|12.82.8.57/VPLS:169394
13979:131895|12.122.215.44/13979:131895
VPLS:76048|12.82.127.129/VPLS:76048
VPWS:119799|12.82.0.46/VPWS:119799
VPLS:173119|12.82.40.105/VPLS:173119
VPLS:165976|12.82.8.61/VPLS:165976
VPLS:143385|12.82.0.73/VPLS:143385
VPLS:171874|12.82.0.76/VPLS:171874
VPWS:148205|12.82.86.24/VPWS:148205
VPLS:137425|12.82.16.76/VPLS:137425
VPWS:174618|12.82.8.79/VPWS:174618
VPWS:138540|12.82.0.45/VPWS:138540
VPLS:167537|12.82.0.76/VPLS:167537
VPLS:63991|12.82.0.46/VPLS:63991
VPLS:63129|10.204.90.173/VPLS:63129
VPWS:74260|12.82.74.24/VPWS:74260
VPWS:167318|12.82.24.30/VPWS:167318
VPLS:178226|12.82.8.100/VPLS:178226
