@rel(PLink)
@from(PE_PPort)key|@to(CE_PPort)key
149.0.3.196/0/0/4|10.204.84.228/10
149.0.3.216/1/0/0|10.204.84.243/22
143.0.25.10/3/0/0|10.204.12.141/0
148.0.131.185/0/0/1|10.204.82.98/22
143.0.24.129/3/0/1|10.204.235.192/9
12.123.80.214/2/0/0|10.204.80.254/22
149.9.0.27/2/0/0|10.204.9.92/21
143.0.24.159/7/2/0|10.204.161.51/0
12.123.80.15/0/0/7|10.204.80.236/25
143.0.68.213/4/0/1|10.204.132.72/9
143.0.24.159/0/3/9|10.204.161.69/24
143.0.68.172/4/1/3|10.204.12.56/0
143.0.24.189/0/0/0|10.204.132.213/12
143.0.68.242/3/2/4|10.204.144.68/SM-B/1
150.0.0.216/0/0/3|10.204.83.130/23
149.0.3.244/1/3/0|10.204.85.32/12
149.0.3.222/1/1/0|10.204.9.236/9
8.8.0.206/2/0/2|10.204.90.252/23
149.0.3.196/0/1/2|10.204.84.252/9
149.0.3.196/5/0/7|10.204.85.51/9
12.123.80.212/2/0/1|10.204.81.5/25
143.0.25.9/4/3/0|10.204.12.137/11
10.144.0.147/1/1/8|192.168.113.188/21
8.8.0.172/5/1/3|10.204.90.211/25
143.0.68.43/5/0/1|10.204.84.198/9
10.144.0.154/2/2/1|192.168.113.25/9
12.123.80.212/1/0/1|10.204.80.235/25
8.8.0.154/2/0/4|10.204.90.239/25
143.0.68.244/7/0/2|10.204.132.98/11
8.8.0.205/1/0/5|10.204.90.246/21
134.23.25.45/1/3/4|10.204.200.177/26
149.0.3.228/1/0/0|10.204.85.17/9
12.123.80.143/0/0/5|10.204.65.43/25
149.0.3.222/5/0/6|10.204.9.192/9
150.0.0.233/0/0/0|10.204.83.167/10
149.0.3.198/3/0/0|10.204.84.250/22
12.80.72.25/1/0/0|10.204.200.178/21
143.0.68.242/3/1/0|10.204.12.14/9
12.123.80.214/4/2/2|10.204.81.143/26
150.0.0.214/0/0/2|10.204.83.157/25
143.0.68.242/3/3/1|10.204.144.135/0
8.8.0.148/1/0/2|10.204.90.102/25
143.0.24.32/0/0/0|10.204.200.126/11
149.0.3.244/1/1/0|10.204.85.14/12
143.0.68.169/1/0/3|10.204.10.62/9
12.123.80.27/3/0/6|10.204.65.23/25
143.0.68.242/5/1/0|10.204.144.71/0
12.80.4.13/0/0/0|10.204.160.95/SM-A/2
149.0.3.244/1/2/0|10.204.85.32/11
143.0.24.168/4/0/1|10.204.132.214/12
150.0.0.168/5/1/5|10.204.83.188/9
150.0.0.10/2/0/4|10.204.81.202/25
10.144.0.137/1/0/2|192.168.113.121/25
143.0.68.173/1/0/2|10.204.11.103/21
8.8.0.154/0/0/3|10.204.90.123/25
12.123.80.212/0/0/3|10.204.80.201/25
148.0.131.182/4/0/7|10.204.82.128/25
143.0.25.61/4/2/0|10.204.12.150/SM-A/1
12.123.80.212/1/0/8|10.204.81.16/25
143.0.24.168/0/0/9|10.204.144.106/0
12.123.80.201/2/0/0|10.204.65.146/25
12.123.80.37/3/0/2|10.204.65.161/25
143.0.24.168/5/2/2|10.204.144.211/0
143.0.68.51/2/0/7|10.204.200.68/9
143.0.68.170/4/1/3|10.204.11.113/9
12.123.80.57/2/0/1|10.204.208.94/25
143.0.68.241/4/0/4|10.204.144.169/9
143.0.25.9/0/0/7|10.204.12.135/10
143.0.68.184/0/1/3|10.204.11.145/9
8.8.0.196/0/0/1|10.204.156.94/24
150.0.0.232/0/0/1|10.204.84.125/25
143.0.68.242/3/2/9|10.204.144.121/9
8.8.0.154/0/1/3|10.204.90.205/25
12.80.72.123/0/3/2|10.204.201.62/26
10.144.0.137/3/2/2|10.204.67.91/9
150.0.0.168/5/0/5|10.204.83.134/9
12.123.80.84/0/0/0|10.204.64.233/25
143.0.68.44/0/0/2|10.204.84.76/25
10.144.0.136/5/2/0|192.168.113.179/11
143.0.68.218/0/0/3|10.204.134.193/9
143.0.68.172/4/1/2|10.204.12.33/10
12.123.80.181/1/0/1|10.204.129.78/10
149.0.3.198/0/0/2|10.204.84.234/10
149.8.0.21/0/0/2|10.204.81.83/25
143.0.68.168/1/0/2|10.204.10.230/9
143.0.68.72/4/0/1|10.204.136.101/24
12.123.80.214/0/0/1|10.204.80.194/26
149.0.3.207/0/0/0|10.204.84.237/12
10.144.0.154/3/1/2|10.204.1.120/25
8.8.0.118/0/0/0|10.204.176.65/21
143.0.24.162/6/0/0|10.204.161.24/22
148.0.131.182/4/1/1|10.204.82.137/25
143.0.68.248/1/0/4|10.204.11.162/9
8.8.0.246/1/0/1|10.204.90.242/25
12.123.80.198/0/0/1|10.204.81.42/25
143.0.68.248/0/0/8|10.204.11.151/26
143.0.68.110/2/0/3|10.204.200.136/9
12.80.72.25/2/0/0|10.204.200.178/22
150.0.0.233/5/0/0|10.204.83.168/9
143.0.68.34/0/0/0|10.204.83.217/SM-A/1
143.0.24.132/1/0/4|10.204.135.194/9
12.123.80.84/0/0/1|10.204.64.236/25
10.144.0.137/3/1/7|10.204.67.74/9
10.144.0.137/5/2/1|192.168.113.131/9
143.0.68.170/4/1/0|10.204.11.100/9
143.0.68.45/0/0/0|10.204.84.7/9
12.82.0.53/2/0/4|10.204.200.219/21
8.8.0.118/1/1/3|10.204.166.89/25
149.8.0.23/0/0/1|10.204.81.69/25
12.123.80.15/0/0/5|10.204.136.86/25
149.0.3.194/4/2/0|10.204.85.44/12
12.80.68.132/3/0/2|10.204.160.109/21
143.0.24.145/0/0/3|10.204.132.172/10
8.8.0.215/5/0/0|10.204.90.207/25
149.0.17.1/0/0/0|10.204.66.83/9
8.8.0.154/3/1/0|10.204.90.132/10
12.123.80.27/0/0/3|10.204.80.190/26
10.144.0.137/3/1/5|10.204.67.65/9
150.0.0.216/1/0/1|10.204.83.130/24
149.0.3.199/0/0/0|10.204.84.229/21
12.123.80.214/1/0/9|10.204.80.254/21
150.0.0.120/2/0/0|10.204.129.116/22
149.9.0.28/5/0/2|10.204.83.163/25
10.144.0.152/5/3/0|192.168.113.64/9
143.0.24.129/1/0/1|10.204.235.197/21
143.0.68.195/3/1/7|10.204.2.103/24
143.0.68.99/4/0/2|10.204.9.174/9
149.0.3.223/5/2/5|10.204.10.146/9
149.9.0.29/0/0/2|10.204.9.95/21
8.8.0.172/5/1/2|10.204.90.193/25
12.80.68.138/0/0/0|10.204.160.122/25
148.0.131.182/3/0/1|10.204.82.188/SM-B/2
8.8.0.154/0/0/0|10.204.90.109/26
143.0.68.242/3/0/9|10.204.132.189/9
8.8.0.204/5/0/0|10.204.166.73/25
10.0.38.135/0/0/0|10.204.66.137/0
10.144.0.137/3/1/2|10.204.67.60/9
143.0.24.145/4/1/0|10.204.144.76/12
143.0.68.46/0/0/2|10.204.84.132/25
10.144.0.155/1/3/0|192.168.113.84/25
143.0.68.248/1/3/0|10.204.11.229/21
149.0.3.207/2/0/0|10.204.85.71/11
143.0.24.159/0/0/0|10.204.161.32/9
143.0.24.248/0/0/1|10.204.144.144/0
12.123.80.214/2/1/2|10.204.81.36/26
8.8.0.154/2/1/0|10.204.90.209/25
12.80.84.29/3/0/3|10.204.6.70/25
143.0.24.168/0/0/4|10.204.144.79/0
12.123.80.32/2/0/2|10.204.64.187/26
149.0.3.222/5/1/0|10.204.9.199/10
10.144.0.137/4/3/9|192.168.113.175/10
12.123.80.46/5/0/8|10.204.80.178/25
12.123.80.27/1/1/8|10.204.80.97/25
143.0.68.240/2/0/6|10.204.132.143/9
149.0.3.156/2/0/0|10.204.9.142/9
143.0.25.10/0/0/0|10.204.12.151/SM-A/1
8.8.0.188/1/0/0|10.204.90.142/10
8.8.0.242/0/0/1|10.204.90.232/25
12.80.72.42/0/0/0|10.204.200.205/25
12.123.80.214/4/1/6|10.204.81.130/25
143.0.25.81/0/0/0|10.204.12.142/9
12.82.0.53/3/0/4|10.204.200.222/25
143.0.25.9/0/0/1|10.204.12.109/9
143.0.24.159/0/0/4|10.204.161.48/21
12.123.80.27/3/0/8|10.204.80.112/25
12.82.0.53/3/0/1|10.204.200.177/27
143.0.68.184/0/1/9|10.204.11.220/9
12.80.72.80/4/0/0|10.204.200.255/25
143.0.25.13/5/0/1|10.204.144.213/9
8.8.0.198/5/0/2|10.204.166.116/25
143.0.24.169/2/0/1|10.204.144.184/9
150.0.0.168/5/1/1|10.204.83.159/9
8.8.0.185/3/0/7|10.204.90.151/10
12.123.80.214/4/1/0|10.204.81.113/25
10.144.0.147/1/2/0|192.168.113.47/10
149.0.3.196/5/0/3|10.204.161.12/25
143.0.68.252/5/0/1|10.204.10.175/9
12.123.80.212/2/0/7|10.204.81.41/25
148.0.131.182/4/1/0|10.204.82.134/25
143.0.68.170/4/0/6|10.204.11.87/9
149.0.3.222/5/1/2|10.204.9.201/10
12.80.72.27/2/0/0|10.204.200.183/22
8.8.0.154/2/0/1|10.204.90.220/22
143.0.68.218/0/1/1|10.204.134.194/SM-B/1
12.123.80.17/1/0/7|10.204.80.158/25
150.0.0.215/1/0/4|10.204.83.172/9
143.0.68.241/4/0/2|10.204.132.158/10
12.123.80.112/1/0/0|10.204.65.6/25
8.8.0.118/1/0/6|10.204.176.66/26
8.8.0.154/0/1/5|10.204.90.218/10
149.0.3.222/5/0/2|10.204.67.143/9
143.0.68.72/4/0/3|10.204.161.8/24
12.80.72.54/0/0/0|10.204.200.214/25
148.0.131.182/4/0/5|10.204.82.122/25
12.123.80.29/1/0/2|10.204.64.168/SM-A/1
10.144.0.154/1/2/6|192.168.113.230/SM-B/1
149.0.3.196/0/0/2|10.204.84.234/9
143.0.24.231/0/0/0|10.204.12.89/9
150.0.0.139/4/0/0|10.204.82.199/SM-A/2
143.0.68.170/4/0/1|10.204.11.51/9
143.0.68.229/1/0/6|10.204.10.215/9
8.8.0.172/5/1/1|10.204.90.192/25
148.0.131.217/0/0/1|10.204.66.95/25
8.8.0.166/1/0/0|10.204.90.117/25
149.0.3.204/0/0/0|10.204.9.158/11
12.123.80.169/2/0/1|10.204.65.63/26
143.0.68.247/4/2/0|10.204.129.112/21
149.0.3.201/0/0/2|10.204.9.152/26
10.144.0.147/1/0/0|192.168.113.164/25
12.123.80.214/1/0/6|10.204.80.255/25
143.0.68.170/0/0/3|10.204.10.63/9
149.0.3.156/2/0/1|10.204.9.150/9
143.0.68.78/3/0/0|10.204.84.80/9
143.0.68.248/1/2/8|10.204.11.226/9
143.0.68.212/0/0/0|10.204.132.75/9
143.0.68.208/2/0/0|10.204.132.64/12
143.0.68.248/1/0/5|10.204.11.168/9
12.80.68.135/3/0/4|10.204.160.114/21
12.80.84.29/3/0/4|10.204.6.71/25
10.144.0.136/5/1/0|192.168.113.75/12
8.8.0.218/1/0/0|10.204.90.203/26
10.144.0.147/3/0/7|10.204.67.85/9
10.144.0.137/3/0/8|10.204.67.50/9
12.80.72.129/0/3/1|10.204.201.66/27
143.0.68.51/2/0/9|10.204.200.90/23
143.0.68.248/1/1/3|10.204.11.182/9
12.80.0.207/0/0/5|10.204.176.73/25
12.82.0.62/3/0/7|10.204.200.107/23
143.0.68.169/2/1/1|10.204.10.85/9
12.80.4.12/5/0/0|10.204.160.98/25
143.0.68.173/2/0/1|10.204.10.156/10
149.8.0.28/1/0/1|10.204.81.91/25
12.123.80.214/2/1/0|10.204.81.43/26
148.0.131.239/5/0/0|10.204.8.75/12
12.80.72.33/0/3/1|10.204.200.230/25
143.0.68.239/2/2/0|10.204.132.157/10
148.0.131.185/1/0/0|10.204.82.98/21
143.0.25.10/3/2/0|10.204.12.148/0
150.0.0.168/2/0/0|10.204.82.209/22
12.80.84.29/3/0/1|10.204.6.65/25
148.0.131.193/1/0/0|10.204.225.199/22
149.0.3.222/5/0/0|10.204.9.187/9
143.0.68.212/0/0/4|10.204.10.197/25
150.0.0.168/2/0/2|10.204.83.102/26
10.144.0.154/2/0/5|192.168.113.62/9
143.0.24.144/5/0/1|10.204.144.164/25
12.123.80.45/5/0/0|10.204.136.65/25
12.80.72.13/5/0/0|10.204.200.152/28
12.80.72.36/0/0/2|10.204.200.202/25
143.0.68.244/7/0/0|10.204.132.97/11
143.0.24.144/0/0/5|10.204.132.221/9
143.0.24.130/0/0/2|10.204.235.196/0
143.0.68.44/1/0/0|10.204.84.3/9
10.144.0.154/3/1/6|10.204.1.82/25
150.0.0.207/1/0/2|10.204.9.36/9
8.8.0.118/1/0/0|10.204.166.94/25
143.0.25.9/0/1/2|10.204.12.143/9
143.0.25.10/0/0/2|10.204.12.111/9
150.0.0.218/0/2/0|10.204.83.96/12
12.82.100.7/4/0/1|10.204.160.81/SM-A/1
12.123.80.17/2/0/8|10.204.208.84/25
150.0.0.113/0/0/0|10.204.82.181/SM-B/1
149.0.3.222/2/1/4|10.204.10.34/21
12.80.68.134/4/0/1|10.204.160.124/SM-A/2
148.0.131.182/4/0/0|10.204.82.94/25
12.80.0.207/2/0/3|10.204.176.77/22
12.123.80.211/0/0/0|10.204.65.143/25
12.123.80.167/3/0/0|10.204.65.61/25
149.0.3.128/4/0/0|10.204.9.63/25
143.0.68.199/0/0/0|10.204.2.94/9
149.0.3.244/3/0/1|10.204.85.36/9
12.82.0.62/1/2/4|10.204.201.44/25
12.123.80.152/1/0/0|10.204.65.44/25
150.0.0.214/1/0/1|10.204.83.137/25
143.0.68.72/1/0/0|10.204.136.101/21
149.0.3.222/3/0/1|10.204.67.172/9
143.0.24.159/0/0/5|10.204.161.49/0
143.0.68.13/1/0/1|10.204.83.206/9
8.8.0.185/3/0/1|10.204.90.140/10
12.80.72.33/0/3/0|10.204.200.228/25
150.0.0.23/4/0/3|10.204.81.200/25
12.80.72.58/0/0/0|10.204.200.240/25
143.0.68.170/2/0/4|10.204.11.33/9
10.144.0.137/1/2/6|10.204.67.24/9
10.144.0.137/5/2/2|192.168.113.73/25
12.80.72.76/0/0/0|10.204.201.3/25
143.0.68.239/2/0/1|10.204.132.79/10
143.0.24.132/2/0/6|10.204.135.193/9
149.0.3.222/5/0/5|10.204.9.189/9
143.0.68.184/0/2/1|10.204.11.227/9
10.0.38.78/5/0/3|10.204.67.113/10
12.82.78.30/1/0/0|150.234.53.226/25
149.8.0.17/1/0/2|10.204.81.43/25
149.0.3.196/0/3/0|10.204.85.57/9
12.80.72.33/1/3/0|10.204.201.19/28
10.144.0.154/2/3/4|192.168.113.85/9
143.0.24.168/4/0/3|10.204.132.184/0
143.0.68.242/3/0/4|10.204.132.177/9
143.0.68.169/2/0/1|10.204.10.80/9
143.0.68.248/1/2/1|10.204.11.201/9
8.8.0.205/2/0/2|10.204.90.243/22
143.0.68.200/4/0/1|10.204.2.95/9
143.0.68.184/0/1/1|10.204.10.127/9
148.0.131.231/5/0/0|10.204.82.144/26
150.0.0.153/1/0/2|10.204.83.90/9
149.0.3.200/1/0/3|10.204.9.208/10
143.0.24.168/1/1/0|10.204.132.185/0
12.82.0.62/1/1/6|10.204.200.97/25
12.80.72.16/3/0/0|10.204.200.159/21
149.0.3.222/4/0/6|10.204.10.39/9
10.144.0.155/1/0/0|10.204.1.75/9
143.0.24.168/0/1/0|10.204.144.119/0
12.80.68.132/3/0/3|10.204.160.109/22
12.82.0.62/2/0/6|10.204.200.97/26
12.123.80.133/3/0/0|10.204.65.29/21
150.0.0.221/0/0/1|10.204.12.120/9
12.123.80.214/1/0/1|10.204.80.234/25
8.8.0.198/5/0/1|10.204.166.114/25
12.80.72.86/5/0/7|10.204.200.254/27
143.0.25.11/5/0/0|10.204.2.117/0
8.8.0.148/1/0/4|10.204.90.105/25
143.0.24.169/0/0/0|10.204.144.163/12
149.0.3.196/4/0/4|10.204.85.81/9
12.80.72.109/3/3/1|10.204.201.27/22
12.123.80.27/3/0/5|10.204.80.99/26
12.80.68.143/0/0/0|10.204.160.132/25
143.0.68.242/3/2/7|10.204.144.85/0
12.80.72.27/0/0/0|10.204.200.179/9
8.8.0.148/1/0/5|10.204.90.106/25
143.0.24.159/0/0/2|10.204.161.37/21
10.144.0.137/3/0/9|10.204.67.55/9
143.0.24.144/2/0/0|10.204.132.212/0
12.82.0.55/5/0/1|10.204.64.115/26
12.123.80.188/0/0/4|10.204.65.102/25
143.0.68.184/0/1/2|10.204.11.137/9
12.123.80.212/2/1/7|10.204.81.150/25
143.0.68.240/2/1/0|10.204.132.151/23
149.9.0.6/0/3/0|10.204.9.111/11
143.0.24.159/3/0/4|10.204.161.72/9
149.0.3.196/4/0/2|10.204.85.73/9
143.0.68.248/1/3/3|10.204.11.240/21
149.0.3.135/0/2/0|10.204.83.196/11
8.8.0.154/0/1/4|10.204.90.186/27
143.0.24.157/1/0/1|10.204.161.30/23
148.0.131.182/2/0/0|10.204.82.188/SM-B/1
12.80.4.15/2/0/0|10.204.160.94/23
143.0.68.172/4/2/0|10.204.12.57/9
149.0.3.215/1/0/0|10.204.84.241/22
10.144.0.137/1/0/8|10.204.66.255/9
143.0.68.242/3/1/1|10.204.12.15/9
149.0.3.196/2/3/7|10.204.85.18/9
12.80.0.207/0/0/2|10.204.176.72/22
8.8.0.172/5/0/1|10.204.90.161/25
143.0.68.242/3/0/6|10.204.132.181/9
143.0.68.240/1/0/3|10.204.132.153/SM-B/1
143.0.25.9/0/1/7|10.204.12.134/9
143.0.24.141/0/0/0|10.204.2.125/12
12.80.72.34/1/3/0|10.204.201.32/21
143.0.68.34/0/0/1|10.204.84.103/25
12.80.0.207/0/1/9|10.204.176.102/25
8.8.0.240/3/0/0|10.204.90.231/25
12.123.80.29/2/0/4|10.204.64.164/25
149.0.3.222/2/1/1|10.204.10.41/9
149.9.0.28/5/2/0|10.204.84.150/9
143.0.24.144/1/0/2|10.204.144.156/9
149.0.3.196/2/0/6|10.204.85.65/9
12.123.80.212/2/0/6|10.204.81.40/25
150.0.0.167/2/0/5|10.204.32.80/9
149.8.0.21/0/0/1|10.204.81.73/25
12.123.80.197/0/0/0|10.204.65.133/25
143.0.24.168/3/0/1|10.204.132.192/9
12.80.72.107/1/0/0|10.204.201.21/27
143.0.68.169/1/0/1|10.204.10.57/9
10.144.0.155/1/0/2|10.204.1.66/10
143.0.68.170/4/0/3|10.204.11.18/9
143.0.68.169/1/0/7|10.204.10.68/21
12.80.0.207/0/0/0|10.204.176.75/25
143.0.68.247/2/0/0|10.204.132.85/9
12.123.80.198/4/0/1|10.204.80.181/25
149.0.3.223/5/0/3|10.204.67.148/9
143.0.24.168/3/0/6|10.204.144.117/9
143.0.68.248/0/2/2|10.204.11.247/9
12.123.80.212/2/1/4|10.204.81.138/25
148.0.131.223/2/0/2|10.204.82.182/25
12.80.72.28/0/0/2|10.204.200.194/25
143.0.68.240/0/1/0|10.204.132.205/0
150.0.0.167/1/0/2|10.204.66.232/9
150.0.0.215/0/0/0|10.204.83.98/10
143.0.68.242/4/0/1|10.204.132.206/9
149.8.0.20/2/0/0|10.204.81.79/25
150.0.0.113/2/0/0|10.204.82.181/SM-A/1
150.0.0.46/2/0/0|10.204.8.79/25
143.0.68.248/0/0/3|10.204.10.171/9
150.0.0.168/5/1/7|10.204.83.213/9
143.0.24.159/10/0/3|10.204.161.66/10
10.144.0.154/3/0/0|10.204.1.68/9
143.0.24.159/10/0/0|10.204.161.62/0
143.0.68.195/4/0/2|10.204.2.93/9
150.0.0.44/1/0/1|10.204.9.84/9
149.0.3.196/2/0/8|10.204.85.85/9
12.123.80.15/5/0/1|10.204.64.136/25
12.123.80.164/5/0/1|10.204.80.121/26
12.80.72.52/3/0/1|10.204.200.217/25
143.0.68.51/2/0/0|10.204.200.73/21
143.0.68.247/4/2/5|10.204.132.124/22
143.0.68.247/0/0/3|10.204.132.100/9
149.9.0.27/0/0/5|10.204.9.104/25
12.80.72.33/0/3/4|10.204.201.9/25
8.8.0.154/0/0/7|10.204.90.167/25
8.8.0.205/1/0/6|10.204.90.248/22
150.0.0.12/1/0/1|10.204.8.69/SM-A/1
12.123.80.214/1/0/4|10.204.80.249/26
12.80.68.134/4/0/0|10.204.160.113/SM-A/2
143.0.24.144/5/0/0|10.204.132.217/9
12.80.68.139/1/0/0|10.204.160.123/25
143.0.68.99/4/0/3|10.204.9.176/9
149.0.3.222/5/1/9|10.204.67.160/9
10.144.0.154/1/0/2|10.204.1.96/9
149.0.3.196/5/0/8|10.204.85.54/9
143.0.68.212/0/0/6|10.204.132.119/9
143.0.24.168/4/2/3|10.204.144.172/10
143.0.68.170/0/0/8|10.204.11.203/10
150.0.0.214/0/0/3|10.204.83.154/22
12.80.84.29/3/0/7|10.204.6.74/25
8.8.0.185/3/0/2|10.204.90.143/10
8.8.0.190/0/0/0|10.204.90.163/SM-B/2
143.0.68.35/1/0/5|10.204.83.234/25
149.0.3.135/0/1/0|10.204.83.195/11
143.0.68.170/1/0/5|10.204.10.166/9
148.0.131.185/0/0/2|10.204.82.95/26
143.0.68.168/2/0/4|10.204.10.151/9
12.80.68.138/2/0/0|10.204.160.120/21
150.0.0.167/2/0/4|10.204.32.75/9
149.0.3.212/0/0/0|10.204.9.160/9
143.0.68.215/1/1/6|10.204.134.206/10
143.0.68.170/4/0/2|10.204.11.56/9
12.123.80.188/0/0/2|10.204.65.97/25
149.0.3.215/0/0/0|10.204.84.241/21
143.0.68.242/4/1/0|10.204.144.68/SM-B/2
12.123.80.214/2/0/4|10.204.81.23/25
143.0.68.240/1/0/2|10.204.132.151/24
12.123.80.202/0/0/0|10.204.65.131/25
8.8.0.118/1/1/1|10.204.166.80/25
143.0.68.55/0/0/0|10.204.84.17/11
143.0.68.242/3/0/7|10.204.132.186/9
8.8.0.160/1/0/0|10.204.90.89/26
8.8.0.118/1/1/2|10.204.166.81/25
12.123.80.29/2/0/5|10.204.64.166/SM-A/2
12.123.80.17/2/0/9|10.204.176.80/26
143.0.68.170/2/0/0|10.204.10.252/10
12.80.72.121/4/0/2|10.204.201.66/26
143.0.24.159/4/2/0|10.204.161.71/0
150.0.0.212/0/0/5|10.204.83.93/21
12.123.80.27/3/0/7|10.204.80.110/25
12.123.80.29/3/0/1|10.204.64.183/SM-A/1
12.80.72.62/4/0/1|10.204.201.11/25
10.144.0.137/2/0/6|10.204.67.124/9
149.8.0.18/5/0/0|10.204.81.46/25
12.123.80.212/0/0/7|10.204.80.210/26
143.0.24.129/3/1/3|10.204.67.106/9
8.8.0.206/1/0/1|10.204.90.175/26
149.0.3.196/2/3/6|10.204.85.89/9
143.0.68.170/0/0/2|10.204.10.52/9
12.123.80.29/2/0/8|10.204.64.180/SM-A/1
143.0.68.203/0/0/0|10.204.85.93/11
143.0.68.214/5/3/7|10.204.134.209/9
12.80.0.208/7/0/0|10.204.176.101/11
8.8.0.172/5/0/3|10.204.90.169/25
143.0.68.241/4/0/9|10.204.132.130/21
12.123.80.85/0/0/6|10.204.65.86/25
149.9.0.21/1/0/1|10.204.66.211/9
8.8.0.205/1/0/2|10.204.90.243/21
10.144.0.137/5/0/2|192.168.113.165/9
149.0.3.198/3/0/4|10.204.85.61/10
149.0.3.196/0/1/9|10.204.85.6/10
12.123.80.214/4/0/0|10.204.81.80/25
143.0.25.10/0/0/4|10.204.12.134/10
143.0.68.200/4/0/5|10.204.2.101/25
143.0.68.242/0/2/0|10.204.132.88/11
143.0.24.198/2/0/0|10.204.200.142/0
143.0.68.34/1/0/5|10.204.83.217/SM-B/1
143.0.68.99/4/0/7|10.204.9.183/9
12.80.0.207/2/0/2|10.204.176.65/SM-A/1
143.0.24.145/0/0/9|10.204.144.206/9
143.0.68.36/0/0/0|10.204.9.83/25
143.0.68.172/0/0/2|10.204.10.75/10
12.80.72.26/0/0/0|10.204.200.178/23
143.0.68.248/0/1/4|10.204.11.236/9
150.0.0.120/1/0/0|10.204.129.116/21
12.123.80.212/2/1/2|10.204.81.125/25
149.0.3.222/2/0/8|10.204.10.28/9
10.144.0.137/2/3/4|10.204.67.128/9
10.144.0.137/1/1/0|192.168.113.180/SM-A/1
12.123.80.29/2/0/3|10.204.64.154/SM-A/2
143.0.68.229/1/0/3|10.204.10.195/9
149.9.0.28/5/2/4|10.204.84.171/9
150.0.0.216/0/0/0|10.204.83.94/9
149.0.3.243/4/1/0|10.204.85.47/12
12.80.84.11/2/0/0|10.204.175.67/21
150.0.0.214/1/0/4|10.204.83.174/25
143.0.68.248/0/2/7|10.204.11.210/22
149.0.3.222/3/0/4|10.204.10.46/9
12.123.80.212/0/0/2|10.204.80.194/25
143.0.68.184/0/2/4|10.204.85.102/9
143.0.68.172/0/0/8|10.204.10.98/9
150.0.0.59/1/0/6|10.204.200.76/21
14.0.1.71/0/0/0|10.204.4.94/10
10.144.0.153/5/2/0|192.168.113.39/9
8.8.0.206/1/0/5|10.204.90.253/23
12.82.0.53/3/0/5|10.204.201.26/22
8.8.0.185/3/0/3|10.204.90.138/10
10.144.0.154/2/0/4|192.168.95.37/10
149.0.3.203/1/0/0|10.204.9.156/25
143.0.24.132/3/0/5|10.204.1.113/10
12.80.0.207/0/1/4|10.204.176.90/10
12.82.0.53/5/1/5|10.204.201.37/25
149.0.3.196/0/0/1|10.204.84.233/9
143.0.24.168/3/0/8|10.204.144.129/0
143.0.68.248/1/2/0|10.204.11.198/9
149.0.3.202/0/0/1|10.204.9.184/9
12.80.0.207/2/0/0|10.204.176.72/21
143.0.24.168/3/1/1|10.204.144.170/22
143.0.68.175/0/2/1|10.204.11.105/11
12.82.0.66/1/0/0|10.207.17.77/10
8.8.0.208/0/0/6|10.204.90.184/26
143.0.24.130/1/2/0|10.204.67.36/11
12.82.0.53/5/1/6|10.204.201.41/25
149.0.3.139/0/0/0|10.204.9.120/9
10.0.38.74/1/0/0|10.204.67.5/9
149.8.0.23/5/0/0|10.204.81.68/25
149.8.0.17/1/0/5|10.204.66.72/26
143.0.25.22/3/0/0|10.204.144.210/0
143.0.68.170/1/1/0|10.204.10.203/9
12.80.72.14/0/0/1|10.204.200.160/27
10.144.0.154/3/1/4|10.204.1.84/9
8.8.0.173/3/0/0|10.204.90.199/23
143.0.68.248/0/0/4|10.204.10.185/9
10.144.0.137/2/0/7|10.204.67.125/9
149.0.3.196/5/0/9|10.204.85.55/10
143.0.68.248/0/1/5|10.204.11.240/22
12.80.0.207/0/1/2|10.204.176.65/SM-A/2
8.8.0.172/5/0/4|10.204.90.173/25
12.80.0.207/0/0/8|10.204.176.74/25
12.123.80.212/2/0/0|10.204.80.232/25
149.0.3.156/2/0/2|10.204.9.149/9
12.80.72.19/1/0/0|10.204.200.164/26
150.0.0.168/5/2/0|10.204.83.227/9
149.0.3.196/0/0/5|10.204.84.240/9
143.0.24.132/2/0/7|10.204.135.204/9
8.8.0.173/2/0/4|10.204.90.199/24
8.8.0.172/5/0/7|10.204.90.188/25
12.123.80.27/5/0/0|10.204.80.218/25
143.0.68.175/0/0/0|10.204.11.218/12
8.8.0.154/5/0/2|10.204.90.135/25
12.123.80.214/4/1/8|10.204.81.132/25
143.0.24.148/4/1/1|10.204.134.224/9
143.0.68.172/4/0/2|10.204.12.44/9
143.0.68.240/2/0/3|10.204.132.139/9
143.0.68.184/0/2/5|10.204.85.99/9
149.0.3.222/5/2/4|10.204.9.217/9
8.8.0.154/0/3/5|10.204.90.213/25
12.80.72.41/3/0/0|10.204.200.207/25
143.0.25.84/4/0/1|10.204.2.169/0
12.123.80.197/2/0/4|10.204.65.126/25
143.0.24.232/0/0/0|10.204.144.103/9
12.80.68.138/1/0/0|10.204.160.120/22
8.8.0.172/5/0/8|10.204.90.189/25
10.144.0.137/3/0/7|10.204.67.48/9
12.82.0.62/1/0/2|10.204.200.119/25
149.0.3.222/1/0/3|10.204.9.227/9
12.82.0.62/2/0/7|10.204.200.96/1
10.0.38.72/0/0/1|10.204.66.243/9
150.0.0.167/2/0/1|10.204.32.69/9
12.123.80.212/0/0/0|10.204.80.198/25
8.8.0.148/1/0/6|10.204.90.107/25
8.8.0.154/5/0/3|10.204.90.130/25
