@ref(networkElement)|@const(IpagEvcNode)class
@index(EVCNode)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|acnaban|clci|clli|cvlanid|evc_name|ipaddress|ineffect|nte_uni|port_aid|svlanid|unickt|vrf_name
10.144.0.147/VPWS:32105|10.144.0.147/VPWS:32105|10.144.0.147/VPWS:32105|||IPAG|||||||58/VLXP/700519/SB|10.144.0.147|Y||ge-5/0/2|||VPWS:32105
192.168.113.188/VPLS:23693|192.168.113.188/VPLS:23693|192.168.113.188/VPLS:23693|||NTE|||EXF-407N191276|||50|10/CUXM/111050/SB|192.168.113.188|||22|9|10/KQGN/111050/SB|VPLS:23693
10.144.0.137/VPWS:27177|10.144.0.137/VPWS:27177|10.144.0.137/VPWS:27177|||IPAG|||||||12/EPSQ/001188/SB|10.144.0.137|Y||ge-3/0/7|||VPWS:27177
10.204.132.87/VPLS:29218|10.204.132.87/VPLS:29218|10.204.132.87/VPLS:29218|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||267|12/MEVC/569147/SK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPLS:29218
10.204.84.246/VPLS:27536|10.204.84.246/VPLS:27536|10.204.84.246/VPLS:27536|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||1278|22/WUEE/222233/QQ|10.204.84.246|Y||1|||VPLS:27536
150.0.0.10/VPLS:31589|150.0.0.10/VPLS:31589|150.0.0.10/VPLS:31589|||IPAG|||||||00/EVCM/032913/SP|150.0.0.10|Y||ge-2/0/3|||VPLS:31589
192.168.113.179/L2CKT:31322|192.168.113.179/L2CKT:31322|192.168.113.179/L2CKT:31322|NTE-CFM-CFO|IPAG|NTE|||SMW-407N160088|||1062|85/VLXP/210062/SB|192.168.113.179|||11|2|10/KRFN/302024/SB|L2CKT:31322
150.0.0.168/VPWS:26025|150.0.0.168/VPWS:26025|150.0.0.168/VPWS:26025|||IPAG|||||||01/EVCP/011911/DP|150.0.0.168|Y||ge-5/1/6|||VPWS:26025
149.0.3.135/VPLS:26711|149.0.3.135/VPLS:26711|149.0.3.135/VPLS:26711|||IPAG|||||||71/KRFN/061090/NV|149.0.3.135|Y||xe-0/1/0|||VPLS:26711
192.168.113.147/VPWS:24098|192.168.113.147/VPWS:24098|192.168.113.147/VPWS:24098|||NTE|||AWL-901C010249|||394|66/DHGF/748545/DD|192.168.113.147|||21|31|10/KQGN/100621/SB|VPWS:24098
192.168.113.70/VPWS:30913|192.168.113.70/VPWS:30913|192.168.113.70/VPWS:30913|NTE-CFM-CFO|IPAG|NTE|||FNA-0727415099|||2638|86/VLXP/506337/PT|192.168.113.70|Y||9|||VPWS:30913
10.204.11.141/VPWS:30836|10.204.11.141/VPWS:30836|10.204.11.141/VPWS:30836|NFO-MOBILITYUNI|NTE|NTE|||ABC-901C010249|||1077|01/EVCP/020813/DP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30836
149.0.3.196/VPWS:29248|149.0.3.196/VPWS:29248|149.0.3.196/VPWS:29248|||IPAG|||||||99/ABCD/553181/MN|149.0.3.196|Y||ge-0/1/8|||VPWS:29248
10.204.90.159/VPLS:62885|10.204.90.159/VPLS:62885|10.204.90.159/VPLS:62885|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3876|29/VLM/904523/NV|10.204.90.159|||25|3|17/KQGN/577657/NV|VPLS:62885
10.144.0.137/VPWS:27518|10.144.0.137/VPWS:27518|10.144.0.137/VPWS:27518|||IPAG|||||||10/VLXP/110299/SB|10.144.0.137|Y||ge-1/3/5|||VPWS:27518
143.0.68.43/VPWS:25824|143.0.68.43/VPWS:25824|143.0.68.43/VPWS:25824|||IPAG|||||||60/KRFN/061090/NV|143.0.68.43|Y||ge-0/0/0|||VPWS:25824
10.204.83.89/VPWS:25103|10.204.83.89/VPWS:25103|10.204.83.89/VPWS:25103|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||105|19/EVCS/117936/SR|10.204.83.89|||9|3|53/IKLO/857412/ER|VPWS:25103
192.168.113.25/L2CKT:32102|192.168.113.25/L2CKT:32102|192.168.113.25/L2CKT:32102|NTE-CFM-CFO|IPAG|NTE|||LVC-0727415005|||1116|85/VLXP/050905/PT|192.168.113.25|||9|3|10/KRFN/050902/PT|L2CKT:32102
149.9.0.27/VPWS:25877|149.9.0.27/VPWS:25877|149.9.0.27/VPWS:25877|||IPAG|||||||78/KQGN/798151/SB|149.9.0.27|Y||ge-0/0/0|||VPWS:25877
148.0.131.239/VPLS:29673|148.0.131.239/VPLS:29673|148.0.131.239/VPLS:29673|||IPAG|||||||48/EVCM/439303/RS|148.0.131.239|Y||xe-5/0/0|||VPLS:29673
143.0.68.184/VPWS:30904|143.0.68.184/VPWS:30904|143.0.68.184/VPWS:30904|||IPAG|||||||01/EVCP/120213/PJ|143.0.68.184|Y||ge-0/1/6|||VPWS:30904
148.0.131.204/VPWS:29615|148.0.131.204/VPWS:29615|148.0.131.204/VPWS:29615|||IPAG|||||||29/KSUK/700002/UK|148.0.131.204|Y||xe-5/0/0|||VPWS:29615
10.204.83.211/VPWS:26025|10.204.83.211/VPWS:26025|10.204.83.211/VPWS:26025|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||952|01/EVCP/011911/DP|10.204.83.211|Y||1|||VPWS:26025
143.0.68.229/VPWS:28945|143.0.68.229/VPWS:28945|143.0.68.229/VPWS:28945|||IPAG|||||||04/SOUR/070912/AK|143.0.68.229|Y||ge-1/0/3|||VPWS:28945
10.204.84.98/VPLS:26737|10.204.84.98/VPLS:26737|10.204.84.98/VPLS:26737|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3223|99/ABCD/222282/NV|10.204.84.98|||9|2|12/UNIS/552241/SA|VPLS:26737
10.204.10.114/VPWS:28799|10.204.10.114/VPWS:28799|10.204.10.114/VPWS:28799|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||444|04/SSSS/785365/AS|10.204.10.114|Y||1|||VPWS:28799
10.204.84.245/L2CKT:27593|10.204.84.245/L2CKT:27593|10.204.84.245/L2CKT:27593|NTE-CFM-CFO|IPAG|NTE|||650-901C010249|||234|66/JUHY/255333/QP|10.204.84.245|||9|2|03/UNIF/210412/JP|L2CKT:27593
10.204.134.219/VPLS:31808|10.204.134.219/VPLS:31808|10.204.134.219/VPLS:31808|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||478|01/EVCM/240913/PJ|10.204.134.219|||9|2|13/KRFN/800006/KL|VPLS:31808
8.8.0.190/VPLS:62964|8.8.0.190/VPLS:62964|8.8.0.190/VPLS:62964|||IPAG|||||||57/VLM/205623/NV|8.8.0.190|Y||ge-5/0/0|||VPLS:62964
10.204.134.219/VPLS:31771|10.204.134.219/VPLS:31771|10.204.134.219/VPLS:31771|NFO-MOBILITYUNI|NTE|NTE|||321-654|||34|13/KRFN/800006/EC|10.204.134.219|||9|2|13/KRFN/800006/KL|VPLS:31771
10.204.84.105/VPWS:27051|10.204.84.105/VPWS:27051|10.204.84.105/VPWS:27051|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||766|87/UJKI/852413/HH|10.204.84.105|||9|129|00/JAIN/022112/AJ|VPWS:27051
10.204.84.4/VPWS:25815|10.204.84.4/VPWS:25815|10.204.84.4/VPWS:25815|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||604|59/KRFN/061090/NV|10.204.84.4|||9|2|19/KRFN/061090/NV|VPWS:25815
12.123.80.214/VPLS:22473|12.123.80.214/VPLS:22473|12.123.80.214/VPLS:22473|||IPAG|||||||32/GHDA/576323/VS|12.123.80.214|Y||ge-4/1/9|||VPLS:22473
10.204.66.99/VPLS:24461|10.204.66.99/VPLS:24461|10.204.66.99/VPLS:24461|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||1025|66/STER/749685/SS|10.204.66.99|Y||28|||VPLS:24461
10.204.132.81/VPWS:29117|10.204.132.81/VPWS:29117|10.204.132.81/VPWS:29117|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2919|99/ABCD/478727/MN|10.204.132.81|||11|2|35/KSGN/481593/SB|VPWS:29117
143.0.68.230/VPWS:29271|143.0.68.230/VPWS:29271|143.0.68.230/VPWS:29271|||IPAG|||||||12/PEVC/562874/SK|143.0.68.230|Y||xe-5/1/0|||VPWS:29271
192.168.113.164/VPWS:27749|192.168.113.164/VPWS:27749|192.168.113.164/VPWS:27749|NTE-CFM-CFO|IPAG|NTE|||SMW-407N160088|||2515|85/VXLP/205151/SB|192.168.113.164|||25|4|58/KQGN/105021/SB|VPWS:27749
10.204.82.173/VPWS:23779|10.204.82.173/VPWS:23779|10.204.82.173/VPWS:23779|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||733|90/RANJ/817299/RK|10.204.82.173|||25|39|25/YHYJ/225511/UK|VPWS:23779
150.0.0.214/VPLS:28850|150.0.0.214/VPLS:28850|150.0.0.214/VPLS:28850|||IPAG|||||||01/SHAS/130912/SS|150.0.0.214|Y||ge-1/0/2|||VPLS:28850
149.0.3.222/VPLS:28293|149.0.3.222/VPLS:28293|149.0.3.222/VPLS:28293|||IPAG|||||||52/IHDD/845485/DF|149.0.3.222|Y||ge-4/0/7|||VPLS:28293
10.204.82.173/VPLS:23583|10.204.82.173/VPLS:23583|10.204.82.173/VPLS:23583|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||38|01/EVCM/072811/DP|10.204.82.173|||25|8|25/YHYJ/225511/UK|VPLS:23583
143.0.24.132/VPLS:31662|143.0.24.132/VPLS:31662|143.0.24.132/VPLS:31662|||OEW-SROUTER|||||||85/VLXM/306083/PT|143.0.24.132|Y||ge-2/0/6|||VPLS:31662
10.204.10.198/VPLS:29200|10.204.10.198/VPLS:29200|10.204.10.198/VPLS:29200|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||142|80/MPTE/250912/AK|10.204.10.198|||9|2|03/UNIN/150912/AK|VPLS:29200
10.204.81.136/VPLS:22473|10.204.81.136/VPLS:22473|10.204.81.136/VPLS:22473|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||38|32/GHDA/576323/VS|10.204.81.136|||25|9|04/UNIF/240387/JP|VPLS:22473
10.204.82.198/VPWS:23900|10.204.82.198/VPWS:23900|10.204.82.198/VPWS:23900|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||861|31/ABCD/123768/KI|10.204.82.198|N||28|||VPWS:23900
148.0.131.204/VPWS:30080|148.0.131.204/VPWS:30080|148.0.131.204/VPWS:30080|||IPAG|||||||01/KRFN/270000/SB|148.0.131.204|Y||xe-5/0/0|||VPWS:30080
10.204.82.173/VPLS:23762|10.204.82.173/VPLS:23762|10.204.82.173/VPLS:23762|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||553|45/GGTY/144446/MJ|10.204.82.173|||25|36|25/YHYJ/225511/UK|VPLS:23762
10.204.66.99/VPLS:24238|10.204.66.99/VPLS:24238|10.204.66.99/VPLS:24238|NTE-CFM-CFO|IPAG|NTE|||PUN-904C010249|||700|00/EVCM/170911/JP|10.204.66.99|Y||28|||VPLS:24238
10.204.80.210/VPLS:22142|10.204.80.210/VPLS:22142|10.204.80.210/VPLS:22142|NFO-MOBILITYUNI|NTE|NTE|||25-901C010249|||167|01/KEVC/772011/K7|10.204.80.210|||26|7|57/XERT/165789/FR|VPLS:22142
10.204.134.202/VPWS:30194|10.204.134.202/VPWS:30194|10.204.134.202/VPWS:30194|NFO-MOBILITYUNI|NTE|NTE|||ABC-901C010249|||290|02/EVCP/010513/DP|10.204.134.202|||9|2|99/KRFN/338110/NV|VPWS:30194
143.0.68.230/VPWS:32000|143.0.68.230/VPWS:32000|143.0.68.230/VPWS:32000|||IPAG|||||||13/KRFN/800452/KL|143.0.68.230|Y||xe-5/1/0|||VPWS:32000
150.0.0.168/VPWS:25972|150.0.0.168/VPWS:25972|150.0.0.168/VPWS:25972|||IPAG|||||||85/EVCP/788877/KA|150.0.0.168|Y||ge-5/1/6|||VPWS:25972
148.0.131.204/VPWS:30033|148.0.131.204/VPWS:30033|148.0.131.204/VPWS:30033|||IPAG|||||||99/ABCD/451115/MN|148.0.131.204|Y||xe-5/0/0|||VPWS:30033
192.168.113.67/VPLS:31302|192.168.113.67/VPLS:31302|192.168.113.67/VPLS:31302|NFO-MOBILITYUNI|NTE|NTE|||SMW-407N160088|||906|10/CUXM/072911/SB|192.168.113.67|Y||27|||VPLS:31302
192.168.113.179/VPWS:30828|192.168.113.179/VPWS:30828|192.168.113.179/VPWS:30828|NTE-CFM-CFO|IPAG|NTE|||ICF-407N190211|||77|85/VLXP/306077/PB|192.168.113.179|||11|3|85/KRFN/306771/SB|VPWS:30828
10.204.90.231/VPWS:63665|10.204.90.231/VPWS:63665|10.204.90.231/VPWS:63665|NTE-CFM-CFO|IPAG|NTE|||98-987|||746|19/RTPEVC/140001/19PP|10.204.90.231|||25|6|44/EKTA/123456/ES|VPWS:63665
10.144.0.123/VPWS:21888|10.144.0.123/VPWS:21888|10.144.0.123/VPWS:21888|||IPAG|||||||86/VLXP/898989/PT|10.144.0.123|Y||ge-3/0/2|||VPWS:21888
10.204.83.98/VPWS:28375|10.204.83.98/VPWS:28375|10.204.83.98/VPWS:28375|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3452|02/KYYN/172809/NV|10.204.83.98|Y||9|||VPWS:28375
149.9.0.6/VPWS:25692|149.9.0.6/VPWS:25692|149.9.0.6/VPWS:25692|||IPAG|||||||34/KRFN/349871/SB|149.9.0.6|Y||xe-0/1/0|||VPWS:25692
143.0.68.212/VPWS:29002|143.0.68.212/VPWS:29002|143.0.68.212/VPWS:29002|||IPAG|||||||54/VLXP/700003/SB|143.0.68.212|Y||ge-0/0/5|||VPWS:29002
10.144.0.137/VPLS:26982|10.144.0.137/VPLS:26982|10.144.0.137/VPLS:26982|||IPAG|||||||58/CUXM/505011/SB|10.144.0.137|Y||ge-1/0/2|||VPLS:26982
10.204.67.85/VPWS:28665|10.204.67.85/VPWS:28665|10.204.67.85/VPWS:28665|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N160011|||903|58/VLXP/090601/SB|10.204.67.85|N||1|||VPWS:28665
10.204.134.201/VPWS:31253|10.204.134.201/VPWS:31253|10.204.134.201/VPWS:31253|||NTE|||650-901C010249|||825|87/KRFN/324802/SB|10.204.134.201|||24|2|99/KRFN/338110/NV|VPWS:31253
10.204.83.196/VPWS:26465|10.204.83.196/VPWS:26465|10.204.83.196/VPWS:26465|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2333|99/ABCD/389006/MN|10.204.83.196|||11|2|99/KSGN/443333/NV|VPWS:26465
10.0.38.74/VPWS:27280|10.0.38.74/VPWS:27280|10.0.38.74/VPWS:27280|||IPAG|||||||01/GHYU/678903/GP|10.0.38.74|Y||ge-1/0/0|||VPWS:27280
10.204.66.99/VPWS:23761|10.204.66.99/VPWS:23761|10.204.66.99/VPWS:23761|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||675|44/EVCS/865004/DD|10.204.66.99|Y||28|||VPWS:23761
10.204.66.99/VPWS:23823|10.204.66.99/VPWS:23823|10.204.66.99/VPWS:23823|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||231|45/EVCS/987654/AJ|10.204.66.99|N||28|||VPWS:23823
150.0.0.168/VPWS:25711|150.0.0.168/VPWS:25711|150.0.0.168/VPWS:25711|||IPAG|||||||01/SHAS/301211/EV|150.0.0.168|Y||ge-5/1/6|||VPWS:25711
10.204.132.87/VPLS:29685|10.204.132.87/VPLS:29685|10.204.132.87/VPLS:29685|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||455|20/INFL/251012/AK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPLS:29685
10.204.83.194/VPLS:26758|10.204.83.194/VPLS:26758|10.204.83.194/VPLS:26758|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||532|12.EVCP.223371.EV|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:26758
192.168.113.85/VPWS:32140|192.168.113.85/VPWS:32140|192.168.113.85/VPWS:32140|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1478|86/VLXP/506858/PT|192.168.113.85|||25|2|86/KRGN/507036/PT|VPWS:32140
10.204.84.246/VPLS:27584|10.204.84.246/VPLS:27584|10.204.84.246/VPLS:27584|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||1288|12/OOKK/223322/QW|10.204.84.246|Y||1|||VPLS:27584
10.204.90.108/VPLS:63999|10.204.90.108/VPLS:63999|10.204.90.108/VPLS:63999|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||100|85/KFGN/65086/LB|10.204.90.108|||25|6|12/ASDF/231215/US|VPLS:63999
10.204.176.84/VPLS:52268|10.204.176.84/VPLS:52268|10.204.176.84/VPLS:52268|NTE-CFM-CFO|IPAG|NTE|||ATW-404N100098|||112|EVC/MPT/DISC/001|10.204.176.84|||10|19|23/KRFN/387904/SB|VPLS:52268
10.204.10.57/VPLS:28474|10.204.10.57/VPLS:28474|10.204.10.57/VPLS:28474|NFO-MOBILITYUNI|NTE|NTE|||ATX-1234567891|||121|25/EVCM/934933/RS|10.204.10.57|Y||1|||VPLS:28474
149.0.3.135/VPWS:26464|149.0.3.135/VPWS:26464|149.0.3.135/VPWS:26464|||IPAG|||||||99/ABCD/389005/MN|149.0.3.135|Y||xe-0/1/0|||VPWS:26464
10.204.65.106/VPLS:21933|10.204.65.106/VPLS:21933|10.204.65.106/VPLS:21933|NTE-CFM-CFO|IPAG|NTE|||345-1234|||133|EVC_0048484|10.204.65.106|||25|2|06/TYAR/767434/Y2|VPLS:21933
10.204.66.99/VPWS:23687|10.204.66.99/VPWS:23687|10.204.66.99/VPWS:23687|NTE-CFM-CFO|IPAG|NTE|||SDB-407N160055|||1200|01/GTRF/458854/SA|10.204.66.99|Y||28|||VPWS:23687
10.204.66.99/VPWS:23896|10.204.66.99/VPWS:23896|10.204.66.99/VPWS:23896|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||767|66/FGFR/476663/JK|10.204.66.99|Y||28|||VPWS:23896
143.0.68.172/VPWS:31952|143.0.68.172/VPWS:31952|143.0.68.172/VPWS:31952|||IPAG|||||||17/GHDF/738292/LT|143.0.68.172|Y||ge-3/0/0|||VPWS:31952
192.168.113.79/VPWS:28986|192.168.113.79/VPWS:28986|192.168.113.79/VPWS:28986|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||1061|85/VLXM/210061/SB|192.168.113.79|||11|2|85/KRFN/210447/SB|VPWS:28986
10.204.11.141/VPWS:30194|10.204.11.141/VPWS:30194|10.204.11.141/VPWS:30194|NFO-MOBILITYUNI|NTE|NTE|||ABC-901C010249|||390|02/EVCP/010513/DP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30194
192.168.113.66/VPLS:32454|192.168.113.66/VPLS:32454|192.168.113.66/VPLS:32454|NFO-MOBILITYUNI|NTE|NTE|||FNA-0727415099|||3400|86/VLXM/507043/PT|192.168.113.66|||25|2|10/KRFN/418131/PT|VPLS:32454
192.168.113.147/VPWS:28767|192.168.113.147/VPWS:28767|192.168.113.147/VPWS:28767|||NTE|||EXF-407N191276|||345|85/VLXP/210060/SB|192.168.113.147|||21|5|85/KQGN/110371/SB|VPWS:28767
10.204.85.93/VPLS:28705|10.204.85.93/VPLS:28705|10.204.85.93/VPLS:28705|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||563|04/AKSH/140812/AK|10.204.85.93|||11|2|01/KSGN/000120/NV|VPLS:28705
10.204.10.183/VPLS:28886|10.204.10.183/VPLS:28886|10.204.10.183/VPLS:28886|NFO-MOBILITYUNI|NTE|NTE|||AWL-407TEST123|||149|19/EVCM/304933/RS|10.204.10.183|||11|2|85/KSGN/759254/SB|VPLS:28886
192.168.113.147/VPLS:24054|192.168.113.147/VPLS:24054|192.168.113.147/VPLS:24054|||NTE|||ATX-1234567891|||502|10/AMML/100621/JF|192.168.113.147|||21|19|10/KQGN/100621/SB|VPLS:24054
10.204.90.186/VPLS:62787|10.204.90.186/VPLS:62787|10.204.90.186/VPLS:62787|NTE-CFM-CFO|IPAG|NTE|||AWL-407N220048|||537|CHET_SIT1_1002|10.204.90.186|||27|2|02/CHET/021010/NV|VPLS:62787
10.204.134.206/VPLS:30149|10.204.134.206/VPLS:30149|10.204.134.206/VPLS:30149|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3234|99/ABCD/514811/MN|10.204.134.206|||9|2|99/KQGN/766171/NV|VPLS:30149
143.0.68.55/VPWS:25871|143.0.68.55/VPWS:25871|143.0.68.55/VPWS:25871|||IPAG|||||||66/KRFN/061090/NV|143.0.68.55|Y||xe-0/0/0|||VPWS:25871
10.204.11.33/VPLS:29675|10.204.11.33/VPLS:29675|10.204.11.33/VPLS:29675|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||163|48/EVCM/439305/RS|10.204.11.33|||9|3|85/KQGN/484546/SB|VPLS:29675
192.168.113.75/VPLS:26734|192.168.113.75/VPLS:26734|192.168.113.75/VPLS:26734|NFO-MOBILITYUNI|NTE|NTE|||SMW-407N160088|||1141|85/CUXM/102041/SB|192.168.113.75|Y||9|||VPLS:26734
10.204.67.177/L2CKT:30404|10.204.67.177/L2CKT:30404|10.204.67.177/L2CKT:30404|NTE-CFM-CFO|IPAG|NTE|||PUA-407N070017|||1506|10/VLXP/130121/SB|10.204.67.177|||9|4|10/KRFN/126003/SB|L2CKT:30404
10.204.1.127/L2CKT:32318|10.204.1.127/L2CKT:32318|10.204.1.127/L2CKT:32318|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1021|10/VLXP/051601/PT|10.204.1.127|||9|3|10/KRFN/051602/PT|L2CKT:32318
10.204.132.87/VPWS:28991|10.204.132.87/VPWS:28991|10.204.132.87/VPWS:28991|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||326|01/EVCP/110912/PJ|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:28991
10.204.11.141/VPWS:31253|10.204.11.141/VPWS:31253|10.204.11.141/VPWS:31253|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||659|87/KRFN/324802/SB|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:31253
135.16.243.69/VPWS:32105|135.16.243.69/VPWS:32105|135.16.243.69/VPWS:32105|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N160011|||1224|58/VLXP/700519/SB|135.16.243.69|||9|2|58/KQFN/130401/SB|VPWS:32105
10.204.83.90/VPLS:25891|10.204.83.90/VPLS:25891|10.204.83.90/VPLS:25891|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||264|22/TEST/121212/SP|10.204.83.90|Y||1|||VPLS:25891
10.204.66.99/VPWS:23735|10.204.66.99/VPWS:23735|10.204.66.99/VPWS:23735|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||587|47/EVCS/888111/DD|10.204.66.99|Y||28|||VPWS:23735
10.204.66.99/VPLS:24296|10.204.66.99/VPLS:24296|10.204.66.99/VPLS:24296|NTE-CFM-CFO|IPAG|NTE|||PUN-904C010249|||559|12/AHNG/298369/KL|10.204.66.99|Y||28|||VPLS:24296
10.204.67.5/VPLS:27249|10.204.67.5/VPLS:27249|10.204.67.5/VPLS:27249|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||557|45/JHGF/456311/BV|10.204.67.5|Y||5|||VPLS:27249
149.9.0.27/VPLS:25585|149.9.0.27/VPLS:25585|149.9.0.27/VPLS:25585|||IPAG|||||||56/VLXM/700019/SB|149.9.0.27|Y||ge-0/0/0|||VPLS:25585
10.204.90.170/L2CKT:62734|10.204.90.170/L2CKT:62734|10.204.90.170/L2CKT:62734|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||74|23/SNDY/123/P2P1|10.204.90.170|||25|2|12/USRP/238712/US|L2CKT:62734
10.204.200.194/VPLS:52487|10.204.200.194/VPLS:52487|10.204.200.194/VPLS:52487|NTE-CFM-CFO|IPAG|NTE|||qw-123|||99|EVC_MPT_SJ99|10.204.200.194|||25|10|25/SDED/431211/S3|VPLS:52487
143.0.68.244/VPWS:29615|143.0.68.244/VPWS:29615|143.0.68.244/VPWS:29615|||IPAG|||||||29/KSUK/700002/UK|143.0.68.244|Y||xe-7/0/0|||VPWS:29615
149.0.3.196/VPLS:27594|149.0.3.196/VPLS:27594|149.0.3.196/VPLS:27594|||IPAG|||||||00/EVCM/050112/SP|149.0.3.196|Y||ge-0/0/8|||VPLS:27594
10.204.82.173/VPLS:23815|10.204.82.173/VPLS:23815|10.204.82.173/VPLS:23815|NTE-CFM-CFO|IPAG|NTE|||FNA-0720965091|||446|12/ANNA/445569/GH|10.204.82.173|||25|42|25/YHYJ/225511/UK|VPLS:23815
143.0.68.184/VPLS:30667|143.0.68.184/VPLS:30667|143.0.68.184/VPLS:30667|||IPAG|||||||23/KQGN/893243/ES|143.0.68.184|Y||ge-0/1/6|||VPLS:30667
143.0.68.172/VPWS:31809|143.0.68.172/VPWS:31809|143.0.68.172/VPWS:31809|||IPAG|||||||01/EVCP/240913/PJ|143.0.68.172|Y||ge-3/0/0|||VPWS:31809
12.123.80.17/htf|12.123.80.17/htf|12.123.80.17/htf|||IPAG|||||||EVC_1SDG|12.123.80.17|Y||ge-2/0/8|||htf
10.204.66.99/VPLS:23838|10.204.66.99/VPLS:23838|10.204.66.99/VPLS:23838|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||129|45/EVCM/822551/SP|10.204.66.99|Y||28|||VPLS:23838
8.8.0.154/VPLS:62787|8.8.0.154/VPLS:62787|8.8.0.154/VPLS:62787|||IPAG|||||||CHET_SIT1_1002|8.8.0.154|Y||ge-0/1/4|||VPLS:62787
143.0.68.184/VPWS:29219|143.0.68.184/VPWS:29219|143.0.68.184/VPWS:29219|||IPAG|||||||81/DERF/749385/SS|143.0.68.184|Y||ge-0/0/5|||VPWS:29219
10.204.83.195/VPWS:26721|10.204.83.195/VPWS:26721|10.204.83.195/VPWS:26721|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2444|99/ABCD/290991/MN|10.204.83.195|||11|2|99/KSGN/176869/NV|VPWS:26721
10.204.11.141/VPWS:30619|10.204.11.141/VPWS:30619|10.204.11.141/VPWS:30619|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||562|99/KRFN/300010/NV|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30619
12.80.72.27/VPLS:52133|12.80.72.27/VPLS:52133|12.80.72.27/VPLS:52133|||IPAG|||||||03/IPAG20/BS05|12.80.72.27|Y||ge-0/0/1|||VPLS:52133
143.0.68.208/VPLS:28914|143.0.68.208/VPLS:28914|143.0.68.208/VPLS:28914|||IPAG|||||||54/VLXM/700004/SB|143.0.68.208|Y||xe-0/1/3|||VPLS:28914
10.204.82.66/VPLS:23172|10.204.82.66/VPLS:23172|10.204.82.66/VPLS:23172|NTE-CFM-CFO|IPAG|NTE|||WCG-904N220281|||329|01/EMPT/140611/HG|10.204.82.66|||25|17|05/BVGH/534656/BS|VPLS:23172
10.204.90.155/123:345|10.204.90.155/123:345|10.204.90.155/123:345|NTE-CFM-CFO|IPAG|NTE|||CUS-0720825000|||150|99/DNEC/123456/HJ|10.204.90.155|||25|8|22/KQRY/123456/NV|123:345
143.0.68.184/VPLS:30384|143.0.68.184/VPLS:30384|143.0.68.184/VPLS:30384|||IPAG|||||||01/EVCP/011613/SP|143.0.68.184|Y||ge-0/1/6|||VPLS:30384
