@ref(networkElement)|@const(IpagEvcNode)class
@index(EVCNode)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|acnaban|clci|clli|cvlanid|evc_name|ipaddress|ineffect|nte_uni|port_aid|svlanid|unickt|vrf_name
10.204.82.173/VPWS:23622|10.204.82.173/VPWS:23622|10.204.82.173/VPWS:23622|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||503|19/EVCS/801958/SR|10.204.82.173|||25|10|25/YHYJ/225511/UK|VPWS:23622
148.0.131.182/VPLS:23475|148.0.131.182/VPLS:23475|148.0.131.182/VPLS:23475|||IPAG|||||||01/EVCM/140711/HG|148.0.131.182|Y||ge-4/1/6|||VPLS:23475
10.204.66.99/VPLS:24533|10.204.66.99/VPLS:24533|10.204.66.99/VPLS:24533|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||978|55/CCXX/567676/DE|10.204.66.99|Y||28|||VPLS:24533
10.204.84.132/VPWS:26508|10.204.84.132/VPWS:26508|10.204.84.132/VPWS:26508|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3211|99/ABCD/193315/MN|10.204.84.132|||25|16|99/KRFN/100288/NV|VPWS:26508
150.0.0.215/VPWS:28385|150.0.0.215/VPWS:28385|150.0.0.215/VPWS:28385|||IPAG|||||||12/EVCP/172133/EV|150.0.0.215|Y||ge-0/0/0|||VPWS:28385
10.204.84.155/L2CKT:26720|10.204.84.155/L2CKT:26720|10.204.84.155/L2CKT:26720|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||780|24/VLPX/021712/PP|10.204.84.155|Y||1|||L2CKT:26720
148.0.131.204/VPWS:29567|148.0.131.204/VPWS:29567|148.0.131.204/VPWS:29567|||IPAG|||||||56/KSGN/704502/SB|148.0.131.204|Y||xe-5/0/0|||VPWS:29567
12.80.0.207/VPLS:52152|12.80.0.207/VPLS:52152|12.80.0.207/VPLS:52152|||IPAG|||||||FORMPTDISC|12.80.0.207|Y||ge-2/0/0|||VPLS:52152
10.204.8.75/VPLS:29677|10.204.8.75/VPLS:29677|10.204.8.75/VPLS:29677|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||171|48/EVCM/439307/RS|10.204.8.75|Y||9|||VPLS:29677
10.204.82.173/VPWS:23623|10.204.82.173/VPWS:23623|10.204.82.173/VPWS:23623|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||611|19/EVCS/811030/SR|10.204.82.173|||25|11|25/YHYJ/225511/UK|VPWS:23623
10.204.134.202/VPWS:29166|10.204.134.202/VPWS:29166|10.204.134.202/VPWS:29166|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3558|99/ABCD/737187/MN|10.204.134.202|||9|2|99/KRFN/338110/NV|VPWS:29166
10.204.9.69/VPLS:26489|10.204.9.69/VPLS:26489|10.204.9.69/VPLS:26489|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||3558|43/KKOI/888876/OO|10.204.9.69|||25|17|56/KRGN/700015/SB|VPLS:26489
10.204.166.81/L2CKT:62666|10.204.166.81/L2CKT:62666|10.204.166.81/L2CKT:62666|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||104|46/RTPEVC/012729/DP4|10.204.166.81|||25|19|23/PARI/722772/HT|L2CKT:62666
10.204.10.114/VPWS:29069|10.204.10.114/VPWS:29069|10.204.10.114/VPWS:29069|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||257|04/PTPE/150912/AK|10.204.10.114|Y||1|||VPWS:29069
192.168.113.48/VPWS:21589|192.168.113.48/VPWS:21589|192.168.113.48/VPWS:21589|NTE-CFM-CFO|IPAG|NTE|||ATX-904N130039|||100|58/VLXP/700339/SB|192.168.113.48|||10|9|58/KQGN/700276/SB|VPWS:21589
10.204.8.75/VPLS:25461|10.204.8.75/VPLS:25461|10.204.8.75/VPLS:25461|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||746|00/VLMX/120611/SB|10.204.8.75|Y||9|||VPLS:25461
10.144.0.137/VPLS:31300|10.144.0.137/VPLS:31300|10.144.0.137/VPLS:31300|||IPAG|||||||58/CUXM/701090/SB|10.144.0.137|Y||ge-1/1/1|||VPLS:31300
192.168.113.147/VPLS:24019|192.168.113.147/VPLS:24019|192.168.113.147/VPLS:24019|||NTE|||ATX-1234567891|||1698|10/KQGN/100621/JF|192.168.113.147|||21|11|10/KQGN/100621/SB|VPLS:24019
148.0.131.182/VPWS:23719|148.0.131.182/VPWS:23719|148.0.131.182/VPWS:23719|||IPAG|||||||48/EVCS/456675/SR|148.0.131.182|Y||ge-4/1/6|||VPWS:23719
150.0.0.89/VPWS:23474|150.0.0.89/VPWS:23474|150.0.0.89/VPWS:23474|||IPAG|||||||01/EVCP/140711/HG|150.0.0.89|Y||ge-1/0/0|||VPWS:23474
10.204.11.141/VPWS:30383|10.204.11.141/VPWS:30383|10.204.11.141/VPWS:30383|NFO-MOBILITYUNI|NTE|NTE|||ABC-901C010249|||821|01/EVCP/011613/DP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30383
148.0.131.204/VPWS:29716|148.0.131.204/VPWS:29716|148.0.131.204/VPWS:29716|||IPAG|||||||00/VLPX/051112/JP|148.0.131.204|Y||xe-5/0/0|||VPWS:29716
10.204.82.18/VPWS:22735|10.204.82.18/VPWS:22735|10.204.82.18/VPWS:22735|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||350|10/JAIN/190511/AJ|10.204.82.18|||25|5|99/THMK/767676/MK|VPWS:22735
10.204.80.210/VPLS:22105|10.204.80.210/VPLS:22105|10.204.80.210/VPLS:22105|NFO-MOBILITYUNI|NTE|NTE|||ABC-901C010249|||143|03/EVCK/032011/K1|10.204.80.210|||26|5|01/KULD/032011/K1|VPLS:22105
143.0.68.43/VPWS:25815|143.0.68.43/VPWS:25815|143.0.68.43/VPWS:25815|||IPAG|||||||59/KRFN/061090/NV|143.0.68.43|Y||ge-0/0/0|||VPWS:25815
10.204.134.202/VPLS:31124|10.204.134.202/VPLS:31124|10.204.134.202/VPLS:31124|NFO-MOBILITYUNI|NTE|NTE|||ABC-904C010249|||620|00/EVCN/450020/ST|10.204.134.202|||9|2|99/KRFN/338110/NV|VPLS:31124
10.204.176.84/VPLS:52152|10.204.176.84/VPLS:52152|10.204.176.84/VPLS:52152|NTE-CFM-CFO|IPAG|NTE|||ATW-404N100098|||12|FORMPTDISC|10.204.176.84|||10|17|89/KRFN/123456/SB|VPLS:52152
10.204.10.183/VPWS:28885|10.204.10.183/VPWS:28885|10.204.10.183/VPWS:28885|NFO-MOBILITYUNI|NTE|NTE|||AWL-407TEST123|||346|18/EVCM/938433/RS|10.204.10.183|||11|2|85/KSGN/759254/SB|VPWS:28885
10.204.8.75/VPWS:29562|10.204.8.75/VPWS:29562|10.204.8.75/VPWS:29562|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||751|56/KSGN/799922/UK|10.204.8.75|N||9|||VPWS:29562
143.0.68.244/VPWS:29117|143.0.68.244/VPWS:29117|143.0.68.244/VPWS:29117|||IPAG|||||||99/ABCD/478727/MN|143.0.68.244|Y||xe-1/0/0|||VPWS:29117
143.0.68.18/VPLS:26463|143.0.68.18/VPLS:26463|143.0.68.18/VPLS:26463|||IPAG|||||||99/ABCD/389004/MN|143.0.68.18|Y||xe-0/0/0|||VPLS:26463
192.168.113.147/VPWS:24095|192.168.113.147/VPWS:24095|192.168.113.147/VPWS:24095|||NTE|||ATX-1234567891|||379|65/SRFD/796854/DS|192.168.113.147|||21|29|10/KQGN/100621/SB|VPWS:24095
150.0.0.232/VPWS:25768|150.0.0.232/VPWS:25768|150.0.0.232/VPWS:25768|||IPAG|||||||99/ABCD/389010/MN|150.0.0.232|Y||ge-0/0/1|||VPWS:25768
143.0.68.55/VPLS:26445|143.0.68.55/VPLS:26445|143.0.68.55/VPLS:26445|||IPAG|||||||01/DUMY/060212/RK|143.0.68.55|Y||ge-1/0/0|||VPLS:26445
10.204.132.74/VPLS:28914|10.204.132.74/VPLS:28914|10.204.132.74/VPLS:28914|NTE-CFM-CFO|IPAG|NTE|||ZXL-904N190143|||132|54/VLXM/700004/SB|10.204.132.74|Y||5|||VPLS:28914
10.144.0.122/VPWS:21886|10.144.0.122/VPWS:21886|10.144.0.122/VPWS:21886|||IPAG|||||||86/VLXP/989898/PT|10.144.0.122|Y||ge-3/2/8|||VPWS:21886
10.204.11.141/VPLS:30384|10.204.11.141/VPLS:30384|10.204.11.141/VPLS:30384|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||78|01/EVCP/011613/SP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPLS:30384
10.204.83.194/VPLS:25705|10.204.83.194/VPLS:25705|10.204.83.194/VPLS:25705|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2354|99/ABCD/668921/MN|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:25705
143.0.68.170/VPLS:29492|143.0.68.170/VPLS:29492|143.0.68.170/VPLS:29492|||IPAG|||||||12/MEVC/263987/SK|143.0.68.170|Y||ge-4/0/0|||VPLS:29492
143.0.68.170/VPWS:29745|143.0.68.170/VPWS:29745|143.0.68.170/VPWS:29745|||IPAG|||||||00/VLPX/091112/ST|143.0.68.170|Y||ge-4/0/0|||VPWS:29745
143.0.68.242/VPLS:32708|143.0.68.242/VPLS:32708|143.0.68.242/VPLS:32708|||IPAG|||||||32/GRDE/234332/VS|143.0.68.242|Y||xe-5/0/0|||VPLS:32708
10.144.0.154/L2CKT:32351|10.144.0.154/L2CKT:32351|10.144.0.154/L2CKT:32351|||IPAG|||||||86/CUXM/506977/PT|10.144.0.154|Y||ge-2/0/5|||L2CKT:32351
10.204.208.84/VPLS:20611|10.204.208.84/VPLS:20611|10.204.208.84/VPLS:20611|NFO-MOBILITYUNI|NTE|NTE|||GHI-901C010249|||112|Pari_MPT30122|10.204.208.84|||25|5|23/KQGN/511252/NV|VPLS:20611
143.0.68.208/VPLS:28934|143.0.68.208/VPLS:28934|143.0.68.208/VPLS:28934|||IPAG|||||||99/ABCD/367181/MN|143.0.68.208|Y||xe-0/1/3|||VPLS:28934
10.204.82.90/VPLS:23427|10.204.82.90/VPLS:23427|10.204.82.90/VPLS:23427|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||852|01/KULD/011411/SB|10.204.82.90|||25|5|01/KULD/010611/SB|VPLS:23427
10.204.8.75/VPWS:29491|10.204.8.75/VPWS:29491|10.204.8.75/VPWS:29491|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3356|12/PEVC/236987/SK|10.204.8.75|Y||9|||VPWS:29491
10.144.0.154/L2CKT:32038|10.144.0.154/L2CKT:32038|10.144.0.154/L2CKT:32038|||IPAG|||||||10/VLXP/050702/PT|10.144.0.154|Y||ge-2/0/4|||L2CKT:32038
10.204.66.99/VPLS:23869|10.204.66.99/VPLS:23869|10.204.66.99/VPLS:23869|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||123|01/FJGK/383283/HD|10.204.66.99|Y||28|||VPLS:23869
143.0.68.170/VPLS:29584|143.0.68.170/VPLS:29584|143.0.68.170/VPLS:29584|||IPAG|||||||93/KQTN/112232/UK|143.0.68.170|Y||ge-4/0/0|||VPLS:29584
10.204.132.97/VPLS:29129|10.204.132.97/VPLS:29129|10.204.132.97/VPLS:29129|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1342|99/ABCD/328911/MN|10.204.132.97|||11|2|78/JUHY/918171/LL|VPLS:29129
8.8.0.239/VPWS:63665|8.8.0.239/VPWS:63665|8.8.0.239/VPWS:63665|||IPAG|||||||19/RTPEVC/140001/19PP|8.8.0.239|Y||ge-3/0/0|||VPWS:63665
10.204.83.194/VPLS:26593|10.204.83.194/VPLS:26593|10.204.83.194/VPLS:26593|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3305|99/ABCD/197777/MN|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:26593
10.204.144.70/VPLS:32086|10.204.144.70/VPLS:32086|10.204.144.70/VPLS:32086|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||955|98/EVCP/050813/RB|10.204.144.70|Y||5|||VPLS:32086
10.204.10.114/VPWS:29034|10.204.10.114/VPWS:29034|10.204.10.114/VPWS:29034|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||24|01/PTPE/130912/AK|10.204.10.114|Y||1|||VPWS:29034
10.204.10.133/VPLS:28729|10.204.10.133/VPLS:28729|10.204.10.133/VPLS:28729|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2716|99/ABCD/270055/MN|10.204.10.133|||9|2|50/CDED/748596/SB|VPLS:28729
10.204.83.196/VPWS:25807|10.204.83.196/VPWS:25807|10.204.83.196/VPWS:25807|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||1009|99/ABCD/278666/MN|10.204.83.196|||11|3|99/KSGN/409813/NV|VPWS:25807
10.204.10.114/VPWS:29144|10.204.10.114/VPWS:29144|10.204.10.114/VPWS:29144|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||367|12/PEVC/569874/SK|10.204.10.114|Y||1|||VPWS:29144
10.204.208.84/VPLS:20596|10.204.208.84/VPLS:20596|10.204.208.84/VPLS:20596|NFO-MOBILITYUNI|NTE|NTE|||AWL-123456|||246|Dab_San|10.204.208.84|||25|4|23/KQGN/511252/NV|VPLS:20596
10.204.64.193/VPLS:22784|10.204.64.193/VPLS:22784|10.204.64.193/VPLS:22784|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||100|01/JAIN/230511/AJ|10.204.64.193|||25|22|34/ASDE/675432/ER|VPLS:22784
10.204.134.221/VPLS:28847|10.204.134.221/VPLS:28847|10.204.134.221/VPLS:28847|NFO-MOBILITYUNI|NTE|NTE|||452-901C010249|||482|01/EVCP/784189/RB|10.204.134.221|||9|3|02/KRFN/784189/RB|VPLS:28847
143.0.68.172/VPWS:28730|143.0.68.172/VPWS:28730|143.0.68.172/VPWS:28730|||IPAG|||||||99/ABCD/266771/MN|143.0.68.172|Y||ge-0/0/8|||VPWS:28730
10.204.82.198/VPLS:23958|10.204.82.198/VPLS:23958|10.204.82.198/VPLS:23958|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||574|54/HNHN/107700/KN|10.204.82.198|Y||28|||VPLS:23958
10.204.81.206/L2CKT:22574|10.204.81.206/L2CKT:22574|10.204.81.206/L2CKT:22574|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||111|19/PTPS/510141/SR|10.204.81.206|||25|2|19/MRSS/021123/SR|L2CKT:22574
149.0.3.135/VPLS:26410|149.0.3.135/VPLS:26410|149.0.3.135/VPLS:26410|||IPAG|||||||12/HDED/233214/VS|149.0.3.135|Y||xe-0/0/0|||VPLS:26410
10.204.85.35/VPLS:27554|10.204.85.35/VPLS:27554|10.204.85.35/VPLS:27554|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||12|34/NBGH/878709/EC|10.204.85.35|Y||10|||VPLS:27554
12.123.80.214/VPLS:22340|12.123.80.214/VPLS:22340|12.123.80.214/VPLS:22340|||IPAG|||||||01/PRIY/140211/PJ|12.123.80.214|Y||ge-2/1/2|||VPLS:22340
10.204.144.69/L2CKT:32085|10.204.144.69/L2CKT:32085|10.204.144.69/L2CKT:32085|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||753|01/EVCP/050920/RB|10.204.144.69|Y||1|||L2CKT:32085
10.204.66.99/VPWS:23921|10.204.66.99/VPWS:23921|10.204.66.99/VPWS:23921|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||238|66/FGFR/476663/MP|10.204.66.99|N||28|||VPWS:23921
143.0.68.184/VPLS:28670|143.0.68.184/VPLS:28670|143.0.68.184/VPLS:28670|||IPAG|||||||01/EVCM/080812/PJ|143.0.68.184|Y||ge-0/0/0|||VPLS:28670
10.204.82.191/VPLS:26943|10.204.82.191/VPLS:26943|10.204.82.191/VPLS:26943|NTE-CFM-CFO|IPAG|NTE|||452-901C010249|||2331|99/ABCD/209918/MN|10.204.82.191|||25|128|19/UNIS/801941/SR|VPLS:26943
10.204.134.201/VPWS:30383|10.204.134.201/VPWS:30383|10.204.134.201/VPWS:30383|||NTE|||ABC-901C010249|||437|01/EVCP/011613/DP|10.204.134.201|||24|2|99/KRFN/338110/NV|VPWS:30383
10.204.9.103/VPLS:25995|10.204.9.103/VPLS:25995|10.204.9.103/VPLS:25995|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||354|05/KLUB/011712/MP|10.204.9.103|Y||28|||VPLS:25995
149.9.0.6/VPLS:25865|149.9.0.6/VPLS:25865|149.9.0.6/VPLS:25865|||IPAG|||||||29/KKON/009651/SB|149.9.0.6|Y||xe-0/1/0|||VPLS:25865
143.0.68.172/VPLS:32049|143.0.68.172/VPLS:32049|143.0.68.172/VPLS:32049|||IPAG|||||||98/KRFN/870006/ES|143.0.68.172|Y||ge-3/0/0|||VPLS:32049
10.204.67.5/VPWS:27250|10.204.67.5/VPWS:27250|10.204.67.5/VPWS:27250|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||821|45/JNHM/871230/NH|10.204.67.5|Y||5|||VPWS:27250
10.204.144.66/VPLS:32613|10.204.144.66/VPLS:32613|10.204.144.66/VPLS:32613|||NTE|||452-904C010249|||964|28/KRFN/582213/RB|10.204.144.66|||3.2|3|08/KRFN/582013/RB|VPLS:32613
10.204.11.244/VPLS:31580|10.204.11.244/VPLS:31580|10.204.11.244/VPLS:31580|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||659|01/EVCM/290313/PJ|10.204.11.244|N||1|||VPLS:31580
10.204.10.102/L2CKT:28611|10.204.10.102/L2CKT:28611|10.204.10.102/L2CKT:28611|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3222|55/JHUH/872234/NH|10.204.10.102|||9|2|55/HYTR/872234/NH|L2CKT:28611
10.144.0.65/VPLS:32015|10.144.0.65/VPLS:32015|10.144.0.65/VPLS:32015|||IPAG|||||||85/CUXM/202047/SB|10.144.0.65|Y||xe-3/2/0|||VPLS:32015
12.123.80.27/VPLS:20575|12.123.80.27/VPLS:20575|12.123.80.27/VPLS:20575|||IPAG|||||||EVC_1010|12.123.80.27|Y||ge-2/0/3|||VPLS:20575
12.123.80.214/VPLS:22161|12.123.80.214/VPLS:22161|12.123.80.214/VPLS:22161|||IPAG|||||||89/KITZ/432434/SB|12.123.80.214|Y||ge-1/0/1|||VPLS:22161
12.123.80.188/VPLS:21894|12.123.80.188/VPLS:21894|12.123.80.188/VPLS:21894|||IPAG|||||||SIT2_SNT_EVC_MPT01|12.123.80.188|Y||ge-0/0/2|||VPLS:21894
10.204.132.87/VPLS:28849|10.204.132.87/VPLS:28849|10.204.132.87/VPLS:28849|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3492|99/KRFN/511555/MN|10.204.132.87|||11|2|13/KSGN/343221/SB|VPLS:28849
10.204.11.251/VPLS:31483|10.204.11.251/VPLS:31483|10.204.11.251/VPLS:31483|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||111|23/KRFN/348167/NV|10.204.11.251|||9|2|78/KRFN/329002/SB|VPLS:31483
143.0.68.55/VPLS:25862|143.0.68.55/VPLS:25862|143.0.68.55/VPLS:25862|||IPAG|||||||61/KRFN/061090/NV|143.0.68.55|Y||xe-0/0/0|||VPLS:25862
10.204.16.65/VPLS:21924|10.204.16.65/VPLS:21924|10.204.16.65/VPLS:21924|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||105|SITsanity321|10.204.16.65|||25|2|01/TGFH/786756/GY|VPLS:21924
135.16.243.13/VPWS:32107|135.16.243.13/VPWS:32107|135.16.243.13/VPWS:32107|NTE-CFM-CFO|IPAG|NTE|||ZAA-0721761631|||1086|85/KRFN/306086/PT|135.16.243.13|||25|5|85/KQGN/306862/PT|VPWS:32107
10.204.83.211/VPLS:26048|10.204.83.211/VPLS:26048|10.204.83.211/VPLS:26048|NTE-CFM-CFO|IPAG|NTE|||213-34212|||164|32/LPWE/323121/LP|10.204.83.211|Y||1|||VPLS:26048
10.144.0.137/VPWS:24095|10.144.0.137/VPWS:24095|10.144.0.137/VPWS:24095|||IPAG|||||||65/SRFD/796854/DS|10.144.0.137|Y||ge-1/3/5|||VPWS:24095
192.168.113.25/L2CKT:32144|192.168.113.25/L2CKT:32144|192.168.113.25/L2CKT:32144|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1119|85/VLXP/051001/PT|192.168.113.25|Y||5|||L2CKT:32144
10.204.66.99/VPLS:24277|10.204.66.99/VPLS:24277|10.204.66.99/VPLS:24277|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||664|00/EVCP/199999/ES|10.204.66.99|Y||28|||VPLS:24277
10.204.82.173/VPLS:23720|10.204.82.173/VPLS:23720|10.204.82.173/VPLS:23720|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||101|45/KIUY/123456/KK|10.204.82.173|||25|23|25/YHYJ/225511/UK|VPLS:23720
10.204.66.99/VPLS:23942|10.204.66.99/VPLS:23942|10.204.66.99/VPLS:23942|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||763|51/GTGT/250811/HT|10.204.66.99|Y||28|||VPLS:23942
192.168.113.147/VPWS:27518|192.168.113.147/VPWS:27518|192.168.113.147/VPWS:27518|||NTE|||OVC-407N010033|||2507|10/VLXP/110299/SB|192.168.113.147|||21|21|58/KQGN/700263/SB|VPWS:27518
149.0.3.222/VPWS:27694|149.0.3.222/VPWS:27694|149.0.3.222/VPWS:27694|||IPAG|||||||87/NHGR/876382/SD|149.0.3.222|Y||ge-5/0/2|||VPWS:27694
143.0.68.18/VPLS:25599|143.0.68.18/VPLS:25599|143.0.68.18/VPLS:25599|||IPAG|||||||99/ABCD/152909/MN|143.0.68.18|Y||xe-0/0/0|||VPLS:25599
143.0.68.242/VPWS:31742|143.0.68.242/VPWS:31742|143.0.68.242/VPWS:31742|||IPAG|||||||54/KQGN/485215/SB|143.0.68.242|Y||ge-3/0/3|||VPWS:31742
10.204.83.212/VPWS:25673|10.204.83.212/VPWS:25673|10.204.83.212/VPWS:25673|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||2345|45/NHBH/415258/KK|10.204.83.212|Y||28|||VPWS:25673
143.0.68.184/VPLS:30193|143.0.68.184/VPLS:30193|143.0.68.184/VPLS:30193|||IPAG|||||||02/EVCM/010513/DP|143.0.68.184|Y||ge-0/1/6|||VPLS:30193
10.204.10.57/VPWS:28385|10.204.10.57/VPWS:28385|10.204.10.57/VPWS:28385|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||231|12/EVCP/172133/EV|10.204.10.57|Y||1|||VPWS:28385
192.168.113.25/L2CKT:32284|192.168.113.25/L2CKT:32284|192.168.113.25/L2CKT:32284|NTE-CFM-CFO|IPAG|NTE|||IMR-0727415000|||1124|85/VLXP/050969/PT|192.168.113.25|Y||7|||L2CKT:32284
135.16.243.4/VPWS:32145|135.16.243.4/VPWS:32145|135.16.243.4/VPWS:32145|NTE-CFM-CFO|IPAG|NTE|||FNA-0727415099|||1112|86/VLXP/506904/PT|135.16.243.4|Y||28|||VPWS:32145
192.168.113.164/L2CKT:26983|192.168.113.164/L2CKT:26983|192.168.113.164/L2CKT:26983|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||937|10/CUXM/030622/SB|192.168.113.164|||25|2|58/KQGN/105021/SB|L2CKT:26983
10.204.84.125/VPLS:26463|10.204.84.125/VPLS:26463|10.204.84.125/VPLS:26463|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2343|99/ABCD/389004/MN|10.204.84.125|||25|133|99/KRFN/290100/NV|VPLS:26463
10.204.83.201/VPWS:25860|10.204.83.201/VPWS:25860|10.204.83.201/VPWS:25860|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||824|09/BULK/010612/PP|10.204.83.201|||9|2|01/JAIN/121711/AJ|VPWS:25860
10.204.82.173/VPWS:23735|10.204.82.173/VPWS:23735|10.204.82.173/VPWS:23735|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||135|47/EVCS/888111/DD|10.204.82.173|||25|26|25/YHYJ/225511/UK|VPWS:23735
10.204.9.67/VPLS:26076|10.204.9.67/VPLS:26076|10.204.9.67/VPLS:26076|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3454|62/KSGN/902204/SB|10.204.9.67|||11|2|56/KSGN/700004/SB|VPLS:26076
10.204.64.193/435|10.204.64.193/435|10.204.64.193/435|NTE-CFM-CFO|IPAG|NTE|||FNA-0720965091|||284|Sanhg_756|10.204.64.193|||25|6|34/ASDE/675432/ER|435
10.204.84.2/VPWS:25872|10.204.84.2/VPWS:25872|10.204.84.2/VPWS:25872|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||385|67/KRFN/061090/NV|10.204.84.2|Y||28|||VPWS:25872
10.204.90.97/VPLS:63602|10.204.90.97/VPLS:63602|10.204.90.97/VPLS:63602|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||101|85/KFGN/54370/LB|10.204.90.97|||25|3|45/AMOL/459159/SA|VPLS:63602
10.204.132.81/L2CKT:29363|10.204.132.81/L2CKT:29363|10.204.132.81/L2CKT:29363|NFO-MOBILITYUNI|NTE|NTE|||MJC-7227212574|||3344|99/ABCD/424114/MN|10.204.132.81|||11|2|35/KSGN/481593/SB|L2CKT:29363
10.204.144.69/L2CKT:32162|10.204.144.69/L2CKT:32162|10.204.144.69/L2CKT:32162|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||152|01/EVCP/050920/ES|10.204.144.69|Y||1|||L2CKT:32162
148.0.131.204/VPLS:30034|148.0.131.204/VPLS:30034|148.0.131.204/VPLS:30034|||IPAG|||||||99/ABCD/711909/MN|148.0.131.204|Y||xe-5/0/0|||VPLS:30034
12.80.0.207/VPLS:52289|12.80.0.207/VPLS:52289|12.80.0.207/VPLS:52289|||IPAG|||||||EVC20/ABHI/CFM|12.80.0.207|Y||ge-2/0/0|||VPLS:52289
10.204.84.155/VPLS:26715|10.204.84.155/VPLS:26715|10.204.84.155/VPLS:26715|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||2000|80/VLMX/021612/SP|10.204.84.155|Y||1|||VPLS:26715
10.204.11.141/VPWS:30114|10.204.11.141/VPWS:30114|10.204.11.141/VPWS:30114|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||55|02/EVCP/656578/SP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30114
10.204.9.92/VPLS:25841|10.204.9.92/VPLS:25841|10.204.9.92/VPLS:25841|||NTE|||AWL-901C010249|||475|06/BULK/010512/MP|10.204.9.92|||21|19|01/UNIX/010312/SP|VPLS:25841
149.0.3.244/VPLS:27542|149.0.3.244/VPLS:27542|149.0.3.244/VPLS:27542|||IPAG|||||||61/EVMS/617829/SD|149.0.3.244|Y||xe-1/1/0|||VPLS:27542
149.0.3.196/VPLS:27536|149.0.3.196/VPLS:27536|149.0.3.196/VPLS:27536|||IPAG|||||||22/WUEE/222233/QQ|149.0.3.196|Y||ge-0/0/9|||VPLS:27536
192.168.113.48/VPLS:21509|192.168.113.48/VPLS:21509|192.168.113.48/VPLS:21509|NTE-CFM-CFO|IPAG|NTE|||BSM-407C070620|||51|10/CUXM/110268/SB|192.168.113.48|||10|6|10/KQGN/110255/SB|VPLS:21509
