@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
12.82.0.59/2/0/1|12.82.0.59/2/0/1/5001
12.82.118.4/3/1/6|12.82.118.4/3/1/6/17
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6005
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6011
12.82.118.4/3/1/6|12.82.118.4/3/1/6/15
12.82.118.4/3/0/5|12.82.118.4/3/0/5/3
12.82.0.59/2/0/9|12.82.0.59/2/0/9/5000
10.144.0.154/1/3/9|10.144.0.154/1/3/9/593
12.82.118.4/10/1/7|12.82.118.4/10/1/7/31
12.82.0.59/3/2/1|12.82.0.59/3/2/1/6000
150.0.0.212/5/0/0|150.0.0.212/5/0/0/6002
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6055
12.82.118.4/3/2/7|12.82.118.4/3/2/7/5
12.82.118.12/11/1/0|12.82.118.12/11/1/0/62
12.82.118.4/10/2/1|12.82.118.4/10/2/1/13
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6012
12.82.118.4/3/1/7|12.82.118.4/3/1/7/19
12.82.118.4/11/2/0|12.82.118.4/11/2/0/19
12.82.0.59/2/0/7|12.82.0.59/2/0/7/5000
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6042
12.82.118.4/3/1/9|12.82.118.4/3/1/9/35
12.82.118.4/3/1/9|12.82.118.4/3/1/9/11
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6030
12.82.118.12/3/0/5|12.82.118.12/3/0/5/23
12.82.118.4/3/1/9|12.82.118.4/3/1/9/12
12.82.118.12/11/1/0|12.82.118.12/11/1/0/77
148.0.131.168/1/0/1|148.0.131.168/1/0/1/7
12.82.118.4/3/2/7|12.82.118.4/3/2/7/13
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6001
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6032
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6001
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6043
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6006
12.82.118.4/10/1/7|12.82.118.4/10/1/7/6
12.82.0.59/2/1/3|12.82.0.59/2/1/3/6001
12.82.118.12/3/0/3|12.82.118.12/3/0/3/1
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6030
12.82.118.12/2/2/0|12.82.118.12/2/2/0/1
12.123.80.212/0/0/1|12.123.80.212/0/0/1/4
12.82.118.4/3/1/0|12.82.118.4/3/1/0/11
12.82.118.12/3/1/2|12.82.118.12/3/1/2/4
12.82.118.12/3/0/3|12.82.118.12/3/0/3/3
12.82.118.12/11/1/0|12.82.118.12/11/1/0/44
10.144.0.154/1/0/3|10.144.0.154/1/0/3/6001
12.82.0.59/2/0/4|12.82.0.59/2/0/4/5000
12.82.118.4/10/1/5|12.82.118.4/10/1/5/21
12.80.72.76/0/0/0|12.80.72.76/0/0/0/1
10.0.38.121/2/0/2|10.0.38.121/2/0/2/18
12.82.118.4/3/2/1|12.82.118.4/3/2/1/16
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6005
12.82.118.4/10/0/6|12.82.118.4/10/0/6/2
12.82.118.4/3/2/7|12.82.118.4/3/2/7/18
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6004
12.82.118.12/3/1/0|12.82.118.12/3/1/0/20
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6010
12.82.118.4/10/1/1|12.82.118.4/10/1/1/14
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6013
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6039
12.82.118.4/11/2/0|12.82.118.4/11/2/0/9
12.82.118.12/3/1/0|12.82.118.12/3/1/0/23
12.82.118.12/3/3/2|12.82.118.12/3/3/2/12
12.82.118.4/3/2/9|12.82.118.4/3/2/9/1
12.82.0.59/2/1/5|12.82.0.59/2/1/5/6001
12.82.118.4/10/1/7|12.82.118.4/10/1/7/2
12.82.118.12/3/0/5|12.82.118.12/3/0/5/16
12.82.118.4/10/1/7|12.82.118.4/10/1/7/35
12.82.118.4/10/1/7|12.82.118.4/10/1/7/3
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6021
12.82.118.4/11/2/0|12.82.118.4/11/2/0/3
12.82.118.12/11/1/0|12.82.118.12/11/1/0/30
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6004
10.144.0.154/1/0/3|10.144.0.154/1/0/3/719
12.82.118.4/3/2/5|12.82.118.4/3/2/5/4
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6017
12.82.118.4/3/2/7|12.82.118.4/3/2/7/19
12.82.118.4/3/2/9|12.82.118.4/3/2/9/9
12.82.118.12/11/1/0|12.82.118.12/11/1/0/48
12.82.118.4/3/1/6|12.82.118.4/3/1/6/30
12.82.118.12/3/1/3|12.82.118.12/3/1/3/1
12.82.0.59/2/1/2|12.82.0.59/2/1/2/6001
12.82.118.12/3/0/3|12.82.118.12/3/0/3/8
12.82.118.4/3/2/7|12.82.118.4/3/2/7/26
12.82.118.12/11/1/0|12.82.118.12/11/1/0/13
12.82.118.4/10/1/7|12.82.118.4/10/1/7/37
12.82.118.12/11/1/0|12.82.118.12/11/1/0/76
12.82.0.59/2/2/4|12.82.0.59/2/2/4/5000
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6043
12.82.118.4/3/1/9|12.82.118.4/3/1/9/30
12.82.118.4/10/0/4|12.82.118.4/10/0/4/0
12.82.118.12/10/0/3|12.82.118.12/10/0/3/23
12.82.118.12/3/3/0|12.82.118.12/3/3/0/5
12.123.80.212/2/0/8|12.123.80.212/2/0/8/6002
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6034
12.82.118.4/3/2/5|12.82.118.4/3/2/5/6
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6018
12.82.118.12/3/0/5|12.82.118.12/3/0/5/8
12.82.118.4/3/2/7|12.82.118.4/3/2/7/9
12.82.118.4/3/2/2|12.82.118.4/3/2/2/14
12.82.118.12/3/1/0|12.82.118.12/3/1/0/21
12.82.118.12/3/0/3|12.82.118.12/3/0/3/14
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6050
12.82.118.4/3/0/9|12.82.118.4/3/0/9/5
12.82.118.12/3/0/1|12.82.118.12/3/0/1/2
12.82.118.12/3/3/2|12.82.118.12/3/3/2/9
12.82.118.4/3/0/0|12.82.118.4/3/0/0/21
12.82.118.4/3/1/6|12.82.118.4/3/1/6/10
12.82.118.4/3/0/0|12.82.118.4/3/0/0/3
12.82.118.12/3/1/0|12.82.118.12/3/1/0/9
12.82.118.4/3/1/8|12.82.118.4/3/1/8/3
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6046
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6032
150.0.0.212/1/0/6|150.0.0.212/1/0/6/56
12.82.0.59/2/3/7|12.82.0.59/2/3/7/6000
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6037
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6007
12.82.118.12/3/0/3|12.82.118.12/3/0/3/13
12.82.118.12/2/0/0|12.82.118.12/2/0/0/4
12.82.118.4/3/2/7|12.82.118.4/3/2/7/15
12.82.118.12/3/0/3|12.82.118.12/3/0/3/6
12.82.118.12/3/1/0|12.82.118.12/3/1/0/16
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6034
12.80.72.76/0/0/1|12.80.72.76/0/0/1/3
12.82.118.4/10/0/6|12.82.118.4/10/0/6/7
12.82.118.4/3/1/9|12.82.118.4/3/1/9/29
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6018
12.82.118.4/3/2/5|12.82.118.4/3/2/5/22
150.0.0.212/1/0/8|150.0.0.212/1/0/8/84
12.82.118.4/10/2/1|12.82.118.4/10/2/1/15
12.82.118.12/3/0/3|12.82.118.12/3/0/3/2
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6010
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6014
12.82.118.12/11/1/0|12.82.118.12/11/1/0/69
12.82.118.12/11/1/0|12.82.118.12/11/1/0/4
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6000
12.82.118.4/10/2/2|12.82.118.4/10/2/2/0
12.82.118.12/3/0/1|12.82.118.12/3/0/1/15
12.82.118.12/3/1/0|12.82.118.12/3/1/0/15
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6019
12.82.118.12/11/1/0|12.82.118.12/11/1/0/22
12.82.118.4/3/2/9|12.82.118.4/3/2/9/12
12.82.118.4/3/1/6|12.82.118.4/3/1/6/14
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6038
12.82.0.59/3/0/3|12.82.0.59/3/0/3/5001
12.82.0.59/2/0/0|12.82.0.59/2/0/0/5001
12.82.118.12/3/3/2|12.82.118.12/3/3/2/8
12.82.118.12/3/0/1|12.82.118.12/3/0/1/9
12.82.0.59/4/0/3|12.82.0.59/4/0/3/5000
12.82.118.12/11/1/0|12.82.118.12/11/1/0/43
12.82.118.12/10/0/5|12.82.118.12/10/0/5/7
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6000
12.82.0.59/3/2/2|12.82.0.59/3/2/2/6001
12.82.118.4/3/1/0|12.82.118.4/3/1/0/3
12.82.118.4/3/1/9|12.82.118.4/3/1/9/25
12.82.118.4/3/2/7|12.82.118.4/3/2/7/27
12.82.118.4/3/2/2|12.82.118.4/3/2/2/7
12.82.118.4/10/1/7|12.82.118.4/10/1/7/12
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6015
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6016
12.82.118.12/3/3/0|12.82.118.12/3/3/0/14
12.82.118.4/3/1/0|12.82.118.4/3/1/0/1
12.82.118.12/10/0/5|12.82.118.12/10/0/5/11
12.82.118.4/3/1/6|12.82.118.4/3/1/6/20
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6010
12.82.118.12/3/1/0|12.82.118.12/3/1/0/4
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6053
12.82.118.4/10/2/6|12.82.118.4/10/2/6/1
12.82.118.4/3/1/7|12.82.118.4/3/1/7/4
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6017
12.82.118.4/3/0/7|12.82.118.4/3/0/7/10
12.123.80.212/0/0/7|12.123.80.212/0/0/7/6005
12.82.118.4/10/0/2|12.82.118.4/10/0/2/0
12.82.118.4/10/1/1|12.82.118.4/10/1/1/9
12.82.118.4/3/2/4|12.82.118.4/3/2/4/1
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6020
12.82.118.4/3/0/0|12.82.118.4/3/0/0/10
12.82.0.59/3/1/1|12.82.0.59/3/1/1/6000
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6039
12.82.118.4/10/1/5|12.82.118.4/10/1/5/18
12.82.118.12/3/1/0|12.82.118.12/3/1/0/19
12.82.118.4/10/1/1|12.82.118.4/10/1/1/27
12.82.118.12/10/0/2|12.82.118.12/10/0/2/0
10.144.0.154/1/0/3|10.144.0.154/1/0/3/723
12.82.0.59/4/3/3|12.82.0.59/4/3/3/6000
12.82.0.59/3/0/0|12.82.0.59/3/0/0/5001
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6013
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6004
12.82.118.4/3/0/3|12.82.118.4/3/0/3/1
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6029
12.82.118.4/3/1/6|12.82.118.4/3/1/6/28
12.82.118.12/10/0/5|12.82.118.12/10/0/5/5
12.82.118.12/3/0/5|12.82.118.12/3/0/5/5
12.82.118.12/3/0/3|12.82.118.12/3/0/3/9
12.82.0.59/2/2/4|12.82.0.59/2/2/4/6000
12.82.118.12/3/0/3|12.82.118.12/3/0/3/24
12.82.118.12/3/0/1|12.82.118.12/3/0/1/3
12.82.118.12/10/0/3|12.82.118.12/10/0/3/15
12.82.118.12/3/0/1|12.82.118.12/3/0/1/14
12.82.118.12/11/1/0|12.82.118.12/11/1/0/20
12.82.118.12/11/1/0|12.82.118.12/11/1/0/5
12.82.118.12/10/2/0|12.82.118.12/10/2/0/0
12.82.118.4/10/1/5|12.82.118.4/10/1/5/2
12.82.118.12/11/1/0|12.82.118.12/11/1/0/19
12.82.118.12/3/2/0|12.82.118.12/3/2/0/1
12.82.118.4/3/2/2|12.82.118.4/3/2/2/3
12.82.0.59/4/2/4|12.82.0.59/4/2/4/5001
12.82.118.4/3/1/7|12.82.118.4/3/1/7/20
12.82.118.4/3/0/0|12.82.118.4/3/0/0/20
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6043
12.82.0.59/4/2/3|12.82.0.59/4/2/3/5000
12.82.118.4/3/2/1|12.82.118.4/3/2/1/13
150.0.0.212/1/0/3|150.0.0.212/1/0/3/34
12.82.0.59/3/0/3|12.82.0.59/3/0/3/5000
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6007
10.144.0.154/1/0/3|10.144.0.154/1/0/3/735
12.82.118.4/10/1/7|12.82.118.4/10/1/7/27
12.82.118.4/3/0/6|12.82.118.4/3/0/6/17
12.82.118.4/10/0/1|12.82.118.4/10/0/1/0
12.82.118.12/10/0/5|12.82.118.12/10/0/5/1
10.0.38.121/2/0/2|10.0.38.121/2/0/2/20
12.82.118.12/3/0/0|12.82.118.12/3/0/0/2
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6033
12.82.118.4/3/0/0|12.82.118.4/3/0/0/4
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6025
12.82.118.12/3/0/3|12.82.118.12/3/0/3/7
12.82.118.12/3/2/0|12.82.118.12/3/2/0/5
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6005
12.82.118.4/3/0/0|12.82.118.4/3/0/0/18
12.82.118.12/11/1/0|12.82.118.12/11/1/0/55
12.82.118.4/10/1/7|12.82.118.4/10/1/7/11
12.82.118.12/3/2/7|12.82.118.12/3/2/7/0
12.82.118.12/11/1/0|12.82.118.12/11/1/0/3
12.82.118.4/10/2/1|12.82.118.4/10/2/1/12
12.82.118.4/10/2/1|12.82.118.4/10/2/1/3
12.82.118.12/3/3/0|12.82.118.12/3/3/0/6
12.82.0.59/2/2/9|12.82.0.59/2/2/9/6000
12.82.118.12/11/1/0|12.82.118.12/11/1/0/34
12.123.80.212/0/0/8|12.123.80.212/0/0/8/29
12.82.118.12/2/0/0|12.82.118.12/2/0/0/11
12.82.118.12/2/3/0|12.82.118.12/2/3/0/1
12.82.118.4/3/1/0|12.82.118.4/3/1/0/4
12.82.118.4/3/0/7|12.82.118.4/3/0/7/13
12.82.118.4/3/0/1|12.82.118.4/3/0/1/0
12.82.118.12/2/3/0|12.82.118.12/2/3/0/2
12.82.118.12/3/0/1|12.82.118.12/3/0/1/13
12.82.118.4/3/1/9|12.82.118.4/3/1/9/15
12.82.118.12/11/1/0|12.82.118.12/11/1/0/33
12.82.118.12/3/0/1|12.82.118.12/3/0/1/19
12.82.118.12/10/0/5|12.82.118.12/10/0/5/3
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6002
12.82.118.12/11/1/0|12.82.118.12/11/1/0/49
12.82.118.4/10/1/7|12.82.118.4/10/1/7/1
12.82.118.4/3/1/7|12.82.118.4/3/1/7/18
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6037
12.82.0.59/3/1/2|12.82.0.59/3/1/2/6000
12.82.118.4/3/2/5|12.82.118.4/3/2/5/5
12.82.0.59/2/3/5|12.82.0.59/2/3/5/6000
12.82.118.4/10/1/7|12.82.118.4/10/1/7/30
12.82.118.4/3/0/0|12.82.118.4/3/0/0/1
12.82.118.4/3/0/7|12.82.118.4/3/0/7/14
10.144.0.154/2/0/3|10.144.0.154/2/0/3/6000
12.82.118.4/3/2/9|12.82.118.4/3/2/9/18
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6000
12.82.118.4/3/0/7|12.82.118.4/3/0/7/15
12.82.118.12/3/0/1|12.82.118.12/3/0/1/8
12.82.118.12/11/1/0|12.82.118.12/11/1/0/54
12.82.118.4/3/0/0|12.82.118.4/3/0/0/16
12.82.118.4/10/1/5|12.82.118.4/10/1/5/5
12.82.118.12/3/1/0|12.82.118.12/3/1/0/22
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6028
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6005
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6010
150.0.0.212/1/1/2|150.0.0.212/1/1/2/62
150.0.0.212/1/0/5|150.0.0.212/1/0/5/32
12.82.0.59/2/2/1|12.82.0.59/2/2/1/6001
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6044
12.82.118.12/3/0/5|12.82.118.12/3/0/5/14
12.82.118.4/3/1/6|12.82.118.4/3/1/6/21
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6021
12.82.118.4/3/2/5|12.82.118.4/3/2/5/21
12.82.118.4/3/2/2|12.82.118.4/3/2/2/15
12.82.118.4/3/0/6|12.82.118.4/3/0/6/8
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6038
12.82.118.12/10/0/3|12.82.118.12/10/0/3/28
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6008
12.82.118.4/10/1/1|12.82.118.4/10/1/1/19
12.82.0.59/4/3/3|12.82.0.59/4/3/3/6001
12.82.118.4/3/1/0|12.82.118.4/3/1/0/9
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6002
12.82.118.12/3/0/5|12.82.118.12/3/0/5/13
12.82.118.4/3/2/1|12.82.118.4/3/2/1/4
12.82.118.12/3/3/2|12.82.118.12/3/3/2/1
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6056
12.82.118.12/10/0/5|12.82.118.12/10/0/5/9
12.82.118.4/3/2/2|12.82.118.4/3/2/2/20
12.82.118.12/3/1/2|12.82.118.12/3/1/2/3
12.82.118.12/10/0/0|12.82.118.12/10/0/0/5
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6010
12.82.0.59/3/2/3|12.82.0.59/3/2/3/6000
12.82.0.59/3/0/1|12.82.0.59/3/0/1/5000
12.82.0.59/2/2/6|12.82.0.59/2/2/6/6000
12.82.118.12/10/0/5|12.82.118.12/10/0/5/4
12.82.0.59/3/2/0|12.82.0.59/3/2/0/5000
12.82.118.4/10/1/7|12.82.118.4/10/1/7/21
12.82.118.4/3/0/7|12.82.118.4/3/0/7/5
12.82.118.12/3/0/1|12.82.118.12/3/0/1/1
12.82.118.4/3/2/7|12.82.118.4/3/2/7/10
150.0.0.212/1/0/4|150.0.0.212/1/0/4/33
12.82.118.4/3/1/7|12.82.118.4/3/1/7/12
12.82.118.12/11/1/0|12.82.118.12/11/1/0/70
12.82.16.83/1/2/0|12.82.16.83/1/2/0/6002
12.82.118.12/3/1/0|12.82.118.12/3/1/0/12
12.82.118.4/3/2/7|12.82.118.4/3/2/7/30
12.82.118.4/3/0/0|12.82.118.4/3/0/0/6
12.123.80.212/0/0/7|12.123.80.212/0/0/7/6001
12.82.118.4/10/2/1|12.82.118.4/10/2/1/10
12.82.118.12/11/1/0|12.82.118.12/11/1/0/21
12.82.0.59/2/2/7|12.82.0.59/2/2/7/6000
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6005
12.82.118.12/3/3/2|12.82.118.12/3/3/2/11
12.82.118.4/10/1/1|12.82.118.4/10/1/1/7
12.82.118.4/3/2/5|12.82.118.4/3/2/5/7
12.82.0.59/4/0/4|12.82.0.59/4/0/4/5000
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6013
12.82.118.4/3/2/7|12.82.118.4/3/2/7/7
12.82.118.4/3/1/7|12.82.118.4/3/1/7/21
12.82.118.12/3/1/0|12.82.118.12/3/1/0/18
12.82.118.12/3/0/3|12.82.118.12/3/0/3/12
12.82.118.4/3/1/7|12.82.118.4/3/1/7/8
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6024
12.82.118.4/3/2/1|12.82.118.4/3/2/1/18
12.82.0.59/2/3/2|12.82.0.59/2/3/2/6001
12.82.118.4/10/2/1|12.82.118.4/10/2/1/21
12.82.0.59/3/0/2|12.82.0.59/3/0/2/5000
12.82.0.59/2/3/0|12.82.0.59/2/3/0/6000
12.82.118.4/3/1/0|12.82.118.4/3/1/0/14
12.82.118.4/3/2/3|12.82.118.4/3/2/3/1
10.144.0.154/2/0/0|10.144.0.154/2/0/0/6000
12.82.118.4/10/1/5|12.82.118.4/10/1/5/17
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6009
12.82.0.59/2/3/0|12.82.0.59/2/3/0/6001
12.82.118.4/10/2/1|12.82.118.4/10/2/1/2
12.82.118.12/11/1/0|12.82.118.12/11/1/0/31
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6012
12.82.0.59/2/1/4|12.82.0.59/2/1/4/6001
12.82.118.4/3/0/7|12.82.118.4/3/0/7/22
12.82.118.12/3/3/0|12.82.118.12/3/3/0/2
12.82.118.4/3/1/0|12.82.118.4/3/1/0/13
12.82.118.12/11/1/0|12.82.118.12/11/1/0/83
12.82.118.12/3/1/7|12.82.118.12/3/1/7/1
12.82.118.4/3/2/9|12.82.118.4/3/2/9/22
12.82.118.4/10/0/6|12.82.118.4/10/0/6/13
12.82.118.4/3/2/4|12.82.118.4/3/2/4/3
12.82.118.4/3/2/2|12.82.118.4/3/2/2/18
12.82.118.4/3/2/4|12.82.118.4/3/2/4/20
12.82.118.4/3/2/9|12.82.118.4/3/2/9/15
12.82.118.12/2/0/0|12.82.118.12/2/0/0/1
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6048
12.82.118.12/11/1/0|12.82.118.12/11/1/0/51
12.82.118.4/10/1/7|12.82.118.4/10/1/7/24
12.82.118.4/3/3/1|12.82.118.4/3/3/1/1
12.82.16.83/1/1/0|12.82.16.83/1/1/0/6049
12.82.118.12/10/0/3|12.82.118.12/10/0/3/19
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6045
12.82.118.4/3/2/9|12.82.118.4/3/2/9/3
12.82.118.4/3/0/7|12.82.118.4/3/0/7/1
12.82.118.4/10/1/7|12.82.118.4/10/1/7/25
12.82.118.12/11/1/0|12.82.118.12/11/1/0/53
12.82.118.4/3/2/6|12.82.118.4/3/2/6/1
12.82.118.12/11/1/0|12.82.118.12/11/1/0/8
12.82.118.12/3/1/0|12.82.118.12/3/1/0/6
12.82.118.4/3/1/7|12.82.118.4/3/1/7/5
12.82.0.59/3/3/2|12.82.0.59/3/3/2/6001
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6008
12.82.118.12/3/3/0|12.82.118.12/3/3/0/10
12.82.118.12/11/1/0|12.82.118.12/11/1/0/86
12.82.0.59/2/0/9|12.82.0.59/2/0/9/5001
12.82.118.4/10/1/1|12.82.118.4/10/1/1/25
12.82.118.4/3/1/6|12.82.118.4/3/1/6/33
12.82.118.4/10/2/8|12.82.118.4/10/2/8/0
10.144.0.154/1/0/4|10.144.0.154/1/0/4/725
12.82.118.4/10/1/1|12.82.118.4/10/1/1/3
12.82.118.4/3/2/2|12.82.118.4/3/2/2/8
12.82.16.82/1/1/0|12.82.16.82/1/1/0/6012
12.82.118.4/3/1/9|12.82.118.4/3/1/9/10
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6003
12.82.118.4/3/0/6|12.82.118.4/3/0/6/22
12.82.118.4/10/1/7|12.82.118.4/10/1/7/4
12.82.118.4/3/0/7|12.82.118.4/3/0/7/11
12.82.118.4/3/1/6|12.82.118.4/3/1/6/11
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6051
12.82.118.4/3/1/0|12.82.118.4/3/1/0/7
12.82.0.59/2/0/8|12.82.0.59/2/0/8/5000
12.82.118.12/3/0/1|12.82.118.12/3/0/1/12
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6042
12.82.118.4/3/1/0|12.82.118.4/3/1/0/18
12.82.118.4/3/3/0|12.82.118.4/3/3/0/2
12.82.118.4/3/1/9|12.82.118.4/3/1/9/24
12.82.118.4/3/0/9|12.82.118.4/3/0/9/1
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6028
12.82.118.4/11/2/0|12.82.118.4/11/2/0/11
12.123.80.212/0/0/7|12.123.80.212/0/0/7/6003
12.82.16.82/1/2/0|12.82.16.82/1/2/0/6008
12.82.118.4/3/1/7|12.82.118.4/3/1/7/1
12.82.118.4/11/2/0|12.82.118.4/11/2/0/6
12.82.118.4/3/0/6|12.82.118.4/3/0/6/5
12.82.0.59/2/0/1|12.82.0.59/2/0/1/5000
12.82.16.82/1/0/0|12.82.16.82/1/0/0/6011
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6003
12.82.118.12/3/2/0|12.82.118.12/3/2/0/3
12.82.118.12/3/0/3|12.82.118.12/3/0/3/17
12.82.118.4/3/0/7|12.82.118.4/3/0/7/19
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6001
12.82.0.59/2/3/1|12.82.0.59/2/3/1/6000
12.82.118.4/11/2/0|12.82.118.4/11/2/0/4
10.0.38.121/2/0/2|10.0.38.121/2/0/2/6001
