@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan|port_aid|port_ipaddr|port_num|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni
10.204.132.130/22|10.204.132.130/22|10.204.132.130/22|NFO-EMUX|EMUX|NTE|true|B|||||102/GE1N/GSVLFLANAC2/GSVLFLAN01T||CIENA EMUX||||22||1|GSVLFLANAC2|JUNIPER MX SERIES|10.204.243.115|143.0.68.241||ge-0/0/0|||NNI
10.204.202.87/0|10.204.202.87/0|10.204.202.87/0|NFO-EMUX|EMUX|NTE|true|S|||||JP111/GE10/SNJSCASOW02/SNJSCA0220W||CIENA EMUX||||3.1||1|SNJSCA0220W|JUNIPER MX SERIES|10.204.242.196|143.0.24.198||xe-3/0/0|||NNI
10.204.132.205/0|10.204.132.205/0|10.204.132.205/0|NFO-EMUX|EMUX|NTE|true|B|||||101/GE10/GSVLFLANAC1/GSVLFLANHC1||CIENA EMUX||||2.1||1|GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||xe-0/1/0|||NNI
192.168.113.149/21|192.168.113.149/21|192.168.113.149/21|NFO-EMUX|EMUX|NTE|true|S|||||107/GE1N/SNJSCA02W31/SNJTCAQU0AW||CIENA EMUX||||21||1|SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-2/2/0|||NNI
10.204.200.160/27|10.204.200.160/27|10.204.200.160/27|NFO-MOBILITY|NTE|NTE|true|B|||||R102D/GE1N/RLGHNCMASJ1/RLGHNCMA1PS||CIENA NTE|N|||27||0|RLGHNCMA1PS|JUNIPER MX SERIES|10.204.246.226|12.80.72.14||ge-0/0/1|||NNI
10.204.85.18/9|10.204.85.18/9|10.204.85.18/9|NFO-MOBILITY|NTE|NTE|true|S|||||K102/GE1N/CRCYNVMAD01/CRCYNVMAZ3E||CIENA NTE|N||4092|9||1|CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-2/3/7|||NNI
10.204.83.98/10|10.204.83.98/10|10.204.83.98/10|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/CRCYNVMAA03/CRCYNVMAA23||CIENA NTE|Y||4092|10||1|CRCYNVMAA03|JUNIPER MX SERIES|10.204.242.1|150.0.0.215||ge-0/0/0|||NNI
192.168.113.75/11|192.168.113.75/11|192.168.113.75/11|NFO-MOBILITY|NTE|NTE|true|B|AAF-PRIMARY||||JP117/GE10/ORLDFLMA61W/ORLHFLBXH01|JP116/GE10/ORLDFLSA21W/ORLHFLBXH01|CIENA NTE|Y||4092|11||1|ORLDFLMA61W|JUNIPER MX SERIES|192.168.112.101|10.144.0.65||xe-3/2/0|||NNI
10.204.9.92/21|10.204.9.92/21|10.204.9.92/21|NFO-EMUX|EMUX|NTE|true|B|||||101/GE1N/DYBHFLMAW27/DYBHFLMAW28||CIENA EMUX||||21||1|DYBHFLMAW27|JUNIPER MX SERIES|10.204.242.44|149.9.0.27||ge-2/0/0|||NNI
10.204.11.170/1|10.204.11.170/1|10.204.11.170/1|NFO-MOBILITYUNI|NTE|NTE|true|B|||9|55/KRFN/483620/SB|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.10.207/9|10.204.10.207/9|10.204.10.207/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMBS1U/DYBHFLMB027||CIENA NTE|N||4092|9||1|DYBHFLMB027|JUNIPER MX SERIES|10.204.243.103|143.0.68.229||ge-1/0/2|||NNI
10.204.175.67/22|10.204.175.67/22|10.204.175.67/22|NFO-EMUX|EMUX|NTE|true|B|||||102/GE1N/PNCYFLCA51W/PNCYFLMA51W||CIENA EMUX||||22||0|PNCYFLMA51W|JUNIPER MX SERIES|10.204.246.231|12.80.84.11||ge-0/0/0|||NNI
10.204.85.39/1|10.204.85.39/1|10.204.85.39/1|NFO-MOBILITYUNI|NTE|NTE|true|S|||9|85/KRFN/745455/NV|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.11.9/9|10.204.11.9/9|10.204.11.9/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB2M4||CIENA NTE|Y||4092|9||1|DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-3/0/0|||NNI
10.204.11.145/9|10.204.11.145/9|10.204.11.145/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMCV22/DYBHFLMC937||CIENA NTE|Y||4092|9||1|DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/1/3|||NNI
10.204.84.88/25|10.204.84.88/25|10.204.84.88/25|NFO-MOBILITY|NTE|NTE|true|S|AAF-PRIMARY||||M101N/GE1N/CRCYNVMAA03/CRCYNVMAA15|M101N/GE1N/CRCYNVMAA04/CRCYNVMAA15|CIENA NTE|N||4092|25||1|CRCYNVMAA03|JUNIPER MX SERIES|10.204.242.1|150.0.0.215||ge-1/0/7|||NNI
10.204.83.129/9|10.204.83.129/9|10.204.83.129/9|NFO-MOBILITY|NTE|NTE|true|S|AAF-PRIMARY||||A101D/GE1N/CRCYNVMAA01/CRCYNVMAA10|A101D/GE1N/CRCYNVMAA02/CRCYNVMAA10|CIENA NTE|N||4092|9||1|CRCYNVMAA01|JUNIPER MX SERIES|10.204.241.254|150.0.0.212||ge-0/0/9|||NNI
10.204.12.55/0|10.204.12.55/0|10.204.12.55/0|NFO-EMUX|EMUX|NTE|true|B|||||101/GE10/DYBHFLMC1IP/DYBHFLMC1IQ||CIENA EMUX||||2.1||1|DYBHFLMC1IP|JUNIPER MX SERIES|10.204.244.113|143.0.24.196||xe-5/0/0|||NNI
10.204.9.68/28|10.204.9.68/28|10.204.9.68/28|NTE-CFO|IPAG|NTE|true|B|||25|56/KRGN/700016/SB|||CIENA NTE|Y|||28||0|||||||||UNI
10.204.90.243/22|10.204.90.243/22|10.204.90.243/22|NFO-EMUX|EMUX|NTE|true|S|||||P101S/GE1N/CRCYNVAAE17/CRCYNVAA5D5||CIENA EMUX||||22||0|CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-2/0/2|||NNI
10.204.201.26/21|10.204.201.26/21|10.204.201.26/21|NFO-EMUX|EMUX|NTE|true|B|||||A102R/GE1N/ORLDFL24FIP/ORLDFL24PD0||CIENA EMUX||||21||1|ORLDFL24FIP|JUNIPER MX SERIES|10.204.246.168|12.82.0.53||ge-2/0/7|||NNI
10.204.67.78/5|10.204.67.78/5|10.204.67.78/5|NTE-CFO|IPAG|NTE|true|B|||9|58/KRGN/700685/SB|||CIENA NTE|Y|||5||0|||||||||UNI
10.204.85.55/2|10.204.85.55/2|10.204.85.55/2|NFO-MOBILITYUNI|NTE|NTE|true|S|||10|78/KRFN/053012/NV|||CIENA NTE|Y|||2||0|||||||||UNI
10.204.81.43/26|10.204.81.43/26|10.204.81.43/26|NFO-MOBILITY|NTE|NTE|true|S|AAF-SECONDARY||||101/GE1N/SNJSCAHUK12/SNJSCAHUDK3|101/GE1N/SNJSCAHUK12/SNJSCAHUTJ6|CIENA NTE|Y||4092|26||1|SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-2/1/0|||NNI
10.204.84.125/25|10.204.84.125/25|10.204.84.125/25|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/CRCYNVMAL01/CRCYNVMAL25||CIENA NTE|Y||4092|25||1|CRCYNVMAL01|JUNIPER MX SERIES|10.204.242.11|150.0.0.232||ge-0/0/1|||NNI
192.168.113.149/5|192.168.113.149/5|192.168.113.149/5|NFO-MOBILITY|NTE|NTE|true|S|||||JU107/GE1N/SNJPCAYT0AW/SNJTCAQU0AW||CIENA EMUX|N||4092|5||0|SNJPCAYT0AW|CIENA NTE|192.168.113.60|||9|||NNI
10.204.85.44/11|10.204.85.44/11|10.204.85.44/11|NFO-MOBILITY|NTE|NTE|true|S|||||JP101/GE10/CRCYNVAA3EB/CRCYNVMAD06||CIENA NTE|Y||4092|11||1|CRCYNVMAD06|JUNIPER MX SERIES|10.204.242.113|149.0.3.194||xe-4/1/0|||NNI
10.204.83.167/1|10.204.83.167/1|10.204.83.167/1|NTE-CFO|IPAG|NTE|true|S|||9|01/KRFN/120811/NV|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.144.111/9|10.204.144.111/9|10.204.144.111/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/GSVLFLAN1YW/GSVLFLAN2EW||CIENA NTE|N||4092|9||1|GSVLFLAN2EW|JUNIPER MX SERIES|10.204.244.59|143.0.24.144||ge-0/0/0|||NNI
10.204.84.243/24|10.204.84.243/24|10.204.84.243/24|NFO-EMUX|EMUX|NTE|true|S|||||104/GE1N/CRCYNVMAD05/CRCYNVMAD79||CIENA EMUX||||24||1|CRCYNVMAD05|JUNIPER MX SERIES|10.204.242.137|149.0.3.216||ge-1/0/1|||NNI
10.204.10.200/21|10.204.10.200/21|10.204.10.200/21|NFO-EMUX|EMUX|NTE|true|B|||||102/GE1N/DYBHFLMA5P8/DYBHFLMB2MX||CIENA EMUX||||21||1|DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-5/0/4|||NNI
135.16.243.66/4|135.16.243.66/4|135.16.243.66/4|NTE-CFO|IPAG|NTE|true|B|||9|73/KQGN/120613/SB|||CIENA NTE|Y|||4||0|||||||||UNI
10.204.85.80/9|10.204.85.80/9|10.204.85.80/9|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/CRCYNVMAD06/CRCYNVMAZ91||CIENA NTE|N||4092|9||1|CRCYNVMAD06|JUNIPER MX SERIES|10.204.242.113|149.0.3.194||ge-2/0/3|||NNI
10.204.201.59/26|10.204.201.59/26|10.204.201.59/26|NFO-MOBILITY|NTE|NTE|true|B|||||101/GE1N/ORLDFL2568T/ORLDFL2589P||CIENA NTE|N||4092|26||0|ORLDFL2589P|JUNIPER MX SERIES|10.204.247.130|12.80.72.121||ge-4/3/2|||NNI
10.204.90.157/25|10.204.90.157/25|10.204.90.157/25|NFO-MOBILITY|NTE|NTE|true|S|||||K101M/GE1N/CRCYNVAA81W/CRCYNVAA82W||CIENA NTE|N|||25||1|CRCYNVAA81W|JUNIPER MX SERIES|12.81.161.202|8.8.0.190||ge-0/1/9|||NNI
10.204.200.97/25|10.204.200.97/25|10.204.200.97/25|NFO-MOBILITY|NTE|NTE|true|B|||||S102G/GE1N/ORLDFL24AS2/ORLDFL24Q10||CIENA NTE|N|||25||0|ORLDFL24Q10|JUNIPER MX SERIES|10.204.246.205|12.82.0.62||ge-1/1/6|||NNI
192.168.95.31/3|192.168.95.31/3|192.168.95.31/3|NTE-CFO|IPAG|NTE|true|S|||10|86/KRGN/506835/PT|||CIENA NTE|Y|||3||0|||||||||UNI
10.204.9.95/3|10.204.9.95/3|10.204.9.95/3|NFO-MOBILITY|NTE|NTE|true|B|||||O101X/GE1N/DYBHFLMAIBR/DYBHFLMAW30||CIENA EMUX|N||4092|3||0|DYBHFLMAIBR|CIENA NTE|10.204.9.116|||9|||NNI
10.204.10.200/22|10.204.10.200/22|10.204.10.200/22|NFO-EMUX|EMUX|NTE|true|B|||||101/GE1N/DYBHFLMA5P8/DYBHFLMB2MX||CIENA EMUX||||22||1|DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-1/0/8|||NNI
10.204.83.151/1|10.204.83.151/1|10.204.83.151/1|NTE-CFO|IPAG|NTE|true|S|||9|25/UMES/232525/UM|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.9.67/10|10.204.9.67/10|10.204.9.67/10|NFO-MOBILITY|NTE|NTE|true|B|||||D103R/GE10/DYBHFLMAWA5/DYBHFLMAWB5||CIENA NTE|Y|||10||1|DYBHFLMAWA5|JUNIPER MX SERIES|10.204.242.34|149.9.0.6||xe-1/0/0|4091||NNI
10.204.9.184/10|10.204.9.184/10|10.204.9.184/10|NFO-MOBILITY|NTE|NTE|true|B|AAF-SECONDARY||||JU104/GE1N/DYBHFLMAL04/DYBHFLMAL15|JU101/GE1N/DYBHFLMAL03/DYBHFLMAL15|CIENA NTE|Y||4092|10||1|DYBHFLMAL04|JUNIPER MX SERIES|10.204.242.122|149.0.3.203||ge-1/0/1|||NNI
10.204.67.164/10|10.204.67.164/10|10.204.67.164/10|NFO-MOBILITY|NTE|NTE|true|B|||||JU103/GE1N/DYBHFLMAL08/ORLDFLMAD89||CIENA NTE|N|||10||1|DYBHFLMAL08|JUNIPER MX SERIES|10.204.242.143|149.0.3.222||ge-3/0/0|4091||NNI
10.204.11.105/9|10.204.11.105/9|10.204.11.105/9|NFO-MOBILITYUNI|NTE|NTE|true|B|||11|25/KRFN/189362/SB|||CIENA NTE|Y|||9||0|||||||||UNI
10.204.9.178/9|10.204.9.178/9|10.204.9.178/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU102/GE1N/DYBHFLHC001/DYBHFLMA000||CIENA NTE|N||4092|9||1|DYBHFLMA000|JUNIPER MX SERIES|10.204.242.209|143.0.68.99||ge-4/0/0|||NNI
10.204.82.142/1|10.204.82.142/1|10.204.82.142/1|NTE-CFO|IPAG|NTE|true|S|||25|00/KQGN/042311/NV|||CIENA NTE|Y|||1||1|||||||||UNI
10.204.10.85/9|10.204.10.85/9|10.204.10.85/9|NFO-MOBILITY|NTE|NTE|true|B|||||S101R/GE1N/DYBHFLMBR01/DYBHFLMCV62||CIENA NTE|N||4092|9||1|DYBHFLMBR01|JUNIPER MX SERIES|10.204.243.41|143.0.68.169||ge-2/1/1|||NNI
10.204.10.149/SM-A/2|10.204.10.149/SM-A/2|10.204.10.149/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|||||M106N/GE1N/DYBHFLMBM01/DYBHFLMB1MX||ADTRAN 5000 SERIES||||2||1|DYBHFLMB1MX|JUNIPER MX SERIES|10.204.243.40|143.0.68.168||ge-2/0/3|||NNI
10.204.65.133/27|10.204.65.133/27|10.204.65.133/27|NTE-CFO|IPAG|NTE|true|B|||25|18/KRFN/002212/SB|||CIENA NTE|Y|||27||0|||||||||UNI
10.204.200.164/1|10.204.200.164/1|10.204.200.164/1|NTE-CFO|IPAG|NTE|true|B|||26|29/BASS/239567/HB|||CIENA NTE|Y|||1||1|||||||||UNI
10.204.10.4/1|10.204.10.4/1|10.204.10.4/1|NFO-MOBILITYUNI|NTE|NTE|true|B|||9|05/KRFN/945645/SB|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.83.232/5|10.204.83.232/5|10.204.83.232/5|NTE-CFO|IPAG|NTE|true|S|||9|46/OKSS/562311/SG|||CIENA NTE|Y|||5||0|||||||||UNI
10.204.81.117/25|10.204.81.117/25|10.204.81.117/25|NFO-MOBILITY|NTE|NTE|true|S|||||A101R/GE1N/SNJSCAHUDK3/SNJSCAHUGTD||CIENA NTE|N||4092|25||1|SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-4/1/1|||NNI
10.204.1.84/9|10.204.1.84/9|10.204.1.84/9|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/SNJPCASR0AW/SNJSCA02W31||CIENA NTE|Y||4092|9||1|SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-3/1/4|||NNI
10.204.90.246/21|10.204.90.246/21|10.204.90.246/21|NFO-EMUX|EMUX|NTE|true|S|||||P101S/GE1N/CRCYNVAAE18/CRCYNVAA5D5||CIENA EMUX||||21||0|CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-1/0/5|||NNI
10.204.17.33/22|10.204.17.33/22|10.204.17.33/22|NFO-EMUX|EMUX|NTE|true|S|||||JU108/GE1N/ANHMCAMCH01/ANHMCA010AW||CIENA EMUX||||22||0|ANHMCA010AW|JUNIPER MX SERIES|10.204.245.216|12.80.17.93||ge-3/0/0|||NNI
10.204.90.189/1|10.204.90.189/1|10.204.90.189/1|NTE-CFO|IPAG|NTE|true|S|||25|46/GIOM/128976/GC|||CIENA NTE|Y|||1||1|||||||||UNI
10.204.11.27/9|10.204.11.27/9|10.204.11.27/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU103/GE1N/DYBHFLMB2MX/DYBHFLMB76T||CIENA NTE|N||4092|9||1|DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-2/0/2|||NNI
10.204.11.145/8|10.204.11.145/8|10.204.11.145/8|NTE-CFO|IPAG|NTE|true|B|||9|43/KRFN/817201/SB|||CIENA NTE|Y|||8||8|||||||||UNI
10.204.85.44/1|10.204.85.44/1|10.204.85.44/1|NFO-MOBILITYUNI|NTE|NTE|true|S|||12|99/KRFN/727572/NV|||CIENA NTE|Y|||1||0|||||||||UNI
135.16.243.66/2|135.16.243.66/2|135.16.243.66/2|NTE-CFO|IPAG|NTE|true|B|||9|10/KRFN/130203/SB|||CIENA NTE|Y|||2||0|||||||||UNI
10.204.67.31/9|10.204.67.31/9|10.204.67.31/9|NFO-MOBILITY|NTE|NTE|true|B|||||H101J/GE1N/ORLDFLMAKWT/ORLDFLMAMKG||CIENA NTE|N||4092|9||1|ORLDFLMAKWT|JUNIPER MX SERIES|10.204.242.110|10.0.38.75||ge-3/0/0|||NNI
10.204.82.142/25|10.204.82.142/25|10.204.82.142/25|NFO-MOBILITY|NTE|NTE|true|S|AAF-PRIMARY||||JU102/GE1N/CRCYNVAA72A/CRCYNVAA72B|JU103/GE1N/CRCYNVAA72B/CRCYNVAA72D|CIENA NTE|Y||4092|25||1|CRCYNVAA72A|JUNIPER MX SERIES|10.204.241.25|148.0.131.229||ge-5/0/0|||NNI
10.204.200.123/10|10.204.200.123/10|10.204.200.123/10|NFO-MOBILITY|NTE|NTE|true|S|||||JU102/GE1N/SNJSCAACW01/SNJSCA0221W||CIENA NTE|Y||4092|10||1|SNJSCA0221W|JUNIPER MX SERIES|10.204.242.230|143.0.68.110||ge-2/0/1|||NNI
10.204.11.105/11|10.204.11.105/11|10.204.11.105/11|NFO-MOBILITY|NTE|NTE|true|B|||||JP103/GE10/DYBHFLMCV04/DYBHFLMCY7A||CIENA NTE|Y||4092|11||1|DYBHFLMCV04|JUNIPER MX SERIES|10.204.243.47|143.0.68.175||xe-0/2/1|||NNI
10.204.9.93/2|10.204.9.93/2|10.204.9.93/2|NFO-MOBILITYUNI|NTE|NTE|true|B|||25|87/KQGN/445098/SB|||CIENA NTE|Y|||2||2|||||||||UNI
10.204.132.99/6|10.204.132.99/6|10.204.132.99/6|NFO-MOBILITYUNI|NTE|NTE|true|B|||9|53/KQGN/202032/SB|||CIENA NTE|Y|||6||6|||||||||UNI
10.204.9.95/22|10.204.9.95/22|10.204.9.95/22|NFO-EMUX|EMUX|NTE|true|B|||||Y102A/GE1N/DYBHFLMAH72/DYBHFLMAW30||CIENA EMUX||||22||1|DYBHFLMAH72|JUNIPER MX SERIES|10.204.242.46|149.9.0.29||ge-5/0/0|||NNI
192.168.128.102/9|192.168.128.102/9|192.168.128.102/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU104/GE1N/ORLDFLMA51W/ORLDFLU1222||CIENA NTE|Y||4092|9||1|ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/2/0|||NNI
10.204.8.74/25|10.204.8.74/25|10.204.8.74/25|NFO-MOBILITY|NTE|NTE|true|B|||||A101C/GE1N/DYBHFLMAWBP/DYBHFLMAWBV||CIENA NTE|N||4092|25||1|DYBHFLMAWBV|JUNIPER MX SERIES|12.122.123.114|150.0.0.46||ge-5/0/1|||NNI
10.204.90.244/26|10.204.90.244/26|10.204.90.244/26|NFO-MOBILITY|NTE|NTE|true|S|||||P101Y/GE1N/CRCYNVAAI56/CRCYNVAAN26||CIENA NTE|N|||26||1|CRCYNVAAI56|JUNIPER MX SERIES|12.81.162.36|8.8.1.5||ge-0/0/1|||NNI
10.204.6.69/26|10.204.6.69/26|10.204.6.69/26|NFO-MOBILITY|NTE|NTE|true|S|||||104/GE1N/CRCYNVHU1AW/CRCYNVMA51W||CIENA NTE|N|||26||0|CRCYNVMA51W|JUNIPER MX SERIES|10.204.246.167|12.80.84.29||ge-3/0/2|||NNI
10.204.65.159/26|10.204.65.159/26|10.204.65.159/26|NFO-MOBILITY|NTE|NTE|true|B|DA||||103/GE1N/ORLDFL32BYQ/ORLDFL321IP|101/GE1N/ORLDFL32BYP/ORLDFL321IP|CIENA NTE|Y||4092|26||1|ORLDFL321IP|JUNIPER MX SERIES|12.122.121.15|12.123.80.15||ge-2/0/4|||NNI
10.204.65.29/21|10.204.65.29/21|10.204.65.29/21|NFO-EMUX|EMUX|NTE|true|B|||||A101Z/GE1N/ORLDFL32GFY/ORLDFL32S2O||CIENA EMUX||||21||0|ORLDFL32S2O|JUNIPER MX SERIES|12.122.122.167|12.123.80.133||ge-3/0/0|||NNI
10.204.80.210/26|10.204.80.210/26|10.204.80.210/26|NFO-MOBILITY|NTE|NTE|true|S|||||102/GE1N/SNJSCAHUDK1/SNJSCAHUK03||CIENA NTE|Y||4092|26||1|SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-0/0/7|||NNI
10.204.80.255/25|10.204.80.255/25|10.204.80.255/25|NFO-MOBILITY|NTE|NTE|true|S|||||R101T/GE1N/SNJSCAHUCM1/SNJSCAHUDK3||CIENA NTE|N||4092|25||0|SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-1/0/6|||NNI
10.204.11.238/1|10.204.11.238/1|10.204.11.238/1|NFO-MOBILITYUNI|NTE|NTE|true|B|||9|02/KRFN/782525/SB|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.132.151/24|10.204.132.151/24|10.204.132.151/24|NFO-EMUX|EMUX|NTE|true|B|||||102/GE1N/GSVLFLANAC1/GSVLFLANZM1||CIENA EMUX||||24||1|GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-1/0/2|||NNI
10.204.9.184/9|10.204.9.184/9|10.204.9.184/9|NFO-MOBILITY|NTE|NTE|true|B|AAF-PRIMARY||||JU101/GE1N/DYBHFLMAL03/DYBHFLMAL15|JU104/GE1N/DYBHFLMAL04/DYBHFLMAL15|CIENA NTE|Y||4092|9||1|DYBHFLMAL03|JUNIPER MX SERIES|10.204.242.121|149.0.3.202||ge-0/0/1|||NNI
10.204.9.93/1|10.204.9.93/1|10.204.9.93/1|NFO-MOBILITYUNI|NTE|NTE|true|B|||25|43/KQGN/619852/SB|||CIENA NTE|Y|||1||1|||||||||UNI
192.168.113.149/22|192.168.113.149/22|192.168.113.149/22|NFO-EMUX|EMUX|NTE|true|S|||||108/GE1N/SNJSCA02W31/SNJTCAQU0AW||CIENA EMUX||||22||1|SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-1/2/0|||NNI
10.204.84.243/18|10.204.84.243/18|10.204.84.243/18|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/CRCYNVMAD79/CRCYNVMAD90||CIENA EMUX|Y|||18||0|CRCYNVMAD90|CIENA NTE|10.204.84.244|||10|4091||NNI
10.204.9.179/21|10.204.9.179/21|10.204.9.179/21|NFO-EMUX|EMUX|NTE|true|B|||||A101Z/GE1N/DYBHFLMA000/DYBHFLMA002||CIENA EMUX||||21||1|DYBHFLMA000|JUNIPER MX SERIES|10.204.242.209|143.0.68.99||ge-4/0/5|||NNI
10.204.65.149/25|10.204.65.149/25|10.204.65.149/25|NFO-MOBILITY|NTE|NTE|true|B|AAF-PRIMARY||||101/GE1N/ORLDFL32ZZP/ORLDFL32ZZ4|101/GE1N/ORLDFL32ZSB/ORLDFL32ZZP|CIENA NTE|N||4092|25||1|ORLDFL32ZZ4|JUNIPER MX SERIES|12.122.122.177|12.123.80.143||ge-2/0/3|||NNI
10.204.67.188/25|10.204.67.188/25|10.204.67.188/25|NFO-MOBILITY|NTE|NTE|true|B|||||JU103/GE1N/ORLDFLIDH04/ORLDFLMA51W||CIENA NTE|Y||4092|25||1|ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/1/6|||NNI
10.204.200.159/22|10.204.200.159/22|10.204.200.159/22|NFO-EMUX|EMUX|NTE|true|B|||||B101T/GE1N/RLGHNCMAQ01/RLGHNCMAQ03||CIENA EMUX||||22||1|RLGHNCMAQ01|JUNIPER MX SERIES|10.204.247.6|12.80.72.16||ge-2/0/0|||NNI
192.168.113.75/12|192.168.113.75/12|192.168.113.75/12|NFO-MOBILITY|NTE|NTE|true|B|AAF-SECONDARY||||JP116/GE10/ORLDFLSA21W/ORLHFLBXH01|JP117/GE10/ORLDFLMA61W/ORLHFLBXH01|CIENA NTE|Y||4092|12||1|ORLDFLSA21W|JUNIPER MX SERIES|192.168.112.24|10.144.0.136||xe-5/1/0|||NNI
192.168.113.149/4|192.168.113.149/4|192.168.113.149/4|NFO-MOBILITY|NTE|NTE|true|S|||||JU103/GE1N/SNJSCAGLH00/SNJTCAQU0AW||CIENA EMUX|Y||4092|4||0|SNJSCAGLH00|CIENA NTE|10.204.1.91|||9|||NNI
192.168.113.75/9|192.168.113.75/9|192.168.113.75/9|NFO-MOBILITYUNI|NTE|NTE|true|B|||11|85/KSGN/202401/SB|||CIENA NTE|Y|||9||0|||||||||UNI
10.204.90.189/25|10.204.90.189/25|10.204.90.189/25|NFO-MOBILITY|NTE|NTE|true|S|||||P101S/GE1N/CRCYNVAA28N/CRCYNVAA61W||CIENA NTE|Y|||25||0|CRCYNVAA61W|JUNIPER MX SERIES|12.81.161.186|8.8.0.172||ge-5/0/8|||NNI
10.204.201.35/25|10.204.201.35/25|10.204.201.35/25|NFO-MOBILITY|NTE|NTE|true|B|||||D101S/GE1N/ORLDFL24FIP/ORLDFL241TN||CIENA NTE|Y||4092|25||1|ORLDFL24FIP|JUNIPER MX SERIES|10.204.246.168|12.82.0.53||ge-1/0/1|||NNI
10.204.132.231/0|10.204.132.231/0|10.204.132.231/0|NFO-EMUX|EMUX|NTE|true|B|||||101/GE1N/GSVLFLANAG2/GSVLFLANH02||CIENA EMUX||||1.43||1|GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-4/0/4|||NNI
10.204.81.143/26|10.204.81.143/26|10.204.81.143/26|NFO-MOBILITY|NTE|NTE|true|S|AAF-SECONDARY||||JU101/GE1N/SNJSCAHUDK3/SNJSCAHUHLE|JU102/GE1N/SNJSCAHUDK1/SNJSCAHUHLE|CIENA NTE|Y||4092|26||1|SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-4/2/2|||NNI
10.204.132.151/22|10.204.132.151/22|10.204.132.151/22|NFO-EMUX|EMUX|NTE|true|B|||||104/GE1N/GSVLFLANAC1/GSVLFLANZM1||CIENA EMUX||||22||1|GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-1/0/4|||NNI
192.168.113.67/27|192.168.113.67/27|192.168.113.67/27|NFO-MPA|NTE|NTE|true|B|||25||JU101/GE1N/KSSMFLXA1MD/ORLDFLMAH0W||CIENA NTE|Y|||27||0|||||||||UNI
