@rel(Composed_Of)
@from(PE_LPort)key|@to(EVCNode)key
150.0.0.89/1/0/0/6003|150.0.0.89/VPWS:23474
143.0.68.46/0/0/2/6001|143.0.68.46/VPWS:25759
10.144.0.137/1/3/5/6038|10.144.0.137/VPWS:24072
8.8.0.118/1/1/2/6000|8.8.0.118/234
143.0.68.184/0/2/0/6000|143.0.68.184/VPLS:30938
8.8.0.172/5/0/3/1|8.8.0.172/L2CKT:62681
10.144.0.154/2/3/1/6000|10.144.0.154/L2CKT:32284
143.0.68.184/0/1/6/6004|143.0.68.184/VPWS:30114
150.0.0.168/5/1/6/6013|150.0.0.168/VPLS:25820
149.0.3.135/0/1/0/6018|149.0.3.135/VPLS:26711
149.0.3.244/1/1/0/6001|149.0.3.244/VPLS:27542
10.0.36.78/8/0/2/0|10.0.36.78/VPWS:28542
148.0.131.204/5/0/0/6006|148.0.131.204/VPLS:25462
149.4.64.12/0/0/4/2|149.4.64.12/VPLS:28981
149.0.3.222/2/0/1/6001|149.0.3.222/L2CKT:27925
10.144.0.137/5/0/2/6006|10.144.0.137/VPLS:26734
143.0.68.248/4/0/0/6006|143.0.68.248/VPWS:31674
78.23.44.28/1/1/3/3|78.23.44.28/VPLS:18446
143.0.68.18/0/0/0/6012|143.0.68.18/VPLS:26500
143.0.68.248/4/0/0/6013|143.0.68.248/VPWS:31761
12.123.80.214/0/0/8/6001|12.123.80.214/VPWS:27941
143.0.68.230/5/1/0/6034|143.0.68.230/VPLS:29201
143.0.68.170/2/0/4/6008|143.0.68.170/VPLS:29683
10.144.0.154/1/2/4/6017|10.144.0.154/L2CKT:32284
12.80.84.26/5/0/0/2|12.80.84.26/VPLS:52424
10.144.0.154/2/0/4/6000|10.144.0.154/L2CKT:32038
78.23.44.28/1/2/9/3|78.23.44.28/VPLS:18446
78.23.44.28/0/1/6/4|78.23.44.28/VPLS:17307
149.0.3.223/5/0/3/6004|149.0.3.223/VPLS:28763
10.144.0.62/7/1/0/2|10.144.0.62/VPLS:22583
12.122.72.112/2/0/7/2|12.122.72.112/VPLS:18058
12.122.72.113/1/0/1/2|12.122.72.113/VPLS:18046
10.144.0.123/3/0/2/6002|10.144.0.123/VPWS:21886
10.0.36.73/7/3/0/2|10.0.36.73/VPLS:22973
143.0.68.242/3/0/3/6009|143.0.68.242/VPLS:31762
148.0.131.204/5/0/0/6178|148.0.131.204/VPWS:30136
149.9.0.27/1/0/0/6002|149.9.0.27/VPWS:25921
78.23.44.28/0/1/2/67|78.23.44.28/VPLS:17351
149.0.3.244/1/3/0/6000|149.0.3.244/VPWS:27550
12.122.72.128/1/2/5/94|12.122.72.128/VPLS:17351
149.0.3.223/1/0/3/6000|149.0.3.223/VPWS:28702
150.0.0.215/0/0/0/6010|150.0.0.215/VPWS:27999
143.0.68.230/2/2/0/6008|143.0.68.230/VPWS:29313
150.0.0.168/5/1/6/6006|150.0.0.168/VPLS:25695
10.144.0.123/3/0/2/6003|10.144.0.123/VPWS:21888
149.9.0.27/2/0/0/6021|149.9.0.27/L2CKT:25861
148.0.131.239/5/0/0/6035|148.0.131.239/VPLS:26057
78.23.44.28/0/2/2/56|78.23.44.28/VPLS:17351
143.0.68.203/0/1/0/6000|143.0.68.203/VPLS:28706
148.0.131.182/4/1/6/6039|148.0.131.182/VPLS:23815
149.9.0.27/0/0/0/6004|149.9.0.27/VPLS:25581
10.0.36.73/1/2/8/1|10.0.36.73/VPWS:25300
10.144.0.137/1/1/5/6007|10.144.0.137/L2CKT:30178
149.9.0.27/0/0/0/6015|149.9.0.27/VPWS:26217
12.122.72.112/2/0/2/2|12.122.72.112/VPLS:18960
143.0.68.230/5/1/0/6021|143.0.68.230/VPWS:29107
150.0.0.167/2/0/2/6002|150.0.0.167/VPWS:25998
10.144.0.154/2/2/0/6002|10.144.0.154/VPLS:24995
150.0.0.168/5/1/6/6022|150.0.0.168/VPLS:26024
150.0.0.168/5/1/6/6052|150.0.0.168/VPWS:26798
10.144.0.137/1/3/3/6014|10.144.0.137/L2CKT:32591
10.144.0.137/1/2/0/6003|10.144.0.137/L2CKT:30404
150.0.0.168/5/1/6/6029|150.0.0.168/VPWS:26134
10.144.0.154/1/0/3/6001|10.144.0.154/L2CKT:32318
8.8.0.172/5/0/4/2|8.8.0.172/L2CKT:62734
150.0.0.168/5/1/6/6050|150.0.0.168/VPLS:26784
143.0.68.172/3/0/0/6008|143.0.68.172/VPLS:31999
149.0.3.222/2/1/2/6005|149.0.3.222/VPLS:28098
143.0.68.184/0/1/6/6003|143.0.68.184/VPLS:30099
143.0.68.46/0/0/2/6011|143.0.68.46/VPLS:26505
8.8.0.172/5/0/0/2|8.8.0.172/123:897
143.0.68.244/7/0/0/6020|143.0.68.244/VPWS:29745
148.0.131.204/5/0/0/6134|148.0.131.204/VPWS:29716
8.8.0.118/1/1/2/10|8.8.0.118/VPLS:61571
143.0.68.242/3/0/3/6001|143.0.68.242/VPWS:31674
149.0.3.135/0/0/0/6004|149.0.3.135/VPLS:26411
143.0.68.213/4/0/1/6004|143.0.68.213/VPWS:29002
143.0.68.248/4/0/1/6004|143.0.68.248/L2CKT:31612
150.0.0.168/5/1/6/6027|150.0.0.168/VPWS:26069
12.122.72.112/1/2/1/2|12.122.72.112/VPLS:19159
10.144.0.136/5/2/0/6013|10.144.0.136/VPWS:30828
143.0.68.242/3/0/3/6007|143.0.68.242/VPLS:31756
127.239.231.73/5/0/2/4|127.239.231.73/123
12.123.80.27/2/0/3/6003|12.123.80.27/VPLS:20689
10.144.0.147/5/2/1/6010|10.144.0.147/VPLS:26731
149.0.3.135/0/2/0/6018|149.0.3.135/VPLS:25806
149.0.3.128/5/0/0/6012|149.0.3.128/VPLS:25582
12.123.80.17/2/0/8/6004|12.123.80.17/htf
148.0.131.204/5/0/0/6098|148.0.131.204/VPWS:29567
143.0.68.184/0/1/6/6007|143.0.68.184/VPWS:30136
143.0.68.168/7/0/1/6008|143.0.68.168/VPWS:28942
143.0.68.244/1/0/0/6007|143.0.68.244/VPWS:28888
143.0.68.170/4/0/0/6007|143.0.68.170/VPLS:29614
143.0.68.230/5/1/0/6012|143.0.68.230/VPLS:29033
143.0.24.148/4/0/9/6009|143.0.24.148/VPWS:31829
143.0.68.55/1/0/0/6002|143.0.68.55/VPLS:25443
12.122.72.112/2/0/2/1|12.122.72.112/VPLS:18848
12.123.80.17/2/0/8/6003|12.123.80.17/VPLS:20611
143.0.68.170/1/0/5/6000|143.0.68.170/VPLS:28831
8.8.0.190/3/0/1/1|8.8.0.190/VPWS:62742
78.23.44.28/1/0/3/3|78.23.44.28/VPLS:18446
150.0.0.214/1/0/2/6003|150.0.0.214/VPLS:28849
150.0.0.168/5/1/6/6034|150.0.0.168/VPWS:26308
78.23.44.28/1/0/1/4|78.23.44.28/VPLS:17349
150.0.0.168/5/1/6/6041|150.0.0.168/VPWS:26688
10.0.40.7/2/0/0/19|10.0.40.7/VPWS:29575
150.0.0.215/0/0/0/6021|150.0.0.215/VPWS:28473
10.144.0.137/1/3/5/6039|10.144.0.137/VPLS:24073
143.0.68.172/3/0/0/6006|143.0.68.172/VPWS:31983
12.123.80.29/2/0/4/6001|12.123.80.29/VPLS:20509
8.8.0.242/0/0/1/6008|8.8.0.242/234
143.0.68.170/2/0/4/6004|143.0.68.170/VPLS:29676
143.0.68.244/1/0/0/6022|143.0.68.244/VPWS:29294
12.122.72.115/2/0/0/8|12.122.72.115/VPLS:20932
10.144.0.62/9/2/4/5|10.144.0.62/VPLS:22767
10.144.0.137/5/0/2/6009|10.144.0.137/VPWS:27749
10.144.0.154/1/2/4/6009|10.144.0.154/L2CKT:32037
10.144.0.155/1/3/4/6002|10.144.0.155/VPWS:32385
12.123.80.197/0/0/0/6001|12.123.80.197/L2CKT:22017
10.144.0.154/1/2/4/6015|10.144.0.154/L2CKT:32144
143.0.24.148/4/0/9/6003|143.0.24.148/VPLS:28847
10.144.0.137/5/0/2/6012|10.144.0.137/L2CKT:28636
149.4.64.5/9/2/2/4|149.4.64.5/VPLS:28925
143.0.68.184/0/1/6/6018|143.0.68.184/VPWS:30383
150.0.0.168/2/0/0/6000|150.0.0.168/VPLS:31584
149.0.3.196/0/0/9/6020|149.0.3.196/VPLS:27584
78.23.44.28/1/0/3/5|78.23.44.28/VPLS:18446
10.144.0.116/1/2/4/2|10.144.0.116/VPLS:29509
149.0.3.202/4/0/1/6000|149.0.3.202/VPLS:27640
149.0.3.135/0/2/0/6022|149.0.3.135/VPWS:26508
12.123.80.212/0/0/7/6000|12.123.80.212/VPLS:22079
150.0.0.10/2/0/3/6012|150.0.0.10/VPLS:29327
10.144.0.137/1/3/3/6011|10.144.0.137/L2CKT:32413
12.80.0.207/2/0/0/13|12.80.0.207/VPLS:52040
149.0.3.196/5/1/0/6000|149.0.3.196/VPLS:27907
10.144.0.147/1/0/0/6007|10.144.0.147/VPWS:27768
12.122.72.115/2/0/0/4|12.122.72.115/VPLS:20932
150.0.0.232/0/0/1/6028|150.0.0.232/VPWS:26465
143.0.24.129/3/1/4/6000|143.0.24.129/VPWS:31731
10.144.0.62/9/0/4/2|10.144.0.62/VPLS:19517
10.0.38.74/1/0/0/6003|10.0.38.74/VPWS:27250
143.0.68.55/0/0/0/6009|143.0.68.55/VPWS:25753
12.122.72.112/2/0/0/2|12.122.72.112/VPLS:18046
143.0.68.230/5/1/0/6039|143.0.68.230/VPWS:29232
10.0.36.73/7/2/0/3|10.0.36.73/VPLS:22972
149.0.3.135/0/2/0/6006|149.0.3.135/VPLS:25806
149.0.3.222/2/1/2/6006|149.0.3.222/VPLS:28110
143.0.68.242/0/2/0/6005|143.0.68.242/VPLS:28934
149.9.0.6/0/1/0/6005|149.9.0.6/VPWS:25619
143.0.68.184/0/1/6/6026|143.0.68.184/VPWS:30504
12.123.80.29/2/0/4/6005|12.123.80.29/VPLS:20559
8.8.0.154/5/0/1/5|8.8.0.154/VPLS:63590
143.0.68.184/0/1/6/6009|143.0.68.184/VPWS:30143
148.0.131.182/4/1/6/6044|148.0.131.182/VPWS:23836
10.144.0.137/1/3/5/6043|10.144.0.137/VPLS:24099
148.0.131.182/4/1/6/6029|148.0.131.182/VPLS:23751
143.0.68.55/0/0/0/6003|143.0.68.55/VPWS:25866
143.0.68.212/0/0/5/6000|143.0.68.212/VPLS:28934
143.0.68.46/0/0/2/6003|143.0.68.46/VPLS:26497
150.0.0.167/2/0/2/6001|150.0.0.167/VPWS:25966
143.0.68.184/0/0/5/6011|143.0.68.184/VPWS:29034
150.0.0.168/5/1/6/6023|150.0.0.168/VPWS:26025
148.0.131.182/4/1/6/6012|148.0.131.182/VPLS:23648
10.144.0.155/1/2/8/6000|10.144.0.155/VPLS:32075
143.0.68.242/5/0/0/6009|143.0.68.242/VPLS:32309
143.0.68.230/5/1/0/6041|143.0.68.230/VPLS:29247
12.123.80.27/2/0/3/6017|12.123.80.27/VPWS:22735
12.122.72.115/2/0/0/10|12.122.72.115/VPLS:20932
149.0.3.128/5/0/0/6011|149.0.3.128/VPLS:25581
78.23.44.28/0/1/0/45|78.23.44.28/VPLS:17351
12.123.80.214/2/1/2/6002|12.123.80.214/VPLS:22314
143.0.68.168/2/0/0/6001|143.0.68.168/VPWS:29294
12.122.72.112/1/0/5/49|12.122.72.112/VPLS:17351
10.144.0.147/1/2/0/6021|10.144.0.147/VPWS:29897
12.123.80.212/2/1/3/6005|12.123.80.212/VPWS:22466
78.23.44.28/0/1/4/3|78.23.44.28/VPLS:17307
149.0.3.196/0/0/8/6002|149.0.3.196/L2CKT:27524
143.0.68.43/0/0/0/6007|143.0.68.43/VPWS:25871
143.0.68.244/1/0/0/6019|143.0.68.244/L2CKT:29276
143.0.68.168/7/0/1/6001|143.0.68.168/VPLS:28844
148.0.131.239/5/0/0/6059|148.0.131.239/VPWS:29162
143.0.68.212/5/0/0/6000|143.0.68.212/VPLS:30047
143.0.68.168/7/0/1/6009|143.0.68.168/VPWS:28964
143.0.68.184/0/1/6/6011|143.0.68.184/VPWS:30184
143.0.24.148/4/0/9/6015|143.0.24.148/VPLS:31948
143.0.68.242/5/0/0/6037|143.0.68.242/L2CKT:32818
10.144.0.137/1/1/5/6011|10.144.0.137/VPLS:31302
143.0.68.18/0/0/0/6010|143.0.68.18/VPLS:26466
12.122.72.112/2/0/4/2|12.122.72.112/VPLS:18960
143.0.68.230/2/2/3/6011|143.0.68.230/VPLS:29129
143.0.68.170/1/0/5/6001|143.0.68.170/L2CKT:28832
10.144.0.147/4/3/8/6001|10.144.0.147/VPLS:29611
143.0.68.168/2/0/0/6000|143.0.68.168/VPWS:29277
10.144.0.137/3/0/4/6000|10.144.0.137/L2CKT:30402
148.0.131.204/5/0/0/6176|148.0.131.204/VPWS:30114
148.0.131.204/5/0/0/6146|148.0.131.204/VPWS:29932
143.0.68.170/2/0/4/6002|143.0.68.170/VPLS:29674
149.0.3.222/5/0/2/6007|149.0.3.222/VPWS:27786
149.0.3.196/0/0/9/6000|149.0.3.196/L2CKT:27496
149.0.3.222/5/0/2/6006|149.0.3.222/VPWS:27777
12.80.0.207/2/0/0/17|12.80.0.207/VPLS:52152
10.144.0.154/1/2/4/6010|10.144.0.154/L2CKT:32038
149.0.3.202/0/0/0/6022|149.0.3.202/VPLS:28439
143.0.68.46/0/0/2/6014|143.0.68.46/VPWS:26508
8.8.0.154/3/1/0/10|8.8.0.154/L2CKT:62884
78.23.44.28/0/1/6/2|78.23.44.28/VPLS:17307
143.0.68.242/4/0/6/6001|143.0.68.242/L2CKT:31918
148.0.131.204/5/0/0/6030|148.0.131.204/VPLS:25869
10.144.0.154/1/2/5/6000|10.144.0.154/VPWS:32140
12.123.80.197/0/0/0/6000|12.123.80.197/L2CKT:22014
10.144.0.147/5/3/0/6003|10.144.0.147/VPWS:31732
10.0.32.64/0/2/4/2|10.0.32.64/VPLS:18044
148.0.131.204/5/0/0/6104|148.0.131.204/VPWS:29585
148.0.131.204/5/0/0/6058|148.0.131.204/VPWS:29162
12.123.80.212/2/0/5/6000|12.123.80.212/VPLS:27874
148.0.0.32/2/0/1/3|148.0.0.32/VPLS:29074
8.8.0.154/3/1/0/14|8.8.0.154/L2CKT:63242
143.0.68.242/5/0/0/6035|143.0.68.242/L2CKT:32750
149.0.3.222/2/1/3/6005|149.0.3.222/L2CKT:28057
150.0.0.89/1/0/0/6000|150.0.0.89/VPWS:23417
143.0.68.242/5/0/0/6015|143.0.68.242/VPLS:32444
10.144.0.65/3/2/0/6002|10.144.0.65/VPLS:26734
10.144.0.62/11/2/0/1|10.144.0.62/VPLS:21509
143.0.68.36/0/0/0/6003|143.0.68.36/VPLS:25651
12.122.72.112/2/0/0/1|12.122.72.112/VPLS:18046
150.0.0.215/0/0/0/6015|150.0.0.215/VPLS:28376
12.123.80.29/2/0/4/6002|12.123.80.29/VPLS:20519
143.0.68.247/4/2/4/6026|143.0.68.247/VPLS:29572
12.122.72.112/1/2/0/1|12.122.72.112/VPLS:18960
149.0.3.202/0/0/0/6026|149.0.3.202/VPLS:28743
149.4.64.5/9/2/2/3|149.4.64.5/VPLS:28925
12.80.0.207/2/0/0/29|12.80.0.207/VPLS:52289
143.0.24.168/3/0/4/6001|143.0.24.168/VPLS:32574
143.0.68.46/0/0/2/6006|143.0.68.46/VPLS:26500
78.23.44.28/0/2/5/2|78.23.44.28/VPLS:17307
148.0.131.204/5/0/0/6148|148.0.131.204/VPWS:29947
143.0.68.172/0/0/8/6000|143.0.68.172/VPWS:28700
149.9.0.6/0/1/0/6004|149.9.0.6/VPLS:25582
143.0.68.230/5/1/0/6046|143.0.68.230/VPWS:29290
10.0.38.74/1/0/0/6008|10.0.38.74/VPLS:27380
10.0.36.72/7/0/0/1|10.0.36.72/VPLS:23000
149.0.3.244/3/0/3/6000|149.0.3.244/VPLS:27556
12.80.0.207/2/0/0/23|12.80.0.207/VPLS:52212
149.0.3.222/2/1/3/6004|149.0.3.222/L2CKT:28056
143.0.24.148/4/0/9/6012|143.0.24.148/VPWS:31860
149.9.0.27/0/0/0/6001|149.9.0.27/VPWS:25507
143.0.68.169/1/0/1/6004|143.0.68.169/VPLS:28460
150.0.0.10/2/0/3/6013|150.0.0.10/VPLS:29679
143.0.68.242/5/0/0/6007|143.0.68.242/L2CKT:32241
143.0.68.244/7/0/0/6019|143.0.68.244/VPWS:29716
10.144.0.137/1/0/2/6010|10.144.0.137/VPWS:21632
12.123.80.212/0/0/7/6004|12.123.80.212/VPLS:22116
143.0.68.46/0/0/2/6004|143.0.68.46/VPLS:26498
12.123.80.212/2/0/8/6004|12.123.80.212/VPWS:27848
8.8.0.154/0/0/3/2|8.8.0.154/VPLS:62245
143.0.68.230/5/1/0/6004|143.0.68.230/VPLS:28847
8.8.0.154/3/1/0/1|8.8.0.154/VPLS:62357
148.0.131.239/5/0/0/6031|148.0.131.239/VPLS:25869
149.0.3.244/1/1/0/6003|149.0.3.244/VPLS:27543
148.0.131.182/4/1/6/6016|148.0.131.182/VPWS:23702
78.23.44.28/0/2/9/77|78.23.44.28/VPLS:17351
150.0.0.212/5/0/0/6002|150.0.0.212/VPWS:25687
148.0.131.239/5/0/0/6141|148.0.131.239/VPLS:29849
143.0.68.230/5/1/0/6018|143.0.68.230/VPWS:29084
143.0.68.170/4/0/0/6006|143.0.68.170/VPLS:29584
78.23.44.28/1/2/6/3|78.23.44.28/VPLS:18446
8.8.0.144/5.0/1.1/1|8.8.0.144/VPLS:62692
143.0.68.46/0/0/1/6004|143.0.68.46/VPWS:25824
149.0.3.135/0/2/0/6021|149.0.3.135/VPWS:26465
143.0.68.244/7/0/0/6012|143.0.68.244/VPWS:29535
10.144.0.62/9/2/4/8|10.144.0.62/VPLS:22767
143.0.68.242/5/0/0/6005|143.0.68.242/L2CKT:32162
149.0.3.135/0/0/0/6005|149.0.3.135/VPLS:26413
149.9.0.6/0/1/0/6013|149.9.0.6/VPLS:26076
143.0.68.184/0/1/6/6017|143.0.68.184/VPLS:30294
10.144.0.137/1/2/9/6008|10.144.0.137/L2CKT:32512
10.144.0.155/1/0/1/6007|10.144.0.155/L2CKT:32187
143.0.68.184/0/1/6/6020|143.0.68.184/VPWS:30434
8.8.0.172/5/0/0/21|8.8.0.172/L2CKT:63036
8.8.0.172/5/0/2/4|8.8.0.172/L2CKT:63114
149.0.3.196/0/0/8/6001|149.0.3.196/L2CKT:27515
149.0.3.194/4/1/0/6002|149.0.3.194/VPWS:28996
143.0.68.169/1/0/1/6003|143.0.68.169/VPWS:28459
10.144.0.147/5/2/1/6002|10.144.0.147/VPLS:21509
10.144.0.147/1/0/0/6023|10.144.0.147/VPLS:31300
143.0.68.242/5/0/0/6020|143.0.68.242/L2CKT:32557
143.0.68.247/2/0/0/6000|143.0.68.247/VPWS:28933
78.23.44.28/0/0/7/69|78.23.44.28/VPLS:17351
143.0.24.162/5/0/0/6000|143.0.24.162/VPLS:32036
149.9.0.6/0/1/0/6006|149.9.0.6/VPLS:25658
10.144.0.154/2/2/1/6003|10.144.0.154/L2CKT:32144
143.0.68.242/0/2/0/6000|143.0.68.242/VPLS:28847
148.0.131.204/5/0/0/6054|148.0.131.204/VPWS:29326
8.8.0.154/3/1/0/7|8.8.0.154/VPLS:62724
10.144.0.136/0/3/2/6007|10.144.0.136/VPWS:30827
143.0.68.242/3/2/5/6000|143.0.68.242/VPLS:32086
143.0.68.184/0/0/0/6007|143.0.68.184/VPLS:28670
148.0.131.204/5/0/0/6118|148.0.131.204/VPWS:29596
10.0.36.74/10/1/6/1|10.0.36.74/VPWS:28711
143.0.68.184/0/1/6/6005|143.0.68.184/VPLS:30117
143.0.68.18/0/0/0/6006|143.0.68.18/VPLS:25927
143.0.68.46/0/0/2/6000|143.0.68.46/VPWS:25757
10.144.0.137/1/2/9/6006|10.144.0.137/L2CKT:32413
150.0.0.44/1/0/0/6000|150.0.0.44/VPLS:25568
10.144.0.137/1/2/0/6002|10.144.0.137/L2CKT:30403
10.144.0.62/7/0/0/2|10.144.0.62/VPLS:21509
8.8.0.118/1/1/2/11|8.8.0.118/234
148.0.131.204/5/0/0/6156|148.0.131.204/VPWS:30033
143.0.68.184/0/1/6/6041|143.0.68.184/VPWS:31253
10.0.40.36/1/0/1/9|10.0.40.36/VPWS:30414
150.0.0.168/5/1/6/6024|150.0.0.168/VPWS:26039
148.0.131.182/4/1/6/6001|148.0.131.182/VPWS:23426
72.44.12.28/0/0/7/33|72.44.12.28/VPLS:17653
143.0.24.132/2/0/6/6000|143.0.24.132/VPLS:31662
10.144.0.65/3/2/0/6004|10.144.0.65/VPLS:32015
143.0.68.248/4/0/0/6003|143.0.68.248/VPLS:31614
143.0.68.230/5/1/0/6059|143.0.68.230/VPLS:29685
12.122.72.115/0/0/3/2|12.122.72.115/VPLS:19032
149.0.3.196/0/0/9/6008|149.0.3.196/VPWS:27541
143.0.68.242/5/0/0/6039|143.0.68.242/VPLS:32878
149.0.3.244/3/0/3/6001|149.0.3.244/VPLS:27559
150.0.0.168/5/1/6/6009|150.0.0.168/VPWS:25711
10.144.0.154/1/0/3/6000|10.144.0.154/L2CKT:32318
143.0.68.230/5/1/0/6051|143.0.68.230/VPWS:29427
143.0.68.230/5/1/0/6015|143.0.68.230/VPLS:29051
78.23.44.28/1/2/2/4|78.23.44.28/VPLS:18446
10.144.0.137/3/0/4/6004|10.144.0.137/VPLS:30824
143.0.68.46/0/0/2/6005|143.0.68.46/VPLS:26499
149.4.64.5/9/2/1/3|149.4.64.5/VPLS:28990
10.144.0.137/1/3/2/6002|10.144.0.137/VPWS:32400
12.122.72.112/2/1/1/0|12.122.72.112/VPLS:17354
143.0.68.168/7/0/1/6006|143.0.68.168/VPLS:28934
8.8.0.172/5/0/0/16|8.8.0.172/VPLS:62794
149.0.3.202/0/0/1/6002|149.0.3.202/VPLS:28743
10.144.0.123/3/0/2/6001|10.144.0.123/VPLS:21885
10.0.40.36/1/0/1/8|10.0.40.36/VPWS:30344
78.23.44.28/1/2/1/3|78.23.44.28/VPLS:18446
12.122.72.112/1/2/0/89|12.122.72.112/VPLS:17351
143.0.68.244/1/0/0/6023|143.0.68.244/VPWS:29297
148.0.131.240/0/0/0/6000|148.0.131.240/VPLS:25417
143.0.68.208/0/1/3/6008|143.0.68.208/VPLS:29056
148.0.131.182/4/1/6/6045|148.0.131.182/VPWS:23839
150.0.0.168/5/1/6/6007|150.0.0.168/VPWS:25696
148.0.131.204/5/0/0/6188|148.0.131.204/VPLS:31589
150.0.0.215/0/0/0/6020|150.0.0.215/VPWS:28464
149.0.3.222/2/1/2/6001|149.0.3.222/L2CKT:28056
10.144.0.137/1/3/5/6061|10.144.0.137/VPWS:27518
150.0.0.168/5/1/6/6019|150.0.0.168/VPWS:25942
143.0.68.168/7/0/1/6010|143.0.68.168/VPWS:28991
12.80.72.27/0/0/1/3|12.80.72.27/VPLS:52133
10.144.0.147/4/3/9/6001|10.144.0.147/VPLS:30784
148.0.131.239/5/0/0/6027|148.0.131.239/VPLS:25551
10.144.0.137/1/0/1/6010|10.144.0.137/VPWS:27461
148.0.131.204/5/0/0/6152|148.0.131.204/VPLS:30002
143.0.68.230/5/1/0/6057|143.0.68.230/VPLS:29680
149.0.3.135/0/1/0/6014|149.0.3.135/VPLS:26466
78.23.44.28/1/1/1/3|78.23.44.28/VPLS:18446
143.0.68.230/5/1/0/6045|143.0.68.230/VPLS:29288
143.0.68.43/0/0/0/6003|143.0.68.43/VPLS:25862
10.144.0.122/3/2/8/6003|10.144.0.122/VPWS:21886
150.0.0.168/5/1/6/6048|150.0.0.168/VPWS:26775
148.0.131.182/4/1/6/6022|148.0.131.182/VPLS:23724
143.0.68.168/1/0/7/6004|143.0.68.168/VPLS:28963
10.144.0.137/5/0/2/6014|10.144.0.137/VPLS:30355
143.0.68.242/3/2/5/6001|143.0.68.242/VPLS:32151
143.0.68.243/0/2/0/6000|143.0.68.243/VPLS:31584
149.0.3.135/0/1/0/6017|149.0.3.135/VPWS:26595
143.0.68.172/3/0/0/6000|143.0.68.172/VPWS:31780
78.23.44.28/0/2/4/68|78.23.44.28/VPLS:17351
148.0.131.239/5/0/0/6145|148.0.131.239/VPLS:29931
148.0.131.239/5/0/0/6129|148.0.131.239/VPLS:29676
149.4.64.5/0/3/3/2|149.4.64.5/VPLS:30585
10.0.36.73/7/3/0/1|10.0.36.73/VPLS:22973
10.144.0.137/5/2/7/6005|10.144.0.137/VPWS:31731
143.0.68.244/7/0/0/6016|143.0.68.244/VPWS:29615
150.0.0.234/0/0/0/6005|150.0.0.234/VPWS:25807
143.0.68.242/5/0/0/6036|143.0.68.242/L2CKT:32818
10.144.0.62/9/2/4/6|10.144.0.62/VPLS:22768
149.0.3.135/0/2/0/6016|149.0.3.135/VPWS:25807
149.0.3.222/2/2/0/6001|149.0.3.222/L2CKT:28101
143.0.68.168/1/1/1/6001|143.0.68.168/VPLS:32267
10.144.0.154/2/0/3/6001|10.144.0.154/VPLS:31662
12.123.80.214/1/0/1/6003|12.123.80.214/VPLS:22224
12.123.80.214/0/0/8/6003|12.123.80.214/VPWS:27971
143.0.68.184/0/0/2/6007|143.0.68.184/L2CKT:28669
143.0.68.168/2/0/5/6002|143.0.68.168/VPLS:28743
150.0.0.168/5/1/6/6049|150.0.0.168/VPWS:26783
12.80.0.207/2/0/0/26|12.80.0.207/VPLS:52221
149.0.3.135/0/1/0/6013|149.0.3.135/VPWS:26464
143.0.68.242/5/0/0/6029|143.0.68.242/VPLS:32679
143.0.68.242/5/0/0/6019|143.0.68.242/L2CKT:32468
143.0.68.184/0/0/0/6003|143.0.68.184/L2CKT:28613
150.0.0.168/5/1/6/6047|150.0.0.168/VPLS:26774
12.122.72.112/2/0/4/1|12.122.72.112/VPLS:18960
150.0.0.215/0/0/0/6023|150.0.0.215/VPLS:28490
143.0.68.230/5/1/0/6042|143.0.68.230/VPLS:29269
12.82.0.62/1/0/7/3|12.82.0.62/VPLS:51610
143.0.68.244/1/0/0/6018|143.0.68.244/L2CKT:29275
148.0.131.239/5/0/0/6003|148.0.131.239/VPLS:25461
143.0.68.244/1/0/0/6003|143.0.68.244/VPWS:28871
143.0.68.184/0/0/5/6032|143.0.68.184/VPLS:29680
10.144.0.137/1/3/5/6082|10.144.0.137/VPWS:30405
12.122.72.128/1/0/7/78|12.122.72.128/VPLS:17351
10.144.0.137/1/1/1/1151|10.144.0.137/VPLS:22419
143.0.68.230/2/2/3/6033|143.0.68.230/VPWS:25763
148.0.131.204/5/0/0/6154|148.0.131.204/VPWS:30003
10.144.0.65/5/2/0/6001|10.144.0.65/VPLS:21509
148.0.131.182/4/1/6/6006|148.0.131.182/VPLS:23621
12.80.72.121/5/0/0/1|12.80.72.121/VPLS:52683
143.0.24.145/4/0/0/6002|143.0.24.145/VPLS:32010
143.0.68.184/0/1/6/6029|143.0.68.184/VPLS:30618
12.122.72.128/1/2/6/80|12.122.72.128/VPLS:17354
143.0.68.230/5/1/0/6029|143.0.68.230/VPWS:29144
12.122.72.112/2/0/0/3|12.122.72.112/VPLS:18960
12.123.80.214/2/0/9/6007|12.123.80.214/VPLS:27902
150.0.0.230/0/0/0/6000|150.0.0.230/VPLS:26711
10.0.36.74/10/3/4/1|10.0.36.74/VPWS:28416
149.0.3.196/0/0/8/6011|149.0.3.196/L2CKT:27576
143.0.68.247/2/0/0/6001|143.0.68.247/VPWS:28942
78.23.44.28/0/2/5/3|78.23.44.28/VPLS:17307
143.0.68.230/5/1/0/6010|143.0.68.230/VPWS:28991
148.0.131.182/4/1/6/6011|148.0.131.182/VPWS:23645
8.8.0.172/5/0/4/3|8.8.0.172/null
149.0.3.196/5/0/8/6003|149.0.3.196/VPLS:27881
149.4.64.5/0/3/3/1|149.4.64.5/VPLS:30582
