@rel(Composed_Of)
@from(PE_Device)key|@to(PE_Slot)key
143.0.68.170|143.0.68.170/3
12.123.68.6|12.123.68.6/5
148.0.131.222|148.0.131.222/2
12.80.72.62|12.80.72.62/4
149.9.0.6|149.9.0.6/1
10.144.0.65|10.144.0.65/3
143.0.68.55|143.0.68.55/0
12.82.0.61|12.82.0.61/5
10.0.38.51|10.0.38.51/1
143.0.68.51|143.0.68.51/1
10.0.36.78|10.0.36.78/5
143.0.68.241|143.0.68.241/0
10.0.36.23|10.0.36.23/0
12.123.80.37|12.123.80.37/3
10.0.38.69|10.0.38.69/0
143.0.68.120|143.0.68.120/0
10.0.8.122|10.0.8.122/4
143.0.68.34|143.0.68.34/1
150.0.0.207|150.0.0.207/1
143.0.24.168|143.0.24.168/4
149.0.3.196|149.0.3.196/0
88.33.55.4|88.33.55.4/1
148.0.131.203|148.0.131.203/0
8.8.0.190|8.8.0.190/5
12.80.72.116|12.80.72.116/1
10.0.40.7|10.0.40.7/3
10.0.36.76|10.0.36.76/10
12.123.80.98|12.123.80.98/2
10.144.0.137|10.144.0.137/3
149.8.0.131|149.8.0.131/0
143.0.68.168|143.0.68.168/7
12.123.80.31|12.123.80.31/3
150.0.0.26|150.0.0.26/5
8.8.1.5|8.8.1.5/1
148.0.131.193|148.0.131.193/2
12.80.0.207|12.80.0.207/3
8.8.0.154|8.8.0.154/1
10.0.36.77|10.0.36.77/3
143.0.68.21|143.0.68.21/0
149.8.0.128|149.8.0.128/6
72.44.12.28|72.44.12.28/4
149.0.3.198|149.0.3.198/4
149.4.64.5|149.4.64.5/6
10.0.36.7|10.0.36.7/7
12.123.80.5|12.123.80.5/6
12.80.72.80|12.80.72.80/4
12.80.72.53|12.80.72.53/0
12.80.0.211|12.80.0.211/2
143.0.24.27|143.0.24.27/0
149.4.64.11|149.4.64.11/11
150.0.0.166|150.0.0.166/1
143.0.68.244|143.0.68.244/6
10.0.36.24|10.0.36.24/0
12.80.72.121|12.80.72.121/5
149.9.0.9|149.9.0.9/1
8.8.0.206|8.8.0.206/2
149.0.3.64|149.0.3.64/7
143.0.68.46|143.0.68.46/1
143.0.68.227|143.0.68.227/3
10.0.40.6|10.0.40.6/2
143.0.24.144|143.0.24.144/3
149.4.64.12|149.4.64.12/8
10.0.36.6|10.0.36.6/9
148.0.131.218|148.0.131.218/2
149.4.64.8|149.4.64.8/3
12.80.84.26|12.80.84.26/5
12.82.0.53|12.82.0.53/1
149.0.3.212|149.0.3.212/0
10.0.36.21|10.0.36.21/2
10.144.0.147|10.144.0.147/2
149.8.0.20|149.8.0.20/3
143.0.24.168|143.0.24.168/3
8.8.0.171|8.8.0.171/5
150.0.0.89|150.0.0.89/1
10.24.76.145|10.24.76.145/1
12.80.4.12|12.80.4.12/5
143.0.68.227|143.0.68.227/5
12.80.72.117|12.80.72.117/1
10.144.0.62|10.144.0.62/11
72.44.12.28|72.44.12.28/5
150.0.0.59|150.0.0.59/5
10.144.0.113|10.144.0.113/0
143.0.68.247|143.0.68.247/0
149.0.3.214|149.0.3.214/0
12.123.80.42|12.123.80.42/1
12.123.80.214|12.123.80.214/3
143.0.24.53|143.0.24.53/3
12.80.0.208|12.80.0.208/8
12.82.0.55|12.82.0.55/5
143.0.24.168|143.0.24.168/0
10.0.40.36|10.0.40.36/2
12.80.72.48|12.80.72.48/0
10.0.34.15|10.0.34.15/4
10.0.32.65|10.0.32.65/3
10.0.36.72|10.0.36.72/9
10.0.36.7|10.0.36.7/2
10.0.40.33|10.0.40.33/4
143.0.68.207|143.0.68.207/1
8.8.0.157|8.8.0.157/1
143.0.24.132|143.0.24.132/4
8.8.0.144|8.8.0.144/3
143.0.24.129|143.0.24.129/3
12.122.72.160|12.122.72.160/1
149.9.0.14|149.9.0.14/2
143.0.24.162|143.0.24.162/1
12.80.72.25|12.80.72.25/1
150.0.0.139|150.0.0.139/5
143.0.68.208|143.0.68.208/1
149.0.3.206|149.0.3.206/1
143.1.140.2|143.1.140.2/1
143.0.68.244|143.0.68.244/8
10.0.8.122|10.0.8.122/8
10.144.0.155|10.144.0.155/1
10.144.0.61|10.144.0.61/5
10.0.40.34|10.0.40.34/4
149.8.0.129|149.8.0.129/0
10.0.40.32|10.0.40.32/2
12.122.72.113|12.122.72.113/1
143.0.68.110|143.0.68.110/2
150.0.0.44|150.0.0.44/5
149.4.64.12|149.4.64.12/9
78.23.44.28|78.23.44.28/2
10.0.36.76|10.0.36.76/0
10.0.40.35|10.0.40.35/8
12.123.80.27|12.123.80.27/2
10.0.36.27|10.0.36.27/1
12.123.80.112|12.123.80.112/1
12.80.72.49|12.80.72.49/0
143.0.68.218|143.0.68.218/0
12.82.0.62|12.82.0.62/3
143.0.68.184|143.0.68.184/2
143.0.68.230|143.0.68.230/0
148.0.131.253|148.0.131.253/5
143.0.68.228|143.0.68.228/0
150.0.0.46|150.0.0.46/5
143.0.68.23|143.0.68.23/1
12.123.80.117|12.123.80.117/2
10.0.40.2|10.0.40.2/6
10.0.36.77|10.0.36.77/1
143.0.68.230|143.0.68.230/7
149.9.0.14|149.9.0.14/3
12.123.80.229|12.123.80.229/0
10.0.36.3|10.0.36.3/1
143.0.68.254|143.0.68.254/2
12.80.0.212|12.80.0.212/3
149.8.0.161|149.8.0.161/2
12.123.68.3|12.123.68.3/3
143.2.0.1|143.2.0.1/0
12.123.80.143|12.123.80.143/0
143.0.68.195|143.0.68.195/1
12.123.80.85|12.123.80.85/5
149.8.0.128|149.8.0.128/4
143.0.68.209|143.0.68.209/2
143.0.68.45|143.0.68.45/0
10.144.0.65|10.144.0.65/1
12.123.68.6|12.123.68.6/10
149.8.0.23|149.8.0.23/5
143.0.68.35|143.0.68.35/1
143.0.68.237|143.0.68.237/1
10.0.36.78|10.0.36.78/3
10.0.36.76|10.0.36.76/2
10.144.0.61|10.144.0.61/2
150.0.0.168|150.0.0.168/5
143.0.68.44|143.0.68.44/1
12.80.0.208|12.80.0.208/2
150.0.0.124|150.0.0.124/1
12.80.72.23|12.80.72.23/5
12.123.68.7|12.123.68.7/3
149.0.3.196|149.0.3.196/4
10.0.36.19|10.0.36.19/1
12.80.72.13|12.80.72.13/5
8.8.0.172|8.8.0.172/4
12.122.72.113|12.122.72.113/0
12.123.68.3|12.123.68.3/4
12.123.80.58|12.123.80.58/1
150.0.0.53|150.0.0.53/2
12.123.80.224|12.123.80.224/0
10.0.40.4|10.0.40.4/1
148.0.131.229|148.0.131.229/5
143.0.24.248|143.0.24.248/0
143.0.24.237|143.0.24.237/1
143.0.68.118|143.0.68.118/0
149.0.3.208|149.0.3.208/0
148.0.131.196|148.0.131.196/2
149.8.0.31|149.8.0.31/0
12.80.84.13|12.80.84.13/3
149.4.64.12|149.4.64.12/0
149.0.3.202|149.0.3.202/0
12.123.80.164|12.123.80.164/5
10.144.0.113|10.144.0.113/11
12.123.80.156|12.123.80.156/4
12.82.0.62|12.82.0.62/1
143.0.24.14|143.0.24.14/6
143.0.68.248|143.0.68.248/1
10.144.0.153|10.144.0.153/1
10.0.40.6|10.0.40.6/3
12.80.0.208|12.80.0.208/3
12.123.80.220|12.123.80.220/0
12.123.80.168|12.123.80.168/2
149.4.64.6|149.4.64.6/5
12.123.80.179|12.123.80.179/2
10.0.38.58|10.0.38.58/5
149.8.0.161|149.8.0.161/3
143.0.24.61|143.0.24.61/0
149.4.64.12|149.4.64.12/7
149.4.64.5|149.4.64.5/3
12.123.80.28|12.123.80.28/2
14.0.1.70|14.0.1.70/0
149.8.0.163|149.8.0.163/0
143.0.68.206|143.0.68.206/4
143.0.24.51|143.0.24.51/5
149.4.64.3|149.4.64.3/0
12.123.68.4|12.123.68.4/8
150.0.0.171|150.0.0.171/0
149.9.0.5|149.9.0.5/5
12.123.80.60|12.123.80.60/0
143.0.68.244|143.0.68.244/4
150.0.0.23|150.0.0.23/5
149.9.0.20|149.9.0.20/1
12.80.0.213|12.80.0.213/2
150.0.0.120|150.0.0.120/1
143.0.68.190|143.0.68.190/0
149.4.64.2|149.4.64.2/3
143.0.68.117|143.0.68.117/0
143.0.68.83|143.0.68.83/1
12.123.68.1|12.123.68.1/0
12.123.80.28|12.123.80.28/0
12.80.72.34|12.80.72.34/1
10.0.40.35|10.0.40.35/7
149.9.0.18|149.9.0.18/1
149.4.28.1|149.4.28.1/3
150.0.0.58|150.0.0.58/3
10.0.36.73|10.0.36.73/5
12.80.72.47|12.80.72.47/0
143.0.68.246|143.0.68.246/2
12.80.72.31|12.80.72.31/0
12.123.80.201|12.123.80.201/2
150.0.0.132|150.0.0.132/4
12.80.0.208|12.80.0.208/0
149.8.0.130|149.8.0.130/0
10.0.32.65|10.0.32.65/0
12.123.80.157|12.123.80.157/4
143.1.140.2|143.1.140.2/3
10.0.40.32|10.0.40.32/10
143.0.68.206|143.0.68.206/3
149.0.3.156|149.0.3.156/2
149.0.3.200|149.0.3.200/2
149.8.0.12|149.8.0.12/0
143.0.68.78|143.0.68.78/3
143.0.68.224|143.0.68.224/0
12.80.72.110|12.80.72.110/0
150.0.0.113|150.0.0.113/0
10.144.0.147|10.144.0.147/0
12.80.72.36|12.80.72.36/0
12.123.80.198|12.123.80.198/0
10.0.36.76|10.0.36.76/5
12.123.80.32|12.123.80.32/2
149.8.0.131|149.8.0.131/1
149.0.3.154|149.0.3.154/3
12.123.68.6|12.123.68.6/1
12.123.80.61|12.123.80.61/0
12.123.80.192|12.123.80.192/0
150.0.0.213|150.0.0.213/0
150.0.0.218|150.0.0.218/4
149.8.0.164|149.8.0.164/0
149.4.64.8|149.4.64.8/2
10.0.36.14|10.0.36.14/11
12.123.68.4|12.123.68.4/4
12.80.4.10|12.80.4.10/5
10.0.40.42|10.0.40.42/1
10.0.36.28|10.0.36.28/11
12.122.72.128|12.122.72.128/0
12.80.72.58|12.80.72.58/0
150.0.0.241|150.0.0.241/0
12.123.80.152|12.123.80.152/1
149.0.3.194|149.0.3.194/4
143.0.68.205|143.0.68.205/3
143.0.68.84|143.0.68.84/2
149.0.3.197|149.0.3.197/4
149.0.3.194|149.0.3.194/3
150.0.0.168|150.0.0.168/2
10.0.8.124|10.0.8.124/2
10.144.0.122|10.144.0.122/0
10.0.40.7|10.0.40.7/9
12.80.0.210|12.80.0.210/1
8.8.0.239|8.8.0.239/3
8.8.0.168|8.8.0.168/3.0
10.0.38.134|10.0.38.134/0
12.123.68.1|12.123.68.1/2
12.123.80.90|12.123.80.90/1
143.0.68.202|143.0.68.202/0
10.144.0.124|10.144.0.124/3
78.23.44.28|78.23.44.28/0
143.0.24.1|143.0.24.1/5
149.8.0.161|149.8.0.161/4
12.123.80.85|12.123.80.85/1
148.0.131.158|148.0.131.158/0
10.0.38.43|10.0.38.43/0
10.0.36.73|10.0.36.73/0
10.0.36.76|10.0.36.76/7
10.0.40.4|10.0.40.4/3
143.0.24.56|143.0.24.56/0
10.24.76.145|10.24.76.145/0
143.0.68.96|143.0.68.96/0
10.0.36.21|10.0.36.21/1
143.0.68.215|143.0.68.215/2
