@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
165.87.32.60/7/0|165.87.32.60/7/0/0
12.82.98.15/1/0|12.82.98.15/1/0/0
12.82.124.192/9/0|12.82.124.192/9/0/6
12.82.66.30/9/2|12.82.66.30/9/2/8
12.82.56.5/2/0|12.82.56.5/2/0/9
12.82.40.99/3/1|12.82.40.99/3/1/0
12.83.164.232/4/0|12.83.164.232/4/0/0
150.0.0.168/5/3|150.0.0.168/5/3/9
12.82.127.3/0/3|12.82.127.3/0/3/0
12.82.126.128/8/3|12.82.126.128/8/3/3
148.0.131.193/5/0|148.0.131.193/5/0/0
12.83.164.74/6/0|12.83.164.74/6/0/0
12.82.108.4/9/1|12.82.108.4/9/1/5
12.82.102.25/1/1|12.82.102.25/1/1/0
12.82.8.69/2/1|12.82.8.69/2/1/0
12.82.88.20/2/0|12.82.88.20/2/0/8
12.82.0.87/2/2|12.82.0.87/2/2/1
12.82.0.89/8/0|12.82.0.89/8/0/2
12.82.16.66/10/0|12.82.16.66/10/0/0
12.82.80.25/2/0|12.82.80.25/2/0/3
12.122.122.145/9/3|12.122.122.145/9/3/0
12.122.122.152/7/0|12.122.122.152/7/0/1
12.82.106.6/2/1|12.82.106.6/2/1/3
12.82.0.56/2/1|12.82.0.56/2/1/9
12.82.40.99/10/1|12.82.40.99/10/1/3
149.0.3.138/0/0|149.0.3.138/0/0/7
12.123.80.17/1/0|12.123.80.17/1/0/0
12.82.0.50/3/0|12.82.0.50/3/0/0
12.122.126.139/1/2|12.122.126.139/1/2/0
12.122.215.72/3/3|12.122.215.72/3/3/0
12.82.96.29/8/3|12.82.96.29/8/3/0
12.83.165.44/6/0|12.83.165.44/6/0/1
12.82.8.67/3/2|12.82.8.67/3/2/1
12.82.127.129/2/1|12.82.127.129/2/1/3
12.82.126.192/3/2|12.82.126.192/3/2/5
12.122.124.163/0/1|12.122.124.163/0/1/0
8.8.0.215/4/0|8.8.0.215/4/0/0
165.87.24.7/7/0|165.87.24.7/7/0/0
12.82.127.192/0/2|12.82.127.192/0/2/0
12.82.58.13/1/3|12.82.58.13/1/3/0
12.82.0.43/3/0|12.82.0.43/3/0/5
12.82.60.18/2/0|12.82.60.18/2/0/5
12.83.165.85/0/0|12.83.165.85/0/0/0
12.82.120.135/0/3|12.82.120.135/0/3/2
12.82.40.117/2/0|12.82.40.117/2/0/0
12.82.102.28/10/2|12.82.102.28/10/2/0
12.82.114.20/3/2|12.82.114.20/3/2/4
12.82.124.192/9/2|12.82.124.192/9/2/6
12.82.122.8/10/1|12.82.122.8/10/1/8
12.82.92.25/8/2|12.82.92.25/8/2/0
12.82.114.22/3/3|12.82.114.22/3/3/0
12.82.102.28/8/2|12.82.102.28/8/2/3
12.82.0.61/10/2|12.82.0.61/10/2/2
12.82.127.129/3/1|12.82.127.129/3/1/0
12.82.60.22/3/1|12.82.60.22/3/1/8
12.82.118.19/5/0|12.82.118.19/5/0/1
12.82.8.55/3/2|12.82.8.55/3/2/0
8.8.1.5/0/0|8.8.1.5/0/0/1
12.82.24.32/9/0|12.82.24.32/9/0/2
12.82.104.19/2/2|12.82.104.19/2/2/3
12.122.126.85/3/2|12.122.126.85/3/2/0
12.82.16.127/7/0|12.82.16.127/7/0/0
12.82.126.8/0/1|12.82.126.8/0/1/0
12.82.122.18/2/2|12.82.122.18/2/2/0
12.82.40.118/2/2|12.82.40.118/2/2/5
12.82.63.15/7/1|12.82.63.15/7/1/1
12.122.122.84/3/2|12.122.122.84/3/2/0
12.82.110.1/10/0|12.82.110.1/10/0/9
12.82.126.64/10/1|12.82.126.64/10/1/6
12.82.100.12/2/2|12.82.100.12/2/2/0
12.82.88.20/8/2|12.82.88.20/8/2/4
12.122.119.10/2/3|12.122.119.10/2/3/0
12.82.24.57/5/3|12.82.24.57/5/3/3
12.82.154.5/10/1|12.82.154.5/10/1/6
12.122.122.79/0/3|12.122.122.79/0/3/0
12.122.119.9/2/1|12.122.119.9/2/1/7
12.122.122.79/3/3|12.122.122.79/3/3/9
12.82.24.123/9/3|12.82.24.123/9/3/7
12.82.48.1/9/2|12.82.48.1/9/2/6
12.82.66.30/10/1|12.82.66.30/10/1/3
12.82.114.20/3/1|12.82.114.20/3/1/5
12.82.80.31/5/2|12.82.80.31/5/2/9
150.0.0.167/2/0|150.0.0.167/2/0/1
165.87.210.254/3/1|165.87.210.254/3/1/7
12.82.109.5/2/1|12.82.109.5/2/1/4
12.82.96.21/2/0|12.82.96.21/2/0/6
12.82.58.3/10/3|12.82.58.3/10/3/2
12.82.92.25/10/0|12.82.92.25/10/0/5
12.82.64.10/3/2|12.82.64.10/3/2/2
12.122.120.237/3/0|12.122.120.237/3/0/0
12.122.122.248/3/2|12.122.122.248/3/2/7
12.82.24.1/5/0|12.82.24.1/5/0/3
12.82.114.14/5/3|12.82.114.14/5/3/0
12.122.122.41/3/3|12.122.122.41/3/3/3
12.82.0.3/2/1|12.82.0.3/2/1/8
12.82.0.56/2/0|12.82.0.56/2/0/5
12.82.24.57/5/1|12.82.24.57/5/1/1
12.82.104.21/3/0|12.82.104.21/3/0/5
12.82.63.2/3/0|12.82.63.2/3/0/7
12.82.125.192/1/1|12.82.125.192/1/1/0
149.0.3.156/2/0|149.0.3.156/2/0/1
12.122.120.225/6/2|12.122.120.225/6/2/0
12.122.124.195/3/3|12.122.124.195/3/3/0
12.82.40.93/2/0|12.82.40.93/2/0/2
12.82.16.50/5/0|12.82.16.50/5/0/2
12.82.86.26/10/2|12.82.86.26/10/2/5
12.82.70.28/5/3|12.82.70.28/5/3/1
8.8.0.148/1/0|8.8.0.148/1/0/0
12.82.118.23/10/2|12.82.118.23/10/2/2
12.122.127.73/3/0|12.122.127.73/3/0/0
12.82.40.92/3/2|12.82.40.92/3/2/9
12.122.121.152/1/1|12.122.121.152/1/1/1
10.0.36.136/2/1|10.0.36.136/2/1/8
12.82.24.47/5/1|12.82.24.47/5/1/6
12.82.72.21/5/0|12.82.72.21/5/0/8
12.82.110.16/0/0|12.82.110.16/0/0/0
12.82.127.129/5/3|12.82.127.129/5/3/0
12.82.24.123/4/0|12.82.24.123/4/0/0
12.82.0.83/0/0|12.82.0.83/0/0/0
12.82.24.123/6/0|12.82.24.123/6/0/3
12.82.55.5/2/0|12.82.55.5/2/0/1
12.83.164.225/7/0|12.83.164.225/7/0/7
12.82.16.66/8/0|12.82.16.66/8/0/0
12.82.0.95/4/3|12.82.0.95/4/3/4
143.0.24.237/5/0|143.0.24.237/5/0/0
149.0.3.196/0/2|149.0.3.196/0/2/7
143.0.24.60/0/0|143.0.24.60/0/0/4
12.82.104.26/2/0|12.82.104.26/2/0/6
12.122.120.193/3/2|12.122.120.193/3/2/0
12.122.122.32/3/2|12.122.122.32/3/2/2
10.144.0.62/7/2|10.144.0.62/7/2/0
12.82.24.44/9/1|12.82.24.44/9/1/3
12.122.122.226/11/1|12.122.122.226/11/1/0
12.82.49.75/2/0|12.82.49.75/2/0/3
12.82.104.20/2/2|12.82.104.20/2/2/8
12.82.66.24/2/2|12.82.66.24/2/2/6
12.82.40.92/4/2|12.82.40.92/4/2/4
12.122.122.87/4/1|12.122.122.87/4/1/0
12.82.24.123/11/3|12.82.24.123/11/3/0
12.82.24.65/4/3|12.82.24.65/4/3/6
12.82.96.19/2/2|12.82.96.19/2/2/2
12.82.90.13/5/0|12.82.90.13/5/0/8
12.82.24.57/5/1|12.82.24.57/5/1/3
12.82.116.5/1/0|12.82.116.5/1/0/0
12.82.110.5/10/1|12.82.110.5/10/1/3
150.0.0.10/2/0|150.0.0.10/2/0/4
172.30.192.3/7/0|172.30.192.3/7/0/0
12.122.215.42/7/2|12.122.215.42/7/2/0
12.82.114.4/9/1|12.82.114.4/9/1/5
12.122.122.162/4/0|12.122.122.162/4/0/5
12.83.164.60/7/1|12.83.164.60/7/1/2
12.82.110.4/9/0|12.82.110.4/9/0/7
12.82.94.18/10/0|12.82.94.18/10/0/7
12.82.8.58/2/2|12.82.8.58/2/2/9
12.122.122.17/3/0|12.122.122.17/3/0/2
172.30.183.8/7/1|172.30.183.8/7/1/3
12.82.118.7/4/1|12.82.118.7/4/1/9
12.122.122.72/11/3|12.122.122.72/11/3/0
12.82.8.76/8/1|12.82.8.76/8/1/0
12.82.78.21/1/1|12.82.78.21/1/1/0
12.82.110.1/10/2|12.82.110.1/10/2/4
12.82.106.14/4/2|12.82.106.14/4/2/5
12.82.94.25/2/1|12.82.94.25/2/1/0
12.82.32.73/2/1|12.82.32.73/2/1/3
12.82.122.3/1/2|12.82.122.3/1/2/0
12.122.126.242/2/0|12.122.126.242/2/0/0
12.82.104.6/5/0|12.82.104.6/5/0/6
143.0.24.145/1/0|143.0.24.145/1/0/0
12.82.24.43/9/0|12.82.24.43/9/0/2
12.82.127.128/4/0|12.82.127.128/4/0/0
135.16.241.28/0/3|135.16.241.28/0/3/0
12.82.102.2/5/0|12.82.102.2/5/0/8
12.82.0.59/4/0|12.82.0.59/4/0/6
12.82.102.28/3/0|12.82.102.28/3/0/8
12.82.127.128/8/2|12.82.127.128/8/2/5
12.82.16.69/3/0|12.82.16.69/3/0/0
12.82.0.72/4/0|12.82.0.72/4/0/0
12.82.98.15/10/1|12.82.98.15/10/1/8
12.82.8.94/4/2|12.82.8.94/4/2/0
12.82.102.26/2/3|12.82.102.26/2/3/4
12.82.127.129/4/3|12.82.127.129/4/3/5
12.82.114.17/2/3|12.82.114.17/2/3/4
12.82.60.22/2/3|12.82.60.22/2/3/2
12.82.146.8/0/0|12.82.146.8/0/0/1
12.82.40.99/3/0|12.82.40.99/3/0/8
12.82.86.22/3/1|12.82.86.22/3/1/0
12.82.110.15/7/0|12.82.110.15/7/0/0
12.82.24.74/10/2|12.82.24.74/10/2/0
12.82.82.27/2/1|12.82.82.27/2/1/2
12.82.8.84/1/0|12.82.8.84/1/0/3
12.82.0.112/0/0|12.82.0.112/0/0/0
12.82.118.9/11/3|12.82.118.9/11/3/0
12.83.164.201/7/0|12.83.164.201/7/0/0
150.0.0.167/1/0|150.0.0.167/1/0/1
12.82.49.72/0/1|12.82.49.72/0/1/0
12.82.8.64/2/1|12.82.8.64/2/1/2
12.82.58.3/1/0|12.82.58.3/1/0/2
12.82.125.128/10/0|12.82.125.128/10/0/8
12.82.86.31/1/2|12.82.86.31/1/2/8
12.82.80.25/2/2|12.82.80.25/2/2/3
12.82.114.23/5/3|12.82.114.23/5/3/2
12.83.164.97/7/1|12.83.164.97/7/1/0
12.82.78.19/10/0|12.82.78.19/10/0/9
12.82.0.100/2/0|12.82.0.100/2/0/0
12.122.122.69/3/2|12.122.122.69/3/2/9
172.20.4.108/1/2|172.20.4.108/1/2/0
12.122.122.49/8/2|12.122.122.49/8/2/0
12.122.122.114/4/3|12.122.122.114/4/3/0
12.82.60.18/5/0|12.82.60.18/5/0/0
12.122.122.69/3/2|12.122.122.69/3/2/0
12.82.16.77/3/0|12.82.16.77/3/0/3
12.122.122.57/8/1|12.122.122.57/8/1/0
12.82.78.19/10/0|12.82.78.19/10/0/5
12.82.106.10/5/0|12.82.106.10/5/0/6
12.82.90.24/7/0|12.82.90.24/7/0/0
12.83.164.193/3/1|12.83.164.193/3/1/0
12.82.66.26/2/0|12.82.66.26/2/0/6
12.82.66.30/6/0|12.82.66.30/6/0/4
12.82.90.11/9/1|12.82.90.11/9/1/1
12.82.76.25/2/0|12.82.76.25/2/0/8
12.83.164.176/4/0|12.83.164.176/4/0/0
12.82.102.28/10/3|12.82.102.28/10/3/7
12.82.90.29/2/2|12.82.90.29/2/2/5
12.82.94.19/5/0|12.82.94.19/5/0/8
12.82.114.20/11/1|12.82.114.20/11/1/0
12.122.127.43/5/0|12.122.127.43/5/0/0
148.0.131.182/4/1|148.0.131.182/4/1/6
12.82.0.63/3/0|12.82.0.63/3/0/4
143.0.68.203/0/1|143.0.68.203/0/1/0
12.82.96.19/2/0|12.82.96.19/2/0/3
12.82.82.16/8/0|12.82.82.16/8/0/2
12.122.126.241/4/2|12.122.126.241/4/2/0
12.82.24.61/2/0|12.82.24.61/2/0/0
12.82.16.106/1/0|12.82.16.106/1/0/0
12.122.126.127/3/1|12.122.126.127/3/1/0
12.82.106.9/5/1|12.82.106.9/5/1/0
12.122.121.153/11/1|12.122.121.153/11/1/1
12.82.112.1/9/3|12.82.112.1/9/3/2
12.82.40.123/10/3|12.82.40.123/10/3/1
12.122.122.51/3/0|12.122.122.51/3/0/6
12.82.90.13/5/1|12.82.90.13/5/1/8
12.83.164.99/6/1|12.83.164.99/6/1/0
12.82.0.93/4/2|12.82.0.93/4/2/7
12.82.40.118/5/0|12.82.40.118/5/0/4
12.82.60.17/1/2|12.82.60.17/1/2/0
12.82.8.61/2/2|12.82.8.61/2/2/0
172.30.146.2/7/1|172.30.146.2/7/1/1
143.0.68.240/2/0|143.0.68.240/2/0/3
12.82.104.21/2/0|12.82.104.21/2/0/2
12.82.104.25/2/3|12.82.104.25/2/3/7
12.82.94.17/5/2|12.82.94.17/5/2/7
12.83.164.104/6/1|12.83.164.104/6/1/0
12.82.16.77/2/2|12.82.16.77/2/2/8
12.82.24.69/1/1|12.82.24.69/1/1/7
12.122.121.153/0/2|12.122.121.153/0/2/0
12.82.78.19/10/1|12.82.78.19/10/1/5
12.122.122.17/3/1|12.122.122.17/3/1/7
12.82.66.1/3/0|12.82.66.1/3/0/0
12.82.62.6/5/2|12.82.62.6/5/2/5
12.82.40.94/3/0|12.82.40.94/3/0/9
12.82.8.100/1/3|12.82.8.100/1/3/0
12.82.90.15/1/0|12.82.90.15/1/0/3
12.82.118.15/3/1|12.82.118.15/3/1/3
12.82.8.67/2/2|12.82.8.67/2/2/9
12.82.110.5/1/2|12.82.110.5/1/2/1
12.122.122.165/3/3|12.122.122.165/3/3/9
12.122.122.26/3/1|12.122.122.26/3/1/1
12.82.40.97/1/1|12.82.40.97/1/1/7
12.82.70.29/2/2|12.82.70.29/2/2/0
12.82.16.94/10/2|12.82.16.94/10/2/0
12.82.118.7/3/1|12.82.118.7/3/1/4
12.83.165.165/2/3|12.83.165.165/2/3/0
148.0.131.153/2/0|148.0.131.153/2/0/0
12.122.122.207/3/1|12.122.122.207/3/1/0
12.82.126.128/10/0|12.82.126.128/10/0/7
12.122.126.127/3/2|12.122.126.127/3/2/0
12.82.16.96/2/3|12.82.16.96/2/3/2
12.82.24.49/3/3|12.82.24.49/3/3/0
12.82.60.17/9/1|12.82.60.17/9/1/8
12.82.66.30/9/3|12.82.66.30/9/3/9
12.82.109.5/0/0|12.82.109.5/0/0/0
100.1.0.38/0/3|100.1.0.38/0/3/2
12.82.48.1/8/0|12.82.48.1/8/0/8
12.82.132.8/4/0|12.82.132.8/4/0/1
12.82.56.4/3/0|12.82.56.4/3/0/7
12.122.120.179/3/2|12.122.120.179/3/2/0
12.82.125.130/3/3|12.82.125.130/3/3/0
12.82.110.5/9/2|12.82.110.5/9/2/6
12.82.74.28/2/1|12.82.74.28/2/1/6
12.122.122.51/4/0|12.122.122.51/4/0/3
12.82.48.1/3/0|12.82.48.1/3/0/7
12.82.0.96/0/0|12.82.0.96/0/0/1
12.82.144.20/3/2|12.82.144.20/3/2/8
12.82.118.10/3/1|12.82.118.10/3/1/1
135.16.241.28/0/1|135.16.241.28/0/1/0
12.82.40.95/2/0|12.82.40.95/2/0/0
12.82.0.52/3/1|12.82.0.52/3/1/7
12.82.118.21/2/0|12.82.118.21/2/0/3
12.82.127.129/7/1|12.82.127.129/7/1/0
12.82.40.91/0/0|12.82.40.91/0/0/0
12.82.82.26/2/2|12.82.82.26/2/2/0
12.80.72.52/3/0|12.80.72.52/3/0/1
12.122.215.98/3/1|12.122.215.98/3/1/0
12.122.126.136/4/3|12.122.126.136/4/3/0
12.82.66.24/2/2|12.82.66.24/2/2/0
12.122.126.106/1/3|12.122.126.106/1/3/4
12.122.122.248/3/0|12.122.122.248/3/0/7
12.82.102.21/1/0|12.82.102.21/1/0/3
192.168.43.17/9/0|192.168.43.17/9/0/9
12.82.114.27/1/0|12.82.114.27/1/0/8
12.80.72.34/1/3|12.80.72.34/1/3/0
12.82.0.48/2/2|12.82.0.48/2/2/2
12.82.62.1/2/1|12.82.62.1/2/1/2
150.0.0.44/1/0|150.0.0.44/1/0/2
12.122.119.227/3/1|12.122.119.227/3/1/6
12.122.122.69/0/2|12.122.122.69/0/2/0
12.82.56.11/2/0|12.82.56.11/2/0/8
12.82.24.31/1/0|12.82.24.31/1/0/3
12.82.24.49/2/1|12.82.24.49/2/1/3
12.82.94.24/2/0|12.82.94.24/2/0/5
12.82.0.94/11/3|12.82.0.94/11/3/0
172.23.132.108/1/0|172.23.132.108/1/0/0
12.82.92.31/2/3|12.82.92.31/2/3/3
12.82.109.3/4/2|12.82.109.3/4/2/8
12.122.215.41/3/3|12.122.215.41/3/3/0
12.122.215.10/7/3|12.122.215.10/7/3/0
12.122.122.123/3/2|12.122.122.123/3/2/9
10.0.36.136/1/2|10.0.36.136/1/2/5
12.82.110.5/10/0|12.82.110.5/10/0/5
12.82.104.24/2/2|12.82.104.24/2/2/5
165.87.64.121/7/0|165.87.64.121/7/0/0
143.0.68.240/1/0|143.0.68.240/1/0/1
12.122.122.61/11/0|12.122.122.61/11/0/0
150.0.0.120/0/2|150.0.0.120/0/2/0
12.122.119.8/1/0|12.122.119.8/1/0/0
12.122.215.47/4/3|12.122.215.47/4/3/0
12.122.122.163/7/1|12.122.122.163/7/1/0
12.82.24.57/5/2|12.82.24.57/5/2/8
12.82.0.1/1/2|12.82.0.1/1/2/8
12.82.86.29/5/0|12.82.86.29/5/0/8
12.82.106.2/7/0|12.82.106.2/7/0/0
12.82.92.30/10/3|12.82.92.30/10/3/2
172.30.128.6/7/2|172.30.128.6/7/2/6
172.30.186.3/7/1|172.30.186.3/7/1/5
12.122.122.122/4/0|12.122.122.122/4/0/6
12.82.114.23/2/0|12.82.114.23/2/0/7
12.82.102.21/10/3|12.82.102.21/10/3/5
12.82.94.28/3/2|12.82.94.28/3/2/9
12.82.24.123/11/1|12.82.24.123/11/1/1
12.82.82.21/2/3|12.82.82.21/2/3/6
12.82.80.24/0/1|12.82.80.24/0/1/0
12.82.24.50/3/3|12.82.24.50/3/3/8
12.122.122.162/4/1|12.122.122.162/4/1/2
12.122.122.162/7/0|12.122.122.162/7/0/5
12.82.86.27/2/3|12.82.86.27/2/3/4
12.82.82.16/1/3|12.82.82.16/1/3/6
12.82.24.47/9/1|12.82.24.47/9/1/1
12.82.118.12/3/3|12.82.118.12/3/3/2
12.82.100.11/2/1|12.82.100.11/2/1/0
12.83.164.237/0/2|12.83.164.237/0/2/0
12.122.120.179/3/0|12.122.120.179/3/0/0
12.83.165.192/6/0|12.83.165.192/6/0/3
12.82.0.50/2/0|12.82.0.50/2/0/6
12.82.8.58/2/1|12.82.8.58/2/1/8
12.82.88.20/2/0|12.82.88.20/2/0/1
12.82.16.50/3/3|12.82.16.50/3/3/0
12.82.124.192/9/0|12.82.124.192/9/0/8
149.0.17.1/0/0|149.0.17.1/0/0/0
12.82.109.1/1/1|12.82.109.1/1/1/4
12.82.118.15/3/1|12.82.118.15/3/1/0
12.82.104.31/2/2|12.82.104.31/2/2/1
12.82.0.83/2/1|12.82.0.83/2/1/9
12.82.146.16/0/0|12.82.146.16/0/0/0
12.122.122.89/2/0|12.122.122.89/2/0/0
165.87.210.254/3/1|165.87.210.254/3/1/8
12.82.118.27/0/0|12.82.118.27/0/0/0
12.82.0.53/2/1|12.82.0.53/2/1/6
12.82.82.29/3/1|12.82.82.29/3/1/9
12.82.88.20/8/2|12.82.88.20/8/2/6
12.122.122.207/3/2|12.122.122.207/3/2/4
12.82.125.5/4/2|12.82.125.5/4/2/3
12.82.90.19/9/0|12.82.90.19/9/0/8
12.122.122.173/11/3|12.122.122.173/11/3/0
12.82.49.75/0/2|12.82.49.75/0/2/1
12.82.100.16/2/2|12.82.100.16/2/2/6
12.122.215.37/7/1|12.122.215.37/7/1/0
12.82.40.103/2/3|12.82.40.103/2/3/4
149.0.3.222/1/3|149.0.3.222/1/3/0
12.122.122.26/3/1|12.122.122.26/3/1/0
12.82.8.90/3/3|12.82.8.90/3/3/9
12.82.122.5/2/0|12.82.122.5/2/0/5
12.82.114.30/7/1|12.82.114.30/7/1/0
12.82.0.1/4/3|12.82.0.1/4/3/3
12.82.16.81/2/2|12.82.16.81/2/2/0
12.122.122.98/3/1|12.122.122.98/3/1/1
12.83.165.132/7/1|12.83.165.132/7/1/2
12.82.114.13/9/3|12.82.114.13/9/3/2
12.82.66.1/3/1|12.82.66.1/3/1/6
12.82.16.65/8/1|12.82.16.65/8/1/0
143.0.68.112/1/0|143.0.68.112/1/0/1
12.82.109.3/10/2|12.82.109.3/10/2/2
12.82.118.19/2/1|12.82.118.19/2/1/4
12.82.16.87/2/0|12.82.16.87/2/0/6
12.122.122.132/3/2|12.122.122.132/3/2/9
12.82.142.4/1/3|12.82.142.4/1/3/4
12.82.78.27/5/0|12.82.78.27/5/0/0
12.122.122.226/5/0|12.122.122.226/5/0/4
12.83.165.251/3/0|12.83.165.251/3/0/0
12.82.114.23/6/0|12.82.114.23/6/0/9
12.82.0.1/10/0|12.82.0.1/10/0/3
12.82.121.5/0/0|12.82.121.5/0/0/3
12.122.122.91/3/3|12.122.122.91/3/3/6
12.122.125.135/4/2|12.122.125.135/4/2/0
12.122.122.65/3/0|12.122.122.65/3/0/1
12.122.127.5/2/1|12.122.127.5/2/1/5
12.82.110.4/1/3|12.82.110.4/1/3/2
12.82.80.30/2/0|12.82.80.30/2/0/7
12.82.80.31/3/1|12.82.80.31/3/1/1
12.82.118.22/10/2|12.82.118.22/10/2/1
12.83.164.245/7/0|12.83.164.245/7/0/0
12.122.215.60/3/1|12.122.215.60/3/1/0
12.82.127.3/1/2|12.82.127.3/1/2/2
12.82.58.3/3/2|12.82.58.3/3/2/6
12.82.118.4/10/1|12.82.118.4/10/1/8
12.82.0.95/4/2|12.82.0.95/4/2/8
12.82.95.218/2/0|12.82.95.218/2/0/5
12.82.0.80/1/0|12.82.0.80/1/0/0
12.82.88.1/10/3|12.82.88.1/10/3/9
143.0.24.144/1/0|143.0.24.144/1/0/0
12.122.122.24/11/1|12.122.122.24/11/1/0
10.0.38.97/2/0|10.0.38.97/2/0/1
12.82.114.22/2/0|12.82.114.22/2/0/0
12.82.8.82/1/2|12.82.8.82/1/2/2
12.82.126.130/4/3|12.82.126.130/4/3/0
12.122.83.40/2/0|12.122.83.40/2/0/0
12.82.24.66/4/3|12.82.24.66/4/3/0
12.122.122.207/5/0|12.122.122.207/5/0/5
12.82.60.30/11/1|12.82.60.30/11/1/0
12.82.60.22/2/0|12.82.60.22/2/0/9
12.82.0.61/10/3|12.82.0.61/10/3/1
12.122.120.244/6/0|12.122.120.244/6/0/0
12.82.8.90/3/3|12.82.8.90/3/3/4
12.82.0.83/2/0|12.82.0.83/2/0/4
12.82.40.108/3/0|12.82.40.108/3/0/8
12.83.165.177/0/0|12.83.165.177/0/0/1
12.82.40.97/1/1|12.82.40.97/1/1/6
12.82.68.1/10/1|12.82.68.1/10/1/2
12.82.16.64/4/0|12.82.16.64/4/0/1
12.82.86.26/2/2|12.82.86.26/2/2/2
12.82.100.6/2/0|12.82.100.6/2/0/2
12.82.100.7/5/1|12.82.100.7/5/1/0
12.82.74.24/3/2|12.82.74.24/3/2/1
12.82.96.6/2/2|12.82.96.6/2/2/3
12.122.122.163/10/0|12.122.122.163/10/0/0
12.122.122.113/11/2|12.122.122.113/11/2/0
12.82.16.79/2/2|12.82.16.79/2/2/0
12.82.80.25/2/0|12.82.80.25/2/0/1
12.82.100.14/2/1|12.82.100.14/2/1/4
12.82.56.5/3/1|12.82.56.5/3/1/1
12.82.0.61/10/1|12.82.0.61/10/1/8
12.82.0.94/2/1|12.82.0.94/2/1/0
12.82.56.6/0/2|12.82.56.6/0/2/0
12.82.56.4/2/2|12.82.56.4/2/2/7
12.82.124.129/8/2|12.82.124.129/8/2/1
12.82.118.21/2/0|12.82.118.21/2/0/9
12.82.80.31/3/2|12.82.80.31/3/2/0
12.122.122.204/1/3|12.122.122.204/1/3/0
12.82.48.1/2/1|12.82.48.1/2/1/0
12.82.102.21/10/1|12.82.102.21/10/1/0
12.82.82.24/2/0|12.82.82.24/2/0/2
12.82.32.77/3/1|12.82.32.77/3/1/4
12.123.80.91/5/0|12.123.80.91/5/0/2
12.82.106.4/7/0|12.82.106.4/7/0/0
172.30.128.23/7/3|172.30.128.23/7/3/2
165.87.65.223/3/0|165.87.65.223/3/0/7
12.82.78.1/3/1|12.82.78.1/3/1/7
12.82.48.64/10/2|12.82.48.64/10/2/4
12.82.24.65/10/3|12.82.24.65/10/3/7
12.122.121.155/3/1|12.122.121.155/3/1/8
12.82.0.59/2/0|12.82.0.59/2/0/5
12.82.102.2/10/0|12.82.102.2/10/0/3
12.82.100.2/2/2|12.82.100.2/2/2/3
12.83.165.148/0/2|12.83.165.148/0/2/0
12.122.120.224/2/0|12.122.120.224/2/0/0
12.82.16.67/2/1|12.82.16.67/2/1/0
12.82.98.15/10/0|12.82.98.15/10/0/1
12.122.215.106/3/3|12.122.215.106/3/3/0
12.82.126.64/3/1|12.82.126.64/3/1/9
12.82.125.8/0/0|12.82.125.8/0/0/7
12.122.121.139/3/2|12.122.121.139/3/2/6
12.82.40.93/2/3|12.82.40.93/2/3/3
12.82.109.3/3/3|12.82.109.3/3/3/5
12.82.24.1/4/3|12.82.24.1/4/3/0
12.82.117.6/3/1|12.82.117.6/3/1/0
12.82.32.74/2/0|12.82.32.74/2/0/9
12.82.8.68/1/0|12.82.8.68/1/0/3
12.82.0.54/2/2|12.82.0.54/2/2/9
12.82.124.64/5/3|12.82.124.64/5/3/0
12.82.102.2/10/0|12.82.102.2/10/0/5
12.122.122.145/11/3|12.122.122.145/11/3/0
12.82.102.28/8/0|12.82.102.28/8/0/9
165.87.251.97/5/1|165.87.251.97/5/1/1
12.82.95.218/5/0|12.82.95.218/5/0/0
12.82.62.1/2/0|12.82.62.1/2/0/1
12.82.127.64/10/0|12.82.127.64/10/0/6
12.82.49.192/10/3|12.82.49.192/10/3/4
12.122.122.217/3/2|12.122.122.217/3/2/2
12.82.106.8/3/0|12.82.106.8/3/0/3
12.82.98.14/2/1|12.82.98.14/2/1/9
165.87.65.218/3/2|165.87.65.218/3/2/1
12.82.8.82/1/2|12.82.8.82/1/2/5
12.82.102.21/3/3|12.82.102.21/3/3/4
12.82.40.121/2/0|12.82.40.121/2/0/5
12.122.121.139/11/1|12.122.121.139/11/1/0
12.82.116.2/1/0|12.82.116.2/1/0/9
12.82.53.4/1/3|12.82.53.4/1/3/7
12.82.16.78/9/3|12.82.16.78/9/3/6
12.82.0.61/7/3|12.82.0.61/7/3/2
12.82.56.15/0/0|12.82.56.15/0/0/0
12.82.56.6/10/1|12.82.56.6/10/1/0
12.122.122.226/4/2|12.122.122.226/4/2/1
12.82.126.192/1/2|12.82.126.192/1/2/3
12.82.126.196/0/3|12.82.126.196/0/3/9
12.122.122.83/11/3|12.122.122.83/11/3/0
12.82.106.6/1/1|12.82.106.6/1/1/0
165.87.208.80/2/3|165.87.208.80/2/3/0
12.82.110.1/3/1|12.82.110.1/3/1/5
12.83.164.243/6/0|12.83.164.243/6/0/0
12.123.80.57/2/0|12.123.80.57/2/0/4
10.0.40.248/0/2|10.0.40.248/0/2/5
12.82.24.47/5/1|12.82.24.47/5/1/5
12.82.80.14/3/0|12.82.80.14/3/0/0
12.122.127.6/1/0|12.122.127.6/1/0/3
12.82.8.55/2/1|12.82.8.55/2/1/9
12.82.126.192/8/1|12.82.126.192/8/1/1
12.82.8.78/3/2|12.82.8.78/3/2/0
12.82.114.12/9/1|12.82.114.12/9/1/3
