@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
12.122.119.10/4/1|12.122.119.10/4/1/0
12.82.114.16/2/1|12.82.114.16/2/1/0
12.82.0.61/3/3|12.82.0.61/3/3/9
172.19.4.236/7/3|172.19.4.236/7/3/5
12.122.122.35/3/0|12.122.122.35/3/0/5
12.82.124.64/0/0|12.82.124.64/0/0/0
10.144.0.224/7/0|10.144.0.224/7/0/2
148.0.131.182/0/0|148.0.131.182/0/0/0
12.82.68.1/10/1|12.82.68.1/10/1/0
12.122.159.113/1/1|12.122.159.113/1/1/0
12.82.112.1/5/2|12.82.112.1/5/2/6
12.82.114.23/10/3|12.82.114.23/10/3/6
12.82.86.28/9/1|12.82.86.28/9/1/3
12.82.144.21/3/3|12.82.144.21/3/3/8
12.82.49.196/0/1|12.82.49.196/0/1/5
12.123.80.27/2/1|12.123.80.27/2/1/2
12.122.122.249/3/2|12.122.122.249/3/2/0
12.122.126.9/4/3|12.122.126.9/4/3/0
12.122.122.114/1/3|12.122.122.114/1/3/0
12.122.122.121/11/0|12.122.122.121/11/0/0
12.82.24.123/8/3|12.82.24.123/8/3/8
12.82.80.27/2/0|12.82.80.27/2/0/5
12.82.48.197/0/2|12.82.48.197/0/2/5
12.82.24.54/5/1|12.82.24.54/5/1/4
12.83.165.131/3/0|12.83.165.131/3/0/0
149.9.0.6/2/0|149.9.0.6/2/0/4
172.30.174.6/7/1|172.30.174.6/7/1/6
12.82.8.81/5/2|12.82.8.81/5/2/1
12.82.0.50/2/0|12.82.0.50/2/0/8
12.82.24.74/1/0|12.82.24.74/1/0/9
12.82.76.24/9/3|12.82.76.24/9/3/8
10.0.36.136/1/1|10.0.36.136/1/1/9
12.82.122.17/4/1|12.82.122.17/4/1/0
172.30.175.7/7/1|172.30.175.7/7/1/7
12.82.60.25/10/0|12.82.60.25/10/0/9
12.122.121.141/2/0|12.122.121.141/2/0/0
12.83.165.192/6/0|12.83.165.192/6/0/1
12.82.74.28/3/2|12.82.74.28/3/2/4
12.82.66.1/9/2|12.82.66.1/9/2/0
12.82.56.6/9/0|12.82.56.6/9/0/9
12.82.104.26/2/1|12.82.104.26/2/1/3
12.82.127.129/9/2|12.82.127.129/9/2/5
12.82.94.25/2/1|12.82.94.25/2/1/5
12.82.48.1/1/3|12.82.48.1/1/3/2
12.82.66.1/9/1|12.82.66.1/9/1/8
12.82.114.20/10/3|12.82.114.20/10/3/4
12.82.76.18/3/2|12.82.76.18/3/2/5
12.82.40.106/2/0|12.82.40.106/2/0/5
12.82.0.99/2/3|12.82.0.99/2/3/2
12.82.110.4/3/3|12.82.110.4/3/3/9
12.122.83.71/0/0|12.122.83.71/0/0/0
12.82.24.59/5/0|12.82.24.59/5/0/7
12.82.66.24/2/2|12.82.66.24/2/2/3
12.82.104.23/2/0|12.82.104.23/2/0/1
12.82.82.28/3/0|12.82.82.28/3/0/8
150.0.0.131/0/3|150.0.0.131/0/3/3
12.82.125.130/10/0|12.82.125.130/10/0/2
12.82.40.97/3/0|12.82.40.97/3/0/1
10.144.0.154/4/0|10.144.0.154/4/0/0
12.82.24.123/7/0|12.82.24.123/7/0/4
12.82.8.81/5/2|12.82.8.81/5/2/3
12.82.98.13/2/3|12.82.98.13/2/3/3
12.122.122.92/3/3|12.122.122.92/3/3/9
12.122.122.50/3/1|12.122.122.50/3/1/1
12.82.24.123/10/1|12.82.24.123/10/1/9
12.82.8.90/10/3|12.82.8.90/10/3/7
12.82.76.24/9/1|12.82.76.24/9/1/9
12.82.125.192/9/0|12.82.125.192/9/0/1
12.83.164.224/0/1|12.83.164.224/0/1/2
12.82.66.1/4/2|12.82.66.1/4/2/1
12.82.60.30/3/3|12.82.60.30/3/3/7
12.83.165.45/6/0|12.83.165.45/6/0/9
12.82.102.1/10/2|12.82.102.1/10/2/0
12.83.165.226/0/0|12.83.165.226/0/0/3
12.122.126.72/1/3|12.122.126.72/1/3/0
1.2.3.4/1/1|1.2.3.4/1/1/9
12.82.40.105/10/1|12.82.40.105/10/1/4
12.82.24.61/2/3|12.82.24.61/2/3/0
12.82.63.2/5/3|12.82.63.2/5/3/8
12.82.90.10/1/1|12.82.90.10/1/1/0
12.82.104.21/3/0|12.82.104.21/3/0/4
12.122.121.141/2/1|12.122.121.141/2/1/0
12.83.165.146/7/0|12.83.165.146/7/0/3
12.82.118.9/9/2|12.82.118.9/9/2/1
12.82.118.11/5/2|12.82.118.11/5/2/1
12.82.100.7/5/1|12.82.100.7/5/1/2
12.83.164.161/6/1|12.83.164.161/6/1/0
12.82.96.2/8/1|12.82.96.2/8/1/0
12.82.124.64/0/1|12.82.124.64/0/1/0
12.82.0.42/2/2|12.82.0.42/2/2/1
12.82.68.1/10/2|12.82.68.1/10/2/0
12.82.63.2/7/1|12.82.63.2/7/1/5
12.82.126.64/10/0|12.82.126.64/10/0/9
12.82.16.78/8/3|12.82.16.78/8/3/7
12.82.142.4/1/2|12.82.142.4/1/2/4
12.82.106.14/10/0|12.82.106.14/10/0/1
12.82.48.200/0/3|12.82.48.200/0/3/7
172.30.140.2/7/1|172.30.140.2/7/1/2
12.82.96.30/2/0|12.82.96.30/2/0/3
12.82.32.76/8/0|12.82.32.76/8/0/0
12.82.118.3/2/0|12.82.118.3/2/0/6
12.82.8.71/1/3|12.82.8.71/1/3/2
12.122.122.162/4/1|12.122.122.162/4/1/4
12.82.146.5/2/0|12.82.146.5/2/0/0
12.122.215.51/4/3|12.122.215.51/4/3/0
172.30.146.2/7/0|172.30.146.2/7/0/9
12.122.122.200/3/3|12.122.122.200/3/3/9
165.87.65.88/5/3|165.87.65.88/5/3/3
12.82.8.82/4/2|12.82.8.82/4/2/1
12.82.114.23/6/3|12.82.114.23/6/3/4
12.83.164.233/7/1|12.83.164.233/7/1/0
12.82.86.26/2/1|12.82.86.26/2/1/5
12.82.60.21/8/2|12.82.60.21/8/2/0
12.82.102.28/2/0|12.82.102.28/2/0/0
12.83.165.118/0/0|12.83.165.118/0/0/1
12.122.120.250/3/3|12.122.120.250/3/3/0
12.82.32.96/1/0|12.82.32.96/1/0/0
12.122.124.12/2/1|12.122.124.12/2/1/5
12.122.122.138/3/0|12.122.122.138/3/0/5
12.82.62.7/1/0|12.82.62.7/1/0/6
12.82.48.201/0/1|12.82.48.201/0/1/6
12.82.82.23/2/0|12.82.82.23/2/0/1
12.82.48.64/10/3|12.82.48.64/10/3/9
10.144.0.147/3/0|10.144.0.147/3/0/3
12.82.90.14/2/0|12.82.90.14/2/0/2
12.122.126.245/2/1|12.122.126.245/2/1/1
12.82.8.65/2/1|12.82.8.65/2/1/6
12.82.127.129/8/3|12.82.127.129/8/3/8
12.82.48.1/10/3|12.82.48.1/10/3/0
12.122.122.61/3/3|12.122.122.61/3/3/9
12.82.40.104/2/2|12.82.40.104/2/2/6
12.122.122.51/4/1|12.122.122.51/4/1/9
12.82.0.52/2/3|12.82.0.52/2/3/3
12.122.122.153/7/0|12.122.122.153/7/0/8
143.0.24.205/1/0|143.0.24.205/1/0/0
12.122.122.94/3/2|12.122.122.94/3/2/9
12.82.24.42/4/0|12.82.24.42/4/0/4
12.82.127.192/3/2|12.82.127.192/3/2/8
12.82.86.26/10/1|12.82.86.26/10/1/6
12.82.8.68/1/1|12.82.8.68/1/1/2
12.82.94.28/10/0|12.82.94.28/10/0/2
12.123.80.212/2/1|12.123.80.212/2/1/3
172.30.136.2/7/0|172.30.136.2/7/0/7
12.82.124.65/10/0|12.82.124.65/10/0/2
12.122.122.226/3/3|12.122.122.226/3/3/7
12.122.122.192/10/3|12.122.122.192/10/3/0
12.82.48.1/4/3|12.82.48.1/4/3/5
12.122.126.136/3/3|12.122.126.136/3/3/0
12.82.116.2/3/0|12.82.116.2/3/0/6
12.123.80.143/2/0|12.123.80.143/2/0/2
12.82.8.90/10/1|12.82.8.90/10/1/6
12.82.150.17/0/1|12.82.150.17/0/1/3
143.0.68.172/4/2|143.0.68.172/4/2/1
12.82.104.1/2/0|12.82.104.1/2/0/0
12.122.122.207/4/1|12.122.122.207/4/1/1
12.82.40.122/10/3|12.82.40.122/10/3/8
12.82.124.192/3/3|12.82.124.192/3/3/9
12.82.144.21/3/2|12.82.144.21/3/2/8
165.87.65.222/3/3|165.87.65.222/3/3/9
12.82.0.43/4/0|12.82.0.43/4/0/4
12.82.16.69/1/1|12.82.16.69/1/1/8
12.82.16.103/2/0|12.82.16.103/2/0/0
32.120.131.124/5/2|32.120.131.124/5/2/2
165.87.65.220/3/0|165.87.65.220/3/0/0
12.82.74.24/2/2|12.82.74.24/2/2/5
12.82.74.27/2/2|12.82.74.27/2/2/5
12.122.125.232/1/2|12.122.125.232/1/2/0
12.82.126.192/8/3|12.82.126.192/8/3/5
12.82.124.64/8/1|12.82.124.64/8/1/6
12.82.24.1/8/3|12.82.24.1/8/3/5
12.82.106.3/5/0|12.82.106.3/5/0/5
165.87.245.227/0/0|165.87.245.227/0/0/0
12.82.88.27/3/0|12.82.88.27/3/0/6
12.122.122.164/0/0|12.122.122.164/0/0/0
12.82.55.2/1/0|12.82.55.2/1/0/0
12.122.215.88/4/3|12.122.215.88/4/3/0
12.82.40.94/4/0|12.82.40.94/4/0/8
12.82.80.21/8/2|12.82.80.21/8/2/0
12.123.80.60/0/0|12.123.80.60/0/0/1
12.82.102.21/8/2|12.82.102.21/8/2/0
143.0.24.32/0/0|143.0.24.32/0/0/0
12.82.40.123/7/2|12.82.40.123/7/2/0
12.82.106.9/5/0|12.82.106.9/5/0/1
12.82.117.27/1/1|12.82.117.27/1/1/2
12.82.114.23/2/0|12.82.114.23/2/0/9
12.82.0.93/8/0|12.82.0.93/8/0/6
12.122.122.72/3/1|12.122.122.72/3/1/1
12.122.121.154/3/3|12.122.121.154/3/3/4
12.122.122.152/3/3|12.122.122.152/3/3/9
12.122.122.73/7/0|12.122.122.73/7/0/6
12.82.0.50/2/2|12.82.0.50/2/2/0
12.82.114.4/8/0|12.82.114.4/8/0/1
12.122.122.102/3/0|12.122.122.102/3/0/6
12.122.121.153/1/0|12.122.121.153/1/0/1
12.82.117.1/2/0|12.82.117.1/2/0/2
12.82.40.92/4/3|12.82.40.92/4/3/6
12.82.110.5/1/2|12.82.110.5/1/2/5
12.82.90.19/5/2|12.82.90.19/5/2/7
12.82.8.54/3/2|12.82.8.54/3/2/6
165.87.65.222/3/1|165.87.65.222/3/1/5
12.82.16.78/3/2|12.82.16.78/3/2/5
12.82.82.21/2/2|12.82.82.21/2/2/6
12.82.116.2/3/0|12.82.116.2/3/0/1
12.122.122.155/4/0|12.122.122.155/4/0/8
12.82.66.30/7/3|12.82.66.30/7/3/9
165.87.210.254/3/3|165.87.210.254/3/3/1
12.82.40.147/10/1|12.82.40.147/10/1/1
12.82.70.27/9/1|12.82.70.27/9/1/0
10.144.0.137/5/3|10.144.0.137/5/3/4
12.82.100.13/2/1|12.82.100.13/2/1/5
12.83.165.129/1/1|12.83.165.129/1/1/0
12.82.24.1/9/0|12.82.24.1/9/0/6
12.122.121.154/4/0|12.122.121.154/4/0/9
12.122.122.57/8/2|12.122.122.57/8/2/0
12.82.86.24/3/1|12.82.86.24/3/1/0
12.82.68.1/3/0|12.82.68.1/3/0/2
12.82.24.65/3/1|12.82.24.65/3/1/6
12.82.100.15/2/0|12.82.100.15/2/0/1
12.82.16.72/9/3|12.82.16.72/9/3/0
10.0.36.136/2/1|10.0.36.136/2/1/3
12.82.102.22/5/0|12.82.102.22/5/0/2
12.82.0.88/2/3|12.82.0.88/2/3/4
12.82.110.5/10/3|12.82.110.5/10/3/1
12.82.90.13/8/0|12.82.90.13/8/0/0
12.82.0.62/1/3|12.82.0.62/1/3/2
12.82.0.95/4/1|12.82.0.95/4/1/0
12.122.122.154/4/1|12.122.122.154/4/1/8
12.82.0.1/7/2|12.82.0.1/7/2/3
172.30.186.2/7/1|172.30.186.2/7/1/4
12.82.100.7/8/2|12.82.100.7/8/2/0
12.82.56.6/2/1|12.82.56.6/2/1/0
12.82.96.20/5/2|12.82.96.20/5/2/5
12.82.106.6/10/1|12.82.106.6/10/1/7
12.122.122.40/4/1|12.122.122.40/4/1/0
172.30.136.4/7/2|172.30.136.4/7/2/4
12.82.96.1/3/1|12.82.96.1/3/1/4
12.83.165.2/7/0|12.83.165.2/7/0/1
12.82.16.69/2/1|12.82.16.69/2/1/9
12.82.62.5/8/1|12.82.62.5/8/1/0
12.80.72.80/4/3|12.80.72.80/4/3/1
12.82.8.90/3/2|12.82.8.90/3/2/0
12.82.80.27/2/0|12.82.80.27/2/0/3
12.82.90.19/9/0|12.82.90.19/9/0/5
165.87.209.133/2/3|165.87.209.133/2/3/1
12.122.122.86/4/0|12.122.122.86/4/0/6
12.122.215.104/4/3|12.122.215.104/4/3/0
12.82.118.23/10/3|12.82.118.23/10/3/3
12.82.102.27/1/2|12.82.102.27/1/2/0
172.30.128.6/7/0|172.30.128.6/7/0/4
12.82.70.30/3/1|12.82.70.30/3/1/0
12.82.0.89/1/1|12.82.0.89/1/1/5
12.82.117.28/1/3|12.82.117.28/1/3/4
12.122.126.205/1/3|12.122.126.205/1/3/0
12.82.114.23/4/3|12.82.114.23/4/3/2
12.82.76.28/2/0|12.82.76.28/2/0/0
12.82.68.1/8/2|12.82.68.1/8/2/0
12.82.24.74/9/3|12.82.24.74/9/3/2
12.83.164.86/7/0|12.83.164.86/7/0/0
12.82.118.4/3/3|12.82.118.4/3/3/6
12.82.114.15/5/0|12.82.114.15/5/0/2
12.82.0.59/2/2|12.82.0.59/2/2/3
12.82.8.65/2/3|12.82.8.65/2/3/2
12.122.120.254/0/0|12.122.120.254/0/0/0
172.30.166.3/7/1|172.30.166.3/7/1/4
12.82.78.17/5/0|12.82.78.17/5/0/4
12.82.40.101/5/2|12.82.40.101/5/2/4
12.122.122.58/4/0|12.122.122.58/4/0/7
12.122.121.154/3/2|12.122.121.154/3/2/1
12.83.164.97/4/0|12.83.164.97/4/0/0
12.82.106.6/9/2|12.82.106.6/9/2/8
12.82.40.104/2/1|12.82.40.104/2/1/0
12.82.16.112/4/3|12.82.16.112/4/3/0
12.122.122.180/11/3|12.122.122.180/11/3/0
12.82.126.192/3/2|12.82.126.192/3/2/2
12.82.118.22/10/0|12.82.118.22/10/0/2
12.82.24.64/2/0|12.82.24.64/2/0/3
143.0.24.159/7/3|143.0.24.159/7/3/0
12.82.102.28/8/2|12.82.102.28/8/2/4
12.122.120.244/2/0|12.122.120.244/2/0/0
12.82.114.14/10/1|12.82.114.14/10/1/8
12.122.126.127/2/1|12.122.126.127/2/1/2
172.30.160.2/0/3|172.30.160.2/0/3/4
12.82.16.64/2/1|12.82.16.64/2/1/5
12.82.100.14/2/1|12.82.100.14/2/1/2
12.82.102.2/5/0|12.82.102.2/5/0/6
12.82.124.129/8/1|12.82.124.129/8/1/7
12.82.106.14/10/1|12.82.106.14/10/1/7
12.82.125.192/3/3|12.82.125.192/3/3/4
12.82.88.1/0/2|12.82.88.1/0/2/0
12.82.55.8/7/0|12.82.55.8/7/0/0
12.82.0.62/1/0|12.82.0.62/1/0/3
12.82.124.192/4/1|12.82.124.192/4/1/1
12.82.40.122/4/1|12.82.40.122/4/1/2
12.122.122.101/11/2|12.122.122.101/11/2/0
12.82.24.123/7/3|12.82.24.123/7/3/2
12.82.53.5/7/1|12.82.53.5/7/1/1
12.82.94.16/5/1|12.82.94.16/5/1/6
12.122.122.99/3/0|12.122.122.99/3/0/3
12.82.127.3/0/0|12.82.127.3/0/0/4
12.82.0.61/9/0|12.82.0.61/9/0/8
12.82.70.27/1/1|12.82.70.27/1/1/0
172.30.136.2/7/2|172.30.136.2/7/2/5
12.122.122.24/1/3|12.122.122.24/1/3/0
12.82.126.130/1/0|12.82.126.130/1/0/6
12.83.164.192/4/0|12.83.164.192/4/0/0
172.19.12.143/7/0|172.19.12.143/7/0/1
12.82.110.5/3/0|12.82.110.5/3/0/1
12.82.0.61/5/0|12.82.0.61/5/0/0
12.122.120.34/4/3|12.122.120.34/4/3/0
12.82.40.92/4/3|12.82.40.92/4/3/3
12.82.8.82/1/0|12.82.8.82/1/0/8
12.82.124.64/8/3|12.82.124.64/8/3/8
1.2.3.4/10/0|1.2.3.4/10/0/7
150.0.0.212/5/0|150.0.0.212/5/0/0
10.144.0.152/0/1|10.144.0.152/0/1/0
12.82.125.130/3/0|12.82.125.130/3/0/2
12.82.114.14/9/0|12.82.114.14/9/0/3
12.82.114.14/9/3|12.82.114.14/9/3/5
12.82.94.17/5/0|12.82.94.17/5/0/5
12.82.82.20/2/0|12.82.82.20/2/0/2
12.82.80.26/3/0|12.82.80.26/3/0/0
12.122.122.163/3/0|12.122.122.163/3/0/7
12.122.122.165/1/3|12.122.122.165/1/3/0
12.82.0.51/2/3|12.82.0.51/2/3/1
12.82.102.21/3/2|12.82.102.21/3/2/5
12.82.16.70/1/1|12.82.16.70/1/1/4
12.82.118.14/2/1|12.82.118.14/2/1/0
143.0.68.64/0/0|143.0.68.64/0/0/0
12.122.122.59/3/2|12.122.122.59/3/2/1
12.122.83.40/4/1|12.122.83.40/4/1/4
12.122.127.141/1/0|12.122.127.141/1/0/0
12.82.80.31/4/2|12.82.80.31/4/2/3
12.82.118.4/10/2|12.82.118.4/10/2/2
12.82.126.128/10/2|12.82.126.128/10/2/2
12.82.122.8/3/2|12.82.122.8/3/2/6
12.82.109.3/3/3|12.82.109.3/3/3/4
12.82.24.50/4/1|12.82.24.50/4/1/5
12.82.60.26/5/1|12.82.60.26/5/1/0
12.82.40.122/10/1|12.82.40.122/10/1/6
12.82.0.1/7/1|12.82.0.1/7/1/2
12.82.124.65/10/2|12.82.124.65/10/2/4
12.80.0.209/8/2|12.80.0.209/8/2/0
12.82.16.71/1/2|12.82.16.71/1/2/0
165.87.209.107/7/0|165.87.209.107/7/0/1
143.0.24.148/3/0|143.0.24.148/3/0/0
12.82.124.64/9/1|12.82.124.64/9/1/1
12.82.102.21/3/3|12.82.102.21/3/3/5
12.82.48.1/9/1|12.82.48.1/9/1/1
172.21.68.97/0/0|172.21.68.97/0/0/0
12.122.120.237/1/0|12.122.120.237/1/0/0
12.83.165.122/0/0|12.83.165.122/0/0/0
148.0.131.183/4/0|148.0.131.183/4/0/0
12.82.8.55/3/1|12.82.8.55/3/1/7
12.82.82.21/4/0|12.82.82.21/4/0/0
12.122.122.153/3/2|12.122.122.153/3/2/1
12.82.0.61/7/1|12.82.0.61/7/1/6
12.82.144.21/3/3|12.82.144.21/3/3/5
172.18.12.143/7/0|172.18.12.143/7/0/2
12.82.40.103/2/1|12.82.40.103/2/1/5
12.82.88.12/1/0|12.82.88.12/1/0/4
165.87.210.248/11/3|165.87.210.248/11/3/0
12.122.127.61/4/1|12.122.127.61/4/1/0
12.82.98.15/8/3|12.82.98.15/8/3/6
12.82.82.21/3/3|12.82.82.21/3/3/6
12.82.70.28/9/0|12.82.70.28/9/0/7
12.82.40.140/1/1|12.82.40.140/1/1/0
12.82.16.62/9/1|12.82.16.62/9/1/1
12.82.90.19/7/2|12.82.90.19/7/2/0
12.82.148.11/10/1|12.82.148.11/10/1/0
12.82.24.66/10/2|12.82.24.66/10/2/5
12.82.24.65/4/1|12.82.24.65/4/1/9
12.82.16.78/10/3|12.82.16.78/10/3/6
12.82.124.65/10/0|12.82.124.65/10/0/4
12.82.66.1/8/2|12.82.66.1/8/2/3
12.82.118.2/2/1|12.82.118.2/2/1/5
12.82.40.102/3/1|12.82.40.102/3/1/1
12.82.118.19/0/0|12.82.118.19/0/0/0
12.122.122.162/3/3|12.122.122.162/3/3/4
12.82.8.10/3/2|12.82.8.10/3/2/7
12.122.215.60/3/0|12.122.215.60/3/0/0
12.82.82.27/4/3|12.82.82.27/4/3/3
12.82.110.13/3/0|12.82.110.13/3/0/2
12.82.114.13/2/2|12.82.114.13/2/2/9
12.82.40.93/2/2|12.82.40.93/2/2/4
12.82.100.6/2/1|12.82.100.6/2/1/6
12.82.127.128/10/2|12.82.127.128/10/2/5
10.0.36.144/2/0|10.0.36.144/2/0/4
12.82.72.1/0/3|12.82.72.1/0/3/1
12.82.72.1/0/0|12.82.72.1/0/0/9
12.82.24.49/3/1|12.82.24.49/3/1/3
12.122.119.14/4/2|12.122.119.14/4/2/0
12.82.62.6/2/0|12.82.62.6/2/0/0
12.122.122.123/11/3|12.122.122.123/11/3/0
12.82.86.29/1/0|12.82.86.29/1/0/0
12.82.0.50/3/0|12.82.0.50/3/0/4
12.82.0.94/10/1|12.82.0.94/10/1/5
12.82.40.92/2/0|12.82.40.92/2/0/5
165.87.253.163/5/1|165.87.253.163/5/1/4
12.82.56.5/2/0|12.82.56.5/2/0/6
12.82.118.20/2/2|12.82.118.20/2/2/7
12.82.126.128/4/3|12.82.126.128/4/3/6
172.18.4.97/1/0|172.18.4.97/1/0/0
12.82.90.15/8/0|12.82.90.15/8/0/4
12.82.58.3/9/1|12.82.58.3/9/1/1
12.82.114.14/9/3|12.82.114.14/9/3/6
12.82.16.78/1/2|12.82.16.78/1/2/6
12.83.164.81/1/0|12.83.164.81/1/0/0
12.82.24.65/5/1|12.82.24.65/5/1/2
12.82.68.1/10/2|12.82.68.1/10/2/4
12.82.40.87/2/1|12.82.40.87/2/1/4
12.82.88.1/8/1|12.82.88.1/8/1/4
12.122.119.200/4/1|12.122.119.200/4/1/0
12.82.120.135/0/1|12.82.120.135/0/1/2
12.82.24.43/2/0|12.82.24.43/2/0/3
12.122.122.17/3/0|12.122.122.17/3/0/5
12.82.114.9/10/3|12.82.114.9/10/3/0
1.2.3.4/11/1|1.2.3.4/11/1/0
12.82.24.66/3/1|12.82.24.66/3/1/7
12.122.120.7/0/0|12.122.120.7/0/0/0
12.82.16.78/8/1|12.82.16.78/8/1/8
12.82.142.4/0/1|12.82.142.4/0/1/9
149.9.0.28/5/0|149.9.0.28/5/0/1
12.82.32.96/5/1|12.82.32.96/5/1/1
12.82.56.2/3/3|12.82.56.2/3/3/0
12.82.32.73/2/0|12.82.32.73/2/0/5
143.0.68.242/4/0|143.0.68.242/4/0/2
12.82.110.4/1/2|12.82.110.4/1/2/5
12.122.122.172/3/2|12.122.122.172/3/2/0
12.82.0.53/2/2|12.82.0.53/2/2/5
12.82.40.125/2/3|12.82.40.125/2/3/0
12.82.40.94/2/1|12.82.40.94/2/1/8
12.82.90.19/2/0|12.82.90.19/2/0/7
12.82.16.72/8/2|12.82.16.72/8/2/0
12.82.0.1/1/1|12.82.0.1/1/1/6
12.82.0.51/3/1|12.82.0.51/3/1/0
172.30.135.3/7/1|172.30.135.3/7/1/0
12.82.80.30/0/0|12.82.80.30/0/0/0
172.30.128.23/7/2|172.30.128.23/7/2/7
12.82.118.25/2/1|12.82.118.25/2/1/7
12.122.122.57/1/3|12.122.122.57/1/3/0
32.119.202.249/5/2|32.119.202.249/5/2/1
12.82.98.13/4/0|12.82.98.13/4/0/1
172.30.136.4/7/3|172.30.136.4/7/3/2
143.0.24.168/5/0|143.0.24.168/5/0/1
12.82.125.130/9/3|12.82.125.130/9/3/9
12.82.8.63/3/2|12.82.8.63/3/2/3
12.83.164.229/2/1|12.83.164.229/2/1/0
12.122.122.207/0/1|12.122.122.207/0/1/0
12.82.102.1/3/0|12.82.102.1/3/0/6
12.82.124.65/3/0|12.82.124.65/3/0/7
12.122.121.139/3/3|12.122.121.139/3/3/1
12.82.80.26/3/0|12.82.80.26/3/0/9
12.82.78.20/10/1|12.82.78.20/10/1/3
165.87.245.71/7/2|165.87.245.71/7/2/3
12.82.49.196/1/0|12.82.49.196/1/0/4
32.12.1.1/4/2|32.12.1.1/4/2/6
12.82.100.18/2/0|12.82.100.18/2/0/0
12.82.74.28/2/2|12.82.74.28/2/2/8
12.82.96.30/2/0|12.82.96.30/2/0/9
12.122.126.224/0/2|12.122.126.224/0/2/0
12.122.122.101/2/1|12.122.122.101/2/1/0
12.82.74.31/2/1|12.82.74.31/2/1/3
12.82.24.123/8/1|12.82.24.123/8/1/0
12.82.56.3/4/0|12.82.56.3/4/0/7
12.82.102.28/4/0|12.82.102.28/4/0/4
12.82.8.71/4/2|12.82.8.71/4/2/0
12.82.0.61/10/1|12.82.0.61/10/1/2
12.82.8.82/10/1|12.82.8.82/10/1/7
12.82.104.20/2/0|12.82.104.20/2/0/1
12.82.0.94/10/0|12.82.0.94/10/0/9
12.82.125.130/3/3|12.82.125.130/3/3/1
12.82.118.18/3/3|12.82.118.18/3/3/1
12.82.127.192/10/2|12.82.127.192/10/2/3
12.82.0.53/1/0|12.82.0.53/1/0/2
12.82.118.22/3/1|12.82.118.22/3/1/9
12.82.126.196/0/0|12.82.126.196/0/0/3
12.122.122.100/10/2|12.122.122.100/10/2/0
8.8.0.216/2/0|8.8.0.216/2/0/0
12.82.40.123/3/1|12.82.40.123/3/1/1
12.82.114.22/1/2|12.82.114.22/1/2/0
12.82.32.96/5/1|12.82.32.96/5/1/6
143.0.68.61/1/0|143.0.68.61/1/0/5
12.82.40.122/3/2|12.82.40.122/3/2/8
12.83.165.118/0/0|12.83.165.118/0/0/3
12.82.55.1/2/0|12.82.55.1/2/0/3
12.80.0.213/3/3|12.80.0.213/3/3/0
12.122.120.193/5/1|12.122.120.193/5/1/0
12.122.122.95/11/0|12.122.122.95/11/0/0
12.82.16.78/10/2|12.82.16.78/10/2/1
12.82.114.4/9/1|12.82.114.4/9/1/7
12.80.72.28/0/0|12.80.72.28/0/0/1
165.87.253.173/1/2|165.87.253.173/1/2/3
12.82.127.129/10/0|12.82.127.129/10/0/0
12.83.164.160/6/0|12.83.164.160/6/0/4
12.82.16.70/10/0|12.82.16.70/10/0/6
12.82.86.24/9/1|12.82.86.24/9/1/0
12.82.66.27/2/2|12.82.66.27/2/2/5
12.122.122.91/3/1|12.122.122.91/3/1/3
12.82.110.4/3/3|12.82.110.4/3/3/0
12.82.16.57/3/1|12.82.16.57/3/1/0
12.82.110.13/2/2|12.82.110.13/2/2/4
12.82.78.26/8/3|12.82.78.26/8/3/0
12.122.122.34/7/0|12.122.122.34/7/0/0
12.82.16.70/1/2|12.82.16.70/1/2/9
12.122.127.63/4/0|12.122.127.63/4/0/4
12.82.8.61/2/0|12.82.8.61/2/0/0
12.82.109.6/0/0|12.82.109.6/0/0/0
12.122.121.8/0/1|12.122.121.8/0/1/9
12.82.0.78/2/2|12.82.0.78/2/2/0
12.122.122.86/0/0|12.122.122.86/0/0/0
12.82.24.63/1/1|12.82.24.63/1/1/3
12.82.66.30/6/0|12.82.66.30/6/0/1
12.82.8.71/9/0|12.82.8.71/9/0/1
12.82.126.128/9/3|12.82.126.128/9/3/2
12.122.122.226/4/2|12.122.122.226/4/2/8
12.82.24.65/10/1|12.82.24.65/10/1/1
12.123.80.60/0/0|12.123.80.60/0/0/9
12.82.8.92/2/1|12.82.8.92/2/1/2
12.82.32.74/2/0|12.82.32.74/2/0/6
12.122.122.50/4/0|12.122.122.50/4/0/3
12.82.142.4/1/3|12.82.142.4/1/3/2
12.82.118.9/3/0|12.82.118.9/3/0/0
12.82.88.20/2/0|12.82.88.20/2/0/9
12.82.24.67/2/0|12.82.24.67/2/0/5
12.122.120.237/1/2|12.122.120.237/1/2/0
12.82.8.63/3/0|12.82.8.63/3/0/4
12.82.16.89/10/1|12.82.16.89/10/1/9
12.82.82.30/2/1|12.82.82.30/2/1/3
12.82.82.28/3/1|12.82.82.28/3/1/4
12.80.17.93/4/0|12.80.17.93/4/0/1
12.82.40.94/4/2|12.82.40.94/4/2/0
12.122.122.146/3/0|12.122.122.146/3/0/2
12.82.8.70/2/0|12.82.8.70/2/0/3
12.82.114.23/6/3|12.82.114.23/6/3/8
12.82.24.66/3/3|12.82.24.66/3/3/4
12.82.118.11/5/0|12.82.118.11/5/0/9
12.82.86.21/2/0|12.82.86.21/2/0/1
