@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
12.80.72.126/0/0/9|12.80.72.126/0/0/9/2
10.0.36.75/5/0/4|10.0.36.75/5/0/4/1
12.122.74.1/0/0/9|12.122.74.1/0/0/9/2
10.144.0.65/1/0/9|10.144.0.65/1/0/9/132
10.0.36.76/9/0/1|10.0.36.76/9/0/1/10
12.122.72.128/1/0/8|12.122.72.128/1/0/8/0
10.0.40.1/3/0/0|10.0.40.1/3/0/0/4
10.0.40.33/1/0/2|10.0.40.33/1/0/2/2
10.0.36.21/0/0/1|10.0.36.21/0/0/1/4
149.8.0.160/3/0/2|149.8.0.160/3/0/2/2
10.0.38.78/5/0/4|10.0.38.78/5/0/4/30
10.0.36.14/7/0/1|10.0.36.14/7/0/1/2
149.0.3.222/4/0/3|149.0.3.222/4/0/3/381
149.4.64.5/9/0/3|149.4.64.5/9/0/3/0
12.82.0.62/2/3/8|12.82.0.62/2/3/8/200
12.123.80.32/1/0/1|12.123.80.32/1/0/1/3
10.0.8.124/0/2/9|10.0.8.124/0/2/9/1
10.144.0.138/4/1/0|10.144.0.138/4/1/0/40
12.82.0.55/4/0/2|12.82.0.55/4/0/2/28
10.0.36.78/5/0/1|10.0.36.78/5/0/1/1
12.122.72.114/0/0/3|12.122.72.114/0/0/3/0
10.0.40.7/4/2/4|10.0.40.7/4/2/4/4
149.4.64.14/1/0/1|149.4.64.14/1/0/1/1
143.0.68.62/1/0/1|143.0.68.62/1/0/1/5
12.122.74.1/0/0/8|12.122.74.1/0/0/8/2
12.123.68.1/2/3/0|12.123.68.1/2/3/0/10
10.0.36.72/2/3/9|10.0.36.72/2/3/9/1
149.8.0.18/5/0/1|149.8.0.18/5/0/1/10
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6039
143.0.68.179/0/0/0|143.0.68.179/0/0/0/4
143.0.24.98/1/1/6|143.0.24.98/1/1/6/52
10.144.0.61/10/2/0|10.144.0.61/10/2/0/1
10.0.36.14/0/0/4|10.0.36.14/0/0/4/1
10.0.36.21/2/1/8|10.0.36.21/2/1/8/1
10.0.36.73/0/3/0|10.0.36.73/0/3/0/6
12.122.72.115/0/3/2|12.122.72.115/0/3/2/2
150.0.0.89/2/2/0|150.0.0.89/2/2/0/29
10.0.8.122/1/1/0|10.0.8.122/1/1/0/4
149.0.3.223/1/0/5|149.0.3.223/1/0/5/65
149.0.3.157/1/0/4|149.0.3.157/1/0/4/16
12.122.72.115/1/0/6|12.122.72.115/1/0/6/6
143.0.68.35/1/0/0|143.0.68.35/1/0/0/3
10.0.38.120/4/0/1|10.0.38.120/4/0/1/3
10.0.40.4/2/1/1|10.0.40.4/2/1/1/1
10.144.0.137/3/0/4|10.144.0.137/3/0/4/6004
12.82.0.55/4/0/2|12.82.0.55/4/0/2/38
10.0.36.76/9/0/1|10.0.36.76/9/0/1/11
12.80.0.213/2/3/0|12.80.0.213/2/3/0/12
10.0.40.1/2/2/0|10.0.40.1/2/2/0/1
143.0.68.170/1/0/5|143.0.68.170/1/0/5/6001
10.0.36.17/8/2/8|10.0.36.17/8/2/8/3
10.0.40.7/4/0/5|10.0.40.7/4/0/5/1
12.123.80.219/0/0/2|12.123.80.219/0/0/2/9
10.0.36.78/8/0/1|10.0.36.78/8/0/1/1
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6024
143.0.68.168/2/0/0|143.0.68.168/2/0/0/6001
143.0.68.36/0/0/0|143.0.68.36/0/0/0/6001
8.8.0.205/1/0/8|8.8.0.205/1/0/8/4
10.144.0.136/5/2/0|10.144.0.136/5/2/0/6015
12.123.80.92/3/0/1|12.123.80.92/3/0/1/6
143.0.68.18/0/0/0|143.0.68.18/0/0/0/6012
10.0.36.21/9/0/0|10.0.36.21/9/0/0/3
10.0.36.78/6/0/0|10.0.36.78/6/0/0/1
149.9.0.128/1/2/0|149.9.0.128/1/2/0/4
12.82.0.53/5/0/3|12.82.0.53/5/0/3/9
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6029
143.0.68.208/0/1/3|143.0.68.208/0/1/3/44
149.0.3.148/3/0/0|149.0.3.148/3/0/0/3
148.0.131.185/0/0/0|148.0.131.185/0/0/0/4
10.0.40.32/4/3/1|10.0.40.32/4/3/1/2
143.0.68.44/0/0/5|143.0.68.44/0/0/5/38
12.82.0.63/5/0/2|12.82.0.63/5/0/2/29
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6046
10.0.36.75/8/0/4|10.0.36.75/8/0/4/1
12.123.80.104/0/0/5|12.123.80.104/0/0/5/4
143.0.68.208/0/1/3|143.0.68.208/0/1/3/10
143.0.24.130/4/3/9|143.0.24.130/4/3/9/1
10.0.36.21/2/3/8|10.0.36.21/2/3/8/0
10.144.0.137/5/2/2|10.144.0.137/5/2/2/6034
10.0.36.77/11/2/7|10.0.36.77/11/2/7/1
12.123.80.220/0/0/2|12.123.80.220/0/0/2/6
10.0.36.77/1/3/3|10.0.36.77/1/3/3/1
149.4.64.5/9/2/2|149.4.64.5/9/2/2/3
8.8.0.217/0/0/4|8.8.0.217/0/0/4/7
149.8.0.160/1/2/4|149.8.0.160/1/2/4/3
12.80.0.208/8/0/0|12.80.0.208/8/0/0/36
12.123.68.1/2/3/0|12.123.68.1/2/3/0/49
10.0.36.78/1/0/3|10.0.36.78/1/0/3/1
143.0.68.242/3/0/3|143.0.68.242/3/0/3/6008
12.123.80.152/1/0/3|12.123.80.152/1/0/3/10
12.123.80.195/0/0/1|12.123.80.195/0/0/1/5
10.144.0.137/3/3/3|10.144.0.137/3/3/3/2082
12.80.72.126/0/0/0|12.80.72.126/0/0/0/4
10.0.36.75/4/3/6|10.0.36.75/4/3/6/1
12.123.80.27/2/0/3|12.123.80.27/2/0/3/6018
143.0.24.93/1/3/0|143.0.24.93/1/3/0/13
143.0.68.55/0/0/0|143.0.68.55/0/0/0/6009
10.0.36.21/2/1/4|10.0.36.21/2/1/4/0
12.122.72.128/1/2/3|12.122.72.128/1/2/3/0
78.23.44.28/0/2/4|78.23.44.28/0/2/4/68
12.122.72.112/2/0/9|12.122.72.112/2/0/9/2
10.144.0.154/4/0/0|10.144.0.154/4/0/0/775
149.8.0.20/0/0/4|149.8.0.20/0/0/4/21
143.0.68.229/1/0/9|143.0.68.229/1/0/9/41
8.8.0.205/2/0/7|8.8.0.205/2/0/7/24
10.0.36.72/9/2/3|10.0.36.72/9/2/3/1
12.80.72.81/4/0/3|12.80.72.81/4/0/3/3
150.0.0.183/1/0/0|150.0.0.183/1/0/0/24
149.4.64.12/3/0/0|149.4.64.12/3/0/0/8
12.123.80.99/1/0/0|12.123.80.99/1/0/0/3
8.8.0.190/5/0/0|8.8.0.190/5/0/0/3
149.8.0.128/9/0/1|149.8.0.128/9/0/1/7
10.0.36.72/2/3/8|10.0.36.72/2/3/8/1
10.0.32.64/0/1/7|10.0.32.64/0/1/7/2
10.0.40.7/0/0/1|10.0.40.7/0/0/1/4
12.82.0.62/3/0/0|12.82.0.62/3/0/0/3
149.0.3.222/2/1/2|149.0.3.222/2/1/2/6001
12.123.80.84/0/0/9|12.123.80.84/0/0/9/11
149.9.0.128/1/3/4|149.9.0.128/1/3/4/12
143.1.140.2/2/3/9|143.1.140.2/2/3/9/3
10.0.36.73/0/3/1|10.0.36.73/0/3/1/5
149.4.28.1/3/0/5|149.4.28.1/3/0/5/2
10.0.36.78/0/2/0|10.0.36.78/0/2/0/1
10.0.38.78/5/0/8|10.0.38.78/5/0/8/27
150.0.0.144/1/1/0|150.0.0.144/1/1/0/5
10.0.40.4/3/2/1|10.0.40.4/3/2/1/7
10.0.36.7/11/1/1|10.0.36.7/11/1/1/5
143.1.140.2/5/2/6|143.1.140.2/5/2/6/1
78.23.44.28/0/3/2|78.23.44.28/0/3/2/2
10.0.38.10/1/1/0|10.0.38.10/1/1/0/1
149.0.3.196/0/0/9|149.0.3.196/0/0/9/6011
10.0.36.77/1/2/5|10.0.36.77/1/2/5/1
143.0.68.68/0/0/6|143.0.68.68/0/0/6/22
12.123.80.116/2/0/1|12.123.80.116/2/0/1/11
12.123.68.1/2/3/0|12.123.68.1/2/3/0/24
143.0.68.230/2/2/3|143.0.68.230/2/2/3/6021
12.123.80.32/1/0/8|12.123.80.32/1/0/8/41
10.0.36.23/2/0/4|10.0.36.23/2/0/4/1
149.9.0.20/1/0/5|149.9.0.20/1/0/5/19
149.4.64.5/9/2/1|149.4.64.5/9/2/1/3
10.0.40.7/2/0/0|10.0.40.7/2/0/0/16
143.0.68.227/7/1/1|143.0.68.227/7/1/1/6001
143.0.24.251/0/1/1|143.0.24.251/0/1/1/8
10.0.38.72/1/0/0|10.0.38.72/1/0/0/8
143.0.68.190/0/0/0|143.0.68.190/0/0/0/3
149.9.0.128/1/2/0|149.9.0.128/1/2/0/6
149.4.64.12/8/0/0|149.4.64.12/8/0/0/1
12.123.80.214/2/1/2|12.123.80.214/2/1/2/6006
149.0.3.157/1/0/0|149.0.3.157/1/0/0/3
12.123.68.4/3/1/1|12.123.68.4/3/1/1/0
150.0.0.154/0/3/0|150.0.0.154/0/3/0/5
10.0.8.122/1/1/2|10.0.8.122/1/1/2/12
12.123.68.1/2/3/0|12.123.68.1/2/3/0/48
8.8.0.190/5/0/0|8.8.0.190/5/0/0/2
10.144.0.147/5/2/1|10.144.0.147/5/2/1/203
12.80.72.90/4/0/0|12.80.72.90/4/0/0/3
10.0.36.7/11/1/3|10.0.36.7/11/1/3/3
8.8.0.172/4/0/7|8.8.0.172/4/0/7/109
10.0.36.79/1/0/1|10.0.36.79/1/0/1/2
8.8.0.154/3/1/0|8.8.0.154/3/1/0/14
10.0.40.6/0/1/5|10.0.40.6/0/1/5/1
149.0.3.223/4/1/0|149.0.3.223/4/1/0/86
143.0.68.69/1/0/1|143.0.68.69/1/0/1/6
10.0.40.35/8/1/0|10.0.40.35/8/1/0/3
10.0.40.1/0/1/1|10.0.40.1/0/1/1/1
10.0.40.35/0/1/8|10.0.40.35/0/1/8/0
149.4.64.5/0/3/5|149.4.64.5/0/3/5/2
10.144.0.137/1/1/7|10.144.0.137/1/1/7/2498
10.0.40.4/1/0/2|10.0.40.4/1/0/2/3
143.0.68.172/1/1/0|143.0.68.172/1/1/0/87
10.144.0.154/2/2/1|10.144.0.154/2/2/1/6003
149.0.3.223/1/0/7|149.0.3.223/1/0/7/44
10.0.8.124/0/0/1|10.0.8.124/0/0/1/5
12.80.0.212/3/0/0|12.80.0.212/3/0/0/15
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6029
143.0.68.247/4/2/4|143.0.68.247/4/2/4/52
12.122.72.115/1/0/0|12.122.72.115/1/0/0/2
12.123.80.214/2/1/2|12.123.80.214/2/1/2/6005
12.123.80.116/1/0/0|12.123.80.116/1/0/0/14
12.122.72.112/2/0/0|12.122.72.112/2/0/0/1
10.0.8.122/1/1/1|10.0.8.122/1/1/1/2
10.0.36.74/11/0/0|10.0.36.74/11/0/0/1
143.0.24.92/0/0/0|143.0.24.92/0/0/0/16
143.0.24.6/3/0/1|143.0.24.6/3/0/1/11
12.80.0.211/2/0/0|12.80.0.211/2/0/0/24
10.0.36.75/4/3/6|10.0.36.75/4/3/6/3
10.0.40.6/8/2/9|10.0.40.6/8/2/9/1
10.144.0.112/11/2/0|10.144.0.112/11/2/0/33
12.122.72.115/4/1/0|12.122.72.115/4/1/0/0
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6014
10.0.38.49/0/0/0|10.0.38.49/0/0/0/4
10.0.36.75/0/0/6|10.0.36.75/0/0/6/2
149.0.3.222/4/0/9|149.0.3.222/4/0/9/396
10.0.36.75/4/0/6|10.0.36.75/4/0/6/1
10.0.36.21/2/3/0|10.0.36.21/2/3/0/2
143.0.24.102/0/2/5|143.0.24.102/0/2/5/64
78.23.44.28/0/3/4|78.23.44.28/0/3/4/81
78.23.44.28/1/2/1|78.23.44.28/1/2/1/3
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6060
143.0.68.68/1/0/1|143.0.68.68/1/0/1/6
10.0.40.7/4/2/2|10.0.40.7/4/2/2/1
10.0.40.7/0/1/1|10.0.40.7/0/1/1/2
8.8.0.242/0/0/1|8.8.0.242/0/0/1/6005
12.82.78.30/2/2/9|12.82.78.30/2/2/9/144
10.0.36.7/5/0/4|10.0.36.7/5/0/4/1
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6035
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6008
149.0.3.206/0/0/4|149.0.3.206/0/0/4/23
150.0.0.212/0/1/2|150.0.0.212/0/1/2/53
10.0.40.2/5/0/5|10.0.40.2/5/0/5/2
10.0.36.72/1/2/2|10.0.36.72/1/2/2/2
78.23.44.28/1/0/1|78.23.44.28/1/0/1/1
72.44.12.28/0/1/6|72.44.12.28/0/1/6/0
12.123.80.214/2/0/9|12.123.80.214/2/0/9/6003
12.123.80.197/0/0/1|12.123.80.197/0/0/1/6002
10.0.36.73/1/1/7|10.0.36.73/1/1/7/2
12.123.80.214/2/1/1|12.123.80.214/2/1/1/97
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6008
10.0.8.124/0/3/7|10.0.8.124/0/3/7/1
12.82.0.53/2/0/0|12.82.0.53/2/0/0/168
10.0.40.2/5/2/2|10.0.40.2/5/2/2/1
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6158
10.0.40.1/4/1/0|10.0.40.1/4/1/0/5
10.0.8.124/0/3/1|10.0.8.124/0/3/1/2
149.4.64.5/0/0/8|149.4.64.5/0/0/8/2
143.0.24.98/1/2/0|143.0.24.98/1/2/0/16
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6167
12.122.72.115/1/0/8|12.122.72.115/1/0/8/2
12.80.4.13/0/0/9|12.80.4.13/0/0/9/3
10.0.38.78/5/0/8|10.0.38.78/5/0/8/26
149.8.0.20/3/0/0|149.8.0.20/3/0/0/14
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6039
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6051
10.0.8.122/1/1/2|10.0.8.122/1/1/2/3
12.122.74.1/0/3/0|12.122.74.1/0/3/0/9
149.9.0.128/1/3/4|149.9.0.128/1/3/4/14
143.0.68.168/2/0/5|143.0.68.168/2/0/5/6005
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6008
10.0.40.4/0/1/8|10.0.40.4/0/1/8/6
12.80.72.108/0/0/0|12.80.72.108/0/0/0/5
10.0.38.43/0/0/5|10.0.38.43/0/0/5/10
143.0.68.242/3/1/9|143.0.68.242/3/1/9/165
143.0.24.148/4/0/9|143.0.24.148/4/0/9/17
10.0.36.78/5/2/4|10.0.36.78/5/2/4/1
143.0.24.102/0/2/3|143.0.24.102/0/2/3/55
150.0.0.167/1/0/9|150.0.0.167/1/0/9/42
10.144.0.62/9/1/6|10.144.0.62/9/1/6/5
10.0.36.14/3/0/3|10.0.36.14/3/0/3/9
149.9.0.49/5/0/0|149.9.0.49/5/0/0/1
143.0.24.98/1/1/7|143.0.24.98/1/1/7/65
143.0.24.111/5/0/0|143.0.24.111/5/0/0/3
10.0.40.4/3/0/0|10.0.40.4/3/0/0/8
12.123.68.4/3/0/0|12.123.68.4/3/0/0/9
10.0.40.7/3/1/1|10.0.40.7/3/1/1/18
10.0.36.14/4/0/0|10.0.36.14/4/0/0/2
149.8.0.160/1/2/1|149.8.0.160/1/2/1/11
143.0.68.242/3/2/0|143.0.68.242/3/2/0/172
10.0.40.4/3/0/9|10.0.40.4/3/0/9/7
10.144.0.137/5/2/7|10.144.0.137/5/2/7/6002
10.0.36.73/0/2/5|10.0.36.73/0/2/5/1
10.0.40.7/4/0/4|10.0.40.7/4/0/4/2
149.8.0.160/5/0/2|149.8.0.160/5/0/2/5
10.144.0.137/4/0/8|10.144.0.137/4/0/8/2247
149.8.0.160/1/2/1|149.8.0.160/1/2/1/8
143.2.0.1/0/0/5|143.2.0.1/0/0/5/1
12.123.80.195/0/0/0|12.123.80.195/0/0/0/3
10.0.40.4/9/3/1|10.0.40.4/9/3/1/1
143.1.140.2/1/0/0|143.1.140.2/1/0/0/1
10.0.32.65/3/0/4|10.0.32.65/3/0/4/1
10.0.36.73/0/1/2|10.0.36.73/0/1/2/7
12.123.80.17/2/1/0|12.123.80.17/2/1/0/61
12.122.74.1/0/0/7|12.122.74.1/0/0/7/2
150.0.0.168/5/0/2|150.0.0.168/5/0/2/36
12.122.72.115/4/0/1|12.122.72.115/4/0/1/1
149.0.3.231/2/0/0|149.0.3.231/2/0/0/18
10.0.36.76/0/0/4|10.0.36.76/0/0/4/1
10.0.36.77/1/3/2|10.0.36.77/1/3/2/6
143.0.24.148/4/0/9|143.0.24.148/4/0/9/22
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6034
143.0.68.227/5/2/0|143.0.68.227/5/2/0/52
8.8.1.28/1/0/3|8.8.1.28/1/0/3/2
10.144.0.62/9/1/7|10.144.0.62/9/1/7/5
149.0.3.196/0/0/8|149.0.3.196/0/0/8/6016
10.0.32.64/0/2/0|10.0.32.64/0/2/0/1
12.122.72.129/1/2/2|12.122.72.129/1/2/2/3
10.0.40.1/4/1/0|10.0.40.1/4/1/0/7
143.0.68.184/0/1/8|143.0.68.184/0/1/8/406
10.0.40.33/5/2/4|10.0.40.33/5/2/4/1
10.0.36.5/0/0/7|10.0.36.5/0/0/7/2
150.0.0.83/1/0/2|150.0.0.83/1/0/2/8
149.0.3.128/5/0/0|149.0.3.128/5/0/0/6011
143.0.24.132/2/0/6|143.0.24.132/2/0/6/6000
12.80.72.33/0/3/3|12.80.72.33/0/3/3/19
10.0.8.122/5/2/0|10.0.8.122/5/2/0/1
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6000
8.8.0.161/0/2/2|8.8.0.161/0/2/2/2
143.0.24.93/1/1/0|143.0.24.93/1/1/0/6
88.33.55.4/1/0/0|88.33.55.4/1/0/0/2
143.0.68.55/0/0/0|143.0.68.55/0/0/0/6000
12.122.72.115/1/2/4|12.122.72.115/1/2/4/3
10.0.36.6/0/1/0|10.0.36.6/0/1/0/4
143.0.68.21/5/2/0|143.0.68.21/5/2/0/14
12.122.72.115/4/3/3|12.122.72.115/4/3/3/1
10.144.0.137/5/0/2|10.144.0.137/5/0/2/6008
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6011
10.0.36.23/0/2/4|10.0.36.23/0/2/4/1
143.2.0.1/0/0/1|143.2.0.1/0/0/1/1
149.8.0.161/1/0/0|149.8.0.161/1/0/0/2
10.0.40.4/0/0/1|10.0.40.4/0/0/1/2
10.0.40.1/1/0/0|10.0.40.1/1/0/0/6
150.0.0.89/1/0/0|150.0.0.89/1/0/0/6003
12.123.80.212/2/0/5|12.123.80.212/2/0/5/6002
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6047
12.82.0.53/5/1/0|12.82.0.53/5/1/0/18
10.0.8.122/1/1/1|10.0.8.122/1/1/1/8
10.144.0.147/1/2/0|10.144.0.147/1/2/0/6021
12.123.80.104/0/0/2|12.123.80.104/0/0/2/5
149.9.0.28/5/0/5|149.9.0.28/5/0/5/18
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6040
143.0.68.169/1/0/6|143.0.68.169/1/0/6/71
10.0.36.7/8/2/4|10.0.36.7/8/2/4/1
10.0.36.77/11/1/0|10.0.36.77/11/1/0/8
10.144.0.136/0/0/0|10.144.0.136/0/0/0/118
10.0.40.33/3/1/0|10.0.40.33/3/1/0/2
150.0.0.207/1/0/0|150.0.0.207/1/0/0/3
150.0.0.207/1/0/0|150.0.0.207/1/0/0/4
143.0.68.168/2/0/5|143.0.68.168/2/0/5/14
12.123.80.214/0/0/8|12.123.80.214/0/0/8/6000
10.0.36.78/1/0/5|10.0.36.78/1/0/5/0
10.0.40.7/2/0/0|10.0.40.7/2/0/0/8
149.9.0.128/1/2/0|149.9.0.128/1/2/0/5
143.0.24.168/3/0/4|143.0.24.168/3/0/4/129
10.0.40.1/4/1/0|10.0.40.1/4/1/0/1
10.0.34.15/1/0/2|10.0.34.15/1/0/2/2
10.0.36.79/1/0/1|10.0.36.79/1/0/1/5
149.0.3.200/1/0/7|149.0.3.200/1/0/7/25
10.0.36.73/0/2/0|10.0.36.73/0/2/0/3
143.0.68.169/1/0/1|143.0.68.169/1/0/1/6006
12.123.80.84/0/1/7|12.123.80.84/0/1/7/30
149.0.3.198/0/0/3|149.0.3.198/0/0/3/53
143.0.68.79/0/0/0|143.0.68.79/0/0/0/4
12.123.80.142/0/0/9|12.123.80.142/0/0/9/26
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6098
12.80.0.209/4/3/0|12.80.0.209/4/3/0/28
143.1.140.2/5/3/6|143.1.140.2/5/3/6/4
12.82.0.62/2/0/3|12.82.0.62/2/0/3/31
12.123.80.142/3/0/2|12.123.80.142/3/0/2/18
8.8.0.154/0/0/1|8.8.0.154/0/0/1/6001
149.9.0.9/1/0/1|149.9.0.9/1/0/1/6
10.0.36.76/5/0/2|10.0.36.76/5/0/2/1
10.0.36.76/9/0/0|10.0.36.76/9/0/0/1
143.0.24.149/3/0/0|143.0.24.149/3/0/0/8
10.144.0.137/1/1/7|10.144.0.137/1/1/7/2497
10.0.8.124/0/0/0|10.0.8.124/0/0/0/9
12.123.80.212/0/0/8|12.123.80.212/0/0/8/29
143.0.68.168/2/0/5|143.0.68.168/2/0/5/18
10.0.36.77/1/2/2|10.0.36.77/1/2/2/4
149.8.0.161/1/0/7|149.8.0.161/1/0/7/1
10.0.36.23/0/1/1|10.0.36.23/0/1/1/1
12.123.80.85/5/0/0|12.123.80.85/5/0/0/19
10.0.36.74/10/1/1|10.0.36.74/10/1/1/2
10.0.36.77/1/3/9|10.0.36.77/1/3/9/3
143.0.68.62/1/0/0|143.0.68.62/1/0/0/3
143.0.68.244/7/0/0|143.0.68.244/7/0/0/6015
148.0.131.153/3/0/0|148.0.131.153/3/0/0/17
10.0.36.73/1/0/6|10.0.36.73/1/0/6/1
10.0.34.15/7/0/0|10.0.34.15/7/0/0/14
12.80.72.24/2/0/0|12.80.72.24/2/0/0/1
10.144.0.61/10/0/5|10.144.0.61/10/0/5/2
149.4.64.2/2/0/1|149.4.64.2/2/0/1/1
150.0.0.39/2/1/1|150.0.0.39/2/1/1/14
148.0.131.177/0/0/0|148.0.131.177/0/0/0/4
150.0.0.23/5/0/1|150.0.0.23/5/0/1/6008
12.123.80.42/1/0/1|12.123.80.42/1/0/1/5
10.0.36.72/6/0/1|10.0.36.72/6/0/1/1
10.0.36.21/2/3/6|10.0.36.21/2/3/6/0
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6032
143.0.24.102/0/0/8|143.0.24.102/0/0/8/27
143.0.68.184/0/0/2|143.0.68.184/0/0/2/6005
12.80.72.91/0/0/8|12.80.72.91/0/0/8/5
10.0.40.4/3/0/8|10.0.40.4/3/0/8/10
10.0.36.72/2/0/6|10.0.36.72/2/0/6/1
8.8.0.154/3/1/0|8.8.0.154/3/1/0/7
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6061
150.0.0.29/5/0/2|150.0.0.29/5/0/2/23
10.0.40.7/3/0/5|10.0.40.7/3/0/5/1
10.144.0.137/1/1/2|10.144.0.137/1/1/2/163
143.0.68.226/0/0/0|143.0.68.226/0/0/0/6
149.0.3.128/5/0/0|149.0.3.128/5/0/0/6004
10.0.36.73/0/0/1|10.0.36.73/0/0/1/2
143.0.68.240/4/0/2|143.0.68.240/4/0/2/115
10.0.36.73/1/1/8|10.0.36.73/1/1/8/1
10.144.0.61/10/2/0|10.144.0.61/10/2/0/2
10.0.36.75/11/2/2|10.0.36.75/11/2/2/3
8.8.0.168/2/0/5|8.8.0.168/2/0/5/2
10.0.36.75/8/2/5|10.0.36.75/8/2/5/15
150.0.0.131/0/3/2|150.0.0.131/0/3/2/41
12.80.72.28/0/3/9|12.80.72.28/0/3/9/3
12.123.80.32/1/0/3|12.123.80.32/1/0/3/22
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6026
10.0.36.77/0/0/8|10.0.36.77/0/0/8/1
143.0.24.60/0/0/3|143.0.24.60/0/0/3/15
12.123.80.142/3/0/2|12.123.80.142/3/0/2/20
149.9.0.6/0/1/0|149.9.0.6/0/1/0/6012
10.0.36.77/1/2/1|10.0.36.77/1/2/1/1
10.0.36.78/7/3/5|10.0.36.78/7/3/5/1
10.0.36.7/11/1/2|10.0.36.7/11/1/2/1
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6013
10.144.0.137/3/0/6|10.144.0.137/3/0/6/2347
10.0.36.6/0/0/9|10.0.36.6/0/0/9/0
10.144.0.137/1/3/5|10.144.0.137/1/3/5/2023
12.123.80.27/1/2/8|12.123.80.27/1/2/8/161
10.0.36.78/7/2/4|10.0.36.78/7/2/4/1
10.144.0.137/1/0/9|10.144.0.137/1/0/9/879
149.4.64.12/8/1/0|149.4.64.12/8/1/0/1
10.0.40.32/4/0/0|10.0.40.32/4/0/0/2
12.122.72.115/0/0/1|12.122.72.115/0/0/1/2
10.0.38.53/0/3/9|10.0.38.53/0/3/9/4
78.23.44.28/1/1/4|78.23.44.28/1/1/4/3
149.8.0.160/2/0/8|149.8.0.160/2/0/8/3
12.82.0.62/1/1/5|12.82.0.62/1/1/5/11
10.144.0.136/0/3/2|10.144.0.136/0/3/2/6005
10.144.0.137/5/0/2|10.144.0.137/5/0/2/6006
10.0.40.4/0/0/3|10.0.40.4/0/0/3/4
10.0.36.73/1/0/3|10.0.36.73/1/0/3/2
149.8.0.160/5/0/0|149.8.0.160/5/0/0/1
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6033
143.0.68.230/2/2/3|143.0.68.230/2/2/3/176
10.0.36.20/0/0/2|10.0.36.20/0/0/2/2
143.0.24.7/0/0/0|143.0.24.7/0/0/0/4
12.123.80.27/2/0/3|12.123.80.27/2/0/3/6008
10.0.40.7/7/2/1|10.0.40.7/7/2/1/1
149.9.0.128/1/2/0|149.9.0.128/1/2/0/2
10.0.40.4/2/0/5|10.0.40.4/2/0/5/1
12.122.72.112/1/0/3|12.122.72.112/1/0/3/0
10.0.36.72/1/0/3|10.0.36.72/1/0/3/1
10.0.40.4/3/0/8|10.0.40.4/3/0/8/9
10.0.8.122/1/1/1|10.0.8.122/1/1/1/9
12.123.80.37/0/0/1|12.123.80.37/0/0/1/15
12.82.0.62/1/0/7|12.82.0.62/1/0/7/1
12.82.0.62/1/3/7|12.82.0.62/1/3/7/100
12.80.72.34/0/3/3|12.80.72.34/0/3/3/38
10.0.36.73/1/1/0|10.0.36.73/1/1/0/1
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6004
72.44.12.28/2/0/3|72.44.12.28/2/0/3/3
143.0.68.172/1/1/0|143.0.68.172/1/1/0/84
143.0.68.117/2/2/0|143.0.68.117/2/2/0/6
10.0.8.124/4/1/3|10.0.8.124/4/1/3/1
12.123.80.115/2/0/1|12.123.80.115/2/0/1/2
8.8.0.177/1/1/0|8.8.0.177/1/1/0/3
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6005
143.0.68.244/7/0/0|143.0.68.244/7/0/0/6005
12.123.80.156/4/0/5|12.123.80.156/4/0/5/13
143.0.68.230/7/0/0|143.0.68.230/7/0/0/25
10.0.36.73/9/3/0|10.0.36.73/9/3/0/1
10.0.36.5/0/1/2|10.0.36.5/0/1/2/2
78.23.44.28/1/0/3|78.23.44.28/1/0/3/7
143.0.68.170/2/0/1|143.0.68.170/2/0/1/214
10.0.36.78/2/0/0|10.0.36.78/2/0/0/1
10.0.40.35/8/1/0|10.0.40.35/8/1/0/12
10.144.0.136/5/2/0|10.144.0.136/5/2/0/6011
150.0.0.154/0/1/0|150.0.0.154/0/1/0/8
